index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,5,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,13,40.0,0,0.9290000000000003,20527,2,126,1.0,1857.9357796306824,False,0.1298561290055471,0,4.349000000000001,6129,335,26,0.0,3729.2565894476015,False,-0.5790611745801053,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,13,3.084000000000001,36113,454,0,0.0,6971.766794112754,False,-0.17880418495973996,0.16666666666666666,147893,0.0,0.125,9,0,0,3,5,5.0,18,21,3,24.0,6.0,3,2,3,200,0.6301942989812233,46.370042031107005
33,3,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,9,40.0,0,0.9290000000000003,20477,0,133,0.7,1940.043322943498,False,0.12938502693374146,0,4.349000000000001,5979,350,26,0.0,3879.2565894476015,False,-0.5830106216575145,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,9,3.161000000000001,35989,454,0,0.0,6971.766794112754,False,-0.18137567870727733,0.11666666666666665,147569,0.0,0.125,9,0,0,2,3,3.0,16,18,2,21.0,3.0,2,1,2,200,0.5629838440218009,46.933025875128806
34,2,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,12,40.0,0,0.9290000000000003,20417,0,139,0.6,2027.564074354483,False,0.1285298597776326,0,4.349000000000001,5839,364,26,0.0,4019.2565894476015,False,-0.5866967722630964,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.140000000000002,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,12,3.272000000000001,35775,454,0,0.0,6971.766794112754,False,-0.1858135792070596,0.09999999999999999,147155,0.0,0.125,9,0,0,2,7,7.0,21,23,2,21.0,0.0,2,0,2,200,0.5571536900242791,47.490179565153085
35,2,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,6,40.0,0,0.9290000000000003,20287,3,149,1.0,2203.431993372791,False,0.12631469176863586,0,4.349000000000001,5769,371,26,0.0,4089.256589447601,False,-0.5885398475658873,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,6,3.320000000000001,35705,454,0,0.0,6971.766794112754,False,-0.18726522890325006,0.16666666666666666,146885,0.0,0.125,11,0,0,1,3,3.0,19,20,3,18.0,3.0,1,1,3,200,0.4892293930170126,47.9794089581701
36,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,9,40.0,0,0.9290000000000003,20187,3,159,1.0,2349.299912391099,False,0.1248894131751211,0,4.349000000000001,5669,381,26,0.0,4189.256589447601,False,-0.5911728122841601,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,9,3.4040000000000004,35583,454,0,0.0,6971.766794112754,False,-0.189795246945182,0.16666666666666666,146563,0.0,0.125,10,0,0,3,4,4.0,17,20,3,21.0,3.0,2,1,3,200,0.5742603840189986,48.553669342189096
37,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,6,40.0,0,0.9290000000000003,20117,0,169,1.0,2465.1678314094074,False,0.1242540239970882,0,4.349000000000001,5539,394,26,0.0,4319.256589447601,False,-0.5945956664179147,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,6,3.455000000000001,35517,454,0,0.0,6971.766794112754,False,-0.19116394523016156,0.16666666666666666,146297,0.0,0.125,11,0,0,6,3,3.0,5,11,3,21.0,3.0,2,1,3,200,0.5590140870190226,49.11268342920812
38,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,5,40.0,0,0.9290000000000003,20037,0,177,0.8,2581.8621666240538,False,0.12311380112227621,0,4.349000000000001,5419,406,26,0.0,4439.256589447601,False,-0.597755224079842,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,5,3.499000000000001,35465,454,0,0.0,6971.766794112754,False,-0.19224231357590305,0.13333333333333333,146045,0.0,0.125,8,0,0,6,2,2.0,5,11,3,21.0,3.0,2,1,3,200,0.5309757270151749,49.64365915622329
39,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.000000000000014,10,40.0,0,0.9290000000000003,19907,3,187,1.0,2757.730085642362,False,0.12089863311327964,0,4.349000000000001,5349,413,26,0.0,4509.256589447601,False,-0.599598299382633,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,10,3.5940000000000007,35311,454,0,0.0,6971.766794112754,False,-0.19543594290752206,0.16666666666666666,145691,0.0,0.125,8,0,0,6,4,4.0,6,12,3,21.0,3.0,2,1,3,200,0.5498751010163687,50.19353425723966
40,3,0,0,0,9.999999999999998,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.000000000000014,9,40.0,0,0.9290000000000003,19807,3,197,1.0,2903.59800466067,False,0.1194733545197649,0,4.349000000000001,5249,423,26,0.0,4609.2565894476,False,-0.6022312641009058,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,9,3.674000000000001,35181,454,0,0.0,6971.766794112754,False,-0.19813186377187575,0.16666666666666666,145361,0.0,0.125,9,0,0,1,5,5.0,0,1,4,18.0,6.0,1,2,4,200,0.43760953698074445,50.63114379422041
41,4,0,0,0,9.999999999999998,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.000000000000014,11,40.0,0,0.9290000000000003,19707,3,207,1.0,3049.465923678978,False,0.11804807592625016,0,4.349000000000001,5149,433,26,0.0,4709.2565894476,False,-0.6048642288191786,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,11,3.775000000000001,35003,454,0,0.0,6971.766794112754,False,-0.20182320157076006,0.16666666666666666,144983,0.0,0.125,10,0,0,3,5,5.0,0,3,3,24.0,3.0,3,1,3,200,0.6256934700068086,51.256837264227215
42,3,0,0,0,9.999999999999998,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,12,40.0,0,0.9290000000000003,19617,2,217,1.0,3185.3338426972864,False,0.11688609380456251,0,4.349000000000001,5039,444,26,0.0,4819.2565894476,False,-0.6077604900092786,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.140000000000002,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,12,3.8840000000000012,34793,454,0,0.0,6971.766794112754,False,-0.20617815065933143,0.16666666666666666,144573,0.0,0.125,10,0,0,3,6,6.0,0,3,2,24.0,0.0,3,0,2,200,0.549808127048891,51.806645391276106
43,2,0,0,0,9.999999999999998,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.000000000000014,12,40.0,0,0.9290000000000003,19517,2,227,1.0,3331.2017617155943,False,0.11546081521104777,0,4.349000000000001,4939,454,26,0.0,4919.2565894476,False,-0.6103934547275514,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,12,3.992000000000001,34581,454,0,0.0,6971.766794112754,False,-0.21057457545350824,0.16666666666666666,144161,0.0,0.125,8,0,0,1,6,6.0,0,1,3,18.0,3.0,1,1,3,200,0.4000666629872285,52.206712054263335
44,3,0,0,0,9.999999999999998,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,9,40.0,0,0.9290000000000003,19417,2,237,1.0,3477.0696807339027,False,0.11403553661753303,0,4.349000000000001,4839,464,26,0.0,5019.2565894476,False,-0.6130264194458241,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,9,4.07,34449,454,0,0.0,6971.766794112754,False,-0.21331197202346738,0.16666666666666666,143829,0.0,0.125,9,0,0,2,5,5.0,0,2,3,21.0,3.0,2,1,3,200,0.5111552570015192,52.717867311264854
45,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,11,40.0,0,0.9290000000000003,19277,6,247,1.0,3662.9375997522106,False,0.11155707213670898,0,4.349000000000001,4779,470,26,0.0,5079.256589447601,False,-0.6146061982767878,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,11,4.171000000000001,34263,454,0,0.0,6971.766794112754,False,-0.21716921264477346,0.16666666666666666,143443,0.0,0.125,9,0,0,3,6,6.0,0,3,2,24.0,0.0,3,0,2,200,0.5651069390005432,53.2829742502654
46,2,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,12,40.0,0,0.9290000000000003,19197,4,257,1.0,3788.805518770519,False,0.11065838648684881,0,4.349000000000001,4659,482,26,0.0,5199.256589447601,False,-0.6177657559387151,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,12,4.280000000000001,34063,454,0,0.0,6971.766794112754,False,-0.2213167832053176,0.16666666666666666,143043,0.0,0.125,8,0,0,1,5,5.0,0,1,3,18.0,3.0,1,1,3,200,0.40214937896234915,53.685123629227746
47,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,13,40.0,0,0.9290000000000003,19107,3,267,1.0,3924.673437788827,False,0.10949640436516135,0,4.349000000000001,4549,493,26,0.0,5309.256589447601,False,-0.6206620171288152,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6050000000000001,52843,0,0,0.0,0.0,False,0.09585035565417557,13,4.3980000000000015,33819,454,0,0.0,6971.766794112754,False,-0.2263768192891815,0.16666666666666666,142599,0.0,0.125,10,0,0,2,7,7.0,0,2,3,21.0,3.0,2,1,3,200,0.4943924529943615,54.17951608222211
48,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,16,40.0,0,0.9290000000000003,19027,1,277,1.0,4050.541356807135,False,0.10859771871530116,0,4.349000000000001,4429,505,26,0.0,5429.256589447601,False,-0.6238215747907425,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,6,0.665,52785,0,0,0.0,0.0,False,0.09464756019161776,10,4.485000000000001,33667,454,0,0.0,6971.766794112754,False,-0.22952897291519506,0.16666666666666666,142189,0.0,0.125,10,0,0,2,7,7.0,0,2,3,21.0,3.0,2,1,3,200,0.48848348000319675,54.667999562225305
49,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,11,40.0,0,0.9290000000000003,18947,0,286,0.9,4171.822483923613,False,0.10757826445296508,0,4.349000000000001,4309,517,26,0.0,5549.256589447601,False,-0.6269811324526698,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,0.6590000000000001,52785,0,0,0.0,0.0,False,0.09464756019161776,11,4.585000000000001,33489,454,0,0.0,6971.766794112754,False,-0.23322031071407937,0.15,141811,0.0,0.125,9,0,0,2,5,5.0,0,2,3,21.0,3.0,2,1,3,200,0.4922427560086362,55.16024231823394
50,3,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,14,40.0,0,0.9290000000000003,18797,5,296,1.0,4367.69040294192,False,0.10483650350031395,0,4.349000000000001,4259,522,26,0.0,5599.256589447601,False,-0.6282976148118062,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.140000000000002,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,3,0.6890000000000001,52755,0,0,0.0,0.0,False,0.09402542460753613,11,4.684000000000002,33309,454,0,0.0,6971.766794112754,False,-0.2369531242185691,0.16666666666666666,141401,0.0,0.125,8,0,0,3,8,8.0,0,3,2,24.0,0.0,3,0,2,200,0.5309030979988165,55.69114541623276
51,2,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,18697,5,306,1.0,4513.558321960229,False,0.10341122490679902,0,4.349000000000001,4159,532,26,0.0,5699.256589447602,False,-0.6309305795300789,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,6,0.7460000000000002,52689,0,0,0.0,0.0,False,0.09265672632255656,14,4.8130000000000015,33053,454,0,0.0,6971.766794112754,False,-0.24226201453606563,0.16666666666666666,140879,0.0,0.125,10,0,0,1,8,8.0,0,1,3,18.0,3.0,1,1,3,200,0.38615684205433354,56.07730225828709
52,3,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,18577,7,316,1.0,4679.426240978537,False,0.10145935336962973,0,4.349000000000001,4079,540,26,0.0,5779.256589447602,False,-0.6330369513046972,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,10,0.8400000000000001,52533,0,0,0.0,0.0,False,0.08942162128533211,10,4.899000000000002,32897,454,0,0.0,6971.766794112754,False,-0.24549711957329007,0.16666666666666666,140367,0.0,0.125,10,0,0,2,10,10.0,0,2,3,21.0,3.0,2,1,3,200,0.49161463900236413,56.568916897289455
53,3,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,18477,7,326,1.0,4825.294159996845,False,0.10003407477611499,0,4.349000000000001,3979,550,26,0.0,5879.256589447602,False,-0.63566991602297,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,8,0.9100000000000001,52435,0,0,0.0,0.0,False,0.08738931171066548,12,5.009000000000001,32687,454,0,0.0,6971.766794112754,False,-0.24985206866186144,0.16666666666666666,139859,0.0,0.125,10,0,0,3,9,9.0,0,3,2,24.0,0.0,3,0,2,200,0.5737298930180259,57.14264679030748
54,2,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.0,20,40.0,0,0.9290000000000003,18367,8,336,1.0,4981.162079015153,False,0.09834549971077278,0,4.349000000000001,3889,559,26,0.0,5969.256589447602,False,-0.6380395842694154,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,14,1.042,52167,0,0,0.0,0.0,False,0.0818315671595363,6,5.057000000000001,32615,454,0,0.0,6971.766794112754,False,-0.25134519406365735,0.16666666666666666,139319,0.0,0.125,9,0,0,1,9,9.0,0,1,3,18.0,3.0,1,1,3,200,0.38907978998031467,57.531726580287796
55,3,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.0,8,40.0,0,0.9290000000000003,18267,8,346,1.0,5127.029998033461,False,0.09692022111725804,0,4.349000000000001,3789,569,26,0.0,6069.256589447602,False,-0.6406725489876882,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,0,1.0280000000000002,52167,0,0,0.0,0.0,False,0.0818315671595363,8,5.131000000000001,32511,454,0,0.0,6971.766794112754,False,-0.2535019307551403,0.16666666666666666,139015,0.0,0.125,8,0,0,3,3,3.0,0,3,2,24.0,0.0,3,0,2,200,0.5440326050156727,58.07575918530347
56,2,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,14,40.0,0,0.9290000000000003,18187,6,356,1.0,5252.89791705177,False,0.09602153546739785,0,4.349000000000001,3669,581,26,0.0,6189.256589447602,False,-0.6438321066496155,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,6,1.088,52101,0,0,0.0,0.0,False,0.08046286887455673,8,5.203000000000002,32399,454,0,0.0,6971.766794112754,False,-0.25582457026904504,0.16666666666666666,138637,0.0,0.125,8,0,0,2,7,7.0,0,2,2,21.0,0.0,2,0,2,200,0.4588796470197849,58.53463883232325
57,2,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,18067,8,366,1.0,5418.765836070077,False,0.09406966393022836,0,4.349000000000001,3589,589,26,0.0,6269.256589447602,False,-0.6459384784242337,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,13,1.2120000000000002,51857,0,0,0.0,0.0,False,0.07540283279069285,7,5.2650000000000015,32309,454,0,0.0,6971.766794112754,False,-0.2576909770212899,0.16666666666666666,138103,0.0,0.125,8,0,0,2,11,11.0,0,2,2,21.0,0.0,2,0,2,200,0.5406136959791183,59.07525252830237
58,2,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,17927,12,376,1.0,5604.633755088385,False,0.09159119944940453,0,4.349000000000001,3529,595,26,0.0,6329.256589447602,False,-0.6475182572551974,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.140000000000002,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,7,1.2690000000000001,51773,0,0,0.0,0.0,False,0.0736608531552643,13,5.388000000000002,32071,454,0,0.0,6971.766794112754,False,-0.2626265859883375,0.16666666666666666,137581,0.0,0.125,11,0,0,1,8,8.0,0,1,3,18.0,3.0,1,1,3,200,0.40664864203426987,59.48190117033664
59,3,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,17837,11,386,1.0,5740.501674106694,False,0.09042921732771705,0,4.349000000000001,3419,606,26,0.0,6439.256589447602,False,-0.6504145184452974,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,10,1.362,51635,0,0,0.0,0.0,False,0.07079902946848883,10,5.475000000000002,31915,454,0,0.0,6971.766794112754,False,-0.2658616910255619,0.16666666666666666,137087,0.0,0.125,8,0,0,2,9,9.0,0,2,1,6.0,3.0,2,1,1,200,0.4971598850097507,59.97906105534639
60,1,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,17707,14,396,1.0,5916.369593125002,False,0.08821404931872048,0,4.349000000000001,3349,613,26,0.0,6509.256589447602,False,-0.6522575937480883,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,6,1.4120000000000001,51563,0,0,0.0,0.0,False,0.06930590406669293,14,5.605000000000002,31643,454,0,0.0,6971.766794112754,False,-0.27150238698790197,0.16666666666666666,136543,0.0,0.125,8,0,0,1,10,10.0,0,1,2,18.0,0.0,1,0,2,200,0.35811364598339424,60.337174701329786
61,2,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,17567,18,406,1.0,6102.23751214331,False,0.08573558483789645,0,4.349000000000001,3289,619,26,0.0,6569.256589447602,False,-0.6538373725790521,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,10,1.5060000000000002,51407,0,0,0.0,0.0,False,0.06607079902946848,10,5.6910000000000025,31489,454,0,0.0,6971.766794112754,False,-0.27469601631952095,0.16666666666666666,136033,0.0,0.125,8,0,0,1,9,9.0,0,1,1,3.0,3.0,1,1,1,200,0.3737450539483689,60.710919755278155
62,1,0,0,0,10.000000000000002,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,17487,16,416,1.0,6228.105431161618,False,0.08483689918803626,0,4.349000000000001,3169,631,26,0.0,6689.256589447602,False,-0.6569969302409794,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,7,1.5660000000000005,51321,0,0,0.0,0.0,False,0.0642873436884345,13,5.8110000000000035,31253,454,0,0.0,6971.766794112754,False,-0.27959014958096307,0.16666666666666666,135511,0.0,0.125,9,0,0,1,9,9.0,0,1,2,18.0,0.0,1,0,2,200,0.36886981897987425,61.07978957425803
63,2,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,17367,18,426,1.0,6393.9733501799265,False,0.08288502765086697,0,4.349000000000001,3089,639,26,0.0,6769.256589447601,False,-0.6591033020155977,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,10,1.6590000000000003,51171,0,0,0.0,0.0,False,0.06117666576802638,10,5.898000000000001,31107,454,0,0.0,6971.766794112754,False,-0.2826178760901603,0.16666666666666666,135015,0.0,0.125,10,0,0,1,8,8.0,0,1,1,3.0,3.0,1,1,1,200,0.29861036996589974,61.37839994422393
64,1,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.00000000000001,20,40.0,0,0.9290000000000003,17257,19,436,1.0,6549.841269198234,False,0.08119645258552495,0,4.349000000000001,2999,648,26,0.0,6859.256589447601,False,-0.6614729702620432,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,10,1.7490000000000003,51025,0,0,0.0,0.0,False,0.05814893925882914,10,5.988000000000002,30961,454,0,0.0,6971.766794112754,False,-0.28564560259935756,0.16666666666666666,134523,0.0,0.125,8,0,0,1,8,8.0,0,1,2,18.0,0.0,1,0,2,200,0.2284679810400121,61.60686792526394
65,2,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.000000000000014,20,40.0,0,0.9290000000000003,17167,18,446,1.0,6685.709188216542,False,0.0800344704638373,0,4.349000000000001,2889,659,26,0.0,6969.256589447601,False,-0.6643692314521432,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.1400000000000015,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,11,1.849,50841,0,0,0.0,0.0,False,0.05433317434312851,9,6.0680000000000005,30835,454,0,0.0,6971.766794112754,False,-0.2882585720525004,0.16666666666666666,134013,0.0,0.125,11,0,0,0,10,10.0,0,0,1,0.0,6.0,0,2,1,200,0.11097977199824527,61.71784769726219
66,1,0,0,0,10.0,20,10.0,14.586791901830813,0,,15.356314524477432,0,,40.000000000000014,20,40.0,0,0.9290000000000003,17027,22,456,1.0,6871.577107234851,False,0.07755600598301345,0,4.349000000000001,2829,665,26,0.0,7029.256589447601,False,-0.6659490102831069,0,0.2,32281,0,0,0.0,0.0,False,0.023591337159526906,0,6.140000000000002,-32614.0,690,0,0.0,10064.88641226326,True,-1.8745776958451459,11,1.9480000000000004,50667,0,0,0.0,0.0,False,0.05072478795545509,9,6.149000000000003,30701,454,0,0.0,6971.766794112754,False,-0.29103744432806494,0.16666666666666666,133505,0.0,0.125,9,0,0,0,10,10.0,0,0,1,0.0,3.0,0,1,1,200,0.11244217702187598,61.83028987428406
