index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05MyA@2,spot_market_loss_05MyA@2,balance_05MyA@2,inventory_05MyA@2_input,inventory_05MyA@2_output,productivity_05MyA@2,assets_05MyA@2,bankrupt_05MyA@2,score_05MyA@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,31,0,0,0,10.000000000000002,20,10.0,18.470134069853017,0,,40.01617697841693,28,44.464285714285715,34.0,8,34.0,0,0.35300000000000004,54110,7,62,1.0,1215.1483123308872,False,0.07249405429674127,0,3.8720000000000008,43093,337,0,0.0,3370.0000000000005,False,-0.1223269762245438,0,0.2,83895,0,92,0.0,3681.4882820143575,False,0.041000305261200076,0,0.2,81618,141,108,1.0,6926.036017518303,False,0.033050644237535155,0,0.45200000000000007,116162,70,18,1.0,3413.132388489185,False,-0.02725432492721371,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.5,500049,0.0,0.0,19,0,0,15,0,0.0,21,36,40,240.0,108.0,15,16,40,1717,2.139771853981074,75.21670804783935
34,40,0,0,0,10.000000000000002,20,10.0,18.647361680323375,37,19.72972972972973,40.6029538979815,48,42.1875,34.0,8,34.0,0,0.35300000000000004,54348,7,59,1.0,1170.1943391390791,False,0.07671842195200887,24,4.112,42844,347,0,0.0,3470.0000000000005,False,-0.12622748387855504,0,0.2,83733,3,98,1.0,4035.0315670431573,False,0.04117966201048555,0,0.2,83075,155,74,1.0,5894.9596489007545,False,0.044481839561558253,0,0.45200000000000007,114409,108,20,1.0,5065.119020982002,False,-0.03490472546656376,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499580,0.0,0.0,24,0,0,20,3,3.0,23,43,40,318.0,103.0,21,19,40,2835,2.48373461101437,77.70044265885372
35,40,0,0,0,10.0,20,10.0,18.843831889929042,16,21.75,39.00712272710481,15,22.0,34.0,10,34.0,0,0.35300000000000004,54606,6,53,1.0,1058.7230901662392,False,0.0806829131320316,0,4.088000000000001,42734,358,0,0.0,3580.0,False,-0.12730551363217624,0,0.2,83751,5,93,1.0,3721.8815730703923,False,0.0394970894077781,0,0.2,83039,149,84,1.0,6084.329260676232,False,0.045194388352676855,0,0.45200000000000007,114419,113,20,1.0,5087.804868162843,False,-0.034728586591829556,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499720,0.0,0.0,20,0,0,18,0,0.0,26,44,30,336.0,112.0,22,18,30,1218,2.313600590045098,80.01404324889882
36,30,0,0,0,10.0,20,10.0,19.266101101510852,45,21.4,39.130883058027884,4,44.0,34.0,7,34.0,0,0.35300000000000004,55088,5,41,1.0,839.9101451619449,False,0.08798594783474735,23,4.318000000000001,42532,369,0,0.0,3690.0,False,-0.1301867931554911,0,0.2,83641,6,99,1.0,3989.5540293538256,False,0.03978650802798623,0,0.2,82362,173,94,1.0,7011.338498015999,False,0.04260213515229668,0,0.45200000000000007,114481,107,23,1.0,4969.004487208984,False,-0.03470713088441544,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499275,0.0,0.0,19,0,0,17,1,1.0,18,35,26,237.0,78.0,14,16,26,1186,1.7570459310081787,81.771089179907
37,26,0,0,0,10.0,20,10.0,19.430883340628014,13,22.53846153846154,39.197023715551914,2,44.0,34.0,10,34.0,0,0.35300000000000004,55263,5,40,1.0,827.2353336251206,False,0.09129182592392172,2,4.315000000000001,42408,379,0,0.0,3790.0,False,-0.13163723318763598,0,0.2,83436,9,107,1.0,4368.959487629707,False,0.0396007691183095,0,0.2,82362,163,104,1.0,7243.724450939766,False,0.044012946071101955,0,0.45200000000000007,114733,99,23,1.0,4662.505347839639,False,-0.03389216335658019,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499373,0.0,0.0,22,0,0,13,1,1.0,15,28,24,126.0,72.0,7,19,24,903,2.610062501975335,84.38115168188233
38,24,0,0,0,10.0,20,10.0,19.341862404738336,2,9.0,39.78711011872164,15,45.0,34.0,8,34.0,0,0.35300000000000004,55143,7,50,1.0,1037.0931202369168,False,0.09099642407962631,2,4.333000000000001,42304,387,0,0.0,3870.0,False,-0.13289166781003156,0,0.2,84093,1,102,1.0,4077.627094514346,False,0.04580936567050564,0,0.2,82362,153,114,1.0,7495.035501459233,False,0.04553865091525659,0,0.45200000000000007,114330,104,25,1.0,4987.859452347051,False,-0.035875500522620764,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499403,0.0,0.0,15,0,0,8,1,1.0,19,27,22,57.0,75.0,4,20,22,1147,1.5008379240171053,85.88198960589943
39,22,0,0,0,10.0,20,10.0,19.149376941768285,4,9.0,39.78711011872164,0,,34.0,9,34.0,0,0.35300000000000004,55071,6,58,1.0,1170.6638626225606,False,0.09089421453402224,2,4.351000000000001,42170,398,0,0.0,3980.0,False,-0.1344401105470511,0,0.2,84075,0,105,0.3,4177.646562465772,False,0.046198026703006094,0,0.2,82344,145,124,1.0,7710.261311277885,False,0.04662672756637339,0,0.452,114636,94,26,1.0,4623.988351159835,False,-0.034851621464047314,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.5499999999999999,499467,0.0,0.0,18,0,0,8,1,1.0,21,29,26,45.0,81.0,5,17,26,524,1.4905772510101087,87.37256685690954
40,26,0,0,0,9.999999999999998,20,10.0,19.045504952805427,2,9.0,39.94802987340957,7,43.0,34.0,12,34.0,0,0.35300000000000004,54961,7,68,1.0,1365.094336790769,False,0.0906436262646345,2,4.3690000000000015,42056,407,0,0.0,4069.999999999999,False,-0.13579254787432132,0,0.2,84358,0,100,0.2,3994.802987340957,False,0.04852416243119121,0,0.2,82344,135,134,1.0,7924.179171665615,False,0.04792541902928417,0,0.45200000000000007,114743,91,24,1.0,4451.270718480271,False,-0.03468127390844226,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.5333333333333333,499633,0.0,0.0,23,0,0,16,1,1.0,15,31,32,162.0,111.0,9,17,32,909,1.8412001669639722,89.21376702387352
41,32,0,0,0,9.999999999999998,20,10.0,18.877030440722745,3,9.0,40.14023878130425,13,42.0,34.0,12,34.0,0,0.35300000000000004,54878,8,75,1.0,1495.7772830542058,False,0.09029750958519579,0,4.367000000000002,41966,416,0,0.0,4159.999999999999,False,-0.13667457221819324,0,0.2,84877,0,90,0.3,3612.6214903173823,False,0.05250562470596654,0,0.2,82344,125,144,1.0,8139.823189598154,False,0.04923458996344151,0,0.45200000000000007,114605,94,22,1.0,4521.182445442599,False,-0.035531676533813394,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.5499999999999999,499841,0.0,0.0,22,0,0,21,0,0.0,22,43,32,243.0,81.0,16,16,32,1181,1.9620512489927933,91.17581827286631
42,32,0,0,0,9.999999999999998,20,10.0,18.877030440722745,0,,40.50386314788571,21,42.666666666666664,34.0,11,34.0,0,0.35300000000000004,54748,11,85,1.0,1714.5475874614333,False,0.08989344741627076,0,4.367000000000002,41896,423,0,0.0,4229.999999999999,False,-0.1373605911523158,0,0.2,85465,0,76,0.0,3078.293599239314,False,0.05640120447819496,0,0.2,82652,115,147,1.0,8124.926383422315,False,0.052883876585572365,0,0.45200000000000007,114083,105,21,1.0,4966.905630527999,False,-0.03800040591177759,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.5,500015,0.0,0.0,17,0,0,17,0,0.0,25,42,32,237.0,86.0,19,13,32,1470,1.7541422600043006,92.92996053287061
43,32,0,0,0,9.999999999999998,20,10.0,17.703891815329552,68,14.926470588235295,39.09406122010883,12,23.666666666666668,34.0,10,34.0,0,0.35300000000000004,55128,11,63,1.0,1225.3451843657617,False,0.09254733711328884,36,4.727000000000001,41352,433,0,0.0,4329.999999999999,False,-0.14704325839393168,0,0.2,85046,25,78,1.0,3491.9340705517275,False,0.05382492545169161,0,0.2,82340,138,153,1.0,8424.528437192128,False,0.05091446251892395,0,0.45200000000000007,114139,107,21,1.0,4897.064550551644,False,-0.03782644134920218,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499176,0.0,0.0,22,0,0,23,3,3.0,19,42,36,264.0,102.0,18,14,36,1304,1.9780883920029737,94.90804892487358
44,36,0,0,0,9.999999999999998,20,10.0,17.308129463860062,57,15.87719298245614,39.380573110245955,8,44.0,34.0,6,34.0,0,0.35300000000000004,55552,10,39,1.0,775.0170490905424,False,0.09644462895284643,23,4.921000000000001,41150,444,0,0.0,4439.999999999999,False,-0.14992453791724653,0,0.2,84744,45,84,1.0,4086.833967134363,False,0.05376967888836895,0,0.2,82089,155,159,1.0,8944.271191427415,False,0.051022178459108454,0,0.45200000000000007,113991,105,25,1.0,4984.960176575825,False,-0.03868516321324487,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,498697,0.0,0.0,19,0,0,22,1,1.0,19,41,34,252.0,145.0,18,18,34,1270,1.927725910965819,96.8357748358394
45,34,0,0,0,10.0,20,10.0,17.55587514129563,15,21.466666666666665,39.525740539240445,4,44.0,34.0,9,34.0,0,0.35300000000000004,55788,5,38,1.0,717.1232553692339,False,0.1005029817849158,4,4.9380000000000015,40950,459,0,0.0,4590.0,False,-0.1523746055391129,0,0.2,84726,37,94,1.0,4364.98699091654,False,0.05523978551777306,0,0.2,81961,158,165,1.0,9295.575461299382,False,0.051600768958458644,0,0.45200000000000007,114121,99,26,1.0,4797.048313384805,False,-0.03838769873408317,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,498717,0.0,0.0,19,0,0,10,2,2.0,27,37,28,207.0,55.0,14,20,28,968,1.6161775200162083,98.45195235585561
46,28,0,0,0,10.0,20,10.0,17.444084473557265,3,9.0,37.53468188153037,17,24.11764705882353,34.0,11,34.0,0,0.35300000000000004,55698,4,48,1.0,877.3160547307486,False,0.10030886586105911,3,4.964000000000001,40804,470,0,0.0,4700.0,False,-0.1541582547678316,0,0.2,84760,28,103,1.0,4354.506599057231,False,0.055588986018876095,0,0.2,82310,150,159,1.0,8584.627090196918,False,0.05152215963159407,0,0.45200000000000007,114085,106,25,1.0,4828.676279442219,False,-0.038554289890146115,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,498828,0.0,0.0,21,0,0,8,2,2.0,20,28,27,75.0,64.0,5,23,27,984,1.5506365199689753,100.00258887582459
47,27,0,0,0,10.0,20,10.0,17.56651943563873,3,26.0,36.12249338286633,18,26.833333333333332,34.0,15,34.0,0,0.35300000000000004,55656,6,55,1.0,1026.1585689601302,False,0.1009443400395944,0,4.961000000000001,40724,478,0,0.0,4780.0,False,-0.15494227640682884,0,0.2,84858,21,102,1.0,4053.391233200779,False,0.05495083253318271,0,0.2,82617,140,162,1.0,8311.156649013768,False,0.05358950842660655,0,0.452,114112,114,20,1.0,4797.964245646762,False,-0.03845819442916723,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499138,0.0,0.0,25,0,0,5,0,0.0,22,27,36,75.0,81.0,5,22,36,1271,1.6193277490092441,101.62191662483383
48,36,0,0,0,10.0,20,10.0,17.61853689961755,10,18.6,36.442970857965626,6,43.0,34.0,8,34.0,0,0.35300000000000004,55734,5,57,1.0,1054.2566032782001,False,0.1027485505721222,2,4.981000000000002,40590,489,0,0.0,4890.0,False,-0.15649071914384838,0,0.2,85116,11,106,1.0,4056.7588168401494,False,0.05810390374361124,0,0.2,82431,140,172,1.0,8734.786153516545,False,0.05390295021501328,0,0.45200000000000007,114126,110,22,1.0,4756.726794376219,False,-0.038512817446516856,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499168,0.0,0.0,20,0,0,9,1,1.0,22,31,32,124.0,130.0,9,27,32,898,1.6286335060140118,103.25055013084784
49,32,0,0,0,10.0,20,10.0,17.338731810835057,6,9.0,36.442970857965626,0,,34.0,9,34.0,0,0.35300000000000004,55652,5,65,1.0,1177.0175677042787,False,0.10234439686885544,4,5.019000000000001,40440,499,0,0.0,4990.0,False,-0.15845077324134146,0,0.2,85080,5,116,1.0,4314.0782785781885,False,0.05922897484536103,0,0.2,82413,132,182,1.0,8921.333295179971,False,0.054816919190252236,0,0.45200000000000007,114432,100,23,1.0,4426.297085796563,False,-0.037350945829461794,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,499188,0.0,0.0,18,0,0,12,2,2.0,22,34,37,150.0,126.0,10,22,37,524,1.727989320002962,104.9785394508508
50,37,0,0,0,10.0,20,10.0,17.338731810835057,0,,36.66174813750777,4,43.0,34.0,10,34.0,0,0.35300000000000004,55572,3,75,1.0,1330.4048858126293,False,0.10227959079766982,0,5.0150000000000015,40320,511,0,0.0,5110.0,False,-0.1596268056998373,0,0.2,85252,0,117,0.5,4289.424532088409,False,0.06116772017683812,0,0.2,82413,122,192,1.0,9154.38092332337,False,0.05623174712735319,0,0.45200000000000007,114600,94,23,1.0,4228.20432492573,False,-0.036781885414308185,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.5833333333333334,499328,0.0,0.0,20,0,0,12,0,0.0,27,39,40,210.0,97.0,15,22,40,712,2.146197125024628,107.12473657587543
51,40,0,0,0,10.000000000000002,20,10.0,17.11356953169723,48,16.333333333333332,36.88832363543168,4,43.0,34.0,13,34.0,0,0.35300000000000004,55548,0,80,0.9,1369.0855625357785,False,0.10218825890879653,44,5.455,39680,525,0,0.0,5250.000000000001,False,-0.17079911405554793,0,0.2,84844,26,123,1.0,4982.216614982225,False,0.06041972713960969,0,0.2,82209,124,202,1.0,9573.523996287657,False,0.05629939652185958,0,0.45200000000000007,114870,88,20,1.0,3926.172479917988,False,-0.035799933647828304,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.65,498322,0.0,0.0,20,0,0,17,2,2.0,24,41,32,261.0,175.0,17,23,32,850,2.0640002390136942,109.18873681488913
52,32,0,0,0,10.000000000000002,20,10.0,17.270992202336704,54,17.833333333333336,37.574529578117335,12,43.333333333333336,34.0,7,34.0,0,0.35300000000000004,55698,1,80,1.0,1391.6793761869362,False,0.10534976554016086,44,5.851,38906,534,0,0.0,5340.000000000001,False,-0.18508790842627257,0,0.2,84589,44,129,1.0,5607.037972479951,False,0.06111680552507887,0,0.2,82021,140,204,1.0,10083.142942263075,False,0.05711059472712803,0,0.45200000000000007,114588,90,23,1.0,4163.70766203056,False,-0.037147058033561824,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,496973,0.0,0.0,19,0,0,17,3,3.0,23,40,29,222.0,144.0,14,18,29,1218,1.8461620270390995,111.03489884192823
53,29,0,0,0,10.000000000000002,20,10.0,17.248740185778626,44,17.13636363636364,37.78035914366024,4,43.0,34.0,10,34.0,0,0.35300000000000004,55920,1,75,1.0,1303.655513933397,False,0.10883842797715944,29,6.097,38493,544,0,0.0,5440.000000000001,False,-0.1922029048001725,0,0.2,84735,35,135,1.0,5704.054390896385,False,0.06347851716810776,0,0.2,81293,173,214,1.0,11069.028908882994,False,0.05425654092984974,0,0.45200000000000007,114756,84,23,1.0,3955.55016806746,False,-0.03661952873184405,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,496368,0.0,0.0,20,0,0,11,3,3.0,21,32,23,183.0,69.0,11,18,23,1034,2.8417027450050227,113.87660158693325
54,23,0,0,0,10.000000000000002,20,10.0,17.516764088411655,17,21.294117647058822,39.30323368124847,28,44.464285714285715,34.0,12,34.0,0,0.35300000000000004,56194,0,68,0.8,1191.1399580119926,False,0.1131062933222132,2,6.088000000000001,38339,557,0,0.0,5570.000000000001,False,-0.19394735294694135,0,0.2,84935,30,139,1.0,5988.652404345887,False,0.0676346993306493,0,0.2,81976,175,202,1.0,11004.68691908423,False,0.062158883176606235,0,0.45200000000000007,113919,102,21,1.0,4722.9298354873445,False,-0.0403606067644596,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6333333333333333,496534,0.0,0.0,27,0,0,9,1,1.0,20,29,28,75.0,69.0,5,18,28,2197,1.560101711016614,115.43670329794986
55,28,0,0,0,10.000000000000002,20,10.0,16.021753993871055,57,9.964912280701755,39.46716495765625,4,44.0,34.0,11,34.0,0,0.35300000000000004,56268,3,66,1.0,1087.4357635954896,False,0.11354040419839173,45,6.536000000000001,37092,564,0,0.0,5640.000000000001,False,-0.2177032086085576,0,0.2,84727,46,149,1.0,6617.60826240885,False,0.06892755049483873,0,0.2,81792,196,208,1.0,11349.434093991227,False,0.06201771569586345,0,0.452,114117,96,20,1.0,4468.847835935,False,-0.03977499634427787,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,495167,0.0,0.0,18,0,0,14,4,4.0,15,29,24,129.0,105.0,8,20,24,954,1.6721210709656589,117.10882436891552
56,24,0,0,0,10.000000000000002,20,10.0,14.92594209068718,41,8.0,38.648577794480516,13,32.15384615384615,34.0,8,34.0,0,0.35300000000000004,56158,4,76,1.0,1174.3715988922256,False,0.11223633939211097,41,6.9010000000000025,36014,573,0,0.0,5730.000000000001,False,-0.23795056743566123,0,0.2,84691,62,155,1.0,6915.937967767085,False,0.07030159404416697,0,0.2,81918,201,209,1.0,11077.66711927455,False,0.061897710749733215,0,0.45200000000000007,113971,99,22,1.0,4574.209201653572,False,-0.0405451419825966,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,493923,0.0,0.0,16,0,0,17,3,3.0,14,31,28,126.0,81.0,7,17,28,890,1.4551225259783678,118.56394689489389
57,28,0,0,0,10.000000000000002,20,10.0,14.064042593069937,44,8.772727272727273,37.56901674806315,5,15.0,34.00000000000001,8,34.0,0,0.35300000000000004,56208,6,69,1.0,1030.4189389218257,False,0.1118055914357575,27,7.130000000000002,35433,581,0,0.0,5810.000000000001,False,-0.24855446010309884,0,0.2,84691,52,165,1.0,6930.217978270057,False,0.07038828772975665,0,0.2,81607,235,214,1.0,11344.819593456948,False,0.05974343783591928,0,0.45200000000000007,114168,94,24,1.0,4347.487574317936,False,-0.03985488452551382,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,493278,0.0,0.0,19,0,0,16,2,2.0,17,33,24,117.0,87.0,9,19,24,717,1.6491319969645701,120.21307889185846
58,24,0,0,0,10.000000000000002,20,10.0,14.207656154657013,26,15.76923076923077,34.90271738168322,12,13.0,34.00000000000001,8,34.0,0,0.35300000000000004,56118,5,79,1.0,1172.404836217904,False,0.11143304294692077,26,7.363000000000002,35115,592,0,0.0,5920.000000000001,False,-0.2537094023795057,0,0.2,84411,68,165,1.0,6725.068986494408,False,0.0657430820341093,0,0.2,81633,225,222,1.0,10945.125893531502,False,0.05763259566975991,0,0.45200000000000007,114284,96,26,1.0,4234.660868641589,False,-0.03936312785797922,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,492732,0.0,0.0,20,0,0,18,2,2.0,17,35,31,138.0,69.0,11,13,31,628,1.7324752049753442,121.9455540968338
59,31,0,0,0,10.000000000000002,20,10.0,15.063381017171652,67,18.611940298507463,31.31855354103451,21,14.333333333333334,34.0,9,34.0,0,0.35300000000000004,56370,1,77,1.0,1169.8803383222173,False,0.11634763851038056,55,7.887000000000001,34467,606,0,0.0,6060.000000000001,False,-0.26503851506301573,0,0.2,83418,118,166,1.0,6976.358847837983,False,0.0552116881448171,0,0.2,81680,222,220,1.0,10234.1523648397,False,0.05388696053157343,0,0.45200000000000007,114289,107,27,1.0,4269.085228890693,False,-0.03917981518312672,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,491395,0.0,0.0,20,0,0,19,2,2.0,16,35,35,186.0,78.0,15,16,35,1119,1.6656595070380718,123.61121360387187
60,35,0,0,0,10.000000000000002,20,10.0,15.976457759988103,101,18.782178217821784,31.31855354103451,0,,34.0,11,34.0,0,0.35300000000000004,56780,2,67,1.0,1090.422669919203,False,0.12360515366744945,81,8.642,32685,615,0,0.0,6150.000000000001,False,-0.2990846547364707,0,0.2,82427,161,176,1.0,8084.2751225801585,False,0.04990514165167224,0,0.2,80774,260,230,1.0,11357.146332034845,False,0.04970401736321981,0,0.45200000000000007,114663,97,26,1.0,3921.8996934803477,False,-0.03752589442407695,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,488500,0.0,0.0,21,0,0,13,2,2.0,20,33,29,219.0,141.0,13,22,29,1094,1.5565827900427394,125.16779639391461
61,29,0,0,0,10.000000000000002,20,10.0,16.283229170908818,58,18.24137931034483,28.837784285177403,18,13.88888888888889,34.0,7,34.0,0,0.35300000000000004,57132,0,59,1.0,960.7105210836203,False,0.12923332994652598,40,8.961,32183,627,0,0.0,6270.000000000001,False,-0.3077480938473902,0,0.2,82562,151,176,1.0,7534.217638998454,False,0.04820491773211469,0,0.2,79831,308,232,1.0,11705.600538801074,False,0.04036960465037872,0,0.45200000000000007,114651,105,29,1.0,4013.967349943627,False,-0.03724502005453608,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,487530,0.0,0.0,19,0,0,9,2,2.0,22,31,32,99.0,91.0,8,21,32,1120,1.4392514130449854,126.6070478069596
62,32,0,0,0,10.000000000000002,20,10.0,16.283229170908818,0,,27.648820395166883,19,20.526315789473685,34.0,10,34.0,0,0.35300000000000004,57032,0,69,1.0,1123.5428127927084,False,0.12886907635187592,0,8.921,32083,637,0,0.0,6370.000000000001,False,-0.3087281208961367,0,0.2,82734,141,182,1.0,7328.0206250185165,False,0.049041517168849275,0,0.2,80049,298,227,1.0,11128.68452263371,False,0.03951410606390135,0,0.45200000000000007,114601,114,29,1.0,4137.965525049025,False,-0.03714599398763311,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,487670,0.0,0.0,18,0,0,14,0,0.0,20,34,31,165.0,111.0,10,22,31,930,1.4844259670353495,128.09147377399495
63,31,0,0,0,10.0,20,10.0,16.245628355188327,2,9.0,25.80746182271221,15,11.133333333333333,34.0,11,34.0,0,0.35300000000000004,56922,1,79,1.0,1293.404640059878,False,0.12837770869734683,2,8.941,31969,646,0,0.0,6460.0,False,-0.31008055822340697,0,0.2,82838,131,184,1.0,6876.750289908718,False,0.04756462736257559,0,0.2,80094,290,230,1.0,10646.948442228422,False,0.03713588340210802,0,0.452,114808,119,28,1.0,4023.087956902753,False,-0.03591169522037969,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,487802,0.0,0.0,19,0,0,9,1,1.0,21,30,35,129.0,114.0,8,23,35,741,1.4603615810046904,129.55183535499964
64,35,0,0,0,10.0,20,10.0,16.245628355188327,0,,25.339223937121478,5,14.0,34.0,9,34.0,0,0.35300000000000004,56812,2,89,1.0,1465.860923611761,False,0.12791176741617596,0,8.939,31879,655,0,0.0,6550.0,False,-0.3109625825672789,0,0.2,82838,121,194,1.0,6881.530474779354,False,0.0475936477785023,0,0.2,80164,280,235,1.0,10503.493564676279,False,0.03711490890295104,0,0.45200000000000007,115044,114,29,1.0,3874.6715288318483,False,-0.034576460007626195,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,487908,0.0,0.0,17,0,0,9,0,0.0,26,35,37,183.0,132.0,11,24,37,576,1.8232280820375308,131.37506343703717
65,37,0,0,0,10.0,20,10.0,16.204302417470117,2,9.0,27.486803915753395,15,43.733333333333334,34.0,10,34.0,0,0.35300000000000004,56712,2,99,1.0,1624.2259393295417,False,0.1275037333084688,2,8.959000000000001,31755,665,0,0.0,6650.0,False,-0.3124130225994237,0,0.2,83318,111,193,1.0,7103.630724079589,False,0.05477015702035957,0,0.2,80322,272,241,1.0,11031.890001248441,False,0.04224122440321308,0,0.45200000000000007,114728,119,29,1.0,4256.929665974654,False,-0.03560699480084071,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,488006,0.0,0.0,22,0,0,17,1,1.0,23,40,35,213.0,138.0,16,21,35,1196,1.8840797679731622,133.25914320501033
66,35,0,0,0,10.0,20,10.0,16.11413364276508,4,9.0,30.110322013732908,24,42.75,33.99999999999999,11,34.0,0,0.35300000000000004,56640,1,107,1.0,1734.2122997758636,False,0.1271703904405797,2,8.977,31621,676,0,0.0,6760.0,False,-0.3139614653364433,0,0.2,83476,103,199,1.0,7651.709845937652,False,0.060015965747141437,0,0.2,81154,264,231,1.0,11209.615666862283,False,0.05342230762188884,0,0.45200000000000007,114076,133,28,1.0,4956.672827826476,False,-0.03810040014596536,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,488138,0.0,0.0,22,0,0,18,1,1.0,22,40,33,276.0,98.0,17,18,33,1618,1.994066384038888,135.25320958904922
67,33,0,0,0,10.000000000000002,20,10.0,16.11413364276508,0,,30.212083774350052,1,43.0,33.999999999999986,6,34.0,0,0.35300000000000004,56540,1,117,1.0,1895.3536362035143,False,0.12678956502678912,0,8.975,31521,686,0,0.0,6860.000000000001,False,-0.3149414923851898,0,0.2,83476,93,209,1.0,7812.939937616313,False,0.060994790718781916,0,0.2,81197,254,240,1.0,11343.890051106342,False,0.05475958942620928,0,0.45200000000000007,114237,124,32,1.0,4834.298388019406,False,-0.03727666525810876,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.6666666666666666,488142,0.0,0.0,16,0,0,10,0,0.0,23,33,31,186.0,106.0,12,21,31,447,1.5899469269788824,136.8431565160281
68,31,0,0,0,10.0,20,10.0,16.644909051360226,92,18.30434782608696,30.64557717192932,4,43.0,33.999999999999986,16,34.0,0,0.35300000000000004,57563,0,71,0.9,1181.7885426465762,False,0.13984778751687196,37,9.345,31043,698,0,0.0,6980.0,False,-0.32313451851271097,0,0.2,82701,138,215,1.0,8885.796541052516,False,0.05809806178470186,0,0.2,80460,281,250,1.0,12338.613736414554,False,0.05184991158473606,0,0.45200000000000007,114609,118,26,1.0,4500.17810628766,False,-0.035585337637356836,0,0.2,121171,0,0,0.0,0.0,False,0.0,0.65,487547,0.0,0.0,25,0,0,9,3,3.0,25,34,26,201.0,84.0,12,19,26,2019,1.649936900998,138.4930934170261
