index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01MyA@0,spot_market_loss_01MyA@0,balance_01MyA@0,inventory_01MyA@0_input,inventory_01MyA@0_output,productivity_01MyA@0,assets_01MyA@0,bankrupt_01MyA@0,score_01MyA@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
126,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,10,49.0,0,2.504000000000001,71689,13,489,1.0,13867.561128839741,False,0.2128653055106113,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,255,414,1.0,23150.475788467706,False,0.2486701581184991,10,10.650000000000002,96693,3125,0,0.0,35103.86995671208,False,-0.23079297497117596,0.3333333333333333,407768,0.0,0.25,5,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,100,0.4834529550280422,312.4743168283021
127,0,0,0,0,10.000000000000002,14,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,8,49.0,0,2.5040000000000004,71549,17,499,1.0,14188.492849265913,False,0.2131810197555375,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,245,424,1.0,23528.143404606228,False,0.24994156933473674,8,10.72,96568,3125,0,0.0,35103.86995671208,False,-0.23163459546093176,0.3333333333333333,407503,0.0,0.25,5,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,140,0.49233702500350773,312.9666538533056
128,0,0,0,0,10.000000000000002,11,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,8,49.0,0,2.504000000000001,71439,18,509,1.0,14479.424569692083,False,0.21372812977980443,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,235,434,1.0,23905.811020744746,False,0.25121298055097435,8,10.792000000000002,96444,3125,0,0.0,35103.86995671208,False,-0.2324694829867695,0.3333333333333333,407269,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,110,0.4792783680022694,313.4459322213079
129,0,0,0,0,10.000000000000004,13,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,12,49.0,0,2.5040000000000004,71309,21,519,1.0,14790.356290118254,False,0.21412097595117738,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,173881,225,444,1.0,24283.478636883265,False,0.252484391767212,12,10.904000000000002,96190,3125,0,0.0,35103.86995671208,False,-0.2341796558219533,0.3333333333333333,406885,0.0,0.25,6,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,130,0.4870885740383528,313.93302079534624
130,0,0,0,0,10.000000000000004,7,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,16,49.0,0,2.504000000000001,71239,18,529,1.0,15041.288010544424,False,0.21497661368123253,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,174273,215,446,1.0,24269.146253021787,False,0.25507546391138675,8,10.972000000000001,96061,3125,0,0.0,35103.86995671208,False,-0.23504820816738126,0.3333333333333333,407078,0.0,0.25,8,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,462,0.4801989640109241,314.41321975935716
131,0,0,0,0,10.000000000000002,8,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,6,49.0,0,2.5040000000000004,71159,16,539,1.0,15302.219730970595,False,0.21575511948484044,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,174273,205,456,1.0,24646.81386916031,False,0.2563468751276244,6,11.024000000000003,95973,3125,0,0.0,35103.86995671208,False,-0.23564070899216935,0.3333333333333333,406910,0.0,0.25,4,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,80,0.48059630003990605,314.89381605939707
132,0,0,0,0,10.0,9,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,18,49.0,0,2.504000000000001,71069,15,549,1.0,15573.151451396765,False,0.2164564933620014,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,174616,195,459,1.0,24681.48148529883,False,0.258772989655807,11,11.128000000000004,95768,3125,0,0.0,35103.86995671208,False,-0.23702096659536886,0.3333333333333333,406958,0.0,0.25,8,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,433,0.47877196699846536,315.37258802639553
133,0,0,0,0,10.0,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,9,49.0,0,2.504000000000001,70969,15,559,1.0,15854.083171822936,False,0.21708073531271554,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,174616,185,469,1.0,25059.149101437353,False,0.2600444008720446,9,11.207000000000003,95614,3125,0,0.0,35103.86995671208,False,-0.238057843038748,0.3333333333333333,406704,0.0,0.25,5,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,100,0.47619157400913537,315.84877960040467
134,0,0,0,0,10.0,5,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,20,49.0,0,2.5040000000000004,70919,10,569,1.0,16085.014892249106,False,0.21809063689566446,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,175008,175,471,1.0,25044.81671757587,False,0.2626354730162193,12,11.318000000000003,95372,3125,0,0.0,35103.86995671208,False,-0.23968722030691522,0.3333333333333333,406804,0.0,0.25,7,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,442,0.47140332602430135,316.32018292642897
135,0,0,0,0,10.0,11,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,14,49.0,0,2.504000000000001,70809,11,579,1.0,16375.946612675278,False,0.2186377469199314,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,175498,165,471,1.0,24932.484333714394,False,0.26555646039237835,4,11.346,95328,3125,0,0.0,35103.86995671208,False,-0.23998347071930926,0.3333333333333333,407140,0.0,0.25,10,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,600,0.4737340399879031,316.7939169664169
136,0,0,0,0,9.999999999999998,5,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,20,49.0,0,2.504000000000001,70759,6,589,1.0,16606.87833310145,False,0.21964764850288054,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,176086,155,469,1.0,24722.15194985292,False,0.2688073630005216,8,11.422000000000002,95201,3125,0,0.0,35103.86995671208,False,-0.24083855713690114,0.3333333333333333,407551,0.0,0.25,9,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,638,0.4679780669976026,317.2618950334145
137,0,0,0,0,9.999999999999998,8,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,18,49.0,0,2.504000000000001,70679,4,599,1.0,16867.810053527617,False,0.22042615430648846,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,176527,145,470,1.0,24658.819565991438,False,0.27156339276068847,9,11.504000000000003,95040,3125,0,0.0,35103.86995671208,False,-0.24192256432770662,0.3333333333333333,407751,0.0,0.25,10,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,521,0.4703530300175771,317.73224806343205
138,0,0,0,0,9.999999999999998,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,18,49.0,0,2.504000000000001,70579,4,609,1.0,17148.74177395379,False,0.2210503962572024,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,176772,135,475,1.0,24791.487182129957,False,0.27365959205688656,13,11.625000000000002,94759,3125,0,0.0,35103.86995671208,False,-0.24381452718867763,0.3333333333333333,407615,0.0,0.25,7,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,345,0.46910880599170923,318.20135686942376
139,0,0,0,0,9.999999999999998,11,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.504000000000001,70469,5,619,1.0,17439.67349437996,False,0.22159750628146957,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,177213,125,476,1.0,24728.154798268475,False,0.2764156218170534,11,11.722000000000001,94532,3125,0,0.0,35103.86995671208,False,-0.24534290999807415,0.3333333333333333,407719,0.0,0.25,10,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,551,0.4670702450093813,318.66842711443314
140,0,0,0,0,9.999999999999996,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.504000000000001,70369,5,629,1.0,17720.60521480613,False,0.22222174823218352,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,177899,115,472,1.0,24419.822414406997,False,0.27999643965718096,6,11.771,94450,3125,0,0.0,35103.86995671208,False,-0.24589501303935396,0.3333333333333333,408223,0.0,0.25,12,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,786,0.46363793802447617,319.1320650524576
141,0,0,0,0,9.999999999999996,9,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,20,49.0,0,2.5040000000000004,70279,4,639,1.0,17991.5369352323,False,0.22292312210934445,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,178340,105,473,1.0,24356.490030545523,False,0.28275246941734783,11,11.875000000000002,94242,3125,0,0.0,35103.86995671208,False,-0.24729546953430762,0.3333333333333333,408366,0.0,0.25,9,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,531,0.4579048010054976,319.5899698534631
142,0,0,0,0,9.999999999999996,11,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,20,49.0,0,2.504000000000001,70169,5,649,1.0,18282.46865565847,False,0.2234702321336116,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,178830,95,473,1.0,24244.15764668404,False,0.28567345679350686,10,11.964000000000002,94051,3125,0,0.0,35103.86995671208,False,-0.24858146564265446,0.3333333333333333,408555,0.0,0.25,12,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,600,0.45575851999456063,320.0457283734577
143,0,0,0,0,9.999999999999996,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,20,49.0,0,2.504000000000001,70069,5,659,1.0,18563.400376084643,False,0.22409447408432556,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,179320,85,473,1.0,24131.825262822564,False,0.28859444416966584,10,12.054000000000002,93871,3125,0,0.0,35103.86995671208,False,-0.2497933991479028,0.3333333333333333,408765,0.0,0.25,12,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,590,0.4598335949704051,320.5055619684281
144,0,0,0,0,9.999999999999996,8,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,7,49.0,0,2.504000000000001,69989,3,669,1.0,18824.332096510814,False,0.22487297988793348,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,179320,75,483,1.0,24509.492878961086,False,0.2898658553859035,7,12.114000000000003,93762,3125,0,0.0,35103.86995671208,False,-0.25052729221496983,0.3333333333333333,408576,0.0,0.25,3,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,80,0.4472926590242423,320.9528546274523
145,0,0,0,0,9.999999999999996,8,10.0,28.09317204261706,0,,11.233238386147864,0,,49.0,20,49.0,0,2.504000000000001,69909,1,679,1.0,19085.263816936982,False,0.22565148569154164,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,179614,65,487,1.0,24593.16049509961,False,0.29212701229809396,14,12.247000000000002,93436,3125,0,0.0,35103.86995671208,False,-0.25272223845225295,0.3333333333333333,408464,0.0,0.25,8,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,374,0.452537985984236,321.40539261343656
146,0,0,0,0,9.999999999999996,12,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999999,20,49.0,0,2.504000000000001,69789,3,689,1.0,19386.195537363154,False,0.22612146378936157,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,180104,55,487,1.0,24480.82811123813,False,0.29504799967425294,10,12.333000000000004,93261,3125,0,0.0,35103.86995671208,False,-0.25390050713791107,0.3333333333333333,408659,0.0,0.25,11,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,610,0.4488749580341391,321.8542675714707
147,0,0,0,0,9.999999999999996,13,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.504000000000001,69659,6,699,1.0,19697.127257789325,False,0.22651430996073454,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,180545,45,488,1.0,24417.495727376645,False,0.2978040294344198,11,12.433000000000003,93039,3125,0,0.0,35103.86995671208,False,-0.2553952251277174,0.3333333333333333,408748,0.0,0.25,12,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,571,0.44416795897996053,322.29843553045066
148,0,0,0,0,9.999999999999996,7,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999998,20,49.0,0,2.504000000000001,69589,3,709,1.0,19948.058978215497,False,0.2273699476907897,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,180888,35,491,1.0,24452.163343515163,False,0.3002301439626024,13,12.552,92751,3125,0,0.0,35103.86995671208,False,-0.25733431873611473,0.3333333333333333,408733,0.0,0.25,6,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,413,0.44196590897627175,322.74040143942693
149,0,0,0,0,9.999999999999998,8,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999998,20,49.0,0,2.5040000000000004,69509,1,719,1.0,20208.990698641664,False,0.2281484534943976,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,181427,25,490,1.0,24290.830959653686,False,0.30331608895475354,9,12.629000000000003,92591,3125,0,0.0,35103.86995671208,False,-0.25841159296300215,0.3333333333333333,409032,0.0,0.25,8,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,619,0.43585761298891157,323.17625905241584
150,0,0,0,0,9.999999999999998,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.504000000000001,69409,1,729,1.0,20489.922419067836,False,0.22877269544511156,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,181819,15,492,1.0,24276.49857579221,False,0.30590716109892807,12,12.740000000000002,92340,3125,0,0.0,35103.86995671208,False,-0.26010156690643177,0.3333333333333333,409073,0.0,0.25,9,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,492,0.43892641202546656,323.6151854644413
151,0,0,0,0,9.999999999999998,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.5040000000000004,69309,1,739,1.0,20770.854139494008,False,0.2293969373958257,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,182456,5,489,1.0,24017.166191930733,False,0.30932302132306344,7,12.798000000000004,92234,3125,0,0.0,35103.86995671208,False,-0.2608152610817447,0.3333333333333333,409504,0.0,0.25,10,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,737,0.43525333801517263,324.0504388024565
152,0,0,0,0,9.999999999999998,12,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999998,20,49.0,0,2.5040000000000004,69189,3,749,1.0,21071.78585992018,False,0.22986691549364566,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,183044,0,482,0.5,23617.99999999999,False,0.311938218323088,8,12.871000000000004,92103,3125,0,0.0,35103.86995671208,False,-0.26169727935500875,0.25,409841,0.0,0.25,12,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,708,0.438549107988365,324.48898791044485
153,0,0,0,0,9.999999999999998,13,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.5040000000000004,69059,6,759,1.0,21382.717580346347,False,0.2302597616650186,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,183534,0,472,0.0,23127.999999999993,False,0.3135877944830094,10,12.963000000000003,91914,3125,0,0.0,35103.86995671208,False,-0.2629698095355195,0.16666666666666666,410012,0.0,0.25,11,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,620,0.42377972800750285,324.91276763845235
154,0,0,0,0,9.999999999999998,9,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999998,20,49.0,0,2.504000000000001,68969,5,769,1.0,21653.64930077252,False,0.23096113554217976,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,184024,0,462,0.0,22637.99999999999,False,0.3152373706429307,10,13.053000000000004,91724,3125,0,0.0,35103.86995671208,False,-0.26424907267994835,0.16666666666666666,410222,0.0,0.25,11,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,580,0.4202104799915105,325.33297811844386
155,0,0,0,0,9.999999999999996,13,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.5040000000000004,68839,8,779,1.0,21964.58102119869,False,0.23135398171355273,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,184759,0,447,0.0,21902.999999999993,False,0.3177117348828128,5,13.093000000000002,91659,3125,0,0.0,35103.86995671208,False,-0.26468671533462135,0.16666666666666666,410762,0.0,0.25,14,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,865,0.42495691002113745,325.757935028465
156,0,0,0,0,9.999999999999996,8,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.5040000000000004,68759,6,789,1.0,22225.51274162486,False,0.23213248751716087,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,185298,0,436,0.0,21363.999999999993,False,0.31952626865872624,9,13.178000000000004,91498,3125,0,0.0,35103.86995671208,False,-0.26577072252542683,0.16666666666666666,411060,0.0,0.25,9,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,619,0.41764108603820205,326.1755761145032
157,0,0,0,0,9.999999999999996,10,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.5040000000000004,68659,6,799,1.0,22506.44446205103,False,0.23275672946787482,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,185690,0,428,0.0,20971.999999999993,False,0.32084592958666336,12,13.289000000000003,91261,3125,0,0.0,35103.86995671208,False,-0.2673664349740038,0.16666666666666666,411115,0.0,0.25,9,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,492,0.41331120097311214,326.5888873154763
158,0,0,0,0,9.999999999999996,11,10.0,28.09317204261706,0,,11.233238386147864,0,,48.99999999999998,20,49.0,0,2.504000000000001,68549,7,809,1.0,22797.3761824772,False,0.23330383949214176,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000007,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,186033,0,421,0.0,20628.999999999993,False,0.3220006328986083,13,13.407000000000005,90973,3125,0,0.0,35103.86995671208,False,-0.26930552858240114,0.16666666666666666,411060,0.0,0.25,11,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,453,0.412428657989949,327.00131597346626
159,0,0,0,0,9.999999999999996,14,10.0,28.09317204261706,0,,11.233238386147864,0,,48.999999999999986,20,49.0,0,2.5040000000000004,68409,11,819,1.0,23118.307902903372,False,0.23361955373706794,0,0.2,65505,0,0,0.0,0.0,False,0.01050536838208071,0,18.614000000000004,-106950.11111111111,341,0,0.0,9579.771666532417,True,-1.951735360000791,0,23.456000000000003,-107001,723,0,0.0,20311.363386812132,True,-1.9022211299186138,0,0.37100000000000005,186523,0,411,0.0,20138.999999999993,False,0.32365020905852965,10,13.494000000000003,90793,3125,0,0.0,35103.86995671208,False,-0.2705174620876495,0.16666666666666666,411230,0.0,0.25,13,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,630,0.407672627014108,327.40898860048037
