index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,16,0,0,0,10.000000000000002,20,10.0,12.92469397447019,27,21.85185185185185,15.678063743738699,18,12.944444444444445,35.99999999999999,9,36.0,18,2.540000000000001,22518,2,10,1.0,149.2469397447019,False,0.07241768974568516,2,6.718000000000001,-164.0,351,0,0.0,3510.0000000000005,False,-0.9244790430531162,0,0.2,28927,334,33,1.0,4834.223891016421,False,0.0709345341502054,18,6.662000000000002,883.0,653,0,0.0,8439.825165329034,False,-0.8256487432463948,0,0.2,45130,0,1,0.0,35.99999999999999,False,0.00013291391608701432,9,2.9900000000000007,25104,974,0,0.0,15270.434086401492,False,-0.2747504088609112,0.3333333333333333,122398,0.0,0.0,9,0,0,9,14,14.533333333333333,18,27,16,150.0,36.0,9,7,16,150,0.7587722489843145,62.64710393792484
33,16,0,0,0,10.000000000000002,20,10.0,13.722722710842177,68,17.66176470588235,15.678063743738699,0,,35.99999999999999,7,36.0,32,2.8420000000000005,22478,6,10,1.0,197.2272271084218,False,0.07165774023611388,26,6.976000000000001,-2531.0,357,0,0.0,3570.0000000000005,False,-1.035410832107087,0,0.2,28335,365,43,1.0,5682.950530438158,False,0.06520689029722154,0,6.644,274.0,680,0,0.0,9331.45144337268,False,-0.8312243500858842,0,0.2,45130,0,1,0.0,35.99999999999999,False,0.00013291391608701432,7,3.051000000000001,25025,974,0,0.0,15270.434086401492,False,-0.2765004420893902,0.3333333333333333,118711,0.0,0.0,6,0,0,5,14,94.0,18,23,19,106.0,58.0,6,10,19,255,0.8085925650084391,63.45569650293328
34,19,0,0,1,10.000000000000002,14,10.0,13.97125600583631,10,23.0,15.583721984291108,7,11.0,36.0,7,36.0,0,2.8100000000000005,22608,6,10,1.0,199.71256005836312,False,0.07788751507234919,0,6.950000000000003,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,28412,355,46,1.0,5676.64709334928,False,0.06773006514536835,0,6.644,44.0,690,0,0.0,9640.166644027053,False,-0.8338088245861172,0,0.2,45130,0,1,0.0,36.0,False,0.00013291391608701432,7,3.1140000000000003,24872,981,0,0.0,15287.631266589577,False,-0.27969926823590474,0.3333333333333333,121066,0.0,0.125,7,0,0,8,11,4243.172222222222,18,26,20,106.0,56.0,8,11,20,407,1.076870910008438,64.53256741294172
35,20,0,0,0,10.000000000000002,9,10.0,14.257508599048151,11,23.0,17.461121075430203,64,26.625,36.00000000000001,7,36.0,1,2.8200000000000007,22753,5,10,1.0,192.5750859904815,False,0.08460091816562586,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,29852,345,16,1.0,5198.218403878495,False,0.10875731863944407,24,6.884,-1024.0,701,0,0.0,9994.513527932753,False,-0.8642457030215124,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,6,3.167000000000001,23107,1045,0,0.0,18246.87152382456,False,-0.2860210942822143,0.3333333333333333,119854,0.0,0.125,7,0,0,8,11,8500.502181232616,17,25,14,144.0,51.0,10,10,14,1566,1.0368793180095963,65.56944673095131
36,14,0,0,0,10.000000000000002,12,10.0,14.257508599048151,0,,18.1619493367805,16,33.0,36.000000000000014,9,36.0,0,2.819000000000001,22633,7,20,1.0,355.150171980963,False,0.08276333061140552,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30380,335,10,1.0,4957.884874048936,False,0.12269176018260444,0,6.860000000000001,-1105.0,701,0,0.0,9994.513527932753,False,-0.8670132306967892,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,3.2510000000000017,22460,1061,0,0.0,19269.82824632411,False,-0.2890232129023514,0.3333333333333333,119534,0.0,0.125,7,0,0,11,11,8500.585185185186,14,25,15,165.0,42.0,10,4,15,648,1.0824906780035235,66.65193740895484
37,15,0,0,0,10.000000000000002,15,10.0,14.55500318825381,11,23.0,18.50609371123315,20,24.0,36.000000000000014,10,36.0,0,2.8190000000000004,22736,12,19,1.0,396.5450605768224,False,0.08863495183407272,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30730,325,10,1.0,4915.43697329482,False,0.13392505421099538,10,6.960000000000002,-3332.0,712,0,0.0,10363.162270036713,False,-0.9368053459403322,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,3.3420000000000014,21841,1081,0,0.0,20005.087301843032,False,-0.2945916518780401,0.3333333333333333,117141,0.0,0.125,9,0,0,9,9,2666.7107853901334,17,26,14,153.0,13.0,11,4,14,500,1.1057541059562936,67.75769151491113
38,14,0,0,0,10.000000000000002,13,10.0,14.889533698573874,12,23.0,18.271241497560084,10,11.1,36.000000000000014,9,36.0,0,2.819000000000001,22882,15,17,1.0,403.12207287575586,False,0.095721319430288,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30454,327,20,1.0,5234.302349384859,False,0.12994229789163694,10,7.050000000000002,-3777.0,712,0,0.0,10601.3479933846,False,-0.947940617852525,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,3.422000000000001,21616,1091,0,0.0,19933.92447383805,False,-0.3003641345771338,0.3333333333333333,116341,0.0,0.125,7,0,0,10,10,4254.792592592593,17,27,12,138.0,54.0,11,3,12,406,1.234795601980295,68.99248711689143
39,12,0,0,0,10.000000000000002,9,10.0,15.33794727134128,17,22.529411764705884,18.12673292008758,8,13.0,36.000000000000014,14,36.0,0,2.819000000000001,23175,14,10,1.0,293.37947271341284,False,0.1070247181068357,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30278,325,30,1.0,5528.634850788543,False,0.12895713493898697,8,7.120000000000002,-9550.0,721,0,0.0,11058.659982637062,False,-1.1373742657059405,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,14,3.553000000000001,21270,1099,0,0.0,19921.27947917625,False,-0.3081688950514349,0.3333333333333333,110339,0.0,0.125,5,0,0,9,16,12239.484017713365,14,23,16,96.0,44.0,7,5,16,266,1.0866345330141485,70.07912164990557
40,16,0,0,0,10.000000000000002,10,10.0,15.510338176727409,6,23.0,18.12673292008758,0,,36.000000000000014,14,36.0,0,2.819000000000001,23213,14,14,1.0,357.1447344741838,False,0.1103418791112684,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30140,321,40,1.0,5703.887871533001,False,0.12723602349892385,0,7.112000000000002,-10314.0,721,0,0.0,11182.953825420462,False,-1.161354485693924,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,14,3.6790000000000007,21021,1099,0,0.0,19921.27947917625,False,-0.313684822569046,0.3333333333333333,109226,0.0,0.125,6,0,0,8,13,9033.18425925926,14,22,17,129.0,55.0,8,8,17,238,1.134965474018827,71.2140871239244
41,17,0,0,0,10.000000000000002,10,10.0,15.928491165183987,33,18.96969696969697,18.433368382152654,8,28.5,36.000000000000014,10,36.0,19,3.0090000000000003,23313,14,10,1.0,299.28491165183993,False,0.1137154058872132,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30006,332,43,1.0,6080.893907273648,False,0.12909822856487724,1,7.122000000000001,-25129.0,733,0,0.0,11675.584024079863,False,-1.6591228641506104,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,3.765000000000001,20661,1107,0,0.0,20405.73879904299,False,-0.31629370875190527,0.3333333333333333,94017,0.0,0.125,6,0,0,9,13,5359.149436392915,18,27,17,150.0,52.0,10,7,17,316,1.1026247250265442,72.31671184895094
42,17,0,0,1,10.000000000000002,14,10.0,15.928491165183987,0,,18.407063681525308,1,12.0,36.00000000000001,12,36.0,0,2.9900000000000007,23173,18,20,1.0,498.56982330367975,False,0.1117997299877458,0,6.950000000000003,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30018,322,52,1.0,6086.14146662856,False,0.12959787936703152,0,7.121,-34774.41666666667,733,0,0.0,11675.584024079863,True,-1.9886778958120384,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,12,3.875000000000001,20456,1108,0,0.0,20395.02655913004,False,-0.32095358469795265,0.3333333333333333,118813,0.0,0.25,7,0,0,10,12,4934.886231884057,15,25,13,147.0,84.0,9,8,13,152,0.9631354460143484,73.2798472949653
43,13,0,0,0,10.000000000000002,11,10.0,16.096672601668274,7,22.0,18.407063681525308,0,,36.00000000000001,9,36.0,0,2.9900000000000007,23217,19,23,1.0,560.2234698383703,False,0.11535157995534175,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,29864,319,62,1.0,6276.0765081867485,False,0.12758091615735176,0,7.121,-34774.41666666667,733,0,0.0,11798.861017022846,True,-1.9865718927892322,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,3.953000000000001,20339,1108,0,0.0,20395.02655913004,False,-0.32354540606164944,0.3333333333333333,118586,0.0,0.25,6,0,0,10,11,11684.17962962963,12,22,12,69.0,45.0,8,5,12,264,1.0961773839662783,74.37602467893157
44,12,0,0,0,10.000000000000004,10,10.0,16.029676119343794,8,14.125,18.455335510203813,14,19.214285714285715,36.00000000000001,7,36.0,0,2.990000000000001,23230,19,25,1.0,590.7419029835949,False,0.11669297723889482,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,30020,317,58,1.0,6151.816789423804,False,0.13078817803443693,0,7.121,-34774.41666666667,733,0,0.0,11749.752595479002,True,-1.9874108367133787,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,7,4.014000000000001,19988,1122,0,0.0,20706.88644244868,False,-0.32786666028921313,0.3333333333333333,118404,0.0,0.25,9,0,0,7,11,9845.752623883765,12,19,9,90.0,50.0,5,7,9,482,0.7778178309672512,75.15384250989882
45,9,0,0,0,10.000000000000002,11,10.0,16.029676119343794,0,,18.57128442981315,15,20.2,36.000000000000014,9,36.0,0,2.9900000000000007,23120,20,35,1.0,761.0386641770327,False,0.11551333042618861,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30323,307,53,1.0,5905.388643418642,False,0.13693092530098816,0,7.121000000000001,-34774.41666666667,733,0,0.0,11749.752595479002,True,-1.9874108367133787,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,4.097000000000001,19564,1137,0,0.0,21115.550396697552,False,-0.33273281648246034,0.3333333333333333,118173,0.0,0.25,8,0,0,7,9,7172.087500000001,14,21,11,75.0,42.0,5,4,11,413,0.7311753869871609,75.88501789688598
46,11,0,0,0,10.000000000000002,9,10.0,15.844568720215594,5,8.0,18.57128442981315,0,,36.000000000000014,13,36.0,0,2.990000000000001,23070,19,40,1.0,823.7827488086238,False,0.11462910591941486,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30283,302,63,1.0,5955.0506725833375,False,0.13641264644976323,0,7.121000000000001,-34774.41666666667,733,0,0.0,11614.06887191803,True,-1.9897287901704133,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,13,4.218000000000001,19354,1137,0,0.0,21115.550396697552,False,-0.3373848035455058,0.3333333333333333,117873,0.0,0.25,6,0,0,11,12,10044.07303600184,9,20,10,78.0,60.0,6,5,10,130,0.840511335991323,76.7255292328773
47,10,0,0,0,10.000000000000002,13,10.0,16.201055504895617,12,22.0,20.043838214304387,20,35.0,36.000000000000014,11,36.0,0,2.9900000000000007,23204,22,38,1.0,835.6401091860334,False,0.12127118500939933,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30719,304,53,1.0,5987.4442988464,False,0.15186285873388,0,7.121,-34774.41666666667,733,0,0.0,11875.373685088487,True,-1.9852647883053993,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,11,4.315000000000001,18497,1157,0,0.0,23190.720813950174,False,-0.33338442233452026,0.3333333333333333,117586,0.0,0.25,9,0,0,8,10,9161.905534511783,10,18,12,90.0,60.0,5,5,12,1094,0.6993113789940253,77.42484061187133
48,12,0,0,0,10.000000000000002,13,10.0,16.574385669102448,32,18.75,20.043838214304387,0,,36.000000000000014,10,36.0,0,2.990000000000001,23674,25,16,1.0,515.1901707056393,False,0.1359754633005563,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30119,326,63,1.0,6666.011535628575,False,0.1429549599499211,0,7.121,-34774.41666666667,733,0,0.0,12149.024695452094,True,-1.9805898701291726,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,4.404000000000002,18358,1157,0,0.0,23190.720813950174,False,-0.3364635947238694,0.3333333333333333,117317,0.0,0.25,9,0,0,6,10,9408.167049114332,13,19,8,111.0,60.0,7,5,8,730,0.6959644159651361,78.12080502783647
49,8,0,0,0,10.000000000000002,13,10.0,16.574385669102448,0,,20.23431310534842,16,22.625,36.000000000000014,10,36.0,0,2.9900000000000007,23544,28,26,1.0,710.9340273966636,False,0.1344504207385168,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30481,316,57,1.0,6390.861718441233,False,0.15062289391897685,0,7.121,-34774.41666666667,733,0,0.0,12149.024695452094,True,-1.9805898701291726,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,4.4940000000000015,17854,1173,0,0.0,23734.849272573698,False,-0.34160150998434163,0.3333333333333333,117045,0.0,0.25,8,0,0,4,9,6895.646043771044,13,17,8,39.0,45.0,3,5,8,492,0.6130696369800717,78.73387466481654
50,8,0,0,0,10.000000000000004,8,10.0,16.574385669102448,0,,20.603202289402887,5,35.0,36.000000000000014,12,36.0,0,2.9900000000000007,23464,26,36,1.0,856.6778840876882,False,0.13411206826049477,0,6.950000000000003,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,30656,306,62,1.0,6349.160556688328,False,0.15588971840727625,0,7.121,-34774.41666666667,733,0,0.0,12149.024695452094,True,-1.9805898701291726,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,12,4.604000000000001,17488,1178,0,0.0,24270.5722969166,False,-0.34377550510703336,0.3333333333333333,116774,0.0,0.25,4,0,0,7,14,13139.671578099838,8,15,10,39.0,45.0,3,5,10,255,0.8066759040229954,79.54055056883954
51,10,0,0,0,10.000000000000004,15,10.0,16.574385669102448,0,,20.603202289402887,0,,36.000000000000014,8,36.0,0,2.9900000000000007,23314,31,46,1.0,1072.4217407787128,False,0.13211234966484822,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,30656,296,72,1.0,6389.448722891333,False,0.1565779814625416,0,7.121,-34774.41666666667,733,0,0.0,12149.024695452094,True,-1.9805898701291726,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,8,4.6720000000000015,17397,1178,0,0.0,24270.5722969166,False,-0.3457913661676864,0.3333333333333333,116533,0.0,0.25,7,0,0,8,7,6374.188888888889,15,23,10,90.0,60.0,5,5,10,150,0.8221849569818005,80.36273552582134
52,10,0,0,0,10.000000000000002,10,10.0,16.574385669102448,0,,21.307839092074325,10,34.0,36.000000000000014,8,36.0,0,2.990000000000001,23214,31,56,1.0,1238.1655974697371,False,0.13129932115321913,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30996,286,72,1.0,6274.438715992651,False,0.16622999036477817,0,7.121,-34774.41666666667,733,0,0.0,12149.024695452094,True,-1.9805898701291726,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,8,4.7440000000000015,16961,1188,0,0.0,25313.7128413843,False,-0.3438957861704809,0.3333333333333333,116337,0.0,0.25,7,0,0,10,8,5313.990740740741,9,19,9,93.0,26.0,6,4,9,440,0.7334285299875773,81.09616405580891
53,9,0,0,0,10.000000000000002,14,10.0,16.574385669102448,0,,21.919399662046626,8,35.0,36.000000000000014,10,36.0,0,2.9900000000000007,23074,35,66,1.0,1443.9094541607615,False,0.12953694057437612,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,31276,276,74,1.0,6196.566019663726,False,0.17446641416673042,0,7.121000000000001,-34774.41666666667,733,0,0.0,12149.024695452094,True,-1.9805898701291726,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,4.836000000000002,16548,1196,0,0.0,26215.601995807763,False,-0.343055225778568,0.3333333333333333,116064,0.0,0.25,8,0,0,7,7,5843.589814814814,10,17,13,72.0,45.0,4,5,13,420,0.7656907929922454,81.86185484880116
54,13,0,0,0,10.000000000000004,11,10.0,17.113260088949644,18,23.0,22.282835311051844,5,34.0,36.000000000000014,11,36.0,0,2.990000000000001,23378,36,58,1.0,1352.5690851590793,False,0.14179923779273454,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,31032,284,79,1.0,6620.509854834794,False,0.17337211040786504,0,7.121000000000001,-34774.41666666667,733,0,0.0,12544.01964520009,True,-1.9738419722586658,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,11,4.936000000000002,16219,1201,0,0.0,26761.685208573264,False,-0.3442948339841692,0.3333333333333333,115795,0.0,0.25,7,0,0,8,9,7172.087500000001,7,15,11,114.0,60.0,8,5,11,694,0.8168094860156998,82.67866433481686
55,11,0,0,0,10.000000000000002,14,10.0,17.615039593041644,18,23.0,22.282835311051844,0,,36.000000000000014,8,36.0,0,2.9900000000000007,23652,40,50,1.0,1280.7519796520821,False,0.15310086817420798,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30618,292,89,1.0,7126.763903851775,False,0.16787556211308904,0,7.121,-34774.41666666667,733,0,0.0,12911.824021699525,True,-1.967558584659591,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,8,5.005000000000001,16122,1201,0,0.0,26761.685208573264,False,-0.34644360896090926,0.3333333333333333,115558,0.0,0.25,6,0,0,9,7,5843.589814814815,6,15,12,111.0,57.0,7,4,12,554,1.5248737640213221,84.20353809883818
56,12,0,0,0,10.000000000000002,9,10.0,17.615039593041644,0,,22.69418106521688,5,35.0,36.00000000000001,9,36.0,0,2.990000000000001,23562,39,60,1.0,1446.9023755824987,False,0.1527721644178691,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30793,282,94,1.0,7100.694185368131,False,0.17340942642763657,0,7.121,-34774.41666666667,733,0,0.0,12911.824021699525,True,-1.967558584659591,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,5.0870000000000015,15829,1206,0,0.0,27369.18236465156,False,-0.346205503027651,0.3333333333333333,115350,0.0,0.25,5,0,0,13,11,12214.778703703705,5,18,12,114.0,42.0,8,4,12,265,0.7047577479970641,84.90829584683524
57,12,0,0,0,10.000000000000002,10,10.0,17.875462711763625,12,22.0,23.121104766628367,5,35.0,36.0,10,36.0,0,2.9900000000000007,23726,39,58,1.0,1426.7768372822902,False,0.16007919583429747,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30704,284,99,1.0,7365.620782037078,False,0.1748944373041731,0,7.121,-34774.41666666667,733,0,0.0,13102.714167722737,True,-1.9642975120543018,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,5.178000000000002,15532,1211,0,0.0,27999.657872386953,False,-0.34580149447978653,0.3333333333333333,115128,0.0,0.25,7,0,0,4,8,5313.990740740741,2,6,12,93.0,47.0,6,6,12,539,0.6668310199747793,85.57512686681002
58,12,0,0,0,10.000000000000002,10,10.0,18.02733270831279,14,20.0,22.416951230588406,8,11.0,36.0,10,36.0,0,2.9900000000000007,23906,39,54,1.0,1363.4759662488907,False,0.1671209941199244,0,6.950000000000003,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30512,288,101,1.0,7455.983894283513,False,0.16987809030824655,0,7.121,-34774.41666666667,733,0,0.0,13214.034875193276,True,-1.9623957642842023,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,5.268000000000002,15320,1219,0,0.0,27326.263550087268,False,-0.3579564092188287,0.3333333333333333,114904,0.0,0.25,7,0,0,3,8,8073.105925925926,2,5,13,75.0,66.0,5,7,13,468,0.6720167429884896,86.24714360979851
59,13,0,0,0,10.000000000000002,8,10.0,17.914832722632678,2,8.0,21.039841795352714,17,11.0,35.99999999999999,10,36.0,0,2.9900000000000007,23842,37,62,1.0,1480.719628803226,False,0.166865705340182,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,30683,280,94,1.0,6993.898291100306,False,0.16782660740570438,0,7.121,-34774.41666666667,733,0,0.0,13131.572385689753,True,-1.9638045125673704,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,10,5.358000000000001,14996,1236,0,0.0,26005.244459055953,False,-0.37976557907208414,0.3333333333333333,114687,0.0,0.25,6,0,0,3,12,14338.174999999997,2,5,15,90.0,83.0,5,8,15,283,0.7431058890069835,86.9902494988055
60,15,0,0,0,10.000000000000002,10,10.0,17.914832722632678,0,,23.68386447296418,36,33.0,35.99999999999999,11,36.0,0,2.990000000000001,23742,37,72,1.0,1659.8679560295527,False,0.1663708158738679,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,31871,270,68,1.0,6447.507619272386,False,0.19908274599002995,0,7.121,-34774.41666666667,733,0,0.0,13131.572385689753,True,-1.9638045125673704,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,11,5.458000000000002,13644,1272,0,0.0,30125.875609610437,False,-0.36407474624949676,0.3333333333333333,114423,0.0,0.25,6,0,0,3,11,10092.382407407407,4,7,16,126.0,84.0,7,8,16,1288,0.7845311519922689,87.77478065079777
61,16,0,0,0,10.000000000000002,8,10.0,18.453283505776476,19,23.0,23.68386447296418,0,,35.99999999999999,8,36.0,0,2.9900000000000007,24099,35,63,1.0,1512.556860863918,False,0.17982049795566324,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,31434,279,78,1.0,6995.807527002843,False,0.19351864710610306,0,7.121000000000001,-34774.41666666667,733,0,0.0,13526.256809734157,True,-1.957061919564015,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,8,5.527000000000002,13550,1272,0,0.0,30125.875609610437,False,-0.36615706426819333,0.3333333333333333,114249,0.0,0.25,4,0,0,5,10,15397.373148148148,3,8,15,129.0,99.0,8,8,15,517,0.9076198390102945,88.68240048980806
62,15,0,0,0,10.000000000000002,10,10.0,18.453283505776476,0,,24.044431030759842,26,26.076923076923077,35.99999999999999,12,36.0,0,2.990000000000001,23999,35,73,1.0,1697.0896959216827,False,0.17945340333036702,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,32112,269,62,1.0,6454.687986960982,False,0.2074396608405252,0,7.121000000000001,-34774.41666666667,733,0,0.0,13526.256809734157,True,-1.957061919564015,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,12,5.639000000000001,12685,1298,0,0.0,31209.671477926277,False,-0.3733145244126725,0.3333333333333333,113962,0.0,0.25,6,0,0,3,11,11418.880092592593,3,6,12,93.0,87.0,6,9,12,778,0.8175589499878697,89.49995943979593
63,12,0,0,0,10.000000000000002,9,10.0,18.698598581547618,12,22.0,24.044431030759842,0,,35.99999999999999,7,36.0,0,2.9900000000000007,24173,34,71,1.0,1667.6004992898809,False,0.1870128755705578,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000005,True,-2.425496959436296,0,0.2,31848,271,72,1.0,6798.519249814113,False,0.20429341345179225,0,7.121,-34774.41666666667,733,0,0.0,13706.072760274405,True,-1.9539900330234206,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,7,5.697000000000002,12606,1298,0,0.0,31209.671477926277,False,-0.37506455764115154,0.3333333333333333,113793,0.0,0.25,5,0,0,3,9,10196.502222222221,2,5,11,90.0,65.0,5,7,11,354,0.7089389799511991,90.20889841974713
64,11,0,0,0,10.000000000000004,10,10.0,19.005577960859764,12,23.0,24.044431030759842,0,,35.99999999999999,9,36.0,0,2.990000000000001,24349,34,69,1.0,1651.384879299324,False,0.19498231545306222,0,6.950000000000001,-31835.944444444445,361,0,0.0,3610.0000000000014,True,-2.425496959436296,0,0.2,31572,273,82,1.0,7160.166127837023,False,0.2010415150990336,0,7.121,-34774.41666666667,733,0,0.0,13931.088645310207,True,-1.950145973213461,0,0.2,45166,0,0,0.0,0.0,False,0.0005316556643480573,9,5.780000000000001,12485,1298,0,0.0,31209.671477926277,False,-0.3777449882822396,0.3333333333333333,113572,0.0,0.25,4,0,0,1,10,9030.184259259258,3,4,6,72.0,50.0,4,7,6,376,0.682861308043357,90.89175972779049
