index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
103,12,0,0,0,10.0,20,10.0,2.843268414648758,5,2.0,21.38941870420051,7,14.285714285714286,44.000000000000014,1,44.0,0,3.746000000000001,34168,1048,0,0.0,10480.0,False,-0.27311629622798117,5,3.8590000000000013,34122,1032,0,0.0,10320.0,False,-0.2754403762796274,0,0.2,85079,0,211,0.8,4513.167346586308,False,0.13992799939036937,2,18.184,19469,197,0,0.0,560.1238776858054,False,-0.742229825245149,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77260,1380,340,1.0,44477.397811796705,False,0.004905405410383944,0.3,349111,0.0,0.0,14,0,0,12,3,3.0,23,35,15,157.0,18.0,11,1,15,314,1.4585889484733343,166.6145920129493
104,15,0,0,0,10.0,20,10.0,2.7376772169280983,6,1.1666666666666667,21.665333331309693,9,27.333333333333332,44.000000000000014,11,44.0,1,3.756000000000001,34035,1059,0,0.0,10590.0,False,-0.27455501245042885,5,3.904000000000001,33912,1041,0,0.0,10410.0,False,-0.2784838144424975,0,0.2,85318,0,208,0.6,4506.389332912416,False,0.14300325871508468,0,18.182000000000002,19469,197,0,0.0,539.3224117348353,False,-0.7423655784654778,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,77498,1379,339,1.0,44792.494663876074,False,0.008900319472574681,0.26666666666666666,349245,0.0,0.0,17,0,0,12,2,2.0,24,36,14,176.0,39.0,12,3,14,930,1.6148530775681138,168.2294450905174
105,14,0,0,0,10.0,20,10.0,2.7376772169280983,0,,23.593362867706684,65,28.76923076923077,44.00000000000001,11,44.0,0,3.755000000000001,33945,1068,0,0.0,10680.0,False,-0.2753850410403025,0,3.8990000000000005,33802,1052,0,0.0,10520.0,False,-0.2794982938301208,0,0.2,85494,0,204,0.0,4813.046025012163,False,0.14730174264185966,61,18.792,18623,197,0,0.0,539.3224117348353,False,-0.7534078025730285,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,76112,1434,338,1.0,48704.88235229139,False,0.014659097049333792,0.16666666666666666,346989,0.0,0.0,19,0,0,13,2,2.0,18,31,17,141.0,60.0,9,5,17,860,1.4341438859701157,169.66358897648752
106,17,0,0,0,10.0,20,10.0,2.7439331716430195,6,2.8333333333333335,24.185688155290585,61,26.278688524590162,44.00000000000001,1,44.0,0,3.755000000000001,33875,1075,0,0.0,10750.0,False,-0.27603061883242647,6,3.9590000000000005,33534,1065,0,0.0,10650.0,False,-0.28324264502443974,0,0.2,85492,0,205,0.1,4958.06607183457,False,0.14822205881246858,61,19.341,17175,202,0,0.0,554.27450067189,False,-0.7722099164610593,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,74553,1485,347,1.0,51183.74691060652,False,0.011431564090606845,0.18333333333333335,343642,0.0,0.0,13,0,0,11,5,5.0,20,31,13,148.0,81.0,10,7,13,244,1.394806468859315,171.05839544534683
107,13,0,0,0,10.0,20,10.0,3.0977938919612447,8,6.75,24.05744286834678,16,22.0625,44.00000000000001,0,,6,3.8150000000000013,33665,1085,0,0.0,10850.0,False,-0.27898183159642165,2,3.9730000000000003,33390,1075,0,0.0,10750.0,False,-0.2849764825232869,0,0.2,85610,0,209,0.8,5028.005559484477,False,0.15021866187746835,12,19.400000000000002,16878,202,0,0.0,625.7543661761714,False,-0.7756199545377787,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,74200,1491,357,1.0,51577.64731670505,False,0.009855510471882769,0.3,342756,0.0,0.0,10,0,0,10,6,6.0,25,35,10,140.0,42.0,9,4,10,372,1.1770284166559577,172.2354238620028
108,10,0,0,0,10.0,20,10.0,3.795416255115234,14,7.857142857142857,24.019609225395552,1,15.0,44.00000000000001,0,,1,3.8190000000000013,33501,1099,0,0.0,10990.0,False,-0.28071566909526885,13,4.101,33078,1081,0,0.0,10810.0,False,-0.29017799501982844,0,0.2,85596,0,213,0.5,5116.176765009252,False,0.15061134741897322,0,19.388000000000005,16797,211,0,0.0,800.8328298293144,False,-0.7755346026898825,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,74185,1482,367,1.0,51745.06087203621,False,0.010549427206711275,0.25,342170,0.0,0.0,12,0,0,12,3,3.0,16,28,13,125.0,24.0,7,3,13,215,0.888967351987958,173.12439121399075
109,13,0,0,0,10.0,20,10.0,3.815628903004718,4,4.25,23.704331202434485,7,14.0,44.00000000000001,0,,1,3.828000000000001,33384,1109,0,0.0,11090.0,False,-0.2819514894401918,3,4.118000000000001,32912,1091,0,0.0,10910.0,False,-0.292317624273725,0,0.2,85677,0,210,0.4,4977.909552511242,False,0.1507662308458607,0,19.388000000000005,16797,211,0,0.0,805.0976985339955,False,-0.7755067695716635,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,74087,1479,377,1.0,51646.70584840061,False,0.009062980863122001,0.2333333333333333,341870,0.0,0.0,13,0,0,13,2,2.0,22,35,13,153.0,57.0,9,4,13,298,1.0705442382022738,174.19493545219302
110,13,0,0,0,10.0,20,10.0,3.832279333914963,14,3.9285714285714284,23.4678887179421,5,14.0,44.00000000000001,0,,9,3.9170000000000007,33086,1118,0,0.0,11180.0,False,-0.28661809462325927,5,4.165,32687,1102,0,0.0,11020.0,False,-0.29545328783546987,0,0.2,85658,0,220,1.0,5162.935517947261,False,0.15172574246523035,5,19.438000000000006,16656,215,0,0.0,823.9400567917171,False,-0.777224172441482,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,74017,1474,387,1.0,51619.667970246664,False,0.008219465980460467,0.3333333333333333,341117,0.0,0.0,9,0,0,16,5,5.0,16,32,14,120.0,57.0,9,4,14,200,1.41665009688586,175.61158554907888
111,14,0,0,0,10.0,20,10.0,3.8341615529000523,7,3.857142857142857,23.4678887179421,0,,44.000000000000014,3,44.0,2,3.928000000000001,32958,1126,0,0.0,11260.0,False,-0.2882412616434566,5,4.210000000000001,32461,1114,0,0.0,11140.0,False,-0.2985151710781149,0,0.2,85631,0,227,0.7,5327.210738972856,False,0.15244541368513248,0,19.433000000000003,16656,215,0,0.0,824.3447338735112,False,-0.7772215314633328,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,74149,1464,394,1.0,51692.98908306724,False,0.00992288428321141,0.2833333333333333,340868,0.0,0.0,13,0,0,19,3,3.0,15,34,14,192.0,18.0,13,1,14,332,1.463268811814487,177.07485436089337
112,14,0,0,0,10.0,20,10.0,3.8341615529000523,0,,22.981592664494467,10,14.0,44.000000000000014,0,,0,3.926000000000001,32878,1134,0,0.0,11340.0,False,-0.2889790648344554,0,4.205000000000001,32341,1126,0,0.0,11260.0,False,-0.29962187586461314,0,0.2,85701,0,222,0.0,5101.913571517772,False,0.15188875266930607,5,19.483000000000004,16551,215,0,0.0,824.3447338735112,False,-0.7785920202710076,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,74009,1464,404,1.0,51421.05166081991,False,0.007135687540120542,0.16666666666666666,340493,0.0,0.0,12,0,0,9,1,1.0,20,29,16,137.0,60.0,9,5,16,270,1.3807756658643484,178.45563002675772
113,16,0,0,0,10.0,20,10.0,3.8005100805143748,1,1.0,23.917716635446183,49,27.26530612244898,44.000000000000014,0,,1,3.9360000000000013,32744,1145,0,0.0,11450.0,False,-0.290436226136678,0,4.205000000000001,32251,1135,0,0.0,11350.0,False,-0.3004519044544868,0,0.2,85891,0,218,0.1,5214.062226527268,False,0.1551005823045569,44,19.918000000000003,15666,215,0,0.0,817.1096673105906,False,-0.7901905001154435,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,72673,1503,414,1.0,54164.32810307562,False,0.007495622307553649,0.18333333333333335,338238,0.0,0.0,13,0,0,12,7,7.0,21,33,13,187.0,42.0,12,4,13,391,1.4838377824053168,179.93946780916303
114,13,0,0,0,10.0,20,10.0,3.503206730443139,11,1.4545454545454546,24.110981096989125,9,28.444444444444443,44.000000000000014,2,44.0,5,3.9850000000000008,32499,1158,0,0.0,11580.0,False,-0.29375634049617266,6,4.265000000000001,32032,1142,0,0.0,11420.0,False,-0.30384579913308124,0,0.2,86051,1,224,1.0,5404.362972456007,False,0.15843087497523983,5,19.924000000000003,15571,215,0,0.0,753.1894470452748,False,-0.7918476183055193,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,72505,1502,422,1.0,54782.69360767768,False,0.008921523475087496,0.3333333333333333,337671,0.0,0.0,16,0,0,13,4,4.0,17,30,10,123.0,45.0,8,5,10,464,1.347661037929356,181.2871288470924
115,10,0,0,0,10.0,20,10.0,3.447614101897925,3,2.0,23.857223628222165,6,15.833333333333334,44.000000000000014,1,44.0,0,3.980000000000001,32449,1163,0,0.0,11630.0,False,-0.2942174674905469,3,4.289000000000001,31813,1157,0,0.0,11570.0,False,-0.30650189062067695,0,0.2,86045,0,228,0.4,5439.4469872346535,False,0.1585815244223368,6,19.979000000000003,15451,215,0,0.0,741.2370319080538,False,-0.7934918943293868,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,72454,1498,431,1.0,54702.12099507681,False,0.007999560638889892,0.2333333333333333,337225,0.0,0.0,11,0,0,11,3,3.0,19,30,9,89.0,27.0,6,4,9,244,1.0861393110826612,182.37326815817505
116,9,0,0,0,10.0,20,10.0,4.501284873402759,58,5.827586206896552,23.86519645342523,3,24.333333333333332,44.000000000000014,0,,31,4.290000000000002,31795,1172,0,0.0,11720.0,False,-0.3054505210735036,27,4.556000000000001,31033,1168,0,0.0,11680.0,False,-0.31987457345753023,0,0.2,86074,0,231,0.5,5512.860380741228,False,0.15943914625557146,1,19.983000000000004,15122,268,0,0.0,1206.3443460719395,False,-0.7947507384580569,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,72381,1491,441,1.0,54987.00791205703,False,0.008700917617166657,0.25,335418,0.0,0.0,13,0,0,13,5,5.0,15,28,12,79.0,27.0,5,4,12,258,0.9569834396243095,183.33025159779936
117,12,0,0,0,10.0,20,10.0,4.554118369536969,5,5.8,23.81055219049419,1,15.0,44.000000000000014,0,,5,4.309000000000001,31625,1179,0,0.0,11790.0,False,-0.3079406068431246,0,4.529000000000001,30903,1181,0,0.0,11810.0,False,-0.32107350364290327,0,0.2,86045,0,236,0.5,5619.290316956629,False,0.1597552066629031,1,19.992000000000004,15102,268,0,0.0,1220.5037230359076,False,-0.7949193779087913,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,72366,1482,451,1.0,55131.23834631239,False,0.009277763254887736,0.25,335054,0.0,0.0,11,0,0,10,3,3.0,18,28,12,86.0,63.0,6,6,12,200,1.2509580664336681,184.58120966423303
118,12,0,0,0,10.0,20,10.0,4.878543998391503,32,6.0,23.691499719177468,2,15.0,44.000000000000014,0,,0,4.304000000000001,31515,1190,0,0.0,11900.0,False,-0.30895508623074797,32,4.849000000000001,30205,1190,0,0.0,11900.0,False,-0.3331181407359587,0,0.2,85868,22,245,1.0,5911.745399163093,False,0.15935355608668736,1,20.001000000000005,15082,268,0,0.0,1307.4497915689228,False,-0.7946130014255112,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,72336,1474,461,1.0,55205.27058606759,False,0.009348623847714834,0.3333333333333333,334019,0.0,0.0,11,0,0,15,2,2.0,13,28,14,117.0,24.0,9,3,14,215,1.3387283626943827,185.9199380269274
119,14,0,0,0,10.0,20,10.0,4.943088498869562,5,6.6,23.691499719177468,0,,44.000000000000014,0,,1,4.314000000000001,31395,1200,0,0.0,12000.0,False,-0.3102462418149958,4,4.857,30033,1200,0,0.0,12000.0,False,-0.335368440468505,0,0.2,85835,17,255,1.0,6125.364932871037,False,0.16031694141402497,0,20.000000000000004,15082,268,0,0.0,1324.7477176970426,False,-0.7945001127866799,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,72336,1464,471,1.0,55408.35558887582,False,0.010374171012270244,0.3333333333333333,333694,0.0,0.0,10,0,0,18,2,2.0,4,22,17,138.0,42.0,10,4,17,200,1.4303638553246856,187.3503018822521
120,17,0,0,0,10.0,20,10.0,4.895703330195398,3,3.0,24.377664414193468,36,26.916666666666668,44.000000000000014,0,,0,4.3130000000000015,31305,1209,0,0.0,12090.0,False,-0.3110762704048695,3,4.883000000000001,29857,1211,0,0.0,12110.0,False,-0.3376002951212764,0,0.2,86725,10,234,1.0,5753.330506223226,False,0.1695055178895988,5,20.050000000000004,14977,268,0,0.0,1312.0484924923667,False,-0.7959534784801124,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,71367,1490,481,1.0,57486.71997714828,False,0.011082988987043543,0.3333333333333333,333244,0.0,0.0,11,0,0,14,2,2.0,6,20,20,159.0,63.0,11,6,20,1099,1.5529362298548222,188.90323811210692
121,20,0,0,0,10.0,20,10.0,4.7698954445609685,9,3.2222222222222223,24.78875607031133,36,26.52777777777778,44.000000000000014,0,,3,4.343000000000002,31109,1222,0,0.0,12220.0,False,-0.3134925758553906,6,4.94,29649,1218,0,0.0,12180.0,False,-0.3407912939223462,0,0.2,86696,9,244,1.0,6091.385540157013,False,0.17133319545883316,36,20.405000000000005,14407,268,0,0.0,1278.3319791423396,False,-0.8036133134559659,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,70412,1516,491,1.0,59183.75420259198,False,0.010007545486915773,0.3333333333333333,331286,0.0,0.0,11,0,0,14,6,6.0,8,22,16,176.0,84.0,12,8,16,200,1.5712626250460744,190.474500737153
122,16,0,0,0,10.0,20,10.0,4.7698954445609685,0,,24.192079802430772,11,15.0,44.000000000000014,0,,0,4.340000000000001,30999,1233,0,0.0,12330.0,False,-0.3145070552430139,0,4.934,29559,1227,0,0.0,12270.0,False,-0.3416213225122199,0,0.2,86696,0,253,0.9,6120.596190014985,False,0.17152382816690576,11,20.479000000000003,14140,268,0,0.0,1278.3319791423396,False,-0.8070982707097674,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,70247,1517,501,1.0,58743.38506028749,False,0.0061173030828653215,0.31666666666666665,330654,0.0,0.0,12,0,0,4,3,3.0,5,9,11,121.0,66.0,9,7,11,200,1.3696006871759892,191.84410142432898
123,11,0,0,0,10.000000000000002,20,10.0,4.594100993464018,10,2.7,23.666673637239413,11,15.909090909090908,44.000000000000014,0,,6,4.400000000000001,30765,1242,0,0.0,12420.000000000002,False,-0.31799317532048327,4,4.973999999999999,29365,1238,0,0.0,12380.000000000002,False,-0.3441851886009407,0,0.2,86669,0,263,1.0,6224.335166593965,False,0.17184843155122337,11,20.578000000000007,13885,268,0,0.0,1231.2190662483567,False,-0.8107340660037305,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,70072,1518,511,1.0,58410.010581329436,False,0.002666369978333329,0.3333333333333333,329769,0.0,0.0,12,0,0,2,6,6.0,4,6,10,82.0,60.0,6,5,10,200,1.1498291287571192,192.9939305530861
124,10,0,0,0,10.000000000000002,20,10.0,4.039352736131739,20,1.1,22.902061966181698,17,15.882352941176471,44.000000000000014,0,,18,4.574000000000002,30253,1250,0,0.0,12500.000000000002,False,-0.3266992529742691,2,4.99,29199,1250,0,0.0,12500.000000000002,False,-0.3461403670570875,0,0.2,86760,0,259,0.2,5931.63404924106,False,0.17112598087346506,11,20.677000000000003,13612,286,0,0.0,1155.2548825336773,False,-0.8147930895873283,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,69802,1525,521,1.0,57849.6444984271,False,-0.002890304816402354,0.19999999999999998,328639,0.0,0.0,11,0,0,3,5,5.0,3,6,11,96.0,57.0,6,4,11,295,0.9837214117869735,193.97765196487308
125,11,0,0,0,10.000000000000002,20,10.0,3.862607455650691,7,1.0,22.44079935953857,11,15.909090909090908,44.000000000000014,0,,4,4.596000000000002,30067,1259,0,0.0,12590.000000000002,False,-0.3293000092225399,3,5.018,29017,1261,0,0.0,12610.000000000002,False,-0.3484828921885087,0,0.2,86768,0,265,0.7,5946.811830277721,False,0.17132945134945982,10,20.766000000000005,13387,286,0,0.0,1104.7057323160977,False,-0.8180597420066821,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,69627,1526,531,1.0,57608.65982265586,False,-0.005874684017978089,0.2833333333333333,327879,0.0,0.0,14,0,0,4,4,4.0,4,8,12,123.0,54.0,8,3,12,215,1.2531044008210301,195.2307563656941
126,12,0,0,0,10.0,20,10.0,3.480363316746664,30,2.1,23.00045539497179,4,44.0,44.000000000000014,0,,3,4.622000000000001,29933,1267,0,0.0,12670.0,False,-0.3310338467213871,27,5.285000000000001,28132,1273,0,0.0,12730.0,False,-0.363700083002859,0,0.2,86903,0,269,0.8,6187.1225012474115,False,0.17465980879232146,0,20.756000000000004,13365,308,0,0.0,1071.9519015579726,False,-0.8185606480352544,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,69451,1520,541,1.0,58764.69220035713,False,-0.001814447595986772,0.3,326797,0.0,0.0,12,0,0,5,3,3.0,3,8,14,110.0,72.0,8,4,14,376,1.4284904338419437,196.65924679953605
127,14,0,0,0,10.0,20,10.0,3.484982399831881,5,3.6,23.264512074591902,9,27.333333333333332,44.000000000000014,0,,5,4.669000000000001,29702,1279,0,0.0,12790.0,False,-0.33418795536290696,0,5.258000000000001,28052,1281,0,0.0,12810.0,False,-0.3644378861938578,0,0.2,87061,0,270,0.5,6281.418260139813,False,0.17733745519898075,5,20.806000000000008,13260,308,0,0.0,1073.3745791482193,False,-0.8199218522538131,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,69205,1519,551,1.0,59582.79384130511,False,-0.00016768585284204334,0.25,326293,0.0,0.0,12,0,0,5,3,3.0,5,10,16,146.0,72.0,10,4,16,376,1.7163429595530033,198.37558975908905
128,16,0,0,0,10.0,20,10.0,3.4025291912434046,4,1.0,22.92862725107272,5,14.0,44.000000000000014,0,,0,4.6640000000000015,29632,1286,0,0.0,12860.0,False,-0.3348335331550309,4,5.298000000000002,27823,1294,0,0.0,12940.0,False,-0.36746287927695287,0,0.2,87127,0,269,0.4,6167.800730538562,False,0.1774574217224992,0,20.801000000000005,13260,308,0,0.0,1047.9789909029687,False,-0.8200875873464533,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,69135,1514,561,1.0,59397.9416581241,False,-0.0018081380317529273,0.2333333333333333,325990,0.0,0.0,13,0,0,6,2,2.0,6,12,13,172.0,57.0,12,4,13,270,1.7846069317311049,200.16019669082016
129,13,0,0,0,10.0,20,10.0,3.4025291912434046,0,,23.877789716210287,23,29.0,44.000000000000014,0,,0,4.6640000000000015,29522,1297,0,0.0,12970.0,False,-0.33584801254265423,0,5.294000000000001,27733,1303,0,0.0,13030.0,False,-0.3682929078668265,0,0.2,87127,0,269,0.0,6423.125433660567,False,0.17912370576036402,23,21.031000000000006,13122,308,0,0.0,1047.9789909029687,False,-0.8218888012079687,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,68468,1527,571,1.0,61585.384896653115,False,0.0025016154275353856,0.16666666666666666,324985,0.0,0.0,11,0,0,4,1,1.0,4,8,11,108.0,60.0,8,5,11,200,1.4107459941878915,201.57094268500805
130,11,0,0,0,10.0,20,10.0,4.689448805700911,31,9.193548387096774,24.78352453111605,32,28.53125,44.000000000000014,0,,3,4.694000000000001,29366,1306,0,0.0,13060.0,False,-0.3378954163976759,28,5.574000000000001,27103,1314,0,0.0,13140.0,False,-0.3788988287374343,0,0.2,87328,0,267,0.7,6617.201049807985,False,0.1830137770006394,23,21.238000000000007,12744,332,0,0.0,1556.8970034927024,False,-0.8235012921523677,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,67555,1549,581,1.0,63953.679498698766,False,0.005240117452752498,0.2833333333333333,323109,0.0,0.0,15,0,0,3,4,4.0,4,7,10,119.0,42.0,7,4,10,446,1.0920293601229787,202.66297204513103
131,10,0,0,0,10.0,20,10.0,4.678100099291693,8,4.5,24.78352453111605,0,,44.000000000000014,0,,1,4.701000000000001,29236,1317,0,0.0,13170.0,False,-0.3392787973807987,7,5.616000000000001,26857,1323,0,0.0,13230.0,False,-0.3826062897722033,0,0.2,87292,0,275,0.8,6815.469246056914,False,0.18383782057075587,0,21.215000000000003,12744,332,0,0.0,1553.129232964842,False,-0.823525881139693,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,67555,1539,591,1.0,64145.84425338761,False,0.006210519090359817,0.3,322697,0.0,0.0,11,0,0,3,3,3.0,3,6,9,82.0,42.0,6,4,9,200,1.2158940378576517,203.87886608298868
132,9,0,0,0,10.0,20,10.0,3.8800322962608074,59,2.2542372881355934,24.043634351425183,11,14.090909090909092,44.000000000000014,0,,40,5.100000000000001,27780,1325,0,0.0,13250.0,False,-0.3653970303421562,19,5.799000000000001,26244,1335,0,0.0,13350.0,False,-0.3928064188877617,0,0.2,87207,25,285,1.0,6949.436597562697,False,0.18360266656374527,11,21.325000000000003,12452,356,0,0.0,1381.2914974688474,False,-0.8284585818869096,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,67400,1540,601,1.0,63471.19690119479,False,0.0012382055951985112,0.3333333333333333,320096,0.0,0.0,10,0,0,3,7,7.0,3,6,9,78.0,39.0,6,3,9,200,1.1761502986773849,205.05501638166606
133,9,0,0,0,10.0,20,10.0,3.5843427839543764,20,1.2,22.940964016206056,21,15.428571428571429,44.000000000000014,0,,1,5.070000000000001,27660,1335,0,0.0,13350.0,False,-0.3666881859264041,19,5.9700000000000015,25688,1345,0,0.0,13450.0,False,-0.4021396292538965,0,0.2,87246,16,294,1.0,6801.99290530785,False,0.18314946750184594,20,21.51400000000001,11873,375,0,0.0,1344.1285439828912,False,-0.8362583792731,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,67076,1551,611,1.0,62465.4351891356,False,-0.007113029657036927,0.3333333333333333,318556,0.0,0.0,12,0,0,3,4,4.0,5,8,10,116.0,18.0,8,1,10,244,1.2518035918474197,206.30681997351348
134,10,0,0,0,10.0,20,10.0,3.6145444183750675,5,4.6,21.58046477230727,36,16.0,44.000000000000014,4,44.0,2,5.089000000000001,27508,1346,0,0.0,13460.0,False,-0.3684773586645762,3,5.981000000000002,25538,1354,0,0.0,13540.0,False,-0.40407636263026836,0,0.2,87431,11,291,1.0,6319.675237343541,False,0.18241646699304007,23,21.724000000000007,11249,375,0,0.0,1355.4541568906502,False,-0.8443290859695186,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,66676,1577,617,1.0,61180.39294592857,False,-0.017642163423345635,0.3333333333333333,317415,0.0,0.0,12,0,0,2,4,4.0,5,7,12,87.0,54.0,7,3,12,584,1.4455883726477623,207.75240834616125
135,12,0,0,0,10.0,20,10.0,3.6145444183750675,0,,21.262122400620434,10,16.0,44.000000000000014,1,44.0,0,5.0870000000000015,27378,1359,0,0.0,13590.0,False,-0.3696762888499493,0,5.978000000000001,25468,1361,0,0.0,13610.0,False,-0.40472194042239235,0,0.2,87431,1,301,1.0,6403.513387005126,False,0.18296360625859906,10,21.801000000000005,11059,375,0,0.0,1355.4541568906502,False,-0.8468090180976919,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,66560,1577,626,1.0,61074.36702577843,False,-0.01934914089170904,0.3333333333333333,316909,0.0,0.0,13,0,0,6,1,1.0,3,9,18,121.0,54.0,9,3,18,244,1.7206297628581524,209.4730381090194
136,18,0,0,0,10.0,20,10.0,3.474017415284705,9,1.1111111111111112,21.561806529995653,44,22.636363636363637,44.000000000000014,14,44.0,5,5.137000000000001,27135,1371,0,0.0,13710.0,False,-0.37305173844876877,4,6.018000000000001,25289,1369,0,0.0,13690.0,False,-0.4072858065111132,0,0.2,87421,0,311,1.0,6705.721830828648,False,0.18480533727617723,44,22.23100000000001,9675,375,0,0.0,1302.7565307317645,False,-0.8652172777476227,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,66180,1611,622,1.0,62104.070319823004,False,-0.017987181886100868,0.3333333333333333,314713,0.0,0.0,17,0,0,5,7,7.0,8,13,20,184.0,90.0,13,5,20,816,1.8623221488669515,211.33536025788635
137,20,0,0,0,10.0,20,10.0,3.484730014079813,3,4.0,23.635256203235908,59,30.016949152542374,44.000000000000014,10,44.0,3,5.162000000000001,26970,1381,0,0.0,13810.0,False,-0.37517292262289037,0,6.014000000000001,25189,1379,0,0.0,13790.0,False,-0.40820806049986164,0,0.2,87585,0,310,0.3,7326.929423003132,False,0.19099999623443933,55,22.737000000000005,9345,375,0,0.0,1306.77375527993,False,-0.8694983113275473,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,64849,1660,622,1.0,66602.52529737161,False,-0.008713374519650893,0.21666666666666667,312951,0.0,0.0,17,0,0,8,3,3.0,6,14,20,212.0,108.0,14,6,20,816,3.4499980229884386,214.7853582808748
138,20,0,0,0,10.0,20,10.0,3.4736141432323304,1,2.0,23.366518763077885,66,22.484848484848484,44.00000000000001,14,44.0,0,5.159000000000002,26900,1388,0,0.0,13880.0,False,-0.3758185004150143,1,6.024000000000001,25036,1392,0,0.0,13920.0,False,-0.409831227520059,0,0.2,87583,0,311,0.1,7266.9873353172225,False,0.19058270139866354,66,23.342000000000002,6525,375,0,0.0,1302.605303712124,False,-0.9063329289061403,0,0.2,99013,0,0,0.0,0.0,False,0.0,0,0.38000000000000006,63981,1716,618,1.0,67288.94619744165,False,-0.01401358307776927,0.18333333333333335,309038,0.0,0.0,19,0,0,8,5,5.0,6,14,16,212.0,78.0,14,6,16,816,2.115750559605658,216.90110884048045
