index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,3,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,8,35.0,0,0.21800000000000003,11704,16,169,1.0,2970.54454623197,False,0.08082211530902111,0,0.506,11138,0,155,0.9,2577.7183708044695,False,0.018344602589710258,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,8,2.944000000000001,14662,324,0,0.0,6685.846311600547,False,-0.3234538324953868,0,0.23600000000000002,29876,0,45,0.0,1575.0000000000002,False,0.1522000526058693,0.31666666666666665,87508,0.0,0.125,10,0,0,2,4,4.0,0,2,4,36.0,3.0,2,1,4,200,0.3984279099968262,39.83917201688746
33,4,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,9,35.0,0,0.21800000000000003,11614,15,179,1.0,3126.8489572516132,False,0.07985122335702745,0,0.506,11028,1,165,1.0,2754.022781824113,False,0.016554240015738384,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,9,3.026000000000001,14551,324,0,0.0,6685.846311600547,False,-0.3276247264194089,0,0.23600000000000002,29876,0,45,0.0,1575.0000000000002,False,0.1522000526058693,0.3333333333333333,87197,0.0,0.125,13,0,0,2,4,4.0,0,2,4,21.0,6.0,2,2,4,200,0.4128590769832954,40.252031093870755
34,4,0,0,0,10.000000000000002,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,9,35.0,0,0.21800000000000003,11474,19,189,1.0,3333.153368271256,False,0.07683165485008826,0,0.506,10968,0,172,0.7,2860.435869537863,False,0.015997536242639575,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,9,3.1070000000000007,14436,324,0,0.0,6685.846311600547,False,-0.3319459228271795,0,0.23600000000000002,29876,0,45,0.0,1575.0000000000002,False,0.1522000526058693,0.2833333333333333,86882,0.0,0.125,13,0,0,1,5,5.0,0,1,5,18.0,9.0,1,3,5,200,0.369838650978636,40.62186974484939
35,5,0,0,0,10.0,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,8,35.0,0,0.21800000000000003,11374,19,199,1.0,3499.4577792908995,False,0.07545102758710565,0,0.506,10868,0,182,1.0,3026.740280557506,False,0.014616908979656949,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,8,3.178000000000001,14341,324,0,0.0,6685.846311600547,False,-0.3355156068162074,0,0.23600000000000002,29876,0,45,0.0,1575.0,False,0.1522000526058693,0.3333333333333333,86587,0.0,0.125,13,0,0,3,4,4.0,0,3,5,39.0,6.0,3,2,5,200,0.44734721403801814,41.06921695888741
36,5,0,0,0,10.0,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,10,35.0,0,0.21800000000000003,11254,21,209,1.0,3685.762190310543,False,0.07325092970214467,0,0.506,10788,0,190,0.8,3159.7838093732207,False,0.0135124071692707,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,10,3.2700000000000014,14203,324,0,0.0,6685.846311600547,False,-0.3407010425055322,0,0.23600000000000002,29876,0,45,0.0,1575.0,False,0.1522000526058693,0.3,86249,0.0,0.125,10,0,0,3,6,6.0,0,3,4,24.0,6.0,3,2,4,200,0.471859289042186,41.541076247929595
37,4,0,0,0,10.0,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,15,35.0,0,0.21800000000000003,11184,18,219,1.0,3822.0666013301857,False,0.0730995083721292,0,0.506,10658,3,200,1.0,3356.0882203928636,False,0.010902573973320624,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,15,3.4100000000000015,13938,324,0,0.0,6685.846311600547,False,-0.35065858205387324,0,0.23600000000000002,29876,0,45,0.0,1575.0000000000002,False,0.1522000526058693,0.3333333333333333,85784,0.0,0.125,10,0,0,2,7,7.0,0,2,4,21.0,6.0,2,2,4,200,0.40933356300229207,41.95040981093189
38,4,0,0,0,10.0,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,20,35.0,0,0.21800000000000003,11064,20,229,1.0,4008.371012349829,False,0.07089941048716822,0,0.506,10578,1,210,1.0,3502.392631412507,False,0.010341417332316052,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,13,3.5250000000000012,13728,324,0,0.0,6685.846311600547,False,-0.35854946245067176,0,0.23600000000000002,30121,0,38,0.0,1330.0000000000002,False,0.15680306617066847,0.3333333333333333,85619,0.0,0.125,15,0,0,0,8,8.0,0,0,4,0.0,12.0,0,4,4,445,0.2762184900348075,42.226628300966695
39,4,0,0,0,10.0,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,20,35.0,0,0.21800000000000003,10964,20,239,1.0,4174.675423369472,False,0.0695187832241856,0,0.506,10478,1,220,1.0,3668.6970424321503,False,0.008960790069333428,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,10,3.6120000000000005,13592,324,0,0.0,6685.846311600547,False,-0.36365974689812225,0,0.23600000000000002,30471,0,28,0.0,980.0000000000002,False,0.16337879983466727,0.3333333333333333,85633,0.0,0.125,17,0,0,1,5,5.0,0,1,3,3.0,9.0,1,3,3,550,0.3397938290145248,42.56642212998122
40,3,0,0,0,9.999999999999998,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.00000000000001,20,35.0,0,0.21800000000000003,10874,19,249,1.0,4330.979834389115,False,0.06854789127219192,0,0.506,10368,2,230,1.0,3845.001453451793,False,0.007170427495361554,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,12,3.7220000000000013,13404,324,0,0.0,6685.846311600547,False,-0.3707239636343038,0,0.23600000000000002,30751,0,20,0.0,700.0000000000001,False,0.16863938676586632,0.3333333333333333,85525,0.0,0.125,13,0,0,0,7,7.0,0,0,3,0.0,9.0,0,3,3,480,0.23843602201668546,42.804858151997905
41,3,0,0,0,9.999999999999998,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,10754,21,259,1.0,4517.284245408759,False,0.06634779338723094,0,0.506,10288,0,240,1.0,3991.3058644714365,False,0.006609270854356982,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,3.8200000000000007,13250,324,0,0.0,6685.846311600547,False,-0.3765106092586228,0,0.23600000000000002,31066,0,11,0.0,385.0,False,0.1745575470634652,0.3333333333333333,85486,0.0,0.125,15,0,0,1,5,5.0,0,1,2,3.0,6.0,1,2,2,515,0.28867351304506883,43.093531665042974
42,2,0,0,0,9.999999999999998,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,17,35.0,0,0.21800000000000003,10624,24,269,1.0,4713.588656428402,False,0.06373796019128088,0,0.506,10218,0,247,0.7,4107.718952185187,False,0.005642831770269071,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,8,3.889000000000001,13154,324,0,0.0,6685.846311600547,False,-0.38011786886858784,0,0.23600000000000002,31381,0,2,0.0,70.0,False,0.18047570736106414,0.2833333333333333,85505,0.0,0.125,16,0,0,2,4,4.0,0,2,3,36.0,0.0,2,0,3,515,0.2793499479885213,43.372881613031495
43,3,0,0,0,9.999999999999998,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,10494,27,279,1.0,4909.893067448045,False,0.061128126995330795,0,0.506,10148,0,254,0.7,4224.132039898937,False,0.004676392686181159,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,8,3.9610000000000007,13059,324,0,0.0,6685.846311600547,False,-0.38368755285761574,10,0.3360000000000001,31308,0,0,0.0,0.0,False,0.17641754029985346,0.2833333333333333,85137,0.0,0.125,12,0,0,1,11,10.333333333333332,0,1,2,3.0,6.0,1,2,2,200,0.21015392401022837,43.583035537041724
44,2,0,0,0,9.999999999999998,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,10424,24,289,1.0,5046.197478467689,False,0.060976705665315475,0,0.506,10018,3,264,1.0,4420.43645091858,False,0.0020665594902310822,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,9,4.043000000000001,12943,324,0,0.0,6685.846311600547,False,-0.38804632488632346,11,0.43600000000000005,31152,0,0,0.0,0.0,False,0.17055574343366023,0.3333333333333333,84665,0.0,0.125,12,0,0,2,9,9.0,0,2,1,36.0,0.0,2,0,1,200,0.16339246998541057,43.746428007027134
45,1,0,0,0,10.0,20,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,10344,22,299,1.0,5192.501889487331,False,0.060415549024310906,0,0.506,9898,5,274,1.0,4606.740861938223,False,-0.0001335383947298933,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,13,4.1640000000000015,12729,324,0,0.0,6685.846311600547,False,-0.3960875077668706,7,0.49500000000000005,31070,0,0,0.0,0.0,False,0.1674745425168151,0.3333333333333333,84169,0.0,0.125,10,0,0,0,12,12.0,0,0,1,0.0,3.0,0,1,1,200,0.0912404449773021,43.837668452004436
46,1,0,0,0,10.0,14,10.0,16.63044110196432,0,,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,10294,17,309,1.0,5308.806300506974,False,0.061083598316273635,0,0.506,9808,4,284,1.0,4763.0452729578665,False,-0.0011044303467234167,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,4.261000000000001,12577,324,0,0.0,6685.846311600547,False,-0.40179900214931524,9,0.5780000000000001,30951,0,0,0.0,0.0,False,0.1630030436252959,0.3333333333333333,83758,0.0,0.125,8,0,0,0,11,11.0,0,0,1,0.0,3.0,0,1,1,140,0.08476148202316836,43.922429934027605
47,1,0,0,0,10.0,0,,16.63044110196432,0,,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,10294,7,319,1.0,5375.110711526618,False,0.06380032416318188,0,0.506,9808,0,288,0.4,4789.567037365724,False,-1.7740007960211374e-05,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,12,4.370000000000001,12396,324,0,0.0,6685.846311600547,False,-0.40860018953893684,8,0.649,30858,0,0,0.0,0.0,False,0.15950851087814227,0.2333333333333333,83484,0.0,0.125,0,0,0,0,11,11.0,0,0,1,0.0,3.0,0,1,1,0,0.07796755700837821,44.00039749103598
48,1,0,0,0,10.0,0,,16.63044110196432,0,,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,10294,0,326,0.7,5421.523799240368,False,0.06570203225601767,0,0.506,9808,0,288,0.0,4789.567037365724,False,-1.7740007960211374e-05,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,10,4.458000000000001,12262,324,0,0.0,6685.846311600547,False,-0.41363532274451303,10,0.7410000000000001,30728,0,0,0.0,0.0,False,0.15462368015631459,0.11666666666666665,83220,0.0,0.125,0,0,0,0,11,11.0,0,0,0,0.0,3.0,0,1,0,0,0.07760642998619005,44.07800392102217
49,0,0,0,0,10.0,0,,16.63044110196432,0,,20.63532812222391,0,,35.0,20,35.0,0,0.21800000000000003,10294,0,326,0.0,5421.523799240368,False,0.06570203225601767,0,0.506,9808,0,288,0.0,4789.567037365724,False,-1.7740007960211374e-05,0,0.2,20128,0,0,0.0,0.0,False,0.03088348271446863,0,5.267000000000001,-19585.555555555555,340,0,0.0,5654.349974667868,True,-1.8583037422904798,11,4.558000000000001,12108,324,0,0.0,6685.846311600547,False,-0.419421968368832,9,0.8210000000000002,30613,0,0,0.0,0.0,False,0.15030248374854394,0.0,82951,0.0,0.125,0,0,0,0,9,9.0,0,0,0,0.0,0.0,0,0,0,0,0.06882278702687472,44.14682670804905
