index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,4,0,0,0,10.000000000000002,20,10.0,5.359352474537032,0,,27.511927433190827,1,14.0,30.00000000000001,12,30.0,0,1.0820000000000003,13104,349,0,0.0,3490.0000000000005,False,-0.19456498155782165,0,0.623,14743,311,0,0.0,3110.0000000000005,False,-0.11596875678021262,0,0.7310000000000001,29757,0,17,0.0,467.70276636424404,False,0.05183079238179504,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,33242,0,17,0.1,510.00000000000017,False,-0.07456625041441044,12,2.948000000000001,29408,151,0,0.0,4154.301042411815,False,-0.13014834453514462,0.016666666666666666,149259,0.0,0.0,10,0,0,9,7,7.0,16,25,6,61.0,0.0,4,0,6,214,0.46737546287477016,23.894611436873674
33,6,0,0,0,10.000000000000002,20,10.0,4.9410480535963535,5,1.0,29.230386643465486,10,40.0,30.000000000000007,14,30.0,5,1.1320000000000001,12914,358,0,0.0,3580.0000000000005,False,-0.20243002820568454,0,0.623,14633,322,0,0.0,3220.0000000000005,False,-0.11895205033629855,0,0.7310000000000001,30152,0,12,0.5,350.7646397215858,False,0.06363351172660868,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,33042,0,22,0.5,660.0000000000001,False,-0.0780196706818433,14,3.076000000000001,29017,156,0,0.0,4559.9403163806155,False,-0.13534727157171217,0.16666666666666666,148763,0.0,0.0,12,0,0,13,7,7.0,15,28,7,93.0,0.0,6,0,7,600,0.5900083482265472,24.48461978510022
34,7,0,0,0,10.000000000000002,20,10.0,5.107069649738364,2,9.0,29.995239684825282,5,40.0,30.000000000000004,7,30.0,0,1.1270000000000002,12824,367,0,0.0,3670.0000000000005,False,-0.20487090475157302,2,0.643,14499,333,0,0.0,3330.0000000000005,False,-0.12323714471685832,0,0.7310000000000001,30334,0,9,0.2,269.95715716342755,False,0.06859953630209781,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,32842,0,27,0.5,810.0000000000001,False,-0.08147309094927617,7,3.1320000000000006,28950,156,0,0.0,4679.257390832744,False,-0.135550096822401,0.11666666666666665,148454,0.0,0.0,9,0,0,9,5,5.0,17,26,6,88.0,3.0,6,1,6,400,0.8151381406933069,25.29975792579353
35,6,0,0,0,10.0,20,10.0,4.854256719754148,6,3.0,29.995239684825282,0,,30.000000000000004,15,30.0,6,1.1870000000000003,12616,377,0,0.0,3770.0,False,-0.21344109351269255,0,0.641,14399,343,0,0.0,3430.0,False,-0.12594922976784553,0,0.7310000000000001,30316,0,15,0.6,449.92859527237925,False,0.07112419940504998,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,32842,0,27,0.0,810.0000000000001,False,-0.08147309094927617,15,3.2750000000000012,28722,156,0,0.0,4679.257390832744,False,-0.14184913539019856,0.09999999999999999,147900,0.0,0.0,9,0,0,8,9,9.0,15,23,7,74.0,3.0,5,1,7,200,0.7508269976824522,26.05058492347598
36,7,0,0,0,10.0,20,10.0,4.90300521227449,2,6.0,31.495285275741928,10,41.0,30.00000000000001,11,30.0,2,1.2010000000000003,12476,388,0,0.0,3880.0,False,-0.2180516380993708,0,0.641,14309,352,0,0.0,3520.0,False,-0.128390106313734,0,0.7310000000000001,30714,0,7,0.2,220.4669969301935,False,0.08105893797443606,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,32637,0,32,0.5,960.0000000000003,False,-0.08506464802740635,11,3.3700000000000014,28386,161,0,0.0,5070.74092939445,False,-0.14572410032331679,0.11666666666666665,147527,0.0,0.0,13,0,0,9,7,7.0,17,26,7,106.0,3.0,6,1,7,610,0.6476658470928669,26.698250770568848
37,7,0,0,0,10.0,20,10.0,4.835969998518827,1,2.0,32.16438113102243,5,41.0,30.000000000000007,12,30.0,1,1.2090000000000003,12347,399,0,0.0,3990.0,False,-0.22206552397483184,0,0.641,14219,361,0,0.0,3610.0,False,-0.13083098285962247,0,0.7310000000000001,30917,0,3,0.1,96.4931433930673,False,0.0860045092307556,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,32637,0,32,0.0,960.0000000000002,False,-0.08506464802740635,12,3.479000000000001,28026,166,0,0.0,5339.2872677497235,False,-0.15196033722303953,0.016666666666666666,147151,0.0,0.0,12,0,0,7,7,7.0,18,25,6,90.0,3.0,6,1,6,405,0.7791802249848843,27.477430995553732
38,6,0,0,0,10.0,20,10.0,5.039216809186592,2,9.0,32.16438113102243,0,,30.000000000000014,20,30.0,0,1.2080000000000004,12277,406,0,0.0,4060.0,False,-0.22396398351052288,2,0.661,14065,374,0,0.0,3740.0,False,-0.13565849425037968,0,0.7310000000000001,30899,0,5,0.2,160.82190565511215,False,0.08650127846342212,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,32907,0,23,0.0,690.0000000000003,False,-0.08133495413857884,11,3.5770000000000013,27894,166,0,0.0,5339.2872677497235,False,-0.15560714902544864,0.03333333333333333,147047,0.0,0.0,14,0,0,10,7,7.0,16,26,5,88.0,0.0,6,0,5,470,3.061818905174732,30.539249900728464
39,5,0,0,0,10.0,20,10.0,4.932578133167893,1,1.0,32.16438113102243,0,,30.000000000000014,20,30.0,1,1.2180000000000002,12187,413,0,0.0,4130.0,False,-0.2269472770666088,0,0.659,13935,387,0,0.0,3870.0,False,-0.13918420481666305,0,0.7310000000000001,30898,0,6,0.1,192.9862867861346,False,0.08703023685312204,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,33327,0,9,0.0,270.0000000000001,False,-0.07553320808929163,6,3.6260000000000012,27840,166,0,0.0,5339.2872677497235,False,-0.15709902658097966,0.016666666666666666,147192,0.0,0.0,19,0,0,7,4,4.0,18,25,6,86.0,0.0,5,0,6,620,0.5333311418071389,31.072581042535603
40,6,0,0,0,9.999999999999998,20,10.0,4.429560163201175,5,1.0,32.80535029581352,5,41.0,30.00000000000001,20,30.0,5,1.2670000000000001,11917,430,0,0.0,4299.999999999999,False,-0.23698199175526144,0,0.6590000000000001,13905,390,0,0.0,3899.999999999999,False,-0.1399978303319592,0,0.7310000000000001,31098,0,6,0.5,196.8321017748811,False,0.09411202086372676,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.027,33567,0,1,0.0,30.00000000000001,False,-0.07221792463255608,12,3.7400000000000007,27475,171,0,0.0,5609.714900584112,False,-0.1634474126894669,0.08333333333333333,146967,0.0,0.0,16,0,0,3,8,8.0,21,24,7,89.0,3.0,5,1,7,645,0.582693294622004,31.655274337157607
41,7,0,0,0,9.999999999999998,20,10.0,4.675409270178122,2,9.0,33.34201206467548,5,40.0,30.00000000000001,20,30.0,0,1.2620000000000002,11837,438,0,0.0,4379.999999999999,False,-0.2391516597960512,2,0.679,13761,402,0,0.0,4019.999999999999,False,-0.1445541332176177,0,0.7310000000000001,31280,0,3,0.2,100.02603619402643,False,0.09879749651376607,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,11,2.1370000000000005,33260,0,5,0.5,150.00000000000006,False,-0.07904188308100342,8,3.8080000000000016,27397,171,0,0.0,5701.484063059507,False,-0.16433467699387355,0.11666666666666665,146540,0.0,0.0,12,0,0,9,11,11.0,17,26,5,91.0,3.0,6,1,5,430,0.7293229345232248,32.38459727168083
42,5,0,0,0,9.999999999999998,20,10.0,4.389748664643858,4,2.0,31.2270921810589,7,13.0,30.00000000000001,20,30.0,4,1.3020000000000003,11621,452,0,0.0,4519.999999999999,False,-0.24707094814493383,0,0.677,13701,408,0,0.0,4079.999999999999,False,-0.14618138424821003,4,0.7710000000000001,31235,0,4,0.4,124.9083687242356,False,0.09765560215908951,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,7,2.1960000000000006,33251,0,7,0.7,210.00000000000009,False,-0.0784617084760747,8,3.880000000000001,27319,171,0,0.0,5339.832762961072,False,-0.17148534695876516,0.18333333333333335,146132,0.0,0.0,12,0,0,4,11,10.321428571428571,21,25,6,85.0,0.0,5,0,6,320,0.5019589774310589,32.88655624911189
43,6,0,0,0,9.999999999999998,20,10.0,4.445543239886522,7,4.714285714285714,31.972029289813726,5,41.0,30.00000000000001,20,30.0,5,1.3480000000000003,11401,465,0,0.0,4649.999999999999,False,-0.25547841180299413,2,0.6970000000000001,13607,415,0,0.0,4149.999999999999,False,-0.1493816446083749,1,0.7770000000000001,31375,0,7,0.7,223.8042050286961,False,0.10429986681564017,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,1,2.1990000000000003,33250,0,5,0.5,150.00000000000006,False,-0.07931815670239806,12,3.992000000000001,27163,171,0,0.0,5467.217008558147,False,-0.17403557011053505,0.19999999999999998,145801,0.0,0.0,13,0,0,2,10,8.7,14,16,6,85.0,3.0,5,1,6,380,0.551781571470201,33.43833782058209
44,6,0,0,0,9.999999999999998,20,10.0,4.880882532528916,8,6.875,32.6769433122061,5,41.0,30.00000000000001,20,30.0,6,1.4030000000000002,11232,473,0,0.0,4729.999999999999,False,-0.2624755912345411,2,0.7150000000000001,13463,427,0,0.0,4269.999999999999,False,-0.15393794749403342,0,0.7760000000000002,31525,0,10,0.8,326.769433122061,False,0.11136620897699405,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,6,2.2580000000000005,33144,0,5,0.5,150.00000000000006,False,-0.08224665708918112,9,4.070000000000001,27065,171,0,0.0,5587.757306387243,False,-0.17507794636994087,0.21666666666666667,145434,0.0,0.0,15,0,0,3,11,11.0,12,15,7,88.0,3.0,5,1,7,555,0.5411842986941338,33.979522119276226
45,7,0,0,0,10.0,20,10.0,4.880882532528916,0,,32.6769433122061,0,,30.000000000000007,18,30.0,0,1.3970000000000005,11112,485,0,0.0,4850.0,False,-0.2657300932957258,0,0.7130000000000001,13383,435,0,0.0,4350.0,False,-0.15610761553482316,0,0.7760000000000002,31525,0,10,0.0,326.769433122061,False,0.11136620897699405,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,4,2.2920000000000003,33262,0,0,0.0,0.0,False,-0.08105868051718422,9,4.151000000000001,26967,171,0,0.0,5587.757306387243,False,-0.17778542785960824,0.0,145254,0.0,0.0,12,0,0,8,9,8.5,10,18,4,108.0,0.0,7,0,4,320,0.6151026152074337,34.59462473448366
46,4,0,0,0,10.0,20,10.0,4.880882532528916,0,,29.76754618395213,10,13.0,30.000000000000007,20,30.0,0,1.3970000000000005,10942,502,0,0.0,5020.0,False,-0.270340637882404,0,0.7130000000000001,13353,438,0,0.0,4380.0,False,-0.15692124105011934,0,0.7760000000000002,31655,0,0,0.0,0.0,False,0.11019534948970645,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,10,2.388000000000001,33148,0,0,0.0,0.0,False,-0.08420819980108299,10,4.242000000000002,26728,181,0,0.0,5387.925859295336,False,-0.18714877528877039,0.0,144831,0.0,0.0,10,0,0,3,9,9.0,1,4,6,65.0,0.0,4,0,6,330,0.4446842297911644,35.039308964274824
47,6,0,0,0,10.0,20,10.0,5.076192276359449,2,9.0,31.352503251575058,10,41.0,30.000000000000004,20,30.0,0,1.3970000000000002,10842,512,0,0.0,5120.0,False,-0.27305272293339117,2,0.7330000000000001,13229,448,0,0.0,4480.0,False,-0.16093512692558037,10,0.8760000000000003,31692,0,2,0.2,62.705006503150116,False,0.1125925894592493,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,11,2.4880000000000004,32807,0,5,0.5,150.00000000000003,False,-0.09155707813018013,9,4.322000000000002,26425,186,0,0.0,5831.565604792961,False,-0.18939156806286664,0.11666666666666665,144000,0.0,0.0,9,0,0,2,14,14.0,3,5,4,87.0,3.0,5,1,4,200,0.4984697299078107,35.537778694182634
48,4,0,0,0,10.0,20,10.0,5.076192276359449,0,,31.98111748020653,5,40.0,30.000000000000004,20,30.0,0,1.3970000000000002,10732,523,0,0.0,5230.0,False,-0.2760360164894771,0,0.7310000000000001,13139,457,0,0.0,4570.0,False,-0.16337600347146886,3,0.8960000000000001,31796,0,0,0.0,0.0,False,0.11514046224529162,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,8,2.5570000000000004,32879,0,0,0.0,0.0,False,-0.09163996021659852,7,4.383000000000001,26161,191,0,0.0,6108.393438719448,False,-0.19286118025859977,0.0,143712,0.0,0.0,11,0,0,2,8,7.6,2,4,4,55.0,0.0,4,0,4,350,0.44361443910747766,35.98139313329011
49,4,0,0,0,10.0,20,10.0,5.323363240415041,5,7.2,31.98111748020653,0,,30.0,20,30.0,3,1.427,10567,535,0,0.0,5350.0,False,-0.2817313950965502,2,0.7510000000000001,13035,465,0,0.0,4650.0,False,-0.16684747233673247,0,0.893,31760,0,5,0.5,159.90558740103265,False,0.11668196239261092,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,9,2.6390000000000002,32786,0,0,0.0,0.0,False,-0.09420930489556857,11,4.4860000000000015,26028,191,0,0.0,6108.393438719448,False,-0.19653561942314834,0.08333333333333333,143181,0.0,0.0,10,0,0,1,12,12.0,3,4,4,72.0,0.0,4,0,4,200,0.4422179516404867,36.4236110849306
50,4,0,0,0,10.0,20,10.0,5.323363240415041,0,,31.98111748020653,0,,30.0,20,30.0,0,1.4240000000000002,10427,549,0,0.0,5490.0,False,-0.2855283141679323,0,0.7490000000000001,12975,471,0,0.0,4710.0,False,-0.1684747233673248,0,0.893,31760,0,5,0.0,159.90558740103265,False,0.11668196239261092,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,9,2.7200000000000006,32688,0,0,0.0,0.0,False,-0.09691678638523593,11,4.585000000000001,25890,191,0,0.0,6108.393438719448,False,-0.2003481953983942,0.0,142745,0.0,0.0,10,0,0,2,11,11.0,1,3,3,46.0,3.0,3,1,3,200,0.3565670792013407,36.78017816413194
51,3,0,0,0,10.000000000000002,20,10.0,5.40075527234546,10,5.7,32.65513416723264,5,41.0,30.0,20,30.0,6,1.4840000000000007,10186,562,0,0.0,5620.000000000001,False,-0.29507485354740726,4,0.7890000000000001,12857,478,0,0.0,4780.000000000001,False,-0.17297678455196355,0,0.893,31908,0,10,1.0,326.5513416723264,False,0.12479485395560491,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,8,2.791000000000001,32401,0,5,0.5,150.0,False,-0.10277378715880207,12,4.694000000000002,25732,191,0,0.0,6237.130625941434,False,-0.2029349841703305,0.25,142089,0.0,0.0,12,0,0,2,15,15.0,1,3,3,39.0,0.0,3,0,3,405,0.3396106958389282,37.11978885997087
52,3,0,0,0,10.000000000000002,20,10.0,4.870538268568721,6,1.0,32.65513416723264,0,,30.000000000000004,7,30.0,6,1.5380000000000003,9926,576,0,0.0,5760.000000000001,False,-0.3053807767411586,0,0.7850000000000001,12797,484,0,0.0,4840.000000000001,False,-0.17460403558255586,0,0.893,31902,0,16,0.6,522.4821466757222,False,0.12802023895548909,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,32401,0,5,0.0,150.00000000000003,False,-0.10277378715880207,7,4.752000000000002,25670,191,0,0.0,6237.130625941434,False,-0.2046478806229772,0.09999999999999999,141701,0.0,0.0,9,0,0,2,5,5.0,1,3,3,52.0,0.0,3,0,3,200,0.36670899763703346,37.4864978576079
53,3,0,0,0,10.000000000000002,20,10.0,5.278190158389625,17,6.352941176470588,31.84971553766069,10,27.0,30.000000000000007,11,30.0,15,1.6820000000000002,9621,584,0,0.0,5840.000000000001,False,-0.3197548275113908,2,0.8050000000000002,12653,496,0,0.0,4960.000000000001,False,-0.17916033846821436,0,0.893,32064,7,16,1.0,546.5427797112984,False,0.13412378177868517,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,32131,0,15,1.0,450.0000000000001,False,-0.10608907061553763,11,4.855000000000001,25542,191,0,0.0,6083.295667693192,False,-0.2103092100274451,0.3333333333333333,141016,0.0,0.0,11,0,0,2,8,8.0,1,3,6,51.0,0.0,3,0,6,470,0.35944489762187004,37.84594275522977
54,6,0,0,0,10.000000000000002,20,10.0,5.278190158389625,0,,32.520633844120354,5,41.0,30.000000000000004,9,30.0,0,1.6670000000000005,9501,596,0,0.0,5960.000000000001,False,-0.3230093295725754,0,0.8030000000000002,12573,504,0,0.0,5040.000000000001,False,-0.18133000650900413,0,0.893,32269,0,18,0.7,585.3714091941664,False,0.1419943781642438,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31926,0,20,0.5,600.0000000000001,False,-0.1096806276936678,9,4.934000000000001,25445,191,0,0.0,6211.441064226988,False,-0.21121890451670092,0.19999999999999998,140719,0.0,0.0,11,0,0,3,4,4.0,2,5,7,87.0,3.0,5,1,7,405,0.4836878925561905,38.32963064778596
55,7,0,0,0,10.000000000000002,20,10.0,5.407335409247515,2,9.0,33.15939991528745,5,41.0,30.000000000000004,7,30.0,0,1.667,9391,607,0,0.0,6070.000000000001,False,-0.32599262312866134,2,0.8230000000000002,12459,513,0,0.0,5130.000000000001,False,-0.18507268387936646,0,0.893,32456,0,15,0.2,497.3909987293118,False,0.14700997788253267,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31926,0,20,0.0,600.0000000000001,False,-0.1096806276936678,7,4.995000000000001,25176,196,0,0.0,6499.24238339634,False,-0.214675069297763,0.03333333333333333,140413,0.0,0.0,11,0,0,5,4,4.0,2,7,7,111.0,0.0,7,0,7,405,0.6406438332051039,38.970274480991066
56,7,0,0,0,10.000000000000002,20,10.0,5.407335409247515,0,,31.602345972919682,5,13.0,30.000000000000007,10,30.0,0,1.667,9261,620,0,0.0,6200.000000000001,False,-0.32951833369494465,0,0.8210000000000002,12389,520,0,0.0,5200.000000000001,False,-0.1869711434150575,0,0.893,32521,0,10,0.0,316.0234597291968,False,0.14610920386716936,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31861,0,25,0.5,750.0000000000002,False,-0.10940435407227318,10,5.088000000000001,25066,196,0,0.0,6194.059810692258,False,-0.2219297738604783,0.08333333333333333,140103,0.0,0.0,11,0,0,5,5,5.0,2,7,6,123.0,0.0,7,0,6,265,0.576112262904644,39.54638674389571
57,6,0,0,0,10.000000000000002,20,10.0,5.226873636535719,6,3.6666666666666665,32.34510092597872,5,41.0,30.00000000000001,6,30.0,4,1.707,9091,629,0,0.0,6290.000000000001,False,-0.3362985463224127,2,0.841,12255,531,0,0.0,5310.000000000001,False,-0.19125623779561726,0,0.893,32704,0,11,0.6,355.79611018576594,False,0.15322477659639053,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31656,0,30,0.5,900.0000000000003,False,-0.11299591115040336,6,5.138000000000002,25015,196,0,0.0,6339.639781491829,False,-0.22132777404282475,0.18333333333333335,139726,0.0,0.0,11,0,0,4,5,5.0,2,6,6,101.0,0.0,6,0,6,405,0.5105220517143607,40.05690879561007
58,6,0,0,0,10.000000000000002,20,10.0,4.944243149882852,5,2.0,31.23054641574746,15,27.0,30.00000000000001,8,30.0,5,1.7530000000000003,8856,643,0,0.0,6430.000000000001,False,-0.34524842699067043,0,0.8390000000000002,12195,537,0,0.0,5370.000000000001,False,-0.1928834888262096,4,0.933,32971,0,5,0.5,156.1527320787373,False,0.15908800778730303,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.7830000000000004,31251,5,40,1.0,1356.1527320787377,False,-0.11788384445686353,8,5.212000000000001,24933,196,0,0.0,6121.187097486502,False,-0.22661085344393717,0.25,139211,0.0,0.0,9,0,0,3,7,6.266666666666667,2,5,4,82.0,3.0,5,1,4,200,0.44130835495889187,40.49821715056896
59,4,0,0,0,10.000000000000002,20,10.0,5.131217822986685,3,8.333333333333334,31.23054641574746,0,,30.000000000000014,13,30.0,1,1.758,8762,651,0,0.0,6510.000000000001,False,-0.3481774788457366,2,0.859,12051,549,0,0.0,5490.000000000001,False,-0.1974397917118681,0,0.929,32946,0,8,0.3,249.8443713259797,False,0.1598541782928134,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31251,0,45,0.5,1350.0000000000007,False,-0.11796883633550669,13,5.3340000000000005,24761,196,0,0.0,6121.187097486502,False,-0.23136275973192477,0.13333333333333333,138776,0.0,0.0,9,0,0,1,8,8.0,3,4,6,68.0,0.0,4,0,6,200,0.40075245685875416,40.898969607427716
60,6,0,0,0,10.000000000000002,20,10.0,5.2831134241263795,2,9.0,31.23054641574746,0,,30.000000000000014,9,30.0,0,1.7570000000000001,8682,659,0,0.0,6590.000000000001,False,-0.35034714688652635,2,0.8770000000000002,11907,561,0,0.0,5610.000000000001,False,-0.20199609459752657,0,0.9290000000000003,32928,0,10,0.2,312.3054641574746,False,0.1603181963342593,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31251,0,45,0.0,1350.0000000000007,False,-0.11796883633550669,9,5.411000000000001,24666,196,0,0.0,6121.187097486502,False,-0.23398735913517377,0.03333333333333333,138439,0.0,0.0,10,0,0,2,6,6.0,3,5,6,81.0,3.0,5,1,6,200,0.4494138350710273,41.34838344249874
61,6,0,0,0,10.000000000000002,20,10.0,5.438482126064417,2,9.0,31.23054641574746,0,,30.00000000000001,11,30.0,0,1.7570000000000001,8592,668,0,0.0,6680.000000000001,False,-0.35278802343241483,2,0.8950000000000002,11773,572,0,0.0,5720.000000000001,False,-0.20628118897808637,0,0.929,32910,0,12,0.2,374.76655698896957,False,0.1607822143757052,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31251,0,45,0.0,1350.0000000000005,False,-0.11796883633550669,11,5.512000000000001,24532,196,0,0.0,6121.187097486502,False,-0.2376894256618618,0.03333333333333333,138063,0.0,0.0,9,0,0,2,6,6.0,2,4,6,69.0,6.0,4,2,6,200,0.3816341832280159,41.73001762572676
62,6,0,0,0,10.000000000000002,20,10.0,4.471166130323424,12,1.0,31.859250162817116,5,40.0,30.00000000000001,8,30.0,12,1.8770000000000004,8198,680,0,0.0,6800.000000000001,False,-0.37090475157300934,0,0.893,11693,580,0,0.0,5800.000000000001,False,-0.2084508570188761,0,0.929,33098,2,17,1.0,550.5495850285378,False,0.1704582047667474,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31051,0,50,0.5,1500.0000000000005,False,-0.12142225660293955,8,5.581,24454,196,0,0.0,6244.413031912155,False,-0.2381421561510643,0.25,137499,0.0,0.0,11,0,0,2,7,7.0,2,4,4,69.0,6.0,4,2,4,400,0.3706592693924904,42.10067689511925
63,4,0,0,0,10.0,20,10.0,4.6155189491309345,3,7.0,31.579184589101757,1,14.0,30.00000000000001,11,30.0,1,1.8750000000000002,8070,691,0,0.0,6910.0,False,-0.3748643957474506,2,0.913,11579,589,0,0.0,5890.0,False,-0.21219353438923844,0,0.9290000000000003,33091,0,21,0.5,663.1628763711369,False,0.17218747372025275,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31037,0,51,0.1,1530.0000000000005,False,-0.12139462924080009,11,5.683000000000001,24318,196,0,0.0,6189.520179463944,False,-0.24265774975875865,0.09999999999999999,137100,0.0,0.0,11,0,0,1,8,8.0,2,3,0,53.0,3.0,3,1,0,214,0.29964874777942896,42.40032564289868
64,0,0,0,0,10.0,20,10.0,4.793389284765317,2,9.0,32.33416297588723,5,41.0,30.00000000000001,20,30.0,0,1.8740000000000003,7980,700,0,0.0,7000.0,False,-0.3773052722933391,2,0.931,11445,600,0,0.0,6000.0,False,-0.21647862876979823,0,0.9290000000000003,33278,0,18,0.2,582.0149335659702,False,0.1773228866405844,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31277,0,43,0.0,1290.0000000000005,False,-0.11807934578406454,12,5.792000000000002,23957,201,0,0.0,6499.166758153334,False,-0.24835386840875603,0.03333333333333333,136942,0.0,0.0,14,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,645,0.10047843400388956,42.50080407690257
65,0,0,0,0,10.0,20,10.0,4.562386385091895,4,2.0,32.33416297588723,0,,30.000000000000007,10,30.0,4,1.9140000000000001,7814,709,0,0.0,7090.0,False,-0.3838685181167281,0,0.9290000000000003,11335,611,0,0.0,6110.0,False,-0.21946192232588413,0,0.9290000000000003,33270,0,22,0.4,711.3515854695191,False,0.17931034239591614,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.783000000000001,31277,0,43,0.0,1290.0000000000002,False,-0.11807934578406454,10,5.880000000000002,23843,201,0,0.0,6499.166758153334,False,-0.2515033876926548,0.06666666666666667,136544,0.0,0.0,10,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,200,0.09764473419636488,42.59844881109893
66,0,0,0,0,10.0,20,10.0,4.562386385091895,0,,32.33416297588723,0,,30.000000000000007,20,30.0,0,1.9100000000000004,7704,720,0,0.0,7200.0,False,-0.38685181167281407,0,0.9290000000000003,11245,620,0,0.0,6200.0,False,-0.2219027988717726,0,0.9290000000000003,33270,0,22,0.0,711.3515854695191,False,0.17931034239591614,0,0.2,29005,0,0,0.0,0.0,False,0.017255287062041876,0,2.7830000000000004,31547,0,34,0.0,1020.0000000000002,False,-0.11434965189523705,11,5.980000000000001,23705,201,0,0.0,6499.166758153334,False,-0.2553159636679007,0.0,136476,0.0,0.0,14,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,470,0.09740512073040009,42.69585393182933
