index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,14,0,0,0,10.000000000000002,20,10.0,24.95162314432207,0,,20.284431453697405,0,,37.999999999999986,20,38.0,0,0.9650000000000001,32423,3,52,1.0,1327.4844035047477,False,0.18539489114905314,0,1.1990000000000003,22727,345,0,0.0,3450.0000000000005,False,-0.1239610203496704,0,1.5500000000000003,32990,122,24,1.0,3530.9243784960304,False,-0.12617634159883306,0,0.2,39932,0,10,0.0,202.84431453697405,False,0.006522405522916571,8,1.8460000000000003,59296,0,0,0.0,0.0,False,-0.02747207688901281,12,2.8040000000000003,50290,325,0,0.0,6592.440222451656,False,-0.12111954681363556,0.3333333333333333,237658,0.0,0.0,8,0,0,6,11,11.0,21,27,12,84.0,18.0,8,6,12,200,1.1542064599925652,55.642156225047074
33,12,0,0,0,10.000000000000002,20,10.0,24.031130817457576,10,11.0,20.284431453697405,0,,37.999999999999986,20,38.0,0,0.9650000000000001,32398,1,57,1.0,1379.7744565950818,False,0.1854359138828297,5,1.249,22542,357,0,0.0,3570.0000000000005,False,-0.12843938091143595,0,1.5500000000000003,32880,122,34,1.0,3621.4686291555363,False,-0.1278037332282956,0,0.2,39932,0,10,0.0,202.84431453697405,False,0.006522405522916571,13,1.9680000000000004,59073,0,0,0.0,0.0,False,-0.031129553394236606,7,2.862000000000001,50213,325,0,0.0,6592.440222451656,False,-0.12238244228853347,0.3333333333333333,237038,0.0,0.0,12,0,0,8,11,11.0,20,28,10,132.0,39.0,9,3,10,255,1.200620102987159,56.84277632803423
34,10,0,0,0,10.000000000000002,20,10.0,25.130435793891387,31,29.967741935483872,20.11655686454649,5,15.0,37.999999999999986,20,38.0,0,0.9650000000000001,33237,0,36,1.0,904.69568858009,False,0.206984373899758,0,1.244,22432,368,0,0.0,3680.0000000000005,False,-0.13040985955861278,0,1.5500000000000003,32026,143,39,1.0,4378.198036243782,False,-0.13976218086886188,0,0.2,39932,0,10,0.0,201.16556864546487,False,0.0065013019641658055,8,2.0350000000000006,58973,0,0,0.0,0.0,False,-0.0327696773876105,12,2.9750000000000005,49948,330,0,0.0,6638.463765300341,False,-0.12635134928654324,0.3333333333333333,236548,0.0,0.0,12,0,0,3,9,9.0,20,23,13,90.0,59.0,5,5,13,1204,0.8553351450245827,57.698111473058816
35,13,0,0,0,10.0,20,10.0,25.06533129485384,43,24.837209302325583,20.69006900959981,4,41.0,37.999999999999986,11,38.0,0,0.9650000000000001,34067,0,16,1.0,401.04530071766146,False,0.22769857589419704,13,1.3740000000000003,22118,378,0,0.0,3780.0,False,-0.13986815706506162,0,1.5500000000000003,31122,176,45,1.0,5342.551413326268,False,-0.15036768475227205,0,0.2,39932,0,10,0.0,206.9006900959981,False,0.006573398326746039,0,2.027,58973,0,0,0.0,0.0,False,-0.0327696773876105,11,3.073000000000001,49615,334,0,0.0,6910.483049206337,False,-0.12958223541350533,0.3333333333333333,235827,0.0,0.0,13,0,0,4,7,7.0,25,29,15,147.0,42.0,9,4,15,1294,1.1217136569903232,58.81982513004914
36,15,0,0,0,10.0,20,10.0,25.06533129485384,0,,20.40162565504654,7,15.0,37.999999999999986,9,38.0,0,0.9650000000000001,33967,0,26,1.0,651.6986136661999,False,0.2286059510903232,0,1.3610000000000002,22018,388,0,0.0,3880.0,False,-0.14165950128976784,0,1.5500000000000003,31227,166,48,1.0,5140.123026387972,False,-0.15027250180535062,0,0.2,39932,0,10,0.0,204.0162565504654,False,0.006537138036788763,0,2.027,58973,0,0,0.0,0.0,False,-0.0327696773876105,9,3.152000000000001,49389,341,0,0.0,6956.95434837087,False,-0.13290782217471528,0.3333333333333333,235506,0.0,0.0,12,0,0,5,5,5.0,23,28,11,150.0,45.0,10,5,11,305,1.0641383069450967,59.883963436994236
37,11,0,0,0,10.0,20,10.0,22.973684175556134,54,16.22222222222222,20.192712061070807,5,15.0,37.999999999999986,7,38.0,0,0.9650000000000001,34353,1,20,1.0,469.47368351112266,False,0.2391708527427473,38,1.7410000000000005,21396,397,0,0.0,3970.0,False,-0.16233161364287763,0,1.5500000000000003,30426,210,53,1.0,5894.687416103541,False,-0.16092563714859534,0,0.2,39932,0,10,0.0,201.92712061070807,False,0.0065108754539486575,0,2.027,58898,0,5,0.5,189.99999999999994,False,-0.03244165258893572,7,3.213000000000001,49308,341,0,0.0,6885.714812825146,False,-0.13482053096697494,0.4166666666666667,234313,0.0,0.0,11,0,0,7,4,4.0,21,28,17,111.0,42.0,7,4,17,771,1.080300940957386,60.96426437795162
38,17,0,0,0,10.0,20,10.0,22.973684175556134,0,,19.978757909954986,5,15.0,37.999999999999986,13,38.0,0,0.9650000000000001,34273,0,29,0.9,666.2368410911279,False,0.23982940744287634,0,1.7030000000000007,21276,409,0,0.0,4090.0,False,-0.16448122671252507,0,1.5500000000000003,30501,200,58,1.0,5753.5047938886155,False,-0.16081479366057458,0,0.2,39932,0,10,0.0,199.78757909954987,False,0.0064839792213449215,0,2.027,58823,0,10,0.5,379.9999999999999,False,-0.032113627790260946,13,3.336000000000001,49080,341,0,0.0,6812.756447294651,False,-0.13915831750098692,0.39999999999999997,233885,0.0,0.0,10,0,0,10,7,7.0,23,33,15,176.0,30.0,12,5,15,275,1.4339944269740954,62.39825880492572
39,15,0,0,0,10.0,20,10.0,22.973684175556134,0,,21.606262849877695,40,26.05,37.99999999999999,11,38.0,0,0.9650000000000001,34133,4,39,1.0,935.9736828466893,False,0.23964555895039202,0,1.7030000000000003,21216,415,0,0.0,4150.0,False,-0.1655560332473488,0,1.5500000000000003,31543,190,28,1.0,4969.975353152241,False,-0.14446654405953333,0,0.2,39932,0,10,0.0,216.06262849877695,False,0.006688573295353511,0,2.027,57871,24,20,1.0,1278.5503083970646,False,-0.04035893860690272,11,3.4330000000000007,48817,347,0,0.0,7497.37320890756,False,-0.1378575617186239,0.5,233512,0.0,0.0,12,0,0,11,6,6.0,16,27,13,114.0,65.0,8,7,13,1242,1.1061667730100453,63.50442557793576
40,13,0,0,0,9.999999999999998,20,10.0,23.219951094823642,20,25.75,22.11866941589164,10,29.0,37.999999999999986,10,38.0,0,0.9650000000000001,34488,5,34,1.0,839.4783372240038,False,0.250635539144884,5,1.7530000000000003,21056,424,0,0.0,4239.999999999999,False,-0.16967612496417311,0,1.5500000000000003,31318,200,28,1.0,5263.312962609694,False,-0.14643595109104324,0,0.2,39932,0,10,0.0,221.18669415891642,False,0.006752988059522685,0,2.027,57656,19,30,1.0,1560.2547189019408,False,-0.04157505437911516,10,3.5220000000000007,48592,352,0,0.0,7785.771634393858,False,-0.1391827948172586,0.5,233042,0.0,0.0,12,0,0,12,7,7.0,16,28,16,117.0,42.0,9,4,16,955,1.04891257599229,64.55333815392805
41,16,0,0,0,9.999999999999998,20,10.0,23.337484943462446,36,24.0,22.11866941589164,0,,37.99999999999998,11,38.0,0,0.9650000000000001,35187,6,13,1.0,363.3873042650118,False,0.26715010218302176,5,1.7980000000000005,20901,433,0,0.0,4329.999999999999,False,-0.1736170822585268,0,1.5500000000000003,30454,226,38,1.0,6114.781035026394,False,-0.1574548570042441,0,0.2,39932,0,10,0.0,221.18669415891642,False,0.006752988059522685,0,2.027,57656,9,40,1.0,1719.068024743024,False,-0.040272686812230174,11,3.622000000000001,48443,352,0,0.0,7785.771634393858,False,-0.1416265795673857,0.5,232573,0.0,0.0,14,0,0,9,5,5.0,20,29,21,183.0,44.0,11,5,21,1009,1.1873602020204999,65.74069835594855
42,21,0,0,0,9.999999999999998,20,10.0,24.66352427211292,45,31.0,22.11866941589164,0,,37.999999999999986,10,38.0,32,1.2850000000000001,35429,5,10,1.0,296.6352427211292,False,0.27462444903126115,0,1.7930000000000004,20791,444,0,0.0,4439.999999999999,False,-0.17558756090570363,0,1.5500000000000003,29059,261,48,1.0,7498.875966984271,False,-0.17512852658791836,0,0.2,39932,0,10,0.0,221.18669415891642,False,0.006752988059522685,0,2.027,57656,0,49,0.9,1861.9999999999993,False,-0.03910055600203376,10,3.711000000000001,48302,352,0,0.0,7785.771634393858,False,-0.14393915439804292,0.48333333333333334,231169,0.0,0.0,10,0,0,13,8,7.1875,19,32,19,192.0,51.0,14,7,19,200,1.6378629760001786,67.37856133194873
43,19,0,0,0,9.999999999999998,20,10.0,24.41710866897834,4,10.0,21.854750905386368,5,15.0,37.99999999999999,12,38.0,0,1.2530000000000003,35319,6,20,1.0,548.3421733795668,False,0.27519242930244286,4,1.8330000000000006,20645,453,0,0.0,4529.999999999999,False,-0.1792060762396102,0,1.5500000000000003,29094,255,53,1.0,7384.664508574954,False,-0.17568430999428084,0,0.2,39932,0,10,0.0,218.54750905386368,False,0.00671981079416035,0,2.027,57656,0,49,0.0,1861.9999999999995,False,-0.03910055600203376,12,3.821000000000001,48031,357,0,0.0,7802.146073222933,False,-0.14824960987007813,0.3333333333333333,230677,0.0,0.0,11,0,0,13,7,7.0,8,21,15,171.0,52.0,12,7,15,275,1.3998615890159272,68.77842292096466
44,15,0,0,0,9.999999999999998,20,10.0,24.41710866897834,0,,22.473546483483645,23,25.73913043478261,37.99999999999999,10,38.0,0,1.2530000000000003,35199,8,30,1.0,812.5132600693502,False,0.2756254166679089,0,1.8290000000000006,20565,461,0,0.0,4609.999999999999,False,-0.1806391516193752,0,1.5500000000000003,29686,245,40,1.0,6881.133483239039,False,-0.16713011661840596,0,0.2,39932,0,10,0.0,224.73546483483645,False,0.0067975997490174606,0,2.027,57064,13,59,1.0,2534.156104285287,False,-0.04329799327315212,10,3.909000000000001,47895,357,0,0.0,8023.056094603661,False,-0.1486685793688503,0.5,230341,0.0,0.0,12,0,0,14,4,4.0,6,20,19,147.0,49.0,9,6,19,792,1.1628792650299147,69.94130218599457
45,19,0,0,0,10.0,20,10.0,24.428455931587795,20,24.55,22.56252641413179,15,23.333333333333332,37.99999999999999,7,38.0,0,1.2530000000000003,35565,5,25,1.0,660.7113982896949,False,0.2860187625087722,5,1.8790000000000007,20370,474,0,0.0,4740.0,False,-0.18529664660361134,0,1.5500000000000003,29545,255,35,1.0,7018.9446870495,False,-0.1689427177672663,0,0.2,39932,0,10,0.0,225.62526414131787,False,0.006808785439499619,0,2.027,56994,8,69,1.0,2802.500211313054,False,-0.042245492026430215,7,3.969000000000001,47538,367,0,0.0,8280.447193986367,False,-0.15241305543630274,0.5,229944,0.0,0.0,15,0,0,12,4,4.0,10,22,21,168.0,55.0,11,8,21,986,1.428852315992117,71.37015450198669
46,21,0,0,0,10.0,20,10.0,24.144462806791488,6,14.166666666666666,24.75580057333719,25,36.2,38.0,12,38.0,0,1.2530000000000003,35465,8,34,1.0,900.9117354309105,False,0.28673888892646376,5,1.9240000000000006,20235,481,0,0.0,4810.0,False,-0.1888793350530238,0,1.5500000000000003,30365,251,20,1.0,6555.376175971407,False,-0.1541537665815431,0,0.2,39932,0,10,0.0,247.55800573337189,False,0.00708450251085347,0,2.027,56952,0,78,0.9,2964.0,False,-0.04160994571189582,12,4.082000000000001,46483,391,0,0.0,9679.518024174842,False,-0.1582431153812891,0.48333333333333334,229432,0.0,0.0,14,0,0,6,6,6.0,4,10,18,165.0,77.0,10,11,18,1135,1.3727713889675215,72.74292589095421
47,18,0,0,0,10.0,20,10.0,24.16971294610238,24,24.375,24.75580057333719,0,,37.99999999999999,9,38.0,0,1.2530000000000003,35917,8,23,1.0,635.9033977603547,False,0.2981854291659565,3,1.9490000000000003,20096,491,0,0.0,4910.0,False,-0.19206792777300086,0,1.5500000000000003,29780,265,30,1.0,7147.647947917246,False,-0.16141640332984813,0,0.2,39932,0,10,0.0,247.55800573337189,False,0.00708450251085347,0,2.027,56952,0,78,0.0,2963.9999999999995,False,-0.04160994571189582,9,4.160000000000001,46362,391,0,0.0,9679.518024174842,False,-0.16022766541327152,0.3333333333333333,229039,0.0,0.0,13,0,0,7,6,6.0,1,8,23,84.0,59.0,8,10,23,752,1.3627906680339947,74.1057165589882
48,23,0,0,0,10.0,20,10.0,24.16971294610238,0,,24.75580057333719,0,,37.99999999999999,10,38.0,0,1.2530000000000003,35817,8,33,1.0,877.6005272213786,False,0.29893236828642483,0,1.9460000000000002,19996,501,0,0.0,5010.0,False,-0.19385927199770708,0,1.5500000000000003,29780,255,40,1.0,7153.508824189594,False,-0.16134272610009553,0,0.2,39932,0,10,0.0,247.55800573337189,False,0.00708450251085347,0,2.027,56952,0,78,0.0,2963.9999999999995,False,-0.04160994571189582,10,4.251000000000001,46217,391,0,0.0,9679.518024174842,False,-0.16260584520366367,0.3333333333333333,228694,0.0,0.0,9,0,0,6,5,5.0,4,10,16,165.0,70.0,10,13,16,200,1.5637025689939037,75.66941912798211
49,16,0,0,0,10.0,20,10.0,24.32767915664084,27,25.48148148148148,24.75580057333719,0,,37.99999999999999,9,38.0,0,1.2530000000000003,36375,6,21,1.0,570.8812622894577,False,0.31342937199572696,5,1.9960000000000004,19806,513,0,0.0,5130.0,False,-0.19851676698194326,0,1.5500000000000003,29092,272,50,1.0,7854.918759273169,False,-0.1698230155469256,0,0.2,39932,0,10,0.0,247.55800573337189,False,0.00708450251085347,0,2.027,56952,0,78,0.0,2963.9999999999995,False,-0.04160994571189582,9,4.331000000000001,46094,391,0,0.0,9679.518024174842,False,-0.16462319771551356,0.3333333333333333,228251,0.0,0.0,13,0,0,4,5,5.0,3,7,22,111.0,71.0,7,9,22,838,1.126148819050286,76.7955679470324
50,22,0,0,0,10.0,20,10.0,24.38334749623063,2,30.0,23.868344116343195,14,15.0,37.999999999999986,9,38.0,0,1.2530000000000003,36325,7,29,1.0,777.1170773906883,False,0.3153324211341124,0,1.9910000000000005,19716,522,0,0.0,5220.0,False,-0.20012897678417885,0,1.5500000000000003,29242,264,46,1.0,7535.147568356673,False,-0.17007155970789123,0,0.2,39932,0,10,0.0,238.68344116343195,False,0.006972940126256268,0,2.027,56847,0,85,0.7,3229.9999999999986,False,-0.04115071099375113,9,4.412000000000002,45870,398,0,0.0,9499.600958304592,False,-0.16977250694342724,0.45,227932,0.0,0.0,12,0,0,7,4,4.0,3,10,23,165.0,81.0,10,12,23,470,2.1882856510346755,78.98385359806707
51,23,0,0,0,10.000000000000002,20,10.0,24.38334749623063,0,,23.868344116343195,0,,37.99999999999999,11,38.0,0,1.2530000000000003,36185,11,39,1.0,1060.9505523529947,False,0.3154010918664552,0,1.9910000000000008,19656,528,0,0.0,5280.000000000001,False,-0.20120378331900257,0,1.5500000000000003,29242,254,56,1.0,7529.997534557799,False,-0.17013630091821544,0,0.2,39932,0,10,0.0,238.68344116343195,False,0.006972940126256268,0,2.027,56961,0,82,0.0,3115.9999999999995,False,-0.04021584031752801,8,4.483000000000001,45766,398,0,0.0,9499.600958304592,False,-0.1714782358965361,0.3333333333333333,227742,0.0,0.0,11,0,0,14,5,5.0,2,16,14,198.0,52.0,16,7,14,314,1.6261870749876834,80.61004067305475
52,14,0,0,0,10.000000000000002,20,10.0,25.73135069419305,53,30.39622641509434,24.82966442797968,42,28.0,37.99999999999999,20,38.0,14,1.3930000000000002,37360,11,10,1.0,367.3135069419305,False,0.3450722539936575,0,1.9910000000000005,19556,538,0,0.0,5380.000000000001,False,-0.2029951275437088,0,1.5500000000000003,28807,297,24,1.0,8238.123102446849,False,-0.1721712286613511,0,0.2,39932,0,10,0.0,248.2966442797968,False,0.007093787955445662,0,2.027,56127,32,83,1.0,3948.5492616953493,False,-0.04706705432340493,11,4.585000000000001,45599,398,0,0.0,9882.206442335912,False,-0.17107964079368954,0.5,227381,0.0,0.0,20,0,0,3,6,5.875,4,7,12,126.0,63.0,7,7,12,2865,0.865614102978725,81.47565477603348
53,12,0,0,0,10.000000000000002,20,10.0,25.393118464042868,5,11.0,24.368341665539624,8,15.0,37.99999999999999,16,38.0,0,1.3790000000000002,37310,6,20,1.0,567.8623692808574,False,0.34687343023217365,5,2.041000000000001,19341,553,0,0.0,5530.000000000001,False,-0.20801089137288623,0,1.5500000000000003,28872,292,26,1.0,8048.367474804548,False,-0.172922418227931,0,0.2,39932,0,10,0.0,243.68341665539623,False,0.00703579494965793,0,2.027,56127,22,93,1.0,4070.1035166418715,False,-0.046070234073232574,16,4.734000000000002,45160,406,0,0.0,9893.546716209088,False,-0.17818678784824676,0.5,226742,0.0,0.0,12,0,0,3,8,8.0,4,7,17,111.0,45.0,7,5,17,320,1.0505140470340848,82.52616882306756
54,17,0,0,0,10.000000000000002,20,10.0,25.649540606668868,15,29.0,24.201318711500118,18,22.77777777777778,38.0,11,38.0,0,1.3790000000000002,37675,3,15,1.0,414.743109100033,False,0.3572073500483669,0,2.0360000000000005,19211,566,0,0.0,5660.000000000001,False,-0.21033963886500429,0,1.5500000000000003,28847,297,18,1.0,8053.537296987656,False,-0.17348597957223735,0,0.2,39932,0,10,0.0,242.0131871150012,False,0.0070147984501811225,0,2.027,56037,18,103,1.0,4349.623736807002,False,-0.045254106568639194,11,4.828000000000001,44667,418,0,0.0,10116.15122140705,False,-0.18444710418553859,0.5,226369,0.0,0.0,14,0,0,8,5,5.0,2,10,14,150.0,50.0,10,7,14,1045,1.3014494010130875,83.82761822408065
55,14,0,0,0,10.000000000000002,20,10.0,23.453716960842083,33,10.818181818181818,24.201318711500118,0,,38.0,20,38.0,0,1.3790000000000002,37575,3,25,1.0,616.3429240210521,False,0.35723600824056057,33,2.366000000000001,18514,576,0,0.0,5760.000000000001,False,-0.23351963313270277,0,1.5500000000000003,28490,320,28,1.0,8182.82635139147,False,-0.18083639624639875,0,0.2,39932,0,10,0.0,242.0131871150012,False,0.0070147984501811225,0,2.027,56303,8,106,1.0,4221.610549692001,False,-0.04194116424454244,13,4.947000000000001,44448,418,0,0.0,10116.15122140705,False,-0.18803897573102743,0.5,225262,0.0,0.0,15,0,0,5,7,7.0,3,8,17,99.0,49.0,8,6,17,466,1.2813312740181573,85.10894949809881
56,17,0,0,0,10.000000000000002,20,10.0,23.453716960842083,0,,23.85685703356059,6,15.0,38.0,20,38.0,0,1.3790000000000002,37475,3,35,1.0,850.8800936294729,False,0.357854687833718,0,2.3330000000000006,18414,586,0,0.0,5860.000000000001,False,-0.235310977357409,0,1.5500000000000003,28580,310,32,1.0,8034.071682934985,False,-0.1804436103618572,0,0.2,39932,0,10,0.0,238.5685703356059,False,0.0069714960820586236,0,2.027,56607,0,106,0.8,4028.0,False,-0.038542913844286625,12,5.054000000000001,44162,424,0,0.0,10115.30738222969,False,-0.19273665035648352,0.4666666666666666,225170,0.0,0.0,17,0,0,7,6,6.0,1,8,20,144.0,57.0,8,9,20,594,1.4196676810388453,86.52861717913765
57,20,0,0,0,10.000000000000002,20,10.0,24.21975943575283,47,27.48936170212766,23.261687671855576,30,20.4,38.0,20,38.0,7,1.4490000000000003,38479,0,10,1.0,242.19759435752832,False,0.38292128106831336,5,2.383000000000001,18214,599,0,0.0,5990.000000000001,False,-0.24014760676411578,0,1.5500000000000003,27900,347,12,1.0,8683.396776268499,False,-0.18937752330330745,0,0.2,39932,0,10,0.0,232.61687671855577,False,0.0068966771850776775,0,2.027,56579,14,103,1.0,4239.663627405978,False,-0.037266375593265885,7,5.112000000000001,43989,430,0,0.0,10002.525698897898,False,-0.19649894458924821,0.5,225093,0.0,0.0,24,0,0,5,6,5.466666666666667,3,8,20,129.0,78.0,8,12,20,2113,1.0497281969874166,87.57834537612507
58,20,0,0,0,10.000000000000002,20,10.0,24.464019240124312,12,29.0,24.810243800810102,15,41.0,38.0,20,38.0,2,1.4620000000000004,38669,1,10,1.0,254.64019240124313,False,0.3899512788836566,0,2.378000000000001,18124,608,0,0.0,6080.000000000001,False,-0.2417598165663514,3,1.5800000000000003,28065,349,10,1.0,8786.045152811486,False,-0.1839386891837446,0,0.2,39932,0,10,0.0,248.10243800810102,False,0.007091346583296967,0,2.027,56921,4,104,1.0,4051.2409752032404,False,-0.03320233409979138,11,5.215000000000001,43201,445,0,0.0,11040.558491360496,False,-0.2009106092129004,0.5,224912,0.0,0.0,15,0,0,7,8,6.366666666666667,4,11,19,138.0,43.0,11,9,19,542,1.297364812984597,88.87571018910967
59,19,0,0,0,10.000000000000002,20,10.0,24.464019240124312,0,,25.317317674949525,5,41.0,38.0,20,38.0,0,1.4600000000000002,38569,1,20,1.0,499.28038480248625,False,0.3907509383921341,0,2.378000000000001,18024,618,0,0.0,6180.000000000001,False,-0.2435511607910576,0,1.5770000000000002,28270,339,15,1.0,8673.062287526385,False,-0.1802048789721126,0,0.2,39932,0,10,0.0,253.17317674949524,False,0.007155090973368193,0,2.027,57096,0,103,0.9,3914.0,False,-0.03145757819291138,10,5.304000000000001,43061,445,0,0.0,11266.206365352538,False,-0.20135633034268308,0.48333333333333334,224952,0.0,0.0,17,0,0,13,4,4.0,0,13,16,189.0,63.0,13,6,16,785,1.2227444150485098,90.09845460415818
60,16,0,0,0,10.000000000000002,20,10.0,24.98666762643416,35,28.142857142857142,24.838000182332067,7,15.0,38.0,20,38.0,10,1.5600000000000003,39129,4,10,1.0,289.8666762643416,False,0.4070626733352024,5,2.428000000000001,17889,625,0,0.0,6250.000000000001,False,-0.24713384924047005,0,1.5770000000000002,27390,364,18,1.0,9542.231019304012,False,-0.19140354227253972,0,0.2,39932,0,10,0.0,248.38000182332067,False,0.007094835845317494,0,2.027,57295,0,102,0.7,3876.0,False,-0.028505355004838365,12,5.414,42860,445,0,0.0,11052.91008113777,False,-0.20640214133655532,0.45,224495,0.0,0.0,17,0,0,4,9,8.666666666666666,4,8,13,99.0,53.0,8,8,13,1074,0.92939122102689,91.02784582518507
61,13,0,0,0,10.000000000000002,20,10.0,24.939134418307116,24,24.5,24.35509468019154,7,15.0,38.0,20,38.0,8,1.6300000000000003,39369,3,10,1.0,279.39134418307117,False,0.41547347635753556,6,2.483000000000001,17701,636,0,0.0,6360.000000000001,False,-0.2518988248781886,0,1.5770000000000002,26907,378,21,1.0,9938.449798404112,False,-0.19856627698491341,0,0.2,39932,0,10,0.0,243.55094680191542,False,0.007034129667646143,0,2.027,57789,0,89,0.0,3382.0,False,-0.024454248741204835,7,5.472,42670,452,0,0.0,11008.502795446577,False,-0.2098825441976794,0.3333333333333333,224368,0.0,0.0,17,0,0,4,6,5.444444444444445,2,6,18,108.0,66.0,6,7,18,799,1.0402445759973489,92.06809040118242
62,18,0,0,0,10.000000000000002,20,10.0,24.939134418307116,0,,24.621293434672282,11,27.727272727272727,38.00000000000001,20,38.0,0,1.622,39229,7,20,1.0,568.7826883661423,False,0.4156417076591815,0,2.477000000000001,17641,642,0,0.0,6420.000000000001,False,-0.2529736314130123,0,1.5770000000000002,27212,368,20,1.0,9670.027334630466,False,-0.1942722967940053,0,0.2,39932,0,10,0.0,246.21293434672282,False,0.007067593583078444,0,2.027,57878,0,86,0.5,3268.0000000000005,False,-0.023929409063325188,12,5.585000000000001,42389,458,0,0.0,11276.552393079905,False,-0.2122931197365968,0.4166666666666667,224281,0.0,0.0,14,0,0,13,5,5.0,1,14,14,177.0,13.0,14,4,14,809,1.431769747985527,93.49986014916794
63,14,0,0,0,10.0,20,10.0,24.314472233331475,10,10.5,26.584660315669556,15,43.0,38.0,15,38.0,0,1.622,39169,3,30,1.0,759.4341669999443,False,0.4169073188413575,10,2.577000000000001,17341,656,0,0.0,6560.0,False,-0.26121381484666095,0,1.5770000000000002,27752,368,15,1.0,9346.495686601027,False,-0.18476271324733462,0,0.2,39932,0,10,0.0,265.84660315669555,False,0.007314408950026313,0,2.027,57347,5,93,1.0,3666.923301578348,False,-0.02936704907596764,12,5.6930000000000005,42197,458,0,0.0,12175.774424576657,False,-0.20806797965773358,0.5,223738,0.0,0.0,12,0,0,2,7,7.0,5,7,17,126.0,35.0,7,7,17,959,0.9018999369582161,94.40176008612616
64,17,0,0,0,10.0,20,10.0,24.609908084582468,14,29.0,25.81446595289391,9,15.0,38.0,17,38.0,0,1.622,39475,3,26,1.0,669.8576101991441,False,0.4262657210196179,0,2.5670000000000006,17241,666,0,0.0,6660.0,False,-0.2630051590713672,0,1.5770000000000002,27481,372,16,1.0,9567.91726271098,False,-0.18879271304481596,0,0.2,39932,0,10,0.0,258.1446595289391,False,0.007217587614131661,0,2.027,57478,4,96,1.0,3751.2578638115756,False,-0.026526890949700833,10,5.781000000000001,42051,458,0,0.0,11823.025406425411,False,-0.21335532132960414,0.5,223658,0.0,0.0,16,0,0,8,5,5.0,1,9,17,117.0,54.0,9,8,17,1007,1.1429510519956239,95.54471113812178
65,17,0,0,0,10.0,20,10.0,25.028279175118936,14,31.0,26.24629336897466,30,28.0,37.99999999999999,20,38.0,0,1.622,39849,0,21,0.9,525.5938626774977,False,0.43708071551084665,0,2.5670000000000006,17101,680,0,0.0,6800.0,False,-0.26551304098595585,14,1.717,27411,376,10,1.0,9673.095903534468,False,-0.1892304532667764,0,0.2,39932,0,10,0.0,262.4629336897466,False,0.007271872752171629,0,2.027,57132,24,93,1.0,4163.911040855392,False,-0.028817708083716875,7,5.841,41978,458,0,0.0,12020.802362990393,False,-0.21293071818577364,0.48333333333333334,223403,0.0,0.0,18,0,0,8,3,2.466666666666667,4,12,16,186.0,45.0,12,5,16,1128,1.0865056450129487,96.63121678313473
66,16,0,0,0,10.0,20,10.0,25.27497220178111,31,26.806451612903224,26.24629336897466,0,,37.99999999999999,20,38.0,5,1.6720000000000002,40395,1,10,1.0,262.7497220178111,False,0.45193375111095235,5,2.617000000000001,16946,689,0,0.0,6890.0,False,-0.2694539982803095,0,1.7030000000000003,26580,397,20,1.0,10559.089831486595,False,-0.1989856460063535,0,0.2,39932,0,10,0.0,262.4629336897466,False,0.007271872752171629,0,2.027,57474,14,94,1.0,3939.4481071656446,False,-0.025049219242216397,11,5.944000000000001,41811,458,0,0.0,12020.802362990393,False,-0.21566972525470804,0.5,223138,0.0,0.0,15,0,0,6,7,6.333333333333333,3,9,16,147.0,51.0,9,7,16,883,1.0725447779987007,97.70376156113343
