index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,8,0,0,0,10.000000000000002,20,10.0,35.04146157449752,40,37.3,12.055848609906036,10,8.0,41.00000000000001,8,41.0,5,1.0510000000000002,66547,10,10,1.0,450.4146157449752,False,0.13666429435980684,0,0.533,67051,4,15,1.0,565.6219236174628,False,0.14622448185020995,10,2.1810000000000005,76787.0,228,0,0.0,7989.453238985434,False,-0.14368081517667994,0,2.846000000000001,69352.0,524,0,0.0,18361.7258650367,False,-0.16751968567123518,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.272,126078,197,18,1.0,3113.002176151489,False,0.06444578788624307,0.5,525672,0.0,0.0,16,0,0,11,2,1.5555555555555556,12,23,8,104.0,10.0,7,1,8,1714,1.161903953179717,53.006451316177845
33,8,0,0,0,10.000000000000002,20,10.0,35.366539548109905,43,37.348837209302324,11.435517985229065,20,6.9,41.00000000000001,10,41.0,3,1.076,66781,13,10,1.0,483.66539548109904,False,0.14093069416009382,15,0.683,67683,1,10,1.0,363.66539548109904,False,0.15526407288813415,12,2.291000000000001,75527.0,246,0,0.0,8700.168728835037,False,-0.153270391320201,8,2.926000000000001,68350.0,549,0,0.0,19416.230211912338,False,-0.17255220588157047,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.272,126350,207,18,1.0,3105.1522229424168,False,0.06668147907521002,0.5,524548,0.0,0.0,16,0,0,11,7,5.730769230769231,15,26,6,128.0,0.0,8,0,6,1004,1.164174748584628,54.17062606476247
34,6,0,0,0,10.000000000000002,20,10.0,35.42894500311694,2,44.0,11.106821365355643,11,6.636363636363637,41.00000000000001,13,41.0,0,1.0730000000000002,66701,11,20,1.0,818.5789000623388,False,0.1424194717763715,0,0.6680000000000001,67651,3,18,1.0,667.7210100561049,False,0.15730730806598198,11,2.3890000000000007,75069.0,248,0,0.0,8786.378360773,False,-0.1576684491563507,0,2.918,68350.0,549,0,0.0,19450.490806711197,False,-0.17237061775615248,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.272,126810,208,15,1.0,2925.2188439939737,False,0.06976748164825225,0.5,524438,0.0,0.0,15,0,0,10,2,2.0,12,22,6,93.0,0.0,6,0,6,821,1.0880075367167592,55.25863360147923
35,6,0,0,0,10.0,20,10.0,35.54340064546459,23,36.78260869565217,11.441805264981932,33,12.909090909090908,41.00000000000001,13,41.0,0,1.0730000000000002,67007,12,17,1.0,724.2378109728979,False,0.14682552950916608,0,0.6680000000000001,67991,2,18,1.0,659.7812116183626,False,0.16302755355115725,9,2.468000000000001,74324.0,258,0,0.0,9170.197366529863,False,-0.16353143356444055,24,3.1580000000000013,67234.0,562,0,0.0,19975.391162751097,False,-0.18141859331140234,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.272,126917,231,12,1.0,3135.057016210826,False,0.07153484373810884,0.5,523330,0.0,0.0,17,0,0,9,3,3.0,12,21,8,75.0,16.0,5,1,8,1579,1.0607166159898043,56.31935021746904
36,8,0,0,0,10.0,20,10.0,35.45991502214051,14,34.0,11.406709458928399,31,11.225806451612904,41.0,9,41.0,0,1.0730000000000002,66927,10,27,1.0,1057.4177055977937,False,0.14829955149119733,0,0.6680000000000001,68347,4,14,1.0,536.438810309967,False,0.1680379171516238,13,2.589000000000001,73845.0,258,0,0.0,9148.65807571225,False,-0.168723191169266,18,3.3140000000000005,66254.0,576,0,0.0,20424.911052752934,False,-0.18942444531910974,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.272,126938,252,13,1.0,3407.4907836499565,False,0.07284600058232614,0.5,522168,0.0,0.0,13,0,0,12,4,4.0,13,25,10,125.0,0.0,8,0,10,1045,1.1433535041287541,57.46270372159779
37,10,0,0,0,10.0,20,10.0,35.26645997615725,19,32.89473684210526,11.831981872377867,18,15.88888888888889,41.00000000000001,12,41.0,0,1.0730000000000004,67102,13,28,1.0,1117.460879332403,False,0.15178963706363557,0,0.6680000000000001,68597,1,14,1.0,503.7304396662015,False,0.17201527338678158,0,2.576000000000001,73845.0,258,0,0.0,9098.746673848571,False,-0.1689877317575021,18,3.476000000000001,65129.0,595,0,0.0,20983.543685813565,False,-0.19838903660419377,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.272,127144,260,11,1.0,3527.315286818245,False,0.07506365469413066,0.5,521674,0.0,0.0,18,0,0,14,2,2.0,12,26,10,154.0,0.0,10,0,10,1317,1.2213057056069374,58.68400942720473
38,10,0,0,0,10.0,20,10.0,35.45518706859576,40,36.525,11.831981872377867,0,,41.00000000000001,11,41.0,11,1.1830000000000003,68164,10,10,1.0,454.5518706859576,False,0.1642257240797864,0,0.6680000000000001,68510,4,23,1.0,855.4693025777026,False,0.17352809906184202,0,2.5760000000000005,73230.0,272,0,0.0,9643.810882658046,False,-0.1726180308542971,0,3.458000000000001,64283.0,621,0,0.0,22017.67116959797,False,-0.20187589483549243,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.272,127595,250,10,1.0,3367.9954680944666,False,0.07816055554760973,0.5,521639,0.0,0.0,16,0,0,14,1,0.8461538461538461,13,27,10,115.0,27.0,8,2,10,1540,1.2671428807079792,59.95115230791271
39,10,0,0,0,10.0,20,10.0,35.64160043116153,30,37.13333333333333,12.100199226430115,22,14.181818181818182,41.0,11,41.0,3,1.2020000000000002,68432,7,10,1.0,426.41600431161527,False,0.16854841349168947,0,0.6680000000000001,69078,7,16,1.0,640.2656068985845,False,0.1813654637656491,3,2.6060000000000008,72430.0,289,0,0.0,10300.422524605681,False,-0.17761818115774639,19,3.648000000000001,63327.0,634,0,0.0,22596.77467335641,False,-0.20894051754708481,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,1,0.28200000000000003,127685,262,10,1.0,3580.2521973246903,False,0.0797962262308484,0.5,520809,0.0,0.0,13,0,0,12,5,3.730769230769231,13,25,14,118.0,29.0,8,2,14,1267,1.2896966142579913,61.2408489221707
40,14,0,0,0,9.999999999999998,20,10.0,35.526580651263195,36,34.75,11.224962487945525,17,2.2941176470588234,41.0,7,41.0,7,1.2690000000000001,68614,15,10,1.0,505.2658065126319,False,0.17231773293027922,3,0.6980000000000001,69682,0,9,0.9,319.73922586136877,False,0.18891920218117045,17,2.7730000000000006,71324.0,299,0,0.0,10622.447614727695,False,-0.1876354328425644,0,3.6290000000000004,62493.0,660,0,0.0,23447.543229833707,False,-0.21327201052708558,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.281,127933,269,13,1.0,3552.5149092573465,False,0.08174883413502695,0.48333333333333334,519903,0.0,0.0,15,0,0,15,6,5.411764705882353,14,29,14,162.0,35.0,11,3,14,1098,1.4062689701095223,62.64711789228022
41,14,0,0,0,9.999999999999998,20,10.0,35.249878129634645,38,33.421052631578945,11.224962487945525,0,,41.0,8,41.0,6,1.3220000000000003,68882,17,10,1.0,522.4987812963465,False,0.17702657957660645,13,0.8250000000000002,69957,0,8,0.8,281.99902503707716,False,0.1932793053336262,0,2.756000000000001,71324.0,299,0,0.0,10539.71356076076,False,-0.18807394016727044,0,3.6290000000000004,61223.0,698,0,0.0,24604.414934484983,False,-0.22060287199751427,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.281,128261,259,15,1.0,3522.265284377891,False,0.08435814958416889,0.4666666666666666,519504,0.0,0.0,11,0,0,11,3,1.5568181818181819,22,33,6,218.0,0.0,14,0,6,528,1.3186597665771842,63.965777658857405
42,6,0,0,0,9.999999999999998,20,10.0,35.25080476506438,11,35.27272727272727,10.96432246809467,9,6.0,41.0,10,41.0,0,1.3160000000000003,68792,16,20,1.0,865.0160953012876,False,0.17840984692310094,3,0.8420000000000001,70157,1,10,1.0,362.5080476506438,False,0.19736916151139397,9,2.846000000000001,70881.0,303,0,0.0,10680.993843814507,False,-0.19202110623826268,0,3.6290000000000013,60999.0,705,0,0.0,24851.817359370387,False,-0.22166607997280793,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.281,128617,258,15,1.0,3443.795196768425,False,0.08699990491284254,0.5,519303,0.0,0.0,15,0,0,7,2,1.4285714285714286,16,23,6,76.0,16.0,5,1,6,774,1.0409192414954305,65.00669690035284
43,6,0,0,0,9.999999999999998,20,10.0,35.25080476506438,0,,11.096139774796537,27,11.88888888888889,41.0,7,41.0,0,1.316,68712,14,30,1.0,1197.5241429519315,False,0.17987815047453304,0,0.8390000000000002,70037,3,20,1.0,735.0160953012876,False,0.1984970047604971,8,2.917,70577.0,303,0,0.0,10680.993843814507,False,-0.1952436299831745,19,3.819000000000001,60457.0,705,0,0.0,24851.817359370387,False,-0.2274115005969599,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.281,128583,275,18,1.0,3789.4384380690476,False,0.08815764900326523,0.5,518223,0.0,0.0,12,0,0,8,4,4.0,17,25,4,94.0,0.0,6,0,4,487,1.0716424714773893,66.07833937183022
44,4,0,0,0,9.999999999999998,20,10.0,35.10372581244565,28,33.82142857142857,11.114095498200141,17,11.294117647058824,41.00000000000001,9,41.0,0,1.316,69506,15,13,1.0,606.3484355617935,False,0.18836262797529776,0,0.8390000000000002,69990,2,29,1.0,1038.008048560924,False,0.20027584135027351,9,2.999,70273.0,304,0,0.0,10671.532646983478,False,-0.19851629999690742,8,3.880000000000001,59377.0,732,0,0.0,25695.927294710218,False,-0.23438598575988903,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.281,128760,282,19,1.0,3913.1749304924397,False,0.09014976160896547,0.5,517763,0.0,0.0,16,0,0,8,2,2.0,15,23,6,64.0,0.0,4,0,6,1516,1.0475984262302518,67.12593779806048
45,6,0,0,0,10.0,20,10.0,35.376211885977575,14,40.142857142857146,11.412206289585123,9,17.0,41.000000000000014,13,41.0,0,1.316,69878,16,11,1.0,549.1383307457534,False,0.19420824535906428,0,0.8390000000000002,69980,1,37,1.0,1318.9198397811704,False,0.2024965940332728,0,2.99,69744.0,317,0,0.0,11214.25916785489,False,-0.2012473543087746,9,3.9620000000000006,59164.0,733,0,0.0,25930.763312421564,False,-0.2353991937732066,0,0.2,119857,0,10,0.0,410.0000000000001,False,0.001292668484742342,0,0.281,129140,281,16,1.0,3862.82996737342,False,0.0931089509677226,0.5,517763,0.0,0.0,17,0,0,6,1,1.0,18,24,6,98.0,0.0,6,0,6,1295,1.112732102163136,68.23866990022361
46,6,0,0,0,10.0,20,10.0,35.79644760125744,34,38.6764705882353,11.388038462175276,28,11.25,41.000000000000014,12,41.0,9,1.4060000000000004,70245,14,10,1.0,497.96447601257444,False,0.20002012525545218,0,0.8390000000000002,70473,3,33,1.0,1211.2827708414954,False,0.20997278675985206,9,3.08,68622.0,335,0,0.0,11991.809946421243,False,-0.2090198336455794,19,4.143000000000001,58080.0,749,0,0.0,26811.539253341823,False,-0.24222174327223,0,0.2,119857,0,10,0.0,410.0000000000001,False,0.001292668484742342,0,0.281,129317,299,14,1.0,3979.0235001904075,False,0.09506961019869735,0.5,516594,0.0,0.0,15,0,0,7,6,5.5,15,22,8,76.0,12.0,5,1,8,1593,1.1012409487739205,69.33991084899753
47,8,0,0,0,10.0,20,10.0,36.487125168075714,76,38.671052631578945,11.171141843433052,4,2.0,41.00000000000002,10,41.0,15,1.5470000000000002,70547,10,10,1.0,464.87125168075715,False,0.20487940259159015,18,1.0190000000000001,71940,7,10,1.0,434.87125168075715,False,0.2283371174220409,4,3.111,66371.0,386,0,0.0,14084.030314877225,False,-0.22179215614994688,0,4.124000000000001,57252.0,774,0,0.0,28241.034880090603,False,-0.2434222625504018,0,0.2,119857,0,10,0.0,410.0000000000002,False,0.001292668484742342,0,0.281,129719,293,14,1.0,3847.1445601258847,False,0.09787228668937548,0.5,515686,0.0,0.0,15,0,0,8,6,5.090909090909091,16,24,10,112.0,18.0,7,1,10,1981,1.241448455490172,70.5813593044877
48,10,0,0,0,10.0,20,10.0,36.103836561474395,30,32.46666666666667,10.674444926349016,8,1.0,41.000000000000014,8,41.0,1,1.5420000000000005,70733,14,10,1.0,501.03836561474395,False,0.20835352006685573,9,1.0910000000000002,72247,3,10,1.0,391.03836561474395,False,0.23319009912173794,8,3.1870000000000007,66083.0,386,0,0.0,13936.080912729116,False,-0.22562923532517218,0,4.1240000000000006,56278.0,804,0,0.0,29027.484595425412,False,-0.24957871546691918,0,0.2,119857,0,10,0.0,410.0000000000001,False,0.001292668484742342,0,0.281,130039,291,16,1.0,3762.263473567564,False,0.1001870761238608,0.5,515237,0.0,0.0,11,0,0,9,4,2.257575757575758,17,26,8,132.0,14.0,9,1,8,528,1.5757199544459581,72.15707925893366
49,8,0,0,0,10.0,20,10.0,36.470085417631594,41,39.0,10.889192894579502,15,13.0,41.000000000000014,11,41.0,15,1.6910000000000005,71203,15,10,1.0,514.7008541763159,False,0.2164706255462371,6,1.1420000000000001,72545,2,10,1.0,384.70085417631594,False,0.2382090158499277,4,3.2190000000000007,64888.0,411,0,0.0,14989.205106646585,False,-0.232714949188822,11,4.234000000000001,55514.0,820,0,0.0,29905.470042457906,False,-0.2530239248936889,0,0.2,119857,0,10,0.0,410.0000000000001,False,0.001292668484742342,0,0.281,130295,296,15,1.0,3838.201096795533,False,0.1026387162417355,0.5,514302,0.0,0.0,12,0,0,7,6,4.660714285714286,17,24,4,123.0,0.0,8,0,4,651,1.0820694984868169,73.23914875742048
50,4,0,0,0,10.0,20,10.0,36.369981862398326,33,35.484848484848484,10.889192894579502,0,,41.000000000000014,9,41.0,23,1.9060000000000001,71471,22,10,1.0,583.6998186239832,False,0.221620078804848,0,1.1360000000000003,72515,0,15,0.5,545.5497279359749,False,0.23906739180117104,0,3.2150000000000007,64261.0,427,0,0.0,15529.982255244086,False,-0.23649517546194415,0,4.223000000000001,54970.0,837,0,0.0,30441.6748188274,False,-0.2559485518846072,0,0.2,119857,0,10,0.0,410.0000000000001,False,0.001292668484742342,0,0.281,130664,286,16,1.0,3770.3091678497376,False,0.10543299877342321,0.4166666666666667,513738,0.0,0.0,13,0,0,7,2,1.4705882352941178,13,20,10,40.0,11.0,3,1,10,611,1.0710936663672328,74.31024242378771
51,10,0,0,0,10.000000000000002,20,10.0,36.29356024639302,25,35.4,11.550237829051216,37,14.162162162162161,41.00000000000001,12,41.0,15,2.0330000000000004,71819,19,10,1.0,552.9356024639302,False,0.22728223820699925,0,1.1360000000000001,72385,3,25,1.0,937.3390061598255,False,0.24018911723886552,7,3.285,63743.0,434,0,0.0,15751.40514693457,False,-0.24081259992508397,30,4.5230000000000015,53296.0,855,0,0.0,31030.994010666032,False,-0.27057012163614086,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.281,130632,313,14,1.0,4189.224440493031,False,0.10691295937890631,0.5,511732,0.0,0.0,12,0,0,10,7,6.090909090909091,16,26,8,119.0,31.0,8,2,8,692,1.245210099965334,75.55545252375305
52,8,0,0,0,10.000000000000002,20,10.0,36.18637787889924,14,34.0,10.998565951047954,30,7.966666666666667,41.00000000000001,11,41.0,4,2.0580000000000007,72081,20,10,1.0,561.8637787889925,False,0.23181826040777784,0,1.1360000000000001,72295,2,35,1.0,1286.5232257614734,False,0.2416291300027363,19,3.4680000000000004,62974.0,434,0,0.0,15704.887999442271,False,-0.24921086330010675,11,4.603000000000001,52578.0,869,0,0.0,31445.962376763444,False,-0.2759817971041626,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.281,130844,333,13,1.0,4195.522461698969,False,0.10870725838232535,0.5,510629,0.0,0.0,14,0,0,9,4,3.2857142857142856,14,23,8,106.0,13.0,7,1,8,651,1.1575028141960502,76.7129553379491
53,8,0,0,0,10.000000000000002,20,10.0,36.18637787889924,0,,10.97629984564088,4,10.0,41.00000000000001,12,41.0,0,2.0540000000000003,71991,19,20,1.0,913.7275575779848,False,0.23328108025992422,0,1.1360000000000001,72185,3,45,1.0,1658.387004550466,False,0.24292171970371834,4,3.489,62866.0,434,0,0.0,15704.887999442271,False,-0.25035570726211487,0,4.592000000000001,52578.0,869,0,0.0,31445.962376763444,False,-0.2759817971041626,0,0.2,119857,0,10,0.0,410.00000000000006,False,0.001292668484742342,0,0.281,131296,327,11,1.0,4040.2500495245677,False,0.1118293763063232,0.5,510773,0.0,0.0,12,0,0,11,1,1.0,12,23,10,111.0,12.0,7,1,10,692,1.2347856340929866,77.94774097204208
54,10,0,0,0,10.000000000000002,20,10.0,36.12280649149917,50,35.78,10.566180015729142,41,8.951219512195122,41.0,10,41.0,0,2.0540000000000003,72197,19,21,1.0,948.5789363214825,False,0.23708445914750007,0,1.1360000000000003,73568,3,14,1.0,535.7192908809884,False,0.2569089548794854,23,3.7150000000000007,61262.0,447,0,0.0,16146.894501700128,False,-0.2650160357567624,18,4.772000000000001,50852.0,906,0,0.0,32727.26268129825,False,-0.28748694728789514,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.281,131339,358,11,1.0,4233.692445631033,False,0.1129946226893802,0.5,509075,0.0,0.0,19,0,0,10,5,5.0,16,26,4,159.0,0.0,10,0,4,2399,1.2759200129657984,79.22366098500788
55,4,0,0,0,10.000000000000002,20,10.0,36.42229796272984,47,38.255319148936174,10.465218144990168,3,4.333333333333333,41.0,9,41.0,0,2.0540000000000003,72889,18,10,1.0,544.2229796272984,False,0.24542270682646133,12,1.256,74116,4,10,1.0,404.2229796272984,False,0.2651183353161794,3,3.7220000000000013,59971.0,475,0,0.0,17300.591532296676,False,-0.27258633219398387,0,4.7540000000000004,50244.0,925,0,0.0,33690.6256155251,False,-0.28882597515516284,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.281,131695,351,12,1.0,4165.291568891549,False,0.11567836560372435,0.5,508772,0.0,0.0,14,0,0,8,5,4.25,13,21,8,42.0,11.0,3,1,8,1687,1.0811933586373925,80.30485434364527
56,8,0,0,0,10.000000000000002,20,10.0,36.65294774034684,10,43.6,10.465218144990168,0,,40.99999999999999,10,41.0,0,2.0540000000000003,73205,20,10,1.0,566.5294774034684,False,0.2509918415276749,0,1.2440000000000002,74036,2,20,1.0,753.0589548069368,False,0.2667256141461846,0,3.7190000000000007,59535.0,485,0,0.0,17776.679654068215,False,-0.2746847457276743,0,4.754000000000001,50244.0,925,0,0.0,33903.97665982083,False,-0.28769517119752364,0,0.2,119857,0,10,0.0,409.99999999999994,False,0.001292668484742342,0,0.281,132105,341,12,1.0,4060.639387441647,False,0.11866129328330133,0.5,508982,0.0,0.0,15,0,0,7,0,0.0,18,25,4,137.0,0.0,8,0,4,1046,1.1647293763235211,81.4695837199688
57,4,0,0,0,10.000000000000002,20,10.0,36.50854291841983,52,35.73076923076923,10.554139225432058,31,11.03225806451613,40.99999999999999,11,41.0,21,2.2640000000000007,73536,19,10,1.0,555.0854291841983,False,0.25652905342830074,1,1.2540000000000002,74634,3,10,1.0,395.0854291841983,False,0.27385848281683406,11,3.8290000000000006,58190.0,510,0,0.0,18619.35688839411,False,-0.28447593236731417,20,4.9540000000000015,48766.0,952,0,0.0,34756.13285833567,False,-0.29884597153612785,0,0.2,119857,0,10,0.0,409.99999999999994,False,0.001292668484742342,0,0.281,132214,362,11,1.0,4271.598399606405,False,0.1204500087551453,0.5,507197,0.0,0.0,14,0,0,7,7,5.416666666666667,14,21,8,65.0,0.0,4,0,8,1229,1.0532776471227407,82.52286136709154
58,8,0,0,0,10.000000000000002,20,10.0,36.31064650481953,23,33.7391304347826,10.554139225432058,0,,40.99999999999999,7,41.0,13,2.3730000000000007,73831,18,10,1.0,543.1064650481953,False,0.2614488838438665,0,1.2530000000000003,74524,4,20,1.0,766.2129300963907,False,0.27514480568310296,0,3.8180000000000005,58104.0,512,0,0.0,18591.0510104676,False,-0.28553759428814235,0,4.934000000000001,48076.0,973,0,0.0,35330.2590491894,False,-0.30311726674233913,0,0.2,119857,0,10,0.0,409.99999999999994,False,0.001292668484742342,0,0.281,132501,352,14,1.0,4289.057007352084,False,0.12291633102050784,0.5,506893,0.0,0.0,11,0,0,7,3,2.166666666666667,18,25,6,128.0,0.0,8,0,6,487,1.166106827557087,83.68896819464862
59,6,0,0,0,10.000000000000002,20,10.0,36.180756040842404,9,32.0,10.993200025052403,17,15.588235294117647,41.0,13,41.0,0,2.3600000000000008,73989,21,11,1.0,607.9883164492664,False,0.2646907626008552,0,1.2530000000000003,74454,1,30,1.0,1095.422681225272,False,0.27675526590992494,6,3.8780000000000006,57960.0,512,0,0.0,18524.54709291131,False,-0.2874165372025986,11,5.0440000000000005,47568.0,982,0,0.0,35529.50243210724,False,-0.30744624304556456,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.281,132769,359,11,1.0,4397.558808993812,False,0.1256038380119336,0.5,506597,0.0,0.0,16,0,0,8,2,2.0,16,24,10,86.0,16.0,5,1,10,1021,1.1301636323332787,84.8191318269819
60,10,0,0,0,10.000000000000002,20,10.0,36.78089785426573,38,41.026315789473685,10.831913012997417,28,9.821428571428571,41.0,10,41.0,11,2.4700000000000006,74509,18,10,1.0,547.8089785426573,False,0.2730305135719619,0,1.2530000000000003,74996,4,24,1.0,922.7415485023776,False,0.2845119633367015,17,4.042000000000001,55986.0,543,0,0.0,19972.02753486629,False,-0.3006697997855204,11,5.143000000000002,47110.0,989,0,0.0,36376.30797786881,False,-0.30781298773602433,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,0,0.281,132904,377,11,1.0,4534.6312059000265,False,0.127301288523189,0.5,505362,0.0,0.0,17,0,0,11,5,4.909090909090909,14,25,12,109.0,24.0,8,2,12,1652,1.2663519307971,86.085483757779
61,12,0,0,0,10.000000000000002,20,10.0,36.6154192879727,45,35.6,11.181503346904542,11,17.0,40.99999999999999,11,41.0,18,2.6390000000000007,74909,18,10,1.0,546.154192879727,False,0.27982563489785967,0,1.2530000000000003,75440,4,17,1.0,662.4621278955359,False,0.2898548117926557,0,4.025,55344.0,558,0,0.0,20431.403962688768,False,-0.3050404725518956,11,5.242000000000002,45930.0,1019,0,0.0,37311.11225444418,False,-0.31536681513714704,0,0.2,119857,0,10,0.0,409.99999999999994,False,0.001292668484742342,0,0.281,133168,378,10,1.0,4636.608265129917,False,0.1299282288153732,0.5,504648,0.0,0.0,15,0,0,8,3,2.6923076923076925,19,27,8,164.0,10.0,11,1,8,1459,1.2595308441668749,87.34501460194588
62,8,0,0,0,10.000000000000002,20,10.0,36.63955608696703,36,36.833333333333336,10.50276158512587,21,4.857142857142857,41.0,11,41.0,6,2.6810000000000005,75209,15,10,1.0,516.3955608696704,False,0.28467924861151483,3,1.2830000000000004,76032,7,10,1.0,436.39556086967036,False,0.2980082694476853,21,4.235000000000001,53693.0,578,0,0.0,21177.663418266944,False,-0.31858641760162104,0,5.231000000000002,45404.0,1035,0,0.0,37921.94055001088,False,-0.31770511496135684,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,1,0.29100000000000004,133468,389,10,1.0,4495.574256613963,False,0.13184207034040535,0.5,503663,0.0,0.0,15,0,0,9,5,3.2,16,25,8,104.0,15.0,7,1,8,981,1.1147908754646778,88.45980547741055
63,8,0,0,0,10.0,20,10.0,36.605357712897785,38,36.3421052631579,10.672607623992679,15,12.666666666666666,40.99999999999999,12,41.0,0,2.6750000000000007,75381,13,14,1.0,642.475007980569,False,0.28868033337856264,22,1.5000000000000002,76367,9,10,1.0,456.05357712897785,False,0.30387829886566264,7,4.284000000000001,52667.0,599,0,0.0,21926.609270025772,False,-0.32549286979506353,8,5.311000000000002,44684.0,1052,0,0.0,38508.836313968466,False,-0.3222267410428232,0,0.2,119857,0,10,0.0,409.99999999999994,False,0.001292668484742342,2,0.31000000000000005,133672,394,10,1.0,4615.007403853116,False,0.1340414129444199,0.5,502628,0.0,0.0,16,0,0,7,5,3.833333333333333,16,23,8,88.0,24.0,6,2,8,780,1.0814208695665002,89.54122634697706
64,8,0,0,0,10.0,20,10.0,36.34821455610422,33,34.03030303030303,10.711830789692575,13,11.23076923076923,41.0,13,41.0,3,2.7050000000000005,75822,9,10,1.0,453.48214556104216,False,0.29457886886797846,6,1.5380000000000003,76615,13,10,1.0,493.48214556104216,False,0.30841858015764206,5,4.327000000000001,52233.0,606,0,0.0,22027.018020999156,False,-0.3295612596410747,8,5.383000000000002,43660.0,1078,0,0.0,39183.37529148035,False,-0.32950636399953176,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,3,0.3380000000000001,133908,397,10,1.0,4662.596823507953,False,0.136208048001818,0.5,502095,0.0,0.0,13,0,0,6,6,4.341666666666667,17,23,6,89.0,28.0,6,2,6,828,1.0675074374303222,90.60873378440738
65,6,0,0,0,10.0,20,10.0,36.357100686545515,1,39.0,10.910978667337957,13,13.461538461538462,41.0,12,41.0,0,2.702000000000001,75702,11,20,1.0,837.1420137309103,False,0.29580163092171896,0,1.532,76574,11,19,1.0,800.7849130443648,False,0.3103362463659639,4,4.362,52086.0,607,0,0.0,22068.760116733127,False,-0.33089827787518483,9,5.465000000000002,43462.0,1078,0,0.0,39192.95454009606,False,-0.3315544726292398,0,0.2,119857,0,10,0.0,410.0,False,0.001292668484742342,2,0.3550000000000001,134125,400,10,1.0,4774.391466935183,False,0.138483956178268,0.5,501806,0.0,0.0,13,0,0,9,4,4.0,14,23,8,77.0,11.0,5,1,8,649,1.0558346463367343,91.66456843074411
