index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
122,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,9,38.0,0,1.334,50081,38,654,1.0,22559.174001590054,False,0.3395753176613332,0,3.6470000000000007,47496,6,602,1.0,20475.692276692986,False,0.26039920836454805,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,11.207000000000003,58708,2406,0,0.0,22176.994665908824,False,-0.2923113851017539,0.3333333333333333,255437,0.0,0.25,7,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.2637022938579321,128.0953860282898
123,0,0,0,0,10.000000000000002,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,8,38.0,0,1.3340000000000003,50001,36,664,1.0,22878.3051025318,False,0.3413123291984871,0,3.647000000000001,47376,8,612,1.0,20834.82337763473,False,0.2616995958786484,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,8,11.278000000000004,58614,2406,0,0.0,22176.994665908824,False,-0.2932644806343721,0.3333333333333333,255143,0.0,0.25,7,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.2620607540011406,128.35744678229094
124,0,0,0,0,10.000000000000002,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,10,38.0,0,1.3340000000000003,49941,32,674,1.0,23177.436203473542,False,0.3432676527471678,0,3.6470000000000007,47236,12,622,1.0,21213.954478576474,False,0.2627816713812216,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,11.370000000000001,58478,2406,0,0.0,22176.994665908824,False,-0.29464342736241544,0.3333333333333333,254807,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.25993128400295973,128.6173780662939
125,0,0,0,0,10.000000000000002,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,11,38.0,0,1.334,49871,29,684,1.0,23486.567304415283,False,0.34511382029008514,0,3.647000000000001,47106,15,632,1.0,21583.085579518214,False,0.26397290288955827,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,11,11.470000000000004,58323,2406,0,0.0,22176.994665908824,False,-0.29621502105981773,0.3333333333333333,254452,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.2587829874828458,128.87616105377674
126,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,12,38.0,0,1.334,49751,31,694,1.0,23845.698405357027,False,0.34641420780418525,0,3.6470000000000007,47026,13,642,1.0,21902.21668045996,False,0.26570991442671216,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,11.579000000000004,58142,2406,0,0.0,22176.994665908824,False,-0.29805023692581656,0.3333333333333333,254071,0.0,0.25,6,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,200,0.2531265765428543,129.1292876303196
127,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,8,38.0,0,1.3340000000000003,49691,27,704,1.0,24144.82950629877,False,0.34836953135286614,0,3.647000000000001,46886,17,652,1.0,22281.347781401702,False,0.26679198992928554,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,8,11.647,58052,2406,0,0.0,22176.994665908824,False,-0.2989627752017276,0.3333333333333333,253781,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.13029561098665,129.25958324130625
128,0,0,0,0,10.0,20,10.0,33.91311009417439,0,,9.217371016587208,0,,38.000000000000014,9,38.0,0,1.3340000000000003,49561,30,714,1.0,24513.960607240515,False,0.34956076286120286,0,3.6470000000000007,46816,14,662,1.0,22590.478882343446,False,0.2686381574722029,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,11.729000000000003,57949,2406,0,0.0,22176.994665908824,False,-0.30000712456193684,0.3333333333333333,253478,0.0,0.25,6,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,200,0.12914137262851,129.38872461393476
129,0,0,0,0,10.0,16,10.0,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,8,38.0,0,1.334,49471,29,724,1.0,24843.09170818226,False,0.3511886183925933,0,3.647000000000001,46746,11,672,1.0,22899.60998328519,False,0.2704843250151202,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,8,11.8,57855,2406,0,0.0,22176.994665908824,False,-0.30096022009455503,0.3333333333333333,253224,0.0,0.25,5,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,160,0.1280767321586609,129.51680134609342
130,0,0,0,0,10.0,0,,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,12,38.0,0,1.334,49471,19,734,1.0,25082.222809124003,False,0.3537988779758548,0,3.6470000000000007,46746,1,682,1.0,23138.741084226935,False,0.27309458459838154,0,12.125000000000004,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000003,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,12,11.912000000000003,57668,2406,0,0.0,22176.994665908824,False,-0.3028562718456146,0.3333333333333333,253037,0.0,0.25,0,0,0,0,4,4.0,0,0,0,0.0,0.0,0,0,0,0,0.12593939900398254,129.6427407450974
131,0,0,0,0,10.0,0,,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,9,38.0,0,1.3340000000000003,49471,9,744,1.0,25321.353910065747,False,0.3564091375591162,0,3.647000000000001,46746,0,683,0.1,23162.65419432111,False,0.2733556105567077,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,9,11.990000000000002,57553,2406,0,0.0,22176.994665908824,False,-0.30402229297594535,0.18333333333333335,252922,0.0,0.25,0,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,0,0.12301489058881998,129.76575563568622
132,0,0,0,0,10.0,0,,33.91311009417439,0,,9.217371016587208,0,,38.00000000000001,10,38.0,0,1.3340000000000003,49471,0,753,0.9,25536.571900913317,False,0.3587583711840514,0,3.6470000000000007,46746,0,683,0.0,23162.65419432111,False,0.2733556105567077,0,12.125000000000002,-84199.86111111111,961,0,0.0,32590.49880050159,True,-1.9157982914017953,0,10.100000000000001,-47479.666666666664,708,0,0.0,24010.48194667547,True,-1.4784272764380553,0,0.2,99152,0,0,0.0,0.0,False,0.005333279256991057,10,12.081000000000001,57425,2406,0,0.0,22176.994665908824,False,-0.30532012519057433,0.15,252794,0.0,0.25,0,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,0,0.12227878719568253,129.8880344228819
