index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,5.326272325301583,4,1.0,40.00000000000001,0,,0,0.7310000000000001,21903,324,0,0.0,3240.0000000000005,False,-0.08245894605453057,0,0.7850000000000001,21760,336,0,0.0,3360.0000000000005,False,-0.08569645434333191,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,4,4.065,18513,118,0,0.0,2205.0446651084035,False,-0.48897948853577694,0,0.4970000000000001,60173,0,13,0.4,520.0000000000001,False,0.15455743843493877,0,1.0280000000000002,56881,0,7,0.0,280.00000000000006,False,0.0893720268230709,0.06666666666666667,217817,0.0,0.0,8,0,0,6,1,1.0,16,22,2,23.0,0.0,2,0,2,200,0.35395300097297877,24.977862110885326
33,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,4.946134644892585,12,1.4166666666666667,40.00000000000001,0,,0,0.7310000000000001,21833,331,0,0.0,3310.0000000000005,False,-0.08382416039318173,0,0.7850000000000001,21630,349,0,0.0,3490.0000000000005,False,-0.08823185240082693,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,12,4.181000000000001,18033,118,0,0.0,2205.0446651084035,False,-0.5014843732563709,0,0.4970000000000001,60166,0,20,0.7,800.0000000000001,False,0.1570983703647097,0,1.0280000000000002,56871,0,12,0.5,480.0000000000001,False,0.0910914544447204,0.19999999999999998,217120,0.0,0.0,9,0,0,9,3,3.0,13,22,2,25.0,0.0,2,0,2,200,0.3541956890258007,25.332057799911126
34,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,4.974300318887774,5,5.6,40.00000000000001,0,,0,0.7310000000000001,21703,344,0,0.0,3440.0000000000005,False,-0.08635955845067676,0,0.7850000000000001,21560,356,0,0.0,3560.0000000000005,False,-0.08959706673947809,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,5,4.219000000000001,17871,118,0,0.0,2205.0446651084035,False,-0.5057047718495714,0,0.4970000000000001,60162,0,21,0.1,840.0000000000001,False,0.1574040463863363,0,1.0280000000000002,56847,0,16,0.4,640.0000000000001,False,0.09216132052041343,0.08333333333333333,216730,0.0,0.0,11,0,0,10,3,3.0,11,21,2,31.0,0.0,2,0,2,200,0.36225052300142124,25.694308322912548
35,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,5.112501294832852,5,8.0,40.00000000000001,0,,0,0.7310000000000001,21593,355,0,0.0,3550.0,False,-0.08850489526855716,0,0.7850000000000001,21470,365,0,0.0,3650.0,False,-0.09135234231774389,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,5,4.264000000000001,17731,118,0,0.0,2205.0446651084035,False,-0.5093520298930779,0,0.4970000000000001,60122,0,26,0.5,1040.0000000000002,False,0.15855033146743594,0,1.0280000000000002,56847,0,16,0.0,640.0000000000001,False,0.09216132052041343,0.08333333333333333,216350,0.0,0.0,9,0,0,6,1,1.0,13,19,2,29.0,0.0,2,0,2,200,0.36892614100361243,26.06323446391616
36,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,5.256423808360565,11,6.545454545454546,40.00000000000001,0,,0,0.7310000000000001,21493,365,0,0.0,3650.0,False,-0.09045520146663026,0,0.7850000000000001,21370,375,0,0.0,3750.0,False,-0.09330264851581699,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,11,4.3690000000000015,17357,118,0,0.0,2205.0446651084035,False,-0.5190954192378741,0,0.49700000000000005,60052,0,36,1.0,1440.0000000000002,False,0.1610339491431519,0,1.0280000000000002,56845,0,17,0.1,680.0000000000001,False,0.09250520604474333,0.18333333333333335,215704,0.0,0.0,10,0,0,5,3,3.0,13,18,2,27.0,0.0,2,0,2,200,0.36015124700497836,26.42338571092114
37,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,5.222555662185626,15,5.0,40.00000000000001,0,,0,0.7310000000000001,21423,372,0,0.0,3720.0,False,-0.09182041580528143,0,0.7850000000000001,21240,388,0,0.0,3880.0,False,-0.095838046573312,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,15,4.508000000000002,16782,118,0,0.0,2205.0446651084035,False,-0.534075229059419,0,0.4970000000000001,60052,0,36,0.0,1440.0000000000002,False,0.1610339491431519,0,1.0280000000000002,56770,5,27,1.0,1106.1127783109284,False,0.09514273903206662,0.16666666666666666,214854,0.0,0.0,10,0,0,10,3,3.0,12,22,2,22.0,0.0,2,0,2,200,0.3586408239789307,26.78202653490007
38,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,5.222555662185626,0,,40.00000000000001,0,,0,0.7310000000000001,21333,381,0,0.0,3810.0,False,-0.09357569138354721,0,0.7850000000000001,21130,399,0,0.0,3990.0,False,-0.09798338339119242,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,0,4.493000000000002,16782,118,0,0.0,2205.0446651084035,False,-0.534075229059419,0,0.4970000000000001,60052,0,36,0.0,1440.0000000000002,False,0.1610339491431519,0,1.0280000000000002,56770,0,32,0.5,1280.0000000000002,False,0.09680377509886709,0.08333333333333333,214654,0.0,0.0,9,0,0,9,0,0.0,3,12,2,24.0,0.0,2,0,2,200,0.36004977603442967,27.1420763109345
39,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,5.159181856487145,3,3.0,40.00000000000001,0,,0,0.7310000000000001,21203,394,0,0.0,3940.0,False,-0.09611108944104224,0,0.7850000000000001,21060,406,0,0.0,4060.0,False,-0.09934859772984359,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,3,4.5230000000000015,16681,118,0,0.0,2205.0446651084035,False,-0.5367064652193773,0,0.4970000000000001,60046,0,38,0.2,1520.0000000000002,False,0.16168351068910838,0,1.0280000000000002,56767,0,33,0.1,1320.0000000000002,False,0.09712855587184532,0.05000000000000001,214344,0.0,0.0,10,0,0,8,2,2.0,2,10,2,24.0,0.0,2,0,2,200,0.36702355300076306,27.509099863935262
40,2,0,0,0,9.999999999999998,20,10.0,18.686819195833927,0,,5.201353264610952,5,6.0,40.00000000000001,0,,0,0.7310000000000001,21093,405,0,0.0,4049.999999999999,False,-0.09825642625892266,0,0.7850000000000001,20970,415,0,0.0,4149.999999999999,False,-0.10110387330810937,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,5,4.570000000000001,16531,118,0,0.0,2205.0446651084035,False,-0.540614241694563,0,0.4970000000000001,60046,0,38,0.0,1520.0000000000002,False,0.16168351068910838,0,1.0280000000000002,56737,0,38,0.5,1520.0000000000002,False,0.0984658884664616,0.08333333333333333,213964,0.0,0.0,11,0,0,10,1,1.0,2,12,2,23.0,0.0,2,0,2,200,0.3795437879743986,27.88864365190966
41,2,0,0,0,9.999999999999998,20,10.0,18.686819195833927,0,,4.917967717530488,7,1.2857142857142858,40.00000000000001,0,,0,0.7310000000000001,21023,412,0,0.0,4119.999999999999,False,-0.09962164059757382,0,0.7850000000000001,20840,428,0,0.0,4279.999999999999,False,-0.1036392713656044,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,7,4.635000000000001,16272,118,0,0.0,2205.0446651084035,False,-0.5473616690750501,0,0.4970000000000001,60038,0,44,0.6,1760.0000000000002,False,0.16382324284049443,0,1.0280000000000002,56736,0,39,0.1,1560.0000000000002,False,0.09882887874214318,0.11666666666666665,213496,0.0,0.0,9,0,0,0,3,3.0,2,2,2,29.0,0.0,2,0,2,200,0.3830757850082591,28.27171943691792
42,2,0,0,0,9.999999999999998,20,10.0,18.686819195833927,0,,4.443299119125786,12,1.0,40.00000000000001,0,,0,0.7310000000000001,20943,420,0,0.0,4199.999999999999,False,-0.1011818855560323,0,0.7850000000000001,20720,440,0,0.0,4399.999999999999,False,-0.10597963880329211,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,12,4.748000000000001,15785,118,0,0.0,2205.0446651084035,False,-0.5600489166978194,0,0.4970000000000001,60034,0,48,0.4,1920.0000000000005,False,0.16527520394322068,0,1.0280000000000002,56728,0,47,0.8,1880.0000000000002,False,0.10173280094759567,0.20000000000000004,212797,0.0,0.0,10,0,0,0,3,3.0,2,2,2,30.0,0.0,2,0,2,200,0.3786103120073676,28.650329748925287
43,2,0,0,0,9.999999999999998,20,10.0,18.686819195833927,0,,4.131055458081431,14,2.142857142857143,40.00000000000001,0,,0,0.7310000000000001,20813,433,0,0.0,4329.999999999999,False,-0.10371728361352732,0,0.7850000000000001,20650,447,0,0.0,4469.999999999999,False,-0.10734485314194328,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,14,4.876000000000001,15239,118,0,0.0,2205.0446651084035,False,-0.5742732230674951,0,0.4970000000000001,60034,0,48,0.0,1920.0000000000005,False,0.16527520394322068,0,1.0280000000000002,56698,4,57,1.0,2296.524221832326,False,0.1051384542520712,0.16666666666666666,212021,0.0,0.0,9,0,0,0,2,2.0,2,2,2,28.0,0.0,2,0,2,200,0.37550760997692123,29.02583735890221
44,2,0,0,0,9.999999999999998,20,10.0,18.686819195833927,0,,4.446511071059749,24,5.666666666666667,40.00000000000001,4,40.0,0,0.7310000000000001,20723,442,0,0.0,4419.999999999999,False,-0.10547255919179312,0,0.7850000000000001,20540,458,0,0.0,4579.999999999999,False,-0.1094901899598237,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,24,5.102000000000001,14239,118,0,0.0,2205.0446651084035,False,-0.6003250662353992,0,0.49700000000000005,60058,14,54,1.0,2222.2511549948367,False,0.16862093455662494,0,1.0280000000000002,56698,0,61,0.4,2440.0000000000005,False,0.10650898878551096,0.2333333333333333,210845,0.0,0.0,12,0,0,0,3,3.0,2,2,2,27.0,0.0,2,0,2,360,0.37126507301582024,29.39710243191803
45,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,4.446511071059749,0,,40.000000000000014,6,40.0,0,0.7310000000000001,20613,453,0,0.0,4530.0,False,-0.10761789600967352,0,0.7850000000000001,20450,467,0,0.0,4670.0,False,-0.11124546553808948,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,0,5.078,14239,118,0,0.0,2205.0446651084035,False,-0.6003250662353992,0,0.4970000000000001,60298,4,58,1.0,2337.78604428424,False,0.17430970754718145,0,1.0280000000000002,56698,0,61,0.0,2440.000000000001,False,0.10650898878551096,0.16666666666666666,210885,0.0,0.0,13,0,0,0,0,0.0,2,2,2,26.0,0.0,2,0,2,440,0.37719326303340495,29.774295694951434
46,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,4.61226304010807,14,5.857142857142857,40.00000000000001,13,40.0,0,0.7310000000000001,20503,464,0,0.0,4640.0,False,-0.10976323282755393,0,0.7850000000000001,20360,476,0,0.0,4760.0,False,-0.11300074111635527,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,14,5.218000000000002,13745,118,0,0.0,2205.0446651084035,False,-0.6131946767603438,0,0.4970000000000001,60514,2,61,1.0,2449.2245260802165,False,0.17950083608199965,0,1.0280000000000002,56920,0,61,0.6,2440.0000000000005,False,0.11075024358557974,0.26666666666666666,210629,0.0,0.0,15,0,0,0,2,2.0,2,2,2,29.0,0.0,2,0,2,720,0.37225366197526455,30.1465493569267
47,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,4.259810297664029,30,3.0,40.00000000000001,16,40.0,0,0.7310000000000001,20403,474,0,0.0,4740.0,False,-0.11171353902562703,0,0.7850000000000001,20260,486,0,0.0,4860.0,False,-0.11495104731442836,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,30,5.504000000000001,12305,118,0,0.0,2205.0446651084035,False,-0.6507093309221258,0,0.4970000000000001,60714,12,64,1.0,2611.117723571969,False,0.1848682509941345,0,1.0280000000000002,57270,0,62,1.0,2480.0000000000005,False,0.11781900158569436,0.3333333333333333,209539,0.0,0.0,18,0,0,1,3,3.0,1,2,2,28.0,0.0,2,0,2,840,0.36987675598356873,30.516426112910267
48,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,4.513843575108155,9,8.0,40.00000000000001,20,40.0,0,0.7310000000000001,20283,486,0,0.0,4860.0,False,-0.11405390646331474,0,0.7850000000000001,20180,494,0,0.0,4940.0,False,-0.11651129227288684,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,9,5.564000000000002,12053,118,0,0.0,2205.0446651084035,False,-0.6572743954004376,0,0.4970000000000001,61194,2,62,1.0,2489.027687150217,False,0.19287228174875545,0,1.0280000000000002,57518,0,63,0.9,2520.0000000000005,False,0.12293907494793956,0.31666666666666665,209815,0.0,0.0,19,0,0,0,1,1.0,2,2,2,32.0,0.0,2,0,2,1000,0.37276056897826493,30.889186681888532
49,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,5.007391161177586,19,8.105263157894736,40.0,20,40.0,0,0.7310000000000001,20183,496,0,0.0,4960.0,False,-0.11600421266138784,0,0.7850000000000001,20080,504,0,0.0,5040.0,False,-0.11846159847095994,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,19,5.745000000000001,11388,118,0,0.0,2205.0446651084035,False,-0.6745988711070938,0,0.4970000000000001,61620,1,60,1.0,2405.0073911611776,False,0.20020831239288142,0,1.0280000000000002,57738,0,65,1.0,2600.0,False,0.12790631029937147,0.3333333333333333,209596,0.0,0.0,16,0,0,0,2,2.0,2,2,2,25.0,0.0,2,0,2,1000,0.36388477601576596,31.253071457904298
50,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,5.007391161177586,0,,39.99999999999999,15,40.0,0,0.7310000000000001,20103,504,0,0.0,5040.0,False,-0.11756445761984631,0,0.7850000000000001,19960,516,0,0.0,5160.0,False,-0.12080196590864765,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,0,5.726000000000002,11388,118,0,0.0,2205.0446651084035,False,-0.6745988711070938,0,0.4970000000000001,61860,0,55,0.1,2199.9999999999995,False,0.2028351451005865,0,1.0280000000000002,58098,0,56,0.0,2239.9999999999995,False,0.13134516554267045,0.016666666666666666,209996,0.0,0.0,15,0,0,1,0,0.0,1,2,2,34.0,0.0,2,0,2,800,0.38022061897208914,31.633292076876387
51,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,4.53822677992605,23,2.0,39.999999999999986,20,40.0,0,0.7310000000000001,19993,515,0,0.0,5150.000000000001,False,-0.11970979443772672,0,0.7850000000000001,19870,525,0,0.0,5250.000000000001,False,-0.12255724148691345,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,23,5.956000000000001,10369,118,0,0.0,2205.0446651084035,False,-0.7011456992951881,0,0.4970000000000001,62300,0,44,0.0,1759.9999999999993,False,0.20703819039795196,0,1.0280000000000002,58412,13,57,1.0,2338.9969481390376,False,0.13828971350647692,0.16666666666666666,209531,0.0,0.0,19,0,0,0,3,3.0,2,2,2,27.0,0.0,2,0,2,1000,0.37201629002811387,32.0053083669045
52,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,4.636223415476218,22,5.2272727272727275,39.999999999999986,17,40.0,0,0.7310000000000001,19873,527,0,0.0,5270.000000000001,False,-0.12205016187541444,0,0.7850000000000001,19790,533,0,0.0,5330.000000000001,False,-0.12411748644537192,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,22,6.1530000000000005,9461,118,0,0.0,2205.0446651084035,False,-0.7248007728916451,0,0.49700000000000005,62520,7,46,1.0,1872.4535639083329,False,0.21231543438385586,0,1.0280000000000002,58757,8,58,1.0,2357.0897873238087,False,0.14505368231973534,0.3333333333333333,208988,0.0,0.0,17,0,0,0,4,4.0,2,2,2,27.0,0.0,2,0,2,880,0.35368084005312994,32.35898920695763
53,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,4.653638494570155,7,5.0,39.999999999999986,20,40.0,0,0.7310000000000001,19793,535,0,0.0,5350.000000000001,False,-0.12361040683387292,0,0.7850000000000001,19670,545,0,0.0,5450.000000000001,False,-0.12645785388305963,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,7,6.201000000000002,9244,118,0,0.0,2205.0446651084035,False,-0.7304540228590803,0,0.4970000000000001,62885,4,46,1.0,1858.61455397828,False,0.2191564732053787,0,1.0280000000000002,59157,0,56,0.8,2239.999999999999,False,0.15157709722407964,0.3,209336,0.0,0.0,19,0,0,0,1,1.0,2,2,2,21.0,0.0,2,0,2,1000,0.33839892101241276,32.697388127970044
54,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,4.653638494570155,0,,39.99999999999999,20,40.0,0,0.7310000000000001,19713,543,0,0.0,5430.000000000001,False,-0.1251706517923314,0,0.7850000000000001,19550,557,0,0.0,5570.000000000001,False,-0.12879822132074736,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,0,6.194000000000003,9244,118,0,0.0,2205.0446651084035,False,-0.7304540228590803,0,0.4970000000000001,63085,0,45,0.4,1799.9999999999998,False,0.2224175152360392,0,1.0280000000000002,59757,0,41,0.0,1639.9999999999998,False,0.15730852262957798,0.06666666666666667,209936,0.0,0.0,17,0,0,0,0,0.0,2,2,2,28.0,0.0,2,0,2,1000,0.34239420300582424,33.03978233097587
55,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,4.53308979585593,11,3.090909090909091,39.99999999999999,20,40.0,0,0.7310000000000001,19613,553,0,0.0,5530.000000000001,False,-0.1271209579904045,0,0.7850000000000001,19450,567,0,0.0,5670.000000000001,False,-0.13074852751882046,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,11,6.304000000000002,8837,118,0,0.0,2205.0446651084035,False,-0.7410571230284173,0,0.4970000000000001,63371,1,47,1.0,1884.5330897958556,False,0.22868896595338295,0,1.0280000000000002,60237,0,29,0.0,1159.9999999999998,False,0.16189366295397664,0.16666666666666666,210095,0.0,0.0,17,0,0,0,2,2.0,2,2,2,24.0,0.0,2,0,2,1000,0.3226177229662426,33.36240005394211
56,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,4.283942204049642,14,2.0,39.99999999999999,20,40.0,0,0.7310000000000001,19493,565,0,0.0,5650.000000000001,False,-0.12946132542809222,0,0.7850000000000001,19370,575,0,0.0,5750.000000000001,False,-0.13230877247727893,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,14,6.433000000000001,8291,118,0,0.0,2205.0446651084035,False,-0.755281429398093,0,0.4970000000000001,63811,0,37,0.1,1479.9999999999998,False,0.23323080450107941,0,1.0280000000000002,60569,4,30,1.0,1217.1357688161984,False,0.16878222273098786,0.18333333333333335,210121,0.0,0.0,19,0,0,0,2,2.0,2,2,2,27.0,0.0,2,0,2,1000,0.30585448298370466,33.668254536925815
57,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,3.995717301113834,18,1.9444444444444444,39.99999999999999,20,40.0,0,0.7310000000000001,19393,575,0,0.0,5750.000000000001,False,-0.13141163162616532,0,0.7850000000000001,19270,585,0,0.0,5850.000000000001,False,-0.13425907867535203,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,18,6.599000000000001,7520,118,0,0.0,2205.0446651084035,False,-0.775367400480547,0,0.4970000000000001,64143,1,38,1.0,1523.9957173011137,False,0.23999384556961886,0,1.0280000000000002,61002,1,29,1.0,1163.9957173011137,False,0.17654696633075215,0.3333333333333333,209915,0.0,0.0,18,0,0,0,3,3.0,2,2,2,25.0,0.0,2,0,2,1000,0.3055580910295248,33.97381262795534
58,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,3.995717301113834,0,,39.99999999999999,20,40.0,0,0.7310000000000001,19313,583,0,0.0,5830.000000000001,False,-0.13297187658462378,0,0.7850000000000001,19150,597,0,0.0,5970.000000000001,False,-0.13659944611303976,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,0,6.581,7520,118,0,0.0,2205.0446651084035,False,-0.775367400480547,0,0.4970000000000001,64503,0,30,0.1,1199.9999999999998,False,0.24377662724719637,0,1.0280000000000002,61442,0,19,0.1,759.9999999999999,False,0.18109393806239613,0.03333333333333333,210515,0.0,0.0,19,0,0,0,0,0.0,2,2,2,24.0,0.0,2,0,2,1000,0.30076910404022783,34.27458173199557
59,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,3.838250109688897,8,1.25,39.99999999999999,20,40.0,0,0.7310000000000001,19243,590,0,0.0,5900.000000000001,False,-0.13433709092327495,0,0.7850000000000001,19020,610,0,0.0,6100.000000000001,False,-0.13913484417053476,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,8,6.6610000000000005,7224,118,0,0.0,2205.0446651084035,False,-0.7830787460582467,0,0.4970000000000001,64823,0,22,0.0,879.9999999999999,False,0.24683338746346217,0,1.0280000000000002,61912,0,15,0.8,599.9999999999999,False,0.18854479108954397,0.13333333333333333,210809,0.0,0.0,19,0,0,1,2,2.0,1,2,2,23.0,0.0,2,0,2,1000,0.30827415199019015,34.58285588398576
60,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,3.7523770658182727,13,2.923076923076923,39.999999999999986,17,40.0,0,0.7310000000000001,19123,602,0,0.0,6020.000000000001,False,-0.13667745836096268,0,0.7850000000000001,18940,618,0,0.0,6180.000000000001,False,-0.14069508912899326,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,13,6.783000000000001,6725,118,0,0.0,2205.0446651084035,False,-0.7960786157990308,0,0.49700000000000005,65197,0,19,0.7,759.9999999999998,False,0.2528322793878838,0,1.0280000000000002,62180,0,14,0.6,559.9999999999998,False,0.19328276942475595,0.21666666666666665,210752,0.0,0.0,15,0,0,0,3,3.0,2,2,2,21.0,0.0,2,0,2,880,0.28620303800562397,34.86905892199138
61,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,3.754347171291598,1,4.0,39.999999999999986,4,40.0,0,0.7310000000000001,19073,607,0,0.0,6070.000000000001,False,-0.1376526114599992,0,0.7850000000000001,18790,633,0,0.0,6330.000000000001,False,-0.1436205484261029,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,1,6.780000000000001,6693,118,0,0.0,2205.0446651084035,False,-0.7969122747804037,0,0.4970000000000001,65237,0,18,0.0,719.9999999999998,False,0.253214374414917,0,1.0280000000000002,62296,0,12,0.1,479.99999999999983,False,0.1947347305274822,0.016666666666666666,210676,0.0,0.0,14,0,0,0,1,1.0,2,2,2,19.0,0.0,2,0,2,360,0.27716235094703734,35.14622127293842
62,2,0,0,0,10.000000000000002,20,10.0,18.686819195833927,0,,3.602163922960831,7,1.1428571428571428,39.99999999999998,1,40.0,0,0.7310000000000001,19003,614,0,0.0,6140.000000000001,False,-0.13901782579865038,0,0.7850000000000001,18660,646,0,0.0,6460.000000000001,False,-0.14615594648359792,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,7,6.849000000000001,6443,118,0,0.0,2205.0446651084035,False,-0.8034252355723798,0,0.4970000000000001,65269,0,24,0.7,959.9999999999995,False,0.2561182966203695,0,1.0280000000000002,62296,0,12,0.0,479.9999999999998,False,0.1947347305274822,0.11666666666666665,210258,0.0,0.0,11,0,0,0,2,2.0,2,2,2,33.0,0.0,2,0,2,240,0.2802665730123408,35.42648784595076
63,2,0,0,0,10.0,20,10.0,18.686819195833927,0,,3.402183867732951,9,1.0,39.99999999999998,0,,0,0.7310000000000001,18913,623,0,0.0,6230.0,False,-0.14077310137691618,0,0.7850000000000001,18550,657,0,0.0,6570.0,False,-0.14830128330147832,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,9,6.932000000000002,6098,118,0,0.0,2205.0446651084035,False,-0.8124131214653066,0,0.4970000000000001,65265,0,28,0.4,1119.9999999999993,False,0.2575702577230957,0,1.0280000000000002,62291,0,17,0.5,679.9999999999997,False,0.19654968190589,0.15,209704,0.0,0.0,9,0,0,2,2,2.0,0,2,0,26.0,0.0,2,0,0,200,0.2941668250132352,35.720654670963995
64,0,0,0,0,10.0,20,10.0,18.686819195833927,0,,3.31435116208923,4,1.0,39.99999999999998,1,40.0,0,0.7310000000000001,18803,634,0,0.0,6340.0,False,-0.14291843819479658,0,0.7850000000000001,18460,666,0,0.0,6660.0,False,-0.15005655887974412,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,4,6.963000000000002,5952,118,0,0.0,2205.0446651084035,False,-0.8162166905678206,0,0.4970000000000001,65263,0,30,0.2,1199.9999999999993,False,0.25829623827445886,0,1.0280000000000002,62329,0,18,0.2,719.9999999999997,False,0.19765775748428635,0.06666666666666667,209394,0.0,0.0,11,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,240,0.08565934601938352,35.80631401698338
65,0,0,0,0,10.0,20,10.0,18.686819195833927,0,,3.48775899107106,6,6.333333333333333,39.99999999999998,3,40.0,0,0.7310000000000001,18713,643,0,0.0,6430.0,False,-0.14467371377306237,0,0.7850000000000001,18350,677,0,0.0,6770.0,False,-0.15220189569762452,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,6,7.019000000000003,5762,118,0,0.0,2205.0446651084035,False,-0.8211665407697225,0,0.4970000000000001,65351,0,31,0.4,1239.9999999999993,False,0.26035955142043826,0,1.0280000000000002,62323,0,20,0.2,799.9999999999995,False,0.19830731903024282,0.10000000000000002,209086,0.0,0.0,11,0,0,0,2,2.0,0,0,0,0.0,0.0,0,0,0,320,0.08375529095064849,35.89006930793403
66,0,0,0,0,10.0,20,10.0,18.686819195833927,0,,3.48775899107106,0,,39.99999999999998,0,,0,0.7310000000000001,18603,654,0,0.0,6540.0,False,-0.14681905059094277,0,0.7850000000000001,18260,686,0,0.0,6860.0,False,-0.15395717127589031,0,0.2,38587,0,0,0.0,0.0,False,0.005262472319916634,0,7.013000000000001,5762,118,0,0.0,2205.0446651084035,False,-0.8211665407697225,0,0.4970000000000001,65351,0,31,0.0,1239.9999999999993,False,0.26035955142043826,0,1.0280000000000002,62323,0,20,0.0,799.9999999999995,False,0.19830731903024282,0.0,208886,0.0,0.0,10,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,200,0.07733815000392497,35.96740745793795
