index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,5,0,0,0,10.000000000000002,20,10.0,4.780616063752586,5,1.0,31.529173773922167,0,,37.00000000000001,13,37.0,0,0.5150000000000001,20305,340,0,0.0,3400.0000000000005,False,-0.08787564766839379,5,1.2220000000000002,18740,320,0,0.0,3200.0000000000005,False,-0.15689119170984456,0,0.8930000000000002,39300,0,11,0.5,346.82091151314387,False,0.05335460467941969,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,1.559,46571,0,32,0.0,1184.0000000000002,False,-0.05098899329939433,13,2.895000000000001,41953,146,0,0.0,4603.259370992637,False,-0.10951104321193805,0.08333333333333333,205088,0.0,0.0,12,0,0,7,8,8.0,18,25,4,87.0,0.0,5,0,4,200,0.5638452610000968,26.462215438485146
33,4,0,0,0,10.000000000000002,20,10.0,4.780616063752586,0,,31.529173773922167,0,,37.000000000000014,20,37.0,0,0.5150000000000001,20205,350,0,0.0,3500.0000000000005,False,-0.08994818652849741,0,1.217,18640,330,0,0.0,3300.0000000000005,False,-0.1589637305699482,0,0.893,39300,0,11,0.0,346.82091151314387,False,0.05335460467941969,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,1.5590000000000004,46978,0,21,0.0,777.0000000000003,False,-0.04689417872306175,9,2.9720000000000004,41831,146,0,0.0,4603.259370992637,False,-0.1119659197638426,0.0,205173,0.0,0.0,17,0,0,7,5,5.0,18,25,4,66.0,0.0,4,0,4,607,0.49148829095065594,26.9537037294358
34,4,0,0,0,10.000000000000002,20,10.0,4.526361066473042,3,1.0,32.10546893490712,5,40.0,37.00000000000001,20,37.0,0,0.5150000000000001,20095,361,0,0.0,3610.0000000000005,False,-0.0922279792746114,3,1.247,18490,339,0,0.0,3390.0000000000005,False,-0.16331606217616582,0,0.893,39497,0,9,0.3,288.9492204141641,False,0.05783942494014726,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,1.559,47311,0,12,0.0,444.0000000000001,False,-0.043543875887880557,11,3.0730000000000004,41460,151,0,0.0,4847.925809170975,False,-0.1169695775482325,0.049999999999999996,205072,0.0,0.0,16,0,0,7,8,8.0,16,23,4,51.0,3.0,3,1,4,733,0.46939905546605587,27.423102784901857
35,4,0,0,0,10.0,20,10.0,4.213472031468407,12,3.1666666666666665,32.10546893490712,0,,37.0,20,37.0,2,0.5350000000000001,19951,373,0,0.0,3730.0,False,-0.09570984455958549,10,1.3440000000000003,18200,347,0,0.0,3470.0,False,-0.17367875647668393,0,0.893,39459,2,19,1.0,618.4308538261722,False,0.06122152497499825,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,1.5590000000000004,47755,0,0,0.0,0.0,False,-0.03907680544097229,8,3.1420000000000012,41360,151,0,0.0,4847.925809170975,False,-0.11898177144323623,0.16666666666666666,204944,0.0,0.0,17,0,0,3,7,7.0,23,26,6,44.0,3.0,3,1,6,644,0.49501445423811674,27.918117239139974
36,6,0,0,0,10.0,20,10.0,4.213472031468407,0,,30.899169000706546,12,24.25,37.0,20,37.0,0,0.533,19821,386,0,0.0,3860.0,False,-0.0984041450777202,0,1.3340000000000003,18130,354,0,0.0,3540.0,False,-0.17512953367875647,0,0.893,39750,0,9,0.2,278.09252100635894,False,0.06444591611525802,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,11,1.6690000000000003,47598,0,0,0.0,0.0,False,-0.042235949856128135,9,3.2240000000000006,40953,163,0,0.0,5036.564547115167,False,-0.1252735120116389,0.03333333333333333,204471,0.0,0.0,11,0,0,3,8,8.0,22,25,6,89.0,3.0,5,1,6,491,0.5933663127943873,28.51148355193436
37,6,0,0,0,10.0,20,10.0,4.213472031468407,0,,31.569607876121253,5,41.0,37.00000000000001,20,37.0,0,0.533,19711,397,0,0.0,3970.0,False,-0.1006839378238342,0,1.3340000000000003,18040,363,0,0.0,3630.0,False,-0.17699481865284974,0,0.893,39955,0,4,0.0,126.27843150448501,False,0.06789078336319161,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,8,1.7380000000000004,47494,0,0,0.0,0.0,False,-0.04432863150693201,12,3.3350000000000013,40553,168,0,0.0,5303.69412318837,False,-0.1306347050809066,0.0,203972,0.0,0.0,11,0,0,3,12,12.0,23,26,7,85.0,3.0,5,1,7,405,0.5901809213683009,29.101664473302662
38,7,0,0,0,10.0,20,10.0,4.096640622767733,5,3.0,32.78178739679562,10,41.0,37.0,20,37.0,0,0.533,19581,410,0,0.0,4100.0,False,-0.10337823834196891,5,1.3840000000000003,17880,370,0,0.0,3700.0,False,-0.1821761658031088,6,0.9530000000000001,40148,0,5,0.5,163.9089369839781,False,0.07354310904872684,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,11,1.8400000000000005,47123,0,5,0.5,185.0,False,-0.04993259150451738,9,3.4130000000000007,40227,173,0,0.0,5671.249219645642,False,-0.13349649657277457,0.16666666666666666,203178,0.0,0.0,10,0,0,9,14,13.2,14,23,7,88.0,3.0,6,1,7,200,0.7004651548340917,29.802129628136754
39,7,0,0,0,10.0,20,10.0,3.9098685438123373,3,1.0,33.329541936724425,5,41.0,37.0,20,37.0,0,0.533,19421,426,0,0.0,4260.0,False,-0.10669430051813472,3,1.4090000000000003,17780,374,0,0.0,3740.0,False,-0.18549222797927462,0,0.9470000000000001,40350,0,3,0.3,99.98862581017327,False,0.07808065092877964,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,6,1.8890000000000002,47034,0,5,0.5,185.0,False,-0.05172344407107069,9,3.494000000000001,40104,173,0,0.0,5766.010755053326,False,-0.13501810214848656,0.13333333333333333,202908,0.0,0.0,12,0,0,2,11,10.333333333333334,26,28,7,122.0,0.0,7,0,7,516,0.6340406537055969,30.43617028184235
40,7,0,0,0,9.999999999999998,20,10.0,4.187692870981645,3,8.333333333333334,34.319079735882056,10,41.0,37.0,20,37.0,2,0.553,19297,436,0,0.0,4359.999999999999,False,-0.10976165803108809,1,1.4160000000000001,17666,384,0,0.0,3839.999999999999,False,-0.18814507772020725,7,1.0170000000000001,40496,0,3,0.3,102.95723920764617,False,0.0820162944869463,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,7,1.9530000000000005,46933,0,5,0.5,185.0,False,-0.05375575990502445,8,3.565000000000001,39797,178,0,0.0,6108.796192987006,False,-0.13774678357861633,0.13333333333333333,202408,0.0,0.0,9,0,0,6,13,11.733333333333334,21,27,8,107.0,0.0,7,0,8,311,0.6496958723291755,31.085866154171526
41,8,0,0,0,9.999999999999998,20,10.0,4.063946179550252,5,3.0,34.319079735882056,0,,37.00000000000001,20,37.0,0,0.5510000000000002,19227,443,0,0.0,4429.999999999999,False,-0.11121243523316063,5,1.4650000000000003,17446,397,0,0.0,3969.999999999999,False,-0.1945699481865285,0,1.0100000000000002,40481,0,8,0.5,274.55263788705645,False,0.08390554301498447,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,7,2.0160000000000005,47041,0,0,0.0,0.0,False,-0.05344386985129887,8,3.637000000000001,39698,178,0,0.0,6108.796192987006,False,-0.13973885553467003,0.08333333333333333,202112,0.0,0.0,11,0,0,3,8,7.4,26,29,5,121.0,0.0,8,0,5,274,0.6430463213473558,31.728912475518882
42,5,0,0,0,9.999999999999998,20,10.0,4.063946179550252,0,,34.319079735882056,0,,37.00000000000001,20,37.0,0,0.5510000000000002,19097,456,0,0.0,4559.999999999999,False,-0.11390673575129534,0,1.4600000000000002,17376,404,0,0.0,4039.999999999999,False,-0.19602072538860105,0,1.0100000000000002,40481,0,8,0.0,274.55263788705645,False,0.08390554301498447,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,9,2.0990000000000006,46917,0,0,0.0,0.0,False,-0.05593899028110349,11,3.7390000000000008,39529,178,0,0.0,6108.796192987006,False,-0.14313946321722631,0.0,201619,0.0,0.0,11,0,0,3,11,11.0,21,24,4,76.0,0.0,5,0,4,200,0.5381104219704866,32.26702289748937
43,4,0,0,0,9.999999999999998,20,10.0,4.254640356983393,3,7.0,32.63075196101176,6,13.0,37.000000000000014,20,37.0,2,0.5710000000000002,18953,468,0,0.0,4679.999999999999,False,-0.11738860103626943,1,1.4700000000000004,17278,412,0,0.0,4119.999999999999,False,-0.19842487046632123,0,1.0100000000000002,40538,0,5,0.3,163.1537598050588,False,0.08394024870316838,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,8,2.1700000000000004,46740,0,6,0.6,222.00000000000009,False,-0.05726703825180594,12,3.848000000000001,39334,178,0,0.0,5808.273849060093,False,-0.15008678744129333,0.15,201062,0.0,0.0,11,0,0,2,13,13.0,22,24,3,71.0,0.0,4,0,3,278,0.5026954216882586,32.76971831917763
44,3,0,0,0,9.999999999999998,20,10.0,4.472462347597445,2,9.0,33.13420113461865,5,40.0,37.000000000000014,20,37.0,2,0.589,18819,479,0,0.0,4789.999999999999,False,-0.12066321243523316,0,1.4690000000000003,17188,421,0,0.0,4209.999999999999,False,-0.2002901554404145,0,1.0100000000000002,40720,0,2,0.2,66.2684022692373,False,0.08750424830908418,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,9,2.2520000000000007,46847,0,0,0.0,0.0,False,-0.05734752600760609,5,3.886000000000001,39083,183,0,0.0,6063.558807635213,False,-0.15256897994209698,0.03333333333333333,200876,0.0,0.0,12,0,0,1,8,7.5,22,23,3,47.0,0.0,3,0,3,548,0.4397969199344516,33.20951523911208
45,3,0,0,0,10.0,20,10.0,4.201785666291148,8,2.875,31.21377264865295,7,13.142857142857142,37.000000000000014,11,37.0,0,0.587,18749,486,0,0.0,4860.0,False,-0.1221139896373057,8,1.5490000000000004,16903,434,0,0.0,4340.0,False,-0.20940932642487048,5,1.06,40629,0,8,0.8,249.7101811892236,False,0.08752348536570984,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,1,2.2530000000000006,46826,0,1,0.1,37.000000000000014,False,-0.05739783085498119,10,3.981000000000001,38859,189,0,0.0,5899.4030305954075,False,-0.15872786052885077,0.15,200185,0.0,0.0,12,0,0,2,10,9.833333333333334,24,26,3,52.0,0.0,3,0,3,214,0.47125048376619816,33.68076572287828
46,3,0,0,0,10.0,20,10.0,4.577347626285683,7,6.857142857142857,31.21377264865295,0,,37.00000000000001,7,37.0,2,0.607,18635,495,0,0.0,4950.0,False,-0.1249740932642487,5,1.5910000000000004,16718,445,0,0.0,4450.0,False,-0.2147979274611399,0,1.055,40581,0,15,0.7,468.20658972979425,False,0.08915790400984398,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,46826,0,1,0.0,37.00000000000001,False,-0.05739783085498119,7,4.041000000000001,38790,189,0,0.0,5899.4030305954075,False,-0.16011627431640332,0.11666666666666665,199769,0.0,0.0,10,0,0,2,5,5.0,23,25,6,52.0,0.0,3,0,6,200,0.47244975063949823,34.153215473517776
47,6,0,0,0,10.0,20,10.0,4.7673924713135065,2,9.0,31.907025367538374,5,41.0,37.0,9,37.0,2,0.6250000000000001,18531,503,0,0.0,5030.0,False,-0.12762694300518135,0,1.586,16598,457,0,0.0,4570.0,False,-0.21728497409326425,0,1.0550000000000002,40768,0,12,0.2,382.88430441046046,False,0.09300961072224019,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,46621,0,6,0.5,222.0,False,-0.05966154898686037,9,4.1240000000000006,38669,189,0,0.0,6030.427794464753,False,-0.16123279277959687,0.11666666666666665,199406,0.0,0.0,11,0,0,4,6,6.0,22,26,7,87.0,3.0,5,1,7,405,0.5956700490787625,34.74888552259654
48,7,0,0,0,10.0,20,10.0,4.831492378617205,10,5.1,32.57051595205891,5,41.0,37.00000000000001,9,37.0,2,0.643,18447,509,0,0.0,5090.0,False,-0.12986528497409328,8,1.6660000000000004,16313,471,0,0.0,4710.0,False,-0.22619689119170985,0,1.0550000000000002,40922,0,17,1.0,553.6987711850015,False,0.09939823305738657,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,46416,0,11,0.5,407.00000000000006,False,-0.06192526711873956,9,4.205000000000001,38556,189,0,0.0,6155.827514939135,False,-0.16224492912108235,0.25,198873,0.0,0.0,11,0,0,9,7,7.0,16,25,7,86.0,3.0,6,1,7,405,0.7824697969481349,35.53135531954467
49,7,0,0,0,10.0,20,10.0,4.831492378617205,0,,33.20268247742102,5,41.0,37.0,12,37.0,0,0.6410000000000001,18377,516,0,0.0,5160.0,False,-0.13131606217616582,0,1.6580000000000004,16183,484,0,0.0,4840.0,False,-0.22889119170984457,0,1.0550000000000002,41127,0,12,0.0,398.43218972905225,False,0.10279703514075159,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,46211,0,16,0.5,592.0,False,-0.06418898525061875,12,4.316000000000002,38367,189,0,0.0,6275.306988232573,False,-0.16484589624894294,0.08333333333333333,198484,0.0,0.0,12,0,0,11,6,6.0,16,27,7,122.0,0.0,7,0,7,405,0.7096373969689012,36.240992716513574
50,7,0,0,0,10.0,20,10.0,5.002683542247062,2,9.0,34.31651735530303,10,41.0,37.0,8,37.0,2,0.661,18213,530,0,0.0,5300.0,False,-0.13521243523316062,0,1.6580000000000004,16123,490,0,0.0,4900.0,False,-0.23013471502590674,0,1.0550000000000002,41519,0,4,0.2,137.2660694212121,False,0.10977299019882066,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,46006,0,21,0.5,777.0,False,-0.06645270338249794,8,4.384,38061,194,0,0.0,6657.404366928788,False,-0.16715893950410696,0.11666666666666665,198141,0.0,0.0,13,0,0,10,6,6.0,19,29,8,107.0,0.0,7,0,8,610,0.8878941452130675,37.12888686172664
51,8,0,0,0,10.000000000000002,20,10.0,5.177124471849553,2,9.0,35.23201495374883,10,41.0,37.0,11,37.0,2,0.679,18149,534,0,0.0,5340.000000000001,False,-0.13703626943005182,0,1.6580000000000004,15963,506,0,0.0,5060.000000000001,False,-0.23345077720207255,6,1.1150000000000002,41709,0,2,0.2,70.46402990749766,False,0.11395186035527961,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,45801,0,26,0.5,962.0,False,-0.06871642151437712,11,4.4860000000000015,37691,199,0,0.0,7011.170975796017,False,-0.1710448218625267,0.11666666666666665,197532,0.0,0.0,10,0,0,12,8,7.2,17,29,8,121.0,0.0,8,0,8,200,0.8997714649885893,38.02865832671523
52,8,0,0,0,10.000000000000002,20,10.0,4.893910560258519,3,1.0,35.23201495374883,0,,37.0,12,37.0,0,0.677,17989,550,0,0.0,5500.000000000001,False,-0.14035233160621763,3,1.6880000000000004,15863,510,0,0.0,5100.000000000001,False,-0.23676683937823834,0,1.1090000000000002,41706,0,5,0.3,176.16007476874415,False,0.11528206322742099,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,45801,0,26,0.0,962.0,False,-0.06871642151437712,12,4.595000000000001,37494,199,0,0.0,7011.170975796017,False,-0.17500884383568405,0.049999999999999996,197072,0.0,0.0,9,0,0,9,8,8.0,20,29,7,121.0,0.0,8,0,7,200,0.8504984276369214,38.87915675435215
53,7,0,0,0,10.000000000000002,20,10.0,4.847516568272812,1,3.0,35.23201495374883,0,,37.0,13,37.0,0,0.677,17839,565,0,0.0,5650.000000000001,False,-0.14346113989637305,1,1.6950000000000003,15795,515,0,0.0,5150.000000000001,False,-0.23854922279792745,0,1.1090000000000002,41703,0,6,0.1,211.39208972249298,False,0.1156720938480345,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,45801,0,26,0.0,962.0,False,-0.06871642151437712,13,4.713000000000001,37271,199,0,0.0,7011.170975796017,False,-0.17949603622154234,0.016666666666666666,196628,0.0,0.0,11,0,0,11,8,8.0,17,28,7,118.0,0.0,7,0,7,200,0.6847924813628197,39.56394923571497
54,7,0,0,0,10.000000000000002,20,10.0,4.231774462143803,7,1.0,33.03596936648052,8,15.0,37.00000000000001,10,37.0,0,0.677,17779,571,0,0.0,5710.000000000001,False,-0.14470466321243522,7,1.764,15507,529,0,0.0,5290.000000000001,False,-0.24758549222797926,2,1.129,41752,0,7,0.7,231.25178556536366,False,0.11724464676262684,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,45838,0,25,0.0,925.0000000000002,False,-0.06834416564380144,9,4.790000000000001,37028,207,0,0.0,6838.4456588614685,False,-0.1861234515276428,0.11666666666666665,196123,0.0,0.0,11,0,0,9,8,7.25,14,23,8,85.0,3.0,6,1,8,237,0.7793752932921052,40.34332452900708
55,8,0,0,0,10.000000000000002,20,10.0,4.231774462143803,0,,33.94829059994538,10,40.0,37.00000000000001,20,37.0,0,0.6770000000000002,17659,583,0,0.0,5830.000000000001,False,-0.1471917098445596,0,1.7570000000000001,15427,537,0,0.0,5370.000000000001,False,-0.24924352331606217,3,1.1570000000000003,42056,0,0,0.0,0.0,False,0.12227144153279607,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,46008,0,20,0.5,740.0000000000001,False,-0.06678471537517355,10,4.881000000000001,36681,212,0,0.0,7197.03760718842,False,-0.1894979816972008,0.08333333333333333,196050,0.0,0.0,18,0,0,7,7,6.6,17,24,5,107.0,3.0,7,1,5,770,0.8430928876623511,41.18641741666943
56,5,0,0,0,10.000000000000002,20,10.0,3.767439794410135,16,2.625,33.66208757042705,1,14.0,37.0,20,37.0,2,0.6970000000000001,17515,595,0,0.0,5950.000000000001,False,-0.15067357512953367,14,1.8970000000000002,15026,545,0,0.0,5450.000000000001,False,-0.26420725388601035,1,1.1640000000000001,41996,6,10,1.0,359.2255144707313,False,0.12546332810042604,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2520000000000007,46327,0,12,0.1,444.0,False,-0.06334386381471718,11,4.981000000000002,36514,212,0,0.0,7136.362564930534,False,-0.19346879524990912,0.18333333333333335,195597,0.0,0.0,14,0,0,4,11,11.0,21,25,6,72.0,3.0,4,1,6,533,0.5681765098124743,41.7545939264819
57,6,0,0,0,10.000000000000002,20,10.0,3.767439794410135,0,,34.533520132545995,10,40.0,36.99999999999999,20,37.0,0,0.6950000000000001,17435,603,0,0.0,6030.000000000001,False,-0.15233160621761657,0,1.8830000000000005,14906,557,0,0.0,5570.000000000001,False,-0.2666943005181347,0,1.1630000000000003,42396,0,6,0.6,207.20112079527598,False,0.13410899718198316,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,2,2.2720000000000007,46555,0,5,0.5,184.99999999999997,False,-0.06136185282813852,6,5.030000000000001,36247,217,0,0.0,7493.773868762481,False,-0.19524544873168923,0.18333333333333335,195758,0.0,0.0,17,0,0,4,6,6.0,17,21,7,87.0,3.0,5,1,7,1044,0.5961075248196721,42.350701451301575
58,7,0,0,0,10.000000000000002,20,10.0,3.767439794410135,0,,34.533520132545995,0,,36.99999999999999,6,37.0,0,0.6950000000000001,17335,613,0,0.0,6130.000000000001,False,-0.1544041450777202,0,1.8830000000000005,14806,567,0,0.0,5670.000000000001,False,-0.26876683937823836,0,1.1630000000000003,42396,0,6,0.0,207.20112079527598,False,0.13410899718198316,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.2700000000000005,46555,0,5,0.0,184.99999999999997,False,-0.06136185282813852,6,5.0840000000000005,36183,217,0,0.0,7493.773868762481,False,-0.1965332528244916,0.0,195494,0.0,0.0,9,0,0,7,3,3.0,16,23,5,89.0,3.0,6,1,5,200,0.7229151055216789,43.073616556823254
59,5,0,0,0,10.000000000000002,20,10.0,3.9693542574128706,2,9.0,34.533520132545995,0,,36.999999999999986,20,37.0,2,0.7150000000000001,17171,627,0,0.0,6270.000000000001,False,-0.15830051813471502,0,1.8830000000000005,14746,573,0,0.0,5730.000000000001,False,-0.2700103626943005,0,1.1630000000000003,42378,0,8,0.2,276.26816106036796,False,0.13455019695069062,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,4,2.3100000000000005,46706,0,0,0.0,0.0,False,-0.06018471939956134,11,5.1880000000000015,36016,217,0,0.0,7493.773868762481,False,-0.19989361662914784,0.03333333333333333,195236,0.0,0.0,13,0,0,3,9,8.75,22,25,4,62.0,3.0,4,1,4,348,0.5106531195342541,43.58426967635751
60,4,0,0,0,10.000000000000002,20,10.0,4.233057241759683,3,8.333333333333334,31.435448635782112,11,13.0,36.999999999999986,15,37.0,2,0.7330000000000001,17037,638,0,0.0,6380.000000000001,False,-0.16157512953367875,1,1.893,14642,582,0,0.0,5820.000000000001,False,-0.2724559585492228,3,1.1930000000000003,42400,0,3,0.3,94.30634590734634,False,0.1327094298167709,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,11,2.416000000000001,46400,1,10,1.0,401.435448635782,False,-0.06230320292335778,4,5.217000000000001,35980,217,0,0.0,6821.492353964718,False,-0.20738181023034877,0.21666666666666667,194678,0.0,0.0,10,0,0,1,10,9.272727272727273,21,22,6,44.0,3.0,3,1,6,200,0.4778549037873745,44.06212458014488
61,6,0,0,0,10.000000000000002,20,10.0,3.9076813063162086,5,1.0,32.64905253317793,10,41.0,36.99999999999999,20,37.0,0,0.7310000000000001,16917,650,0,0.0,6500.000000000001,False,-0.1640621761658031,5,1.942,14462,590,0,0.0,5900.000000000001,False,-0.27825906735751293,7,1.2600000000000002,42566,0,5,0.5,163.24526266588964,False,0.13805899106935332,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,0,2.4050000000000007,46491,0,8,0.6,295.99999999999994,False,-0.061532889309213835,12,5.333000000000001,35579,222,0,0.0,7248.089662365501,False,-0.2111587252513683,0.18333333333333335,194234,0.0,0.0,15,0,0,4,9,8.4,21,25,4,87.0,3.0,5,1,4,496,0.5561255468055606,44.61825012695044
62,4,0,0,0,10.000000000000002,20,10.0,3.8878255174957492,1,3.0,32.64905253317793,0,,36.99999999999999,20,37.0,0,0.7310000000000001,16837,658,0,0.0,6580.000000000001,False,-0.165720207253886,1,1.9469999999999998,14324,602,0,0.0,6020.000000000001,False,-0.2814922279792746,0,1.2530000000000001,42563,0,6,0.1,195.8943151990676,False,0.13841455829640642,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,4,2.4450000000000007,46759,0,0,0.0,0.0,False,-0.05911825663520937,8,5.401000000000002,35477,222,0,0.0,7248.089662365501,False,-0.2132111630242721,0.016666666666666666,194179,0.0,0.0,14,0,0,10,6,6.0,17,27,7,49.0,0.0,4,0,7,496,0.5791121646761894,45.19736229162663
63,7,0,0,0,10.0,20,10.0,4.124816700727117,2,9.0,33.13311314483199,5,40.0,36.99999999999999,20,37.0,2,0.7510000000000001,16673,672,0,0.0,6720.0,False,-0.16961658031088084,0,1.9460000000000002,14264,608,0,0.0,6080.0,False,-0.2827357512953368,0,1.2530000000000003,42745,0,3,0.2,99.39933943449597,False,0.1419837666039721,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,8,2.5210000000000004,46660,0,0,0.0,0.0,False,-0.06111032859126305,12,5.513000000000001,35083,227,0,0.0,7521.216683876862,False,-0.2183912843443582,0.03333333333333333,193644,0.0,0.0,11,0,0,5,11,11.0,25,30,6,124.0,0.0,7,0,6,400,0.6189121846109629,45.816274476237595
64,6,0,0,0,10.0,20,10.0,4.283216247894318,3,6.333333333333333,33.66946477124878,5,41.0,36.99999999999999,20,37.0,2,0.7690000000000001,16539,683,0,0.0,6830.0,False,-0.17289119170984457,1,1.9560000000000002,14154,617,0,0.0,6170.0,False,-0.28543005181347153,2,1.2730000000000001,42867,0,3,0.3,101.00839431374632,False,0.1452608260969438,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,11,2.6230000000000007,46503,0,0,0.0,0.0,False,-0.0642694730064189,9,5.591000000000001,34765,232,0,0.0,7811.315826929716,False,-0.22187138230748624,0.049999999999999996,193047,0.0,0.0,12,0,0,3,11,10.4,22,25,7,90.0,3.0,5,1,7,200,0.563427722081542,46.37970219831914
65,7,0,0,0,10.0,20,10.0,4.168033992038569,2,2.0,34.63396668012823,10,41.0,36.99999999999999,20,37.0,0,0.7670000000000001,16469,690,0,0.0,6900.0,False,-0.1743419689119171,2,1.9750000000000003,13986,630,0,0.0,6300.0,False,-0.289699481865285,7,1.3410000000000002,43034,0,2,0.2,69.26793336025646,False,0.14929374944441823,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,8,2.6920000000000006,46202,0,5,0.5,184.99999999999997,False,-0.06846489727750166,12,5.702000000000002,34362,237,0,0.0,8208.25010319039,False,-0.22598698006730392,0.11666666666666665,192272,0.0,0.0,12,0,0,4,14,13.4,24,28,6,89.0,3.0,6,1,6,200,0.7135816821828485,47.093283880501986
66,6,0,0,0,10.0,20,10.0,4.168033992038569,0,,34.63396668012823,0,,36.99999999999999,20,37.0,0,0.7670000000000001,16399,697,0,0.0,6970.0,False,-0.17579274611398965,0,1.9730000000000003,13856,643,0,0.0,6430.0,False,-0.2923937823834197,0,1.3340000000000003,43034,0,2,0.0,69.26793336025646,False,0.14929374944441823,0,0.2,38219,0,0,0.0,0.0,False,0.019880450445642312,3,2.714000000000001,46362,0,0,0.0,0.0,False,-0.06710666639837415,12,5.810000000000001,34169,237,0,0.0,8208.25010319039,False,-0.2298705142846611,0.0,192039,0.0,0.0,13,0,0,8,9,8.333333333333334,17,25,7,93.0,0.0,6,0,7,311,0.6646931208670139,47.757977001369
