index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
98,14,0,0,0,10.0,20,10.0,24.379598012047275,60,20.616666666666667,20.407659367878903,1,36.0,27.999999999999993,0,,0,2.9900000000000007,61003,7,13,1.0,386.9347741566146,False,0.3694161158941619,15,2.690000000000001,60053,13,10,1.0,373.79598012047273,False,0.34801060665190287,0,0.29900000000000004,60440,359,104,1.0,10874.672260584379,False,-0.0242129379918802,0,10.118,776.0,1203,0,0.0,29328.656408492872,False,-0.7712950556309036,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,70485,999,306,1.0,28955.251708511023,False,0.03168829131003746,0.6666666666666666,335128,0.0,0.0,11,0,0,9,2,1.3333333333333333,3,12,7,141.0,6.0,12,2,7,1038,1.227616704069078,171.3547630533576
99,7,0,0,0,10.0,20,10.0,24.912469235677086,27,30.22222222222222,19.8175924654262,12,14.0,27.999999999999993,0,,0,2.9900000000000007,61267,9,11,1.0,364.03716159244794,False,0.37506754790539354,5,2.7250000000000005,60304,11,10,1.0,359.1246923567709,False,0.35346317459224813,0,0.29900000000000004,60368,352,114,1.0,11028.394712016921,False,-0.02414093263407307,12,10.238,-148.0,1227,0,0.0,30567.599752175785,False,-0.7758057845110812,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,70317,1001,316,1.0,28685.410057891626,False,0.028009969630077992,0.6666666666666666,334479,0.0,0.0,8,0,0,0,3,2.166666666666667,4,4,12,39.0,9.0,4,3,12,584,0.825245457701385,172.180008511059
100,12,0,0,0,10.0,20,10.0,24.67693606696172,41,23.146341463414632,18.582116201642236,17,10.058823529411764,27.999999999999993,0,,6,3.0500000000000007,61456,8,10,1.0,326.7693606696172,False,0.3788798934912013,14,2.8600000000000008,60456,12,10,1.0,366.7693606696172,False,0.35695006892979786,0,0.29900000000000004,59552,382,116,1.0,11582.115056969877,False,-0.032126769633769696,9,10.316,-617.0,1228,0,0.0,30303.277490228993,False,-0.7847102923167066,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,70146,1008,326,1.0,27858.773131255373,False,0.020914679072136903,0.6666666666666666,333364,0.0,0.0,7,0,0,4,6,10.96192528735632,4,8,12,88.0,47.0,8,4,12,304,1.2777244988828897,173.45773300994188
101,12,0,0,0,10.0,20,10.0,24.510241966914677,12,20.666666666666668,17.61743222905596,22,12.318181818181818,27.999999999999993,0,,2,3.0640000000000005,61576,7,10,1.0,315.1024196691468,False,0.3814346403919301,0,2.846000000000001,60346,13,20,1.0,620.2048393382936,False,0.3573241680019053,0,0.29900000000000004,59713,374,115,1.0,11192.835201967524,False,-0.03262505034684558,11,10.417,-2201.0,1238,0,0.0,30343.67955504037,False,-0.8078735665138022,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,69875,1020,336,1.0,27377.78087363708,False,0.014703659087325686,0.6666666666666666,331680,0.0,0.0,10,0,0,2,4,7.53,6,8,16,111.0,24.0,8,4,16,457,1.1495225708931684,174.60725558083504
102,16,0,0,0,10.0,20,10.0,24.531863033175178,12,25.0,15.8278954210028,17,2.2941176470588234,27.999999999999993,0,,2,3.0820000000000007,61728,8,10,1.0,325.31863033175176,False,0.3849503069093688,0,2.846000000000001,60256,12,30,1.0,855.9558909952553,False,0.3579479490131049,0,0.29900000000000004,59413,376,125,1.0,11202.467428099217,False,-0.03699736766723532,17,10.576000000000002,-2930.0,1238,0,0.0,30370.44643507087,False,-0.8184734089119647,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,69836,1027,346,1.0,25943.248597369875,False,0.005520433969435713,0.6666666666666666,330674,0.0,0.0,7,0,0,4,5,4.166666666666667,7,11,10,186.0,25.0,11,5,10,200,1.406926441937685,176.01418202277273
103,10,0,0,0,10.0,20,10.0,24.531863033175178,0,,16.57072205194203,45,18.733333333333334,27.999999999999996,4,28.0,0,3.080000000000001,61618,9,20,1.0,580.6372606635035,False,0.38534547597412616,0,2.846000000000001,60166,11,40,1.0,1091.274521327007,False,0.3585668917978765,0,0.29900000000000004,60181,366,103,1.0,10685.446241492145,False,-0.029450718083510016,13,10.689000000000002,-3478.0,1238,0,0.0,30370.44643507087,False,-0.8265904843948418,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,69105,1062,352,1.0,27454.106819162436,False,0.005817072961291248,0.6666666666666666,329963,0.0,0.0,10,0,0,2,2,2.0,5,7,14,40.0,28.0,7,3,14,1080,1.0274744490161538,177.04165647178888
104,14,0,0,0,10.0,20,10.0,24.48655852386956,31,24.129032258064516,16.35869493774213,10,13.0,27.999999999999996,9,28.0,0,3.080000000000001,61868,12,15,1.0,487.2983778580434,False,0.38989547952311626,0,2.846000000000001,60464,8,34,1.0,912.5429898115651,False,0.3632355776697499,0,0.29900000000000004,59593,386,103,1.0,11136.75716880109,False,-0.03481783113519749,0,10.676000000000002,-8330.0,1239,0,0.0,30338.846011074387,False,-0.8986932248261466,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,69227,1062,353,1.0,27256.93402388214,False,0.00610138078686961,0.6666666666666666,325193,0.0,0.0,12,0,0,4,1,126.2,3,7,22,84.0,55.0,7,7,22,1300,1.4073599828407168,178.4490164546296
105,22,0,0,0,10.0,20,10.0,24.72576192415848,45,26.044444444444444,16.35869493774213,0,,27.999999999999996,0,,14,3.2200000000000006,62296,13,10,1.0,377.2576192415848,False,0.39824178324428916,0,2.846000000000001,60742,7,28,1.0,762.3213338764374,False,0.3677757041473822,0,0.29900000000000004,58825,408,113,1.0,11936.64339302152,False,-0.04026955657496806,0,10.676000000000002,-44515.0,1252,0,0.0,30956.653929046417,False,-1.4300964722638463,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,69227,1052,363,1.0,27373.347074504716,False,0.006808173803654444,0.6666666666666666,288946,0.0,0.0,8,0,0,9,3,337.39247311827955,5,14,16,183.0,42.0,14,8,16,568,1.4776383666321635,179.92665482126176
106,16,0,0,1,10.0,20,10.0,23.491052034805932,36,14.444444444444445,20.76508120729138,42,36.666666666666664,27.999999999999996,9,28.0,4,3.246000000000001,62226,12,13,1.0,425.3836764524771,False,0.397213834546774,0,2.846000000000001,61053,8,13,1.0,385.3836764524771,False,0.3705176297490655,0,0.29900000000000004,59845,434,81,1.0,11877.088160896377,False,-0.025602202860999655,0,10.676000000000002,-61987.11111111111,1252,0,0.0,29410.79714757703,True,-1.7003453095349361,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,67939,1084,364,1.0,32701.348028703855,False,0.023516739090888337,0.6666666666666666,333434,0.0,0.125,13,0,0,4,3,644.1042424242424,5,9,10,134.0,21.0,9,7,10,2413,1.0942677119746804,181.02092253323644
107,10,0,0,0,10.0,20,10.0,23.491052034805932,0,,20.76508120729138,0,,27.999999999999993,7,28.0,0,3.2420000000000004,62116,13,23,1.0,670.2941968005364,False,0.3974925505370629,0,2.846000000000001,60963,7,23,1.0,610.2941968005364,False,0.37102011945936864,0,0.29900000000000004,59845,424,91,1.0,11849.828452621232,False,-0.025804090734823162,0,10.676000000000002,-61987.11111111111,1252,0,0.0,29410.79714757703,True,-1.7003453095349361,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,68135,1074,367,1.0,32577.697216630942,False,0.025146000853830112,0.6666666666666666,333430,0.0,0.125,10,0,0,2,1,1148.9094650205761,2,4,8,68.0,15.0,5,5,8,396,0.9204655392095447,181.941388072446
108,8,0,0,0,10.0,20,10.0,23.391297977867385,33,22.575757575757574,20.383631957080322,9,13.0,27.999999999999993,11,28.0,5,3.292000000000001,62621,13,10,1.0,363.91297977867384,False,0.40536512016401127,0,2.846000000000001,60908,7,28,1.0,724.9563433802867,False,0.3710722827535388,0,0.29900000000000004,59217,447,92,1.0,12331.20433615811,False,-0.03154102725324301,0,10.676000000000002,-61987.11111111111,1252,0,0.0,29285.905068289965,True,-1.701270271610471,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,68326,1073,366,1.0,32119.63708994718,False,0.024684207557388198,0.6666666666666666,333443,0.0,0.125,12,0,0,2,2,2067.6537037037033,5,7,6,111.0,3.0,7,1,6,1070,1.1064259614795446,183.04781403392553
109,6,0,0,0,10.0,20,10.0,23.482305854769077,17,24.941176470588236,20.383631957080322,0,,27.999999999999996,8,28.0,0,3.287000000000001,62565,11,19,1.0,556.1638112406124,False,0.40626302151853527,0,2.846000000000001,61188,9,22,1.0,606.6107288049197,False,0.3760138149928943,0,0.29900000000000004,58793,454,102,1.0,12740.097317687354,False,-0.03479309368936373,0,10.676000000000002,-61987.11111111111,1252,0,0.0,29399.846930170883,True,-1.7004264078389868,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,68550,1063,368,1.0,31971.80077037638,False,0.02650662860112183,0.6666666666666666,333467,0.0,0.125,12,0,0,2,3,1940.0972222222222,2,4,9,57.0,6.0,4,2,9,848,0.985369180329144,184.03318321425468
110,9,0,0,0,10.0,20,10.0,23.048039875053963,24,18.333333333333332,20.383631957080322,0,,27.999999999999993,9,28.0,0,3.2870000000000013,62490,13,24,1.0,683.1529570012951,False,0.40600556029584334,0,2.846000000000001,61503,7,13,1.0,369.62451837570154,False,0.3804111228783532,0,0.29900000000000004,58353,468,112,1.0,13069.44944071825,False,-0.03887124184798073,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28856.14592356756,True,-1.7044531068451139,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,68802,1053,369,1.0,31795.96445080558,False,0.02849904952342698,0.6666666666666666,333519,0.0,0.125,13,0,0,2,2,308.75439882697947,6,8,5,114.0,3.0,8,1,5,892,1.3505761977285147,185.3837594119832
111,5,0,0,0,10.0,20,10.0,23.055416401080734,2,24.0,23.154566372338348,33,37.0,27.999999999999993,0,,0,3.287000000000001,62528,4,32,1.0,777.7733248345835,False,0.40791457801685677,1,2.8560000000000008,61294,16,24,1.0,713.3299936259376,False,0.3795798647693558,0,0.29900000000000004,59526,460,89,1.0,12666.24795163525,False,-0.024482699730157254,0,10.676,-61987.11111111111,1252,0,0.0,28865.38133415308,True,-1.704384708556028,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,67581,1076,379,1.0,35526.31341663606,False,0.036321162657317003,0.6666666666666666,333300,0.0,0.125,10,0,0,3,2,293.507429351669,2,5,3,75.0,0.0,5,0,3,1469,0.9280297607183456,186.31178917270154
112,3,0,0,0,10.0,20,10.0,22.48245287296247,23,16.695652173913043,23.154566372338348,0,,27.999999999999996,11,28.0,0,3.2870000000000013,62787,2,24,1.0,559.5788689510993,False,0.41126900811125017,0,2.855000000000001,61219,18,29,1.0,831.9911333159116,False,0.37922922410172655,0,0.29900000000000004,59142,473,99,1.0,12926.502279772745,False,-0.02824311026356245,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28148.03099694901,True,-1.709697470266569,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,67889,1066,378,1.0,35266.767752912674,False,0.03848534815314974,0.6666666666666666,333408,0.0,0.125,14,0,0,2,4,3463.1126185267326,1,3,3,54.0,0.0,3,0,3,892,0.794978185556829,187.10676735825837
113,3,0,0,0,10.0,20,10.0,22.48245287296247,0,,23.154566372338348,0,,27.999999999999993,8,28.0,0,3.287000000000001,62657,5,34,1.0,814.403397680724,False,0.4112111013883003,0,2.855000000000001,61149,15,39,1.0,1026.8156620455363,False,0.3798426385388196,0,0.29900000000000004,59142,463,109,1.0,12933.223414766504,False,-0.028193332927727553,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28148.03099694901,True,-1.709697470266569,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,68113,1056,380,1.0,35091.222089189294,False,0.04013953401326776,0.6666666666666666,333432,0.0,0.125,9,0,0,2,2,160.94131054131054,1,3,5,53.0,0.0,3,0,5,424,0.924590477719903,188.03135783597827
114,5,0,0,0,10.0,20,10.0,22.681859725886536,34,24.029411764705884,23.154566372338348,0,,27.99999999999999,11,28.0,0,3.2870000000000013,62959,4,27,1.0,652.4102125989365,False,0.4161565768505967,0,2.855000000000001,61464,16,32,1.0,885.8195112283692,False,0.38531394906046784,0,0.29900000000000004,58325,487,119,1.0,13801.459084815007,False,-0.03386465306304797,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28397.688376809943,True,-1.707848485050156,0,0.2,82371,0,2,0.0,55.99999999999998,False,0.0005585710295921217,0,0.4070000000000001,68421,1046,379,1.0,34831.67642546591,False,0.042303719509100494,0.6666666666666666,333540,0.0,0.125,13,0,0,1,0,0.0,2,3,2,54.0,6.0,3,2,2,1325,0.8006515325978398,188.8320093685761
115,2,0,0,0,10.0,20,10.0,22.681859725886536,0,,24.48922863962638,19,37.0,27.99999999999999,6,28.0,0,3.287000000000001,62879,2,37,1.0,859.2288098578018,False,0.41668041543432016,0,2.855000000000001,61344,18,42,1.0,1132.6381084872346,False,0.3853902402041626,0,0.29900000000000004,59028,477,110,1.0,13513.06223960678,False,-0.025587582654885224,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28397.688376809943,True,-1.707848485050156,0,0.2,82371,0,2,0.0,55.99999999999998,False,0.0005585710295921217,0,0.4070000000000001,67886,1055,383,1.0,36560.136214805825,False,0.046301508231672346,0.6666666666666666,333508,0.0,0.125,10,0,0,0,1,2000.584229390681,2,2,4,36.0,0.0,2,0,4,1071,0.6858503622934222,189.51785973086953
116,4,0,0,0,10.0,20,10.0,22.698377335744077,13,23.0,24.48922863962638,0,,27.999999999999993,8,28.0,0,3.2870000000000013,63078,2,34,1.0,791.7448294152986,False,0.42037845539535557,0,2.855000000000001,61244,18,52,1.0,1360.315621458692,False,0.385699915206081,0,0.29900000000000004,58729,480,120,1.0,13833.928557912323,False,-0.02764005985667493,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28418.368424351585,True,-1.7076953267409545,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,68110,1045,385,1.0,36371.24392840956,False,0.04787466108344298,0.6666666666666666,333532,0.0,0.125,8,0,0,1,0,0.0,2,3,6,54.0,3.0,3,1,6,723,0.908722773194313,190.42658250406384
117,6,0,0,0,10.0,20,10.0,22.982206443427007,54,24.166666666666668,24.48922863962638,0,,27.999999999999996,11,28.0,0,3.287000000000001,63362,1,29,1.0,676.4839868593832,False,0.4254440116682262,0,2.855000000000001,62065,19,23,1.0,718.5907481988212,False,0.3968916795135028,0,0.29900000000000004,57424,524,130,1.0,15226.275899507182,False,-0.03665810596999661,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28773.722467170614,True,-1.7050635424446883,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,68418,1035,384,1.0,36098.3516420133,False,0.04995781357092817,0.6666666666666666,333640,0.0,0.125,14,0,0,4,0,0.0,1,5,9,60.0,3.0,5,1,9,1813,1.2263822965323925,191.65296480059624
118,9,0,0,0,10.0,20,10.0,22.98327106968692,16,23.0,24.48922863962638,0,,27.999999999999993,10,28.0,0,3.2870000000000013,63262,1,39,1.0,906.34757171779,False,0.42577814594206265,0,2.8550000000000013,62333,19,17,1.0,580.7156081846776,False,0.4013461735609635,0,0.29900000000000004,57056,530,140,1.0,15609.625676481763,False,-0.03926986553144799,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28775.055379248024,True,-1.705053670776856,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,68698,1025,384,1.0,35853.45935561704,False,0.05187096617984183,0.6666666666666666,333720,0.0,0.125,9,0,0,4,0,0.0,4,8,6,129.0,3.0,8,1,6,848,1.221057303249836,192.87402210384607
119,6,0,0,0,10.0,20,10.0,22.98327106968692,0,,24.05786065931468,9,15.555555555555555,27.999999999999993,13,28.0,0,3.287000000000001,63122,5,49,1.0,1176.1802824146591,False,0.42566438733457146,0,2.855000000000001,62273,15,27,1.0,770.5483188815468,False,0.4021275098335296,0,0.29900000000000004,57196,520,141,1.0,15343.459309200569,False,-0.03916741239186688,0,10.676,-61987.11111111111,1252,0,0.0,28775.055379248024,True,-1.705053670776856,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,68922,1024,381,1.0,35303.24931513823,False,0.05125040566304954,0.6666666666666666,333884,0.0,0.125,12,0,0,4,0,0.0,2,6,4,78.0,0.0,6,0,4,704,0.9458167823031545,193.81983888614923
120,4,0,0,0,10.0,20,10.0,22.80349851110101,19,20.526315789473685,25.051582930841512,64,27.65625,27.999999999999993,0,,0,3.2870000000000013,63402,2,45,1.0,1046.1574329995456,False,0.4304752666599484,0,2.855000000000001,62183,18,32,1.0,909.7119523552324,False,0.40167060455105663,0,0.29900000000000004,58576,529,87,1.0,14242.538427355646,False,-0.026880121849777512,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28549.980135898466,True,-1.7067205984589684,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,67152,1078,391,1.0,37953.60639944715,False,0.04584900610449609,0.6666666666666666,333684,0.0,0.125,10,0,0,3,0,0.0,1,4,3,72.0,0.0,4,0,3,2360,0.8268085662275553,194.64664745237678
121,3,0,0,0,10.0,20,10.0,23.023397269035822,26,25.0,25.801319739327745,17,35.0,27.999999999999996,10,28.0,0,3.287000000000001,63312,1,55,1.0,1276.2868497969703,False,0.43103614896389386,0,2.855000000000001,62723,19,16,1.0,558.3743563045732,False,0.4098233793893727,0,0.29900000000000004,58521,545,80,1.0,14611.857090770744,False,-0.024959584290417017,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28825.29338083285,True,-1.704681603577063,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,66837,1085,391,1.0,38942.4319171706,False,0.04802758804882996,0.6666666666666666,333764,0.0,0.125,13,0,0,1,0,0.0,2,3,3,54.0,0.0,3,0,3,1725,0.8263866752386093,195.4730341276154
122,3,0,0,0,10.0,20,10.0,23.021986295901662,15,23.0,25.801319739327745,0,,28.0,6,28.0,0,3.2870000000000013,63537,3,50,1.0,1181.099314795083,False,0.43500603422389766,0,2.855000000000001,62643,17,26,1.0,768.5716436934432,False,0.41038502107605446,0,0.29900000000000004,58176,550,90,1.0,14984.21123928541,False,-0.027312098298928947,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28823.52684246888,True,-1.7046946867205337,0,0.2,82371,0,2,0.0,56.0,False,0.0005585710295921217,0,0.4070000000000001,67005,1075,395,1.0,38796.41871977733,False,0.049181078526449026,0.6666666666666666,333732,0.0,0.125,10,0,0,1,0,0.0,2,3,5,54.0,0.0,3,0,5,713,0.7756202137097716,196.24865434132516
123,5,0,0,0,10.000000000000002,20,10.0,23.021986295901662,0,,25.801319739327745,0,,28.0,0,,0,3.287000000000001,63447,2,60,1.0,1401.3191777540997,False,0.43545604164153806,0,2.855000000000001,62533,18,36,1.0,1008.7915066524598,False,0.4106112547736804,0,0.29900000000000004,58176,540,100,1.0,15012.00457371967,False,-0.027106258341334406,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28823.52684246888,True,-1.7046946867205337,0,0.2,82371,0,2,0.0,56.0,False,0.0005585710295921217,0,0.4070000000000001,67005,1065,405,1.0,38818.40552238405,False,0.04931456973263901,0.6666666666666666,333532,0.0,0.125,6,0,0,2,0,0.0,2,4,5,71.0,3.0,4,1,5,200,0.9191431421786547,197.16779748350382
124,5,0,0,0,10.000000000000002,20,10.0,23.1615942307519,17,25.0,25.801319739327745,0,,27.999999999999996,11,28.0,0,3.2870000000000013,63762,3,53,1.0,1257.5644942298507,False,0.440896487806904,0,2.855000000000001,62443,17,46,1.0,1235.4333346145872,False,0.41113311554124804,0,0.29900000000000004,57751,547,110,1.0,15507.537215547341,False,-0.029731475770623406,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28998.315976901376,True,-1.7034001825254834,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,67313,1055,404,1.0,38532.39232499077,False,0.05131805960311566,0.6666666666666666,333640,0.0,0.125,11,0,0,1,0,0.0,2,3,3,39.0,6.0,3,2,3,933,0.8694693362340331,198.03726681973785
125,3,0,0,0,10.000000000000002,20,10.0,23.150054088152842,30,23.066666666666666,25.316005235920212,8,13.0,27.999999999999996,9,28.0,0,3.287000000000001,63946,7,49,1.0,1204.3526503194894,False,0.44441855364213534,0,2.855000000000001,62751,13,40,1.0,1056.0021635261137,False,0.4160177470856394,0,0.29900000000000004,57163,567,112,1.0,15961.473254405726,False,-0.03507914700789697,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28983.867718367357,True,-1.7035071876396408,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,67461,1053,405,1.0,37997.75351342398,False,0.04986918213922983,0.6666666666666666,333692,0.0,0.125,13,0,0,1,0,0.0,1,2,4,36.0,3.0,2,1,4,1248,0.6342867137864232,198.67155353352427
126,4,0,0,0,10.0,20,10.0,23.141756688909553,13,23.0,24.87819635313414,7,13.0,27.999999999999996,9,28.0,0,3.2870000000000013,63856,6,59,1.0,1425.3636446456635,False,0.4448774127802281,0,2.8550000000000013,62940,14,37,1.0,996.2449974896534,False,0.4195784662268356,0,0.29900000000000004,56955,570,115,1.0,16051.79389328887,False,-0.03749115791793411,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28973.479374514758,True,-1.7035841246571533,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,67622,1050,406,1.0,37490.106170790845,False,0.048742038364059916,0.6666666666666666,333744,0.0,0.125,12,0,0,3,0,0.0,1,4,9,55.0,0.0,4,0,9,842,1.0757990460842848,199.74735257960856
127,9,0,0,0,10.0,20,10.0,23.131790856988456,16,23.0,24.87819635313414,0,,27.999999999999993,12,28.0,0,3.287000000000001,63766,5,69,1.0,1646.0935691322034,False,0.44533312711614087,0,2.855000000000001,63198,15,31,1.0,867.0855165666421,False,0.423906703327142,0,0.29900000000000004,56587,576,125,1.0,16433.686077767117,False,-0.040113712541717694,0,10.676,-61987.11111111111,1252,0,0.0,28961.002152949546,True,-1.7036765320926108,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,67958,1040,404,1.0,37185.3242072595,False,0.0509715748500936,0.6666666666666666,333880,0.0,0.125,12,0,0,1,0,0.0,5,6,8,108.0,9.0,6,3,8,904,1.154468041844666,200.90182062145323
128,8,0,0,0,10.0,20,10.0,23.131790856988456,0,,25.995840472422632,18,37.0,27.999999999999993,9,28.0,0,3.287000000000001,63656,6,79,1.0,1887.411477702088,False,0.44557164650132125,0,2.855000000000001,63108,14,41,1.0,1088.4034251365267,False,0.42436899643233666,0,0.29900000000000004,57253,566,117,1.0,16134.106960328914,False,-0.0324675097736039,0,10.676,-61987.11111111111,1252,0,0.0,28961.002152949546,True,-1.7036765320926108,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,67544,1048,405,1.0,38583.640815098915,False,0.0544342089243799,0.6666666666666666,333932,0.0,0.125,10,0,0,2,0,0.0,4,6,5,108.0,6.0,6,2,5,1118,0.9870410868898034,201.88886170834303
129,5,0,0,0,10.0,20,10.0,22.795046233630472,5,9.0,25.52664559108351,54,24.0,27.999999999999993,9,28.0,0,3.287000000000001,63536,8,89,1.0,2108.759114793112,False,0.44536295106956125,0,2.855000000000001,63073,12,46,1.0,1168.5721267470017,False,0.42448277084169134,0,0.29900000000000004,58504,561,73,1.0,14651.46606521579,False,-0.024918043716555642,0,10.676000000000002,-61987.11111111111,1252,0,0.0,28539.39788450535,True,-1.7067989715733267,0,0.2,82371,0,2,0.0,55.999999999999986,False,0.0005585710295921217,0,0.4070000000000001,66500,1092,406,1.0,39243.09698546319,False,0.04576091329680278,0.6666666666666666,333984,0.0,0.125,12,0,0,4,0,0.0,1,5,6,75.0,0.0,5,0,6,1793,0.9816163936629891,202.87047810200602
130,6,0,0,0,10.0,20,10.0,22.814987590100333,69,22.869565217391305,25.52664559108351,0,,27.999999999999996,11,28.0,0,3.2870000000000013,64569,8,51,1.0,1243.564367095117,False,0.45879838398557904,0,2.855000000000001,63418,12,35,1.0,918.5245656535117,False,0.4294052605358655,0,0.29900000000000004,56926,620,83,1.0,16264.003889922138,False,-0.03634906468537342,0,10.676,-61987.11111111111,1252,0,0.0,28564.364462805617,True,-1.7066140668282423,0,0.2,82371,0,2,0.0,55.99999999999999,False,0.0005585710295921217,0,0.4070000000000001,66808,1082,405,1.0,38959.83052955236,False,0.04778107980008233,0.6666666666666666,334092,0.0,0.125,16,0,0,4,0,0.0,2,6,2,78.0,0.0,6,0,2,2086,1.168278157711029,204.03875625971705
