index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,8,0,0,0,10.000000000000004,8,10.0,18.742749434733543,10,19.2,8.65824864762135,62,9.951612903225806,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,1.3520000000000003,56358,13,10,1.0,317.4274943473355,False,0.04664457474672514,21,7.682000000000002,44749.0,99,0,0.0,1855.5321940386207,False,-0.45426041438738174,41,8.548,41040.0,368,0,0.0,6897.331791981944,False,-0.46845566870985855,0,0.21800000000000003,109392,260,25,1.0,3051.144648381551,False,0.051451060045414436,11,3.028000000000001,91542,1182,0,0.0,10234.049901488437,False,-0.08371385960049085,0.3333333333333333,397347,0.0,0.0,8,0,0,10,14,14.0,17,27,9,121.0,0.0,8,0,9,560,1.7978422960150056,126.57704674021807
33,9,0,0,0,10.000000000000004,9,10.0,18.181419260553902,26,14.73076923076923,8.753300290565507,27,10.407407407407407,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,16,1.512,56347,12,10,1.0,301.81419260553906,False,0.04629629053488592,8,7.741000000000001,44106.0,125,0,0.0,2272.677407569238,False,-0.45945089186249666,19,8.697000000000001,40569.0,368,0,0.0,6690.762287883836,False,-0.4753171422638575,0,0.21800000000000003,109562,260,25,1.0,3075.858075547032,False,0.05317972355458826,10,3.1170000000000013,91288,1199,0,0.0,10495.207048388043,False,-0.08488384184098942,0.3333333333333333,396138,0.0,0.0,11,0,0,12,10,9.842105263157894,15,27,12,120.0,13.0,8,1,12,508,1.8599087909678929,128.43695553118596
34,12,0,0,0,10.000000000000004,9,10.0,15.229605506441056,77,8.818181818181818,8.722474782818399,26,8.192307692307692,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,67,2.166000000000001,54581,11,10,1.0,262.2960550644106,False,0.013225453304422439,16,7.8930000000000025,43531.0,125,0,0.0,1903.700688305132,False,-0.46852515210637696,10,8.778,39720.0,445,0,0.0,6777.174450366269,False,-0.48494465482414983,0,0.21800000000000003,109654,267,27,1.0,3192.9007670125125,False,0.054606601417255186,12,3.227000000000001,91072,1208,0,0.0,10536.749537644626,False,-0.08673452679095356,0.3333333333333333,392824,0.0,0.0,7,0,0,13,13,12.923076923076923,12,25,11,172.0,19.0,11,1,11,553,1.9344441309804097,130.37139966216637
35,11,0,0,0,10.000000000000004,12,10.0,14.372965878643164,33,8.666666666666666,8.685647085588858,36,8.25,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,23,2.3290000000000006,54200,13,10,1.0,273.7296587864317,False,0.006275507044579667,27,8.147000000000002,42377.0,136,0,0.0,1954.7233594954703,False,-0.48200817616225505,9,8.858,39391.0,467,0,0.0,6712.175065326358,False,-0.48926380237447964,0,0.21800000000000003,109768,284,25,1.0,3266.723772307236,False,0.05603717780029978,8,3.2950000000000013,90964,1217,0,0.0,10570.43250316164,False,-0.08759867047510839,0.3333333333333333,390966,0.0,0.0,10,0,0,14,9,8.545454545454545,14,28,13,149.0,18.0,10,1,13,504,1.8711013569845818,132.24250101915095
36,13,0,0,0,10.000000000000002,15,10.0,14.554666283386192,12,18.0,9.050800699259376,83,10.879518072289157,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,2,2.326000000000001,54228,18,10,1.0,325.54666283386194,False,0.007273849613262174,29,8.410000000000002,41057.0,145,0,0.0,2110.426611090998,False,-0.49684919046625925,54,9.389000000000001,36677.0,470,0,0.0,6840.693153191511,False,-0.5209225351375109,0,0.21800000000000003,109703,303,25,1.0,3542.3926118755912,False,0.05672761689200672,10,3.3870000000000013,90334,1271,0,0.0,11503.567688758667,False,-0.08914793966841095,0.3333333333333333,386265,0.0,0.0,14,0,0,11,15,14.222222222222221,19,30,12,192.0,18.0,12,1,12,542,1.9122278969734907,134.15472891612444
37,12,0,0,0,10.000000000000002,7,10.0,13.636253873750373,33,7.636363636363637,8.960638899720385,39,7.923076923076923,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,23,2.5540000000000007,53913,15,10,1.0,286.36253873750377,False,0.0010774708205628619,29,8.671000000000003,39898.0,145,0,0.0,1977.2568116938041,False,-0.5114923067033836,10,9.435,36255.0,503,0,0.0,6859.035698496437,False,-0.5258549547863338,0,0.21800000000000003,109787,323,23,1.0,3630.2863646096844,False,0.05794049845771967,8,3.457000000000001,90246,1280,0,0.0,11469.617791642093,False,-0.09014305720143101,0.3333333333333333,384365,0.0,0.0,10,0,0,16,9,8.3,18,34,10,200.0,0.0,12,0,10,526,2.399229546019342,136.55395846214378
38,10,0,0,0,10.000000000000002,11,10.0,14.641117965417408,58,18.517241379310345,8.731488923045312,35,5.857142857142857,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,48,3.011000000000001,53347,16,10,1.0,306.41117965417413,False,-0.00921875643862579,27,8.912,38400.0,157,0,0.0,2298.655520570533,False,-0.5274701869805934,8,9.505,35405.0,549,0,0.0,8037.973763014157,False,-0.5289677421949761,0,0.21800000000000003,110087,327,22,1.0,3559.196877835817,False,0.06044742097751357,9,3.539000000000001,89993,1301,0,0.0,11359.66708888195,False,-0.0930625315722725,0.3333333333333333,381498,0.0,0.0,11,0,0,7,14,13.166666666666668,23,30,13,130.0,9.0,9,1,13,462,1.4357681490364484,137.98972661118023
39,13,0,0,0,10.000000000000002,10,10.0,15.622039375232653,31,23.64516129032258,8.78756298202375,42,9.357142857142858,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,21,3.173000000000001,53473,16,10,1.0,316.2203937523266,False,-0.006794507261821457,14,9.025,37914.0,157,0,0.0,2452.6601819115267,False,-0.5323568336863237,28,9.777000000000001,33774.0,580,0,0.0,9060.782837634939,False,-0.5423445115258914,0,0.21800000000000003,110099,345,23,1.0,3767.709228798194,False,0.06154947970802064,11,3.640000000000001,89737,1315,0,0.0,11555.645321361231,False,-0.0945604070463493,0.3333333333333333,379263,0.0,0.0,9,0,0,11,14,13.166666666666668,21,32,10,212.0,0.0,13,0,10,388,1.589898195990827,139.57962480717106
40,10,0,0,0,10.000000000000002,14,10.0,15.222441201403473,15,8.4,8.530146514154122,52,6.4423076923076925,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,5,3.202000000000001,53360,20,10,1.0,352.2244120140348,False,-0.00855379447373941,39,9.401000000000002,35949.0,161,0,0.0,2450.813033425959,False,-0.5558454124196449,13,9.879000000000001,33405.0,591,0,0.0,8996.462750029452,False,-0.5471375153826932,0,0.21800000000000003,110292,342,25,1.0,3717.31010784071,False,0.06314015597611489,12,3.7490000000000006,89299,1360,0,0.0,11600.999259249606,False,-0.09849749142454452,0.3333333333333333,376571,0.0,0.0,9,0,0,10,15,14.09090909090909,19,29,9,155.0,0.0,10,0,9,396,1.3479212939855643,140.92754610115662
41,9,0,0,0,10.000000000000002,6,10.0,15.578803177061706,7,28.0,8.332418722515902,28,5.321428571428571,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,3.1970000000000014,53496,16,13,1.0,362.5244413018022,False,-0.005939808499372124,20,9.562000000000001,34975.0,168,0,0.0,2617.2389337463665,False,-0.5664884109720398,8,9.946000000000002,33269.0,591,0,0.0,9207.072677643468,False,-0.5475042553637318,0,0.21800000000000003,110612,332,25,1.0,3566.3630158752794,False,0.06545816198632703,10,3.8370000000000015,89025,1388,0,0.0,11565.397186852071,False,-0.10126364021778339,0.3333333333333333,375643,0.0,0.0,8,0,0,9,9,9.0,19,28,9,143.0,0.0,9,0,9,576,1.3367457099957392,142.26429181115236
42,9,0,0,0,10.000000000000002,7,10.0,16.717154683913133,50,21.86,8.19372590208102,45,6.933333333333334,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,37,3.5670000000000015,53435,13,10,1.0,297.17154683913134,False,-0.007674621774518186,22,9.762000000000002,33420.0,192,0,0.0,3209.6936993113213,False,-0.5815280493965654,23,10.168000000000001,32204.0,617,0,0.0,10314.484439974403,False,-0.5536131256796875,0,0.21800000000000003,110933,344,24,1.0,3586.641710315871,False,0.0685972211125029,9,3.917000000000001,88649,1411,0,0.0,11561.34724783632,False,-0.1048471549538519,0.3333333333333333,372907,0.0,0.0,8,0,0,9,13,12.071428571428571,18,27,10,119.0,14.0,8,1,10,422,1.3083082920056768,143.57260010315804
43,10,0,0,0,10.000000000000002,13,10.0,17.052493942171722,14,23.0,8.632269529905658,63,11.476190476190476,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,4,3.5700000000000007,53551,16,10,1.0,330.52493942171725,False,-0.0052175549147956924,21,9.950000000000001,32713.0,192,0,0.0,3274.0788368969706,False,-0.589590553801827,42,10.565000000000001,30200.0,631,0,0.0,10760.123677510357,False,-0.5748944186917669,0,0.21800000000000003,110848,365,24,1.0,3918.7783784155654,False,0.06936571418340867,10,4.008000000000002,88209,1443,0,0.0,12456.364931653865,False,-0.10477597434992006,0.3333333333333333,369787,0.0,0.0,10,0,0,11,13,12.285714285714285,15,26,10,153.0,0.0,10,0,10,450,1.3734444309957325,144.94604453415377
44,10,0,0,0,10.000000000000002,10,10.0,17.052493942171722,0,,8.578943595795218,84,8.30952380952381,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,3.566000000000001,53451,16,20,1.0,501.0498788434345,False,-0.005490482250792305,35,10.279000000000002,30971.0,192,0,0.0,3274.0788368969706,False,-0.6104037251221849,49,11.013000000000002,27984.0,631,0,0.0,10760.123677510357,False,-0.6013708754345415,0,0.21800000000000003,110938,385,22,1.0,4006.893284381159,False,0.07063652139719956,8,4.078000000000001,87722,1497,0,0.0,12842.678562905441,False,-0.10756148183284939,0.3333333333333333,365332,0.0,0.0,10,0,0,9,15,15.0,19,28,11,153.0,0.0,10,0,11,484,1.3953850600519218,146.3414295942057
45,11,0,0,0,10.000000000000002,7,10.0,17.88158209301695,23,26.391304347826086,8.797786552693337,60,10.466666666666667,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,3,3.596000000000001,53931,13,10,1.0,308.8158209301695,False,0.0016187249613890922,12,10.364000000000003,30353.0,199,0,0.0,3558.434836510373,False,-0.6160887795469947,48,11.444,25399.0,647,0,0.0,11569.383614181967,False,-0.6274216303201909,0,0.21800000000000003,111374,381,18,1.0,3927.9566765761615,False,0.07439547197163793,6,4.130000000000001,87052,1551,0,0.0,13645.366943227365,False,-0.11010822379738668,0.3333333333333333,362375,0.0,0.0,12,0,0,10,11,10.428571428571429,18,28,9,177.0,0.0,11,0,9,915,1.4003101140260696,147.74173970823176
46,9,0,0,0,10.000000000000002,12,10.0,17.823326248842523,25,17.28,8.762338400288902,82,8.560975609756097,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,15,3.7430000000000008,53910,15,10,1.0,328.2332624884252,False,0.0014096194533911378,42,10.772000000000002,27954.0,213,0,0.0,3796.3684910034576,False,-0.6433302956437897,40,11.795999999999998,23676.0,658,0,0.0,11727.74867173838,False,-0.6470617305773303,0,0.21800000000000003,111581,390,16,1.0,3929.311976112672,False,0.07636416710642079,8,4.2040000000000015,86444,1614,0,0.0,14142.414178066289,False,-0.1135159058770202,0.3333333333333333,357831,0.0,0.0,12,0,0,6,14,13.875,20,26,10,123.0,14.0,8,1,10,768,1.316648059990257,149.05838776822202
47,10,0,0,0,10.000000000000002,8,10.0,18.23663274547795,21,22.80952380952381,8.772101498603647,65,8.846153846153847,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,11,3.8380000000000014,54066,13,10,1.0,312.36632745477954,False,0.004151693835464022,23,10.96,26646.0,226,0,0.0,4121.479000478017,False,-0.6570159085721231,42,12.176,21804.0,666,0,0.0,12145.597408488316,False,-0.6669319246299849,0,0.21800000000000003,111726,403,17,1.0,4079.1569039372694,False,0.07844893783267255,11,4.306000000000001,85869,1656,0,0.0,14526.600081687639,False,-0.1171457006271322,0.3333333333333333,354377,0.0,0.0,8,0,0,7,16,15.23076923076923,21,28,10,148.0,0.0,10,0,10,368,1.3001759079634212,150.35856367618544
48,10,0,0,0,10.000000000000002,10,10.0,18.476967682905894,13,22.692307692307693,8.852033072170393,28,10.285714285714286,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,3,3.8570000000000015,54204,13,10,1.0,314.769676829059,False,0.006729598103902576,20,11.137000000000002,25986.0,229,0,0.0,4231.22559938545,False,-0.6642458773947367,8,12.214000000000002,21418.0,676,0,0.0,12490.430153644384,False,-0.669483791810672,0,0.21800000000000003,111982,393,19,1.0,4086.8489973629644,False,0.08091216701755131,12,4.415000000000001,85416,1684,0,0.0,14906.823693534941,False,-0.11963776806552781,0.3333333333333333,353272,0.0,0.0,9,0,0,10,9,9.0,19,29,9,156.0,0.0,10,0,9,606,1.3804819860379212,151.73904566222336
49,9,0,0,0,10.000000000000002,9,10.0,19.620896770458916,32,27.375,8.98691745085355,28,11.285714285714286,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,22,4.074000000000001,54452,12,10,1.0,316.2089677045892,False,0.011335688059785435,8,11.197000000000003,25090.0,251,0,0.0,4924.845089385188,False,-0.670807525422744,20,12.406,20713.0,686,0,0.0,13459.935184534817,False,-0.6721152778203829,0,0.21800000000000003,112302,383,19,1.0,4049.9893836769097,False,0.0837709232328984,10,4.503000000000001,84979,1712,0,0.0,15385.602675861277,False,-0.12151103101781557,0.3333333333333333,351802,0.0,0.0,8,0,0,7,11,10.166666666666668,22,29,9,137.0,0.0,9,0,9,410,1.2619146539946087,153.00096031621797
50,9,0,0,0,10.000000000000002,6,10.0,19.79270080490742,12,23.0,8.611826494768087,63,5.904761904761905,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,2,4.072000000000001,54630,8,10,1.0,277.9270080490742,False,0.014277630727518314,38,11.569000000000003,23130.0,251,0,0.0,4967.967902031762,False,-0.6939677174687757,25,12.636,19660.0,698,0,0.0,13815.305161825378,False,-0.6825734186301458,0,0.21800000000000003,112391,395,19,1.0,4009.671465433394,False,0.08442350680364683,10,4.593000000000001,84719,1753,0,0.0,15096.531845328456,False,-0.1253458534205685,0.3333333333333333,348796,0.0,0.0,6,0,0,7,14,13.166666666666668,21,28,10,140.0,0.0,9,0,10,380,1.2512221150100231,154.252182431228
51,10,0,0,0,10.000000000000002,12,10.0,20.410899159848753,26,25.46153846153846,8.5589717382617,53,8.09433962264151,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,16,4.230000000000001,54811,10,10,1.0,304.10899159848753,False,0.017872041479300087,23,11.761000000000003,21571.0,271,0,0.0,5531.353672319012,False,-0.7092288034677527,30,12.910999999999998,18643.0,704,0,0.0,14369.273008533522,False,-0.691415026771966,0,0.21800000000000003,112570,402,19,1.0,4048.7066387812033,False,0.0863053684651683,10,4.683000000000002,84311,1789,0,0.0,15312.000439750182,False,-0.12819224362617226,0.3333333333333333,346172,0.0,0.0,9,0,0,8,13,12.09090909090909,19,27,10,148.0,0.0,10,0,10,440,1.3599860079702921,155.61216843919829
52,10,0,0,0,10.000000000000002,9,10.0,20.71212615341012,30,22.866666666666667,8.529035407838046,51,8.254901960784315,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,20,4.4140000000000015,54915,9,10,1.0,297.1212615341012,False,0.01973333513772831,32,12.058000000000003,19947.0,279,0,0.0,5778.683196801424,False,-0.7271545981528523,19,13.071000000000002,17714.0,726,0,0.0,15037.003587375748,False,-0.6985256127019144,0,0.21800000000000003,112543,413,22,1.0,4226.491623437113,False,0.0868920827729506,13,4.803000000000001,83953,1819,0,0.0,15514.315406857406,False,-0.13062700063106736,0.3333333333333333,343338,0.0,0.0,9,0,0,8,16,15.5,23,31,10,163.0,0.0,10,0,10,410,1.3897580049815588,157.00192644417984
53,10,0,0,0,10.000000000000002,9,10.0,21.30375511088997,19,28.157894736842106,8.537057531031275,34,8.647058823529411,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,9,4.484000000000001,55189,8,10,1.0,293.0375511088997,False,0.02476978361336432,15,12.176000000000004,19126.0,289,0,0.0,6156.785227047201,False,-0.7347050358612185,19,13.242000000000003,16994.0,735,0,0.0,15658.260006504128,False,-0.7034167293540741,0,0.21800000000000003,112701,421,22,1.0,4298.101220564167,False,0.08872926922250526,10,4.8900000000000015,83700,1835,0,0.0,15665.500569442389,False,-0.13230874694548106,0.3333333333333333,341976,0.0,0.0,10,0,0,11,11,11.0,19,30,12,150.0,0.0,10,0,12,720,1.3711299679707736,158.37305641215062
54,12,0,0,0,10.000000000000002,11,10.0,21.72078043119906,17,27.0,8.52814325855367,36,8.416666666666666,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,7,4.545000000000002,55399,9,10,1.0,307.2078043119906,False,0.028790027448349787,15,12.311000000000003,18337.0,297,0,0.0,6451.0717880661205,False,-0.7423738497911149,21,13.433000000000002,16232.0,744,0,0.0,16160.260640812101,False,-0.7095220817901949,0,0.21800000000000003,112801,423,24,1.0,4375.404598368203,False,0.09004362782428768,12,5.000000000000002,83391,1859,0,0.0,15853.81831765127,False,-0.13434534876456877,0.3333333333333333,340426,0.0,0.0,8,0,0,11,13,12.11111111111111,23,34,10,192.0,0.0,12,0,10,426,1.4294440930243582,159.80250050517498
55,10,0,0,0,10.000000000000002,8,10.0,20.514390834594384,43,14.651162790697674,8.404880428987969,69,7.6231884057971016,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,33,4.868000000000001,55138,7,10,1.0,275.1439083459438,False,0.02365961617417257,35,12.646,16498.0,303,0,0.0,6215.860422882099,False,-0.7657510996637746,34,13.752000000000002,14590.0,781,0,0.0,16021.739241818213,False,-0.7299679842657549,0,0.21800000000000003,112944,435,25,1.0,4456.1229866097665,False,0.09178179441942248,11,5.098000000000002,82869,1906,0,0.0,16019.702097651068,False,-0.1385074315212291,0.3333333333333333,336305,0.0,0.0,9,0,0,11,15,14.90909090909091,17,28,10,152.0,0.0,10,0,10,608,1.2838838699972257,161.0863843751722
56,10,0,0,0,10.000000000000004,10,10.0,20.958951998887432,20,26.0,8.257742194242772,43,6.6976744186046515,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,10,4.935000000000001,55368,7,10,1.0,279.5895199888744,False,0.02796019778500015,32,12.931000000000003,14831.0,313,0,0.0,6560.151975651766,False,-0.7836114079617443,11,13.828000000000003,14131.0,791,0,0.0,16578.531031119957,False,-0.7321258167489877,0,0.21800000000000003,113235,443,24,1.0,4426.179792049548,False,0.09439842540548651,9,5.177000000000001,82535,1931,0,0.0,15945.700177082792,False,-0.14202436165948057,0.3333333333333333,334366,0.0,0.0,11,0,0,8,11,11.0,19,27,14,146.0,14.0,9,1,14,702,1.8346010880195536,162.92098546319176
57,14,0,0,0,10.000000000000004,10,10.0,20.910939111924375,15,20.2,8.472955832364198,79,9.69620253164557,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,5,4.975000000000001,55476,7,10,1.0,279.1093911192438,False,0.029955826059476682,40,13.299000000000001,12844.0,319,0,0.0,6670.5895767038755,False,-0.8066920583969326,39,14.207000000000003,12364.0,800,0,0.0,16728.7512895395,False,-0.7523402792839677,0,0.21800000000000003,113373,443,25,1.0,4553.51943373734,False,0.09631016889628082,11,5.278000000000001,81772,2000,0,0.0,16945.911664728395,False,-0.1445164865639947,0.3333333333333333,330095,0.0,0.0,11,0,0,14,19,18.833333333333336,17,31,12,216.0,0.0,14,0,12,595,1.4685565950348973,164.38954205822665
58,12,0,0,0,10.000000000000004,9,10.0,21.0706935643581,27,22.333333333333332,8.906241326312891,127,10.527559055118111,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,17,5.1400000000000015,55603,6,10,1.0,270.706935643581,False,0.03222996162490817,41,13.669000000000002,10231.0,337,0,0.0,7100.823731188679,False,-0.8353416267537148,86,15.028000000000002,6257.0,809,0,0.0,17046.191093565703,False,-0.8234094944050223,0,0.21800000000000003,113554,444,29,1.0,4882.371148882923,False,0.09958465801916261,14,5.407000000000002,80244,2116,0,0.0,18845.606646478078,False,-0.14999712462566078,0.3333333333333333,320155,0.0,0.0,9,0,0,12,23,22.88888888888889,20,32,10,180.0,0.0,12,0,10,561,1.3469226439483464,165.736464702175
59,10,0,0,0,10.000000000000004,11,10.0,21.0706935643581,0,,9.124896294821909,108,10.222222222222221,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.123000000000001,55493,7,20,1.0,491.413871287162,False,0.032236507567754036,27,13.898000000000001,9094.0,337,0,0.0,7100.823731188679,False,-0.84892634305179,81,15.752,717.0,809,0,0.0,17046.191093565703,False,-0.8896006362619586,0,0.21800000000000003,113693,464,25,1.0,5033.951880797365,False,0.10162077865578427,6,5.453000000000002,79395,2194,0,0.0,20020.022470839267,False,-0.15247880144639653,0.3333333333333333,312658,0.0,0.0,12,0,0,9,16,16.0,19,28,12,145.0,0.0,10,0,12,558,1.2820712469983846,167.01853594917338
60,12,0,0,0,10.000000000000004,8,10.0,21.565241347483735,23,26.217391304347824,9.244143200532159,87,10.045977011494253,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,3,5.153000000000002,55959,5,10,1.0,265.6524134748374,False,0.038775995532008896,31,14.181000000000003,7500.0,345,0,0.0,7440.008264881889,False,-0.8659449665765686,56,16.231,-2500.0,824,0,0.0,17769.758870326597,False,-0.9237143573226843,0,0.21800000000000003,113611,476,31,1.0,5392.212163453308,False,0.10254153077757755,16,5.607,78471,2259,0,0.0,20882.51949000215,False,-0.15714987444306494,0.3333333333333333,307307,0.0,0.0,7,0,0,11,18,17.272727272727273,20,31,10,171.0,14.0,11,1,10,536,1.3114602720015682,168.32999622117495
61,10,0,0,0,10.000000000000002,14,10.0,22.283007455946528,19,30.42105263157895,9.133079984615177,114,8.543859649122806,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,9,5.240000000000001,56218,9,10,1.0,312.8300745594653,False,0.04400931585021168,55,14.700000000000005,3666.0,364,0,0.0,8111.014713964536,False,-0.9077445146542615,59,16.765,-5858.0,824,0,0.0,18361.198143699938,False,-0.9603020529786018,0,0.21800000000000003,113769,476,32,1.0,5371.346072676824,False,0.10394040227830517,11,5.701000000000001,77487,2363,0,0.0,21581.468003645663,False,-0.16316490660894087,0.3333333333333333,299548,0.0,0.0,13,0,0,6,20,19.1,20,26,10,144.0,18.0,9,1,10,460,1.1899169720127247,169.51991319318768
62,10,0,0,0,10.0,8,10.0,22.315453477539297,10,23.0,9.167277802568497,71,9.47887323943662,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.231000000000002,56368,7,10,1.0,293.15453477539296,False,0.0466050088408404,34,14.985000000000003,2187.0,364,0,0.0,8122.825065824304,False,-0.9253448447027712,37,17.076,-15873.0,834,0,0.0,18611.08820026777,False,-1.0784670406330705,0,0.21800000000000003,113775,498,31,1.0,5557.304345679112,False,0.10487868208208892,9,5.780000000000001,77059,2402,0,0.0,22019.80128176953,False,-0.1651445573904184,0.3333333333333333,287782,0.0,0.0,8,0,0,5,16,43.504347826086956,22,27,10,129.0,9.0,9,1,10,432,1.1418893659720197,170.6618025591597
63,10,0,0,0,10.0,13,10.0,22.34509007787873,9,23.0,9.038370862085245,190,8.6,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.231000000000002,56445,10,11,1.0,345.79599085666604,False,0.048518426523729306,82,15.771,-4289.0,364,0,0.0,8133.6127883478575,False,-1.0026547379933102,108,18.119,-47493.0,843,0,0.0,18836.91093565177,False,-1.4549093101565662,0,0.21800000000000003,114071,513,27,1.0,5500.684252249731,False,0.10741626814034372,6,5.831000000000001,75523,2567,0,0.0,23201.49800297282,False,-0.17410418995652274,0.3333333333333333,248523,0.0,0.0,14,0,0,7,27,109.81159420289855,22,29,8,164.0,0.0,10,0,8,578,1.2006045960006304,171.86240715516033
64,8,0,0,1,10.0,9,10.0,22.385787359106356,1,30.0,8.812783637271147,28,2.75,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,3,5.261000000000001,56328,9,23,1.0,604.8731092594462,False,0.048750630664649054,28,15.969000000000003,-11467.0,365,0,0.0,8170.81238607382,False,-1.0881942459940392,0,18.011000000000003,-60658.666666666664,843,0,0.0,18871.21874372666,True,-1.6120058938170223,0,0.21800000000000003,114447,518,24,1.0,5333.021924106454,False,0.11018590351742565,7,5.895000000000001,75420,2580,0,0.0,22736.98178415956,False,-0.17728229318343183,0.3333333333333333,288994,0.0,0.125,10,0,0,7,18,601.5002852541983,17,24,8,120.0,17.0,7,1,8,506,1.059898303996306,172.92230545915663
65,8,0,0,0,9.999999999999998,15,10.0,22.385787359106356,0,,8.61218026122923,26,3.1923076923076925,32.0,20,32.0,0,0.2,54266,0,0,0.0,0.0,False,0.004963146783214193,0,5.258000000000001,56178,14,33,1.0,878.7309828505097,False,0.04850856497324447,26,16.201000000000004,-13450.0,365,0,0.0,8170.81238607382,False,-1.1118868514637692,0,18.011000000000003,-60658.666666666664,843,0,0.0,18871.21874372666,True,-1.6120058938170223,0,0.21800000000000003,114756,519,24,1.0,5237.72155557797,False,0.11266338778831154,10,5.988000000000002,75240,2595,0,0.0,22348.607777889854,False,-0.18082942564276308,0.3333333333333333,286990,0.0,0.125,12,0,0,5,25,656.8611111111111,19,24,5,124.0,0.0,8,0,5,470,1.104910033987835,174.02721549314447
