index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Ind@2,spot_market_loss_05Ind@2,balance_05Ind@2,inventory_05Ind@2_input,inventory_05Ind@2_output,productivity_05Ind@2,assets_05Ind@2,bankrupt_05Ind@2,score_05Ind@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
36,35,0,0,0,10.0,20,10.0,15.611105712078237,4,5.0,40.091575174359456,26,44.69230769230769,37.00000000000001,10,37.0,4,4.0470000000000015,35796.0,380,0,0.0,3800.0,False,-0.22295514511873352,0,1.316,52127,11,50,1.0,890.5552856039118,False,0.08369635642319337,0,0.2,78039,73,80,1.0,4346.936730930468,False,0.04687315964898961,0,0.2,77852,110,141,1.0,7370.1337279132895,False,0.06416082880615814,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8570000000000002,90696,153,10,1.0,6504.011001676997,False,-0.04295822848430199,0.6666666666666666,432675,0.0,0.0,14,0,0,12,1,1.0,18,30,42,194.0,130.0,13,22,42,1732,1.803348665125668,70.07243451755494
37,42,0,0,0,10.0,20,10.0,15.42482053888548,6,9.5,40.19146601505336,4,44.0,37.0,11,37.0,6,4.1030000000000015,35600.0,391,0,0.0,3910.0,False,-0.2258616424802111,0,1.3160000000000003,52037,10,60,1.0,1025.4892323331287,False,0.083231872859634,0,0.2,78165,68,86,1.0,4505.353873938801,False,0.04955138848317555,0,0.2,77845,101,151,1.0,7626.81824270049,False,0.06574449721812871,0,0.2,98165,0,0,0.0,0.0,False,0.0,1,0.8670000000000002,90883,147,10,1.0,6278.145504212844,False,-0.0422037105678559,0.6666666666666666,432695,0.0,0.0,13,0,0,12,3,3.0,23,35,38,281.0,147.0,18,24,38,746,2.151516329497099,72.22395084705204
38,38,0,0,0,10.0,20,10.0,14.622785926931662,21,7.857142857142857,40.29663269970893,4,44.0,37.0,11,37.0,21,4.307000000000002,35118.0,401,0,0.0,4010.0,False,-0.23476665567282323,0,1.3160000000000003,51937,10,70,1.0,1123.5950148852164,False,0.08218167685196666,0,0.2,78329,62,92,1.0,4613.902935842984,False,0.05240014445023547,0,0.2,77692,108,161,1.0,8067.018744761757,False,0.0666202395215526,0,0.2,98165,0,0,0.0,0.0,False,0.0,1,0.8760000000000001,91070,141,10,1.0,6051.825210658959,False,-0.041451509139413485,0.6666666666666666,432311,0.0,0.0,11,0,0,16,3,3.0,17,33,33,225.0,128.0,15,23,33,746,1.945445873774588,74.16939672082663
39,33,0,0,0,10.0,20,10.0,16.603018179123186,86,20.709302325581397,39.53958059293735,5,19.8,37.0,11,37.0,32,4.606000000000002,34331.0,407,0,0.0,4070.0,False,-0.25037104221635886,0,1.316,53255,14,26,1.0,571.6784726572029,False,0.10366175866442538,0,0.2,77400,88,101,1.0,5454.563239649512,False,0.04576136594177523,0,0.2,76939,148,167,1.0,9060.356649530768,False,0.06327479835509038,0,0.2,98165,0,0,0.0,0.0,False,0.0,1,0.8850000000000002,91334,136,10,1.0,5747.382960639479,False,-0.04031282554556366,0.6666666666666666,431424,0.0,0.0,18,0,0,13,4,4.0,21,34,26,217.0,110.0,16,17,26,2127,1.6861478248611093,75.85554454568774
40,26,0,0,0,9.999999999999998,20,10.0,17.63365638796642,36,24.444444444444443,39.831123408640636,9,43.77777777777778,37.0,7,37.0,12,4.694000000000002,34128.0,417,0,0.0,4169.999999999999,False,-0.253524901055409,0,1.316,53851,14,12,1.0,351.603876655597,False,0.11367912966539827,0,0.2,77270,101,102,1.0,5843.773882865953,False,0.046604546291917126,0,0.2,76583,151,177,1.0,9712.790957912322,False,0.06288609492118569,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,91199,135,13,1.0,5858.201660166485,False,-0.041123609941595814,0.6666666666666666,431196,0.0,0.0,16,0,0,6,2,2.0,16,22,28,87.0,53.0,7,19,28,1549,1.254925866611302,77.11047041229904
41,28,0,0,0,9.999999999999998,20,10.0,16.872836953149566,35,11.514285714285714,37.861297601108426,22,27.318181818181817,37.0,9,37.0,23,4.912000000000002,33348.0,428,0,0.0,4279.999999999999,False,-0.2684696569920844,0,1.3160000000000003,54109,13,10,1.0,298.7283695314957,False,0.11845242795114094,0,0.2,77369,105,109,1.0,5898.529318601523,False,0.048253933768820124,0,0.2,76682,162,168,1.0,9094.097583396446,False,0.0601408072421167,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90931,147,14,1.0,6083.610747362938,False,-0.04270559391146054,0.6666666666666666,430604,0.0,0.0,22,0,0,12,5,5.0,17,29,27,133.0,51.0,11,17,27,1482,1.2537617273628712,78.36423213966191
42,27,0,0,0,9.999999999999998,20,10.0,16.423317387634036,21,11.0,38.283958054414605,10,43.6,37.0,4,37.0,21,5.099000000000001,32956.0,442,0,0.0,4419.999999999999,False,-0.2751071899736148,0,1.316,54049,9,20,1.0,418.4663477526807,False,0.11844972736387571,0,0.2,77310,116,115,1.0,6307.759993223228,False,0.05015439627010376,0,0.2,76946,152,172,1.0,9081.185028279684,False,0.06350207533365328,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90643,147,20,1.0,6367.741833998947,False,-0.04419221803087181,0.6666666666666666,430069,0.0,0.0,14,0,0,10,1,1.0,12,22,28,57.0,94.0,6,21,28,784,1.1267299288883805,79.49096206855029
43,28,0,0,0,9.999999999999998,20,10.0,15.188043012021309,32,5.65625,38.433438606667764,4,43.0,37.0,8,37.0,29,5.368000000000002,31984.0,455,0,0.0,4549.999999999999,False,-0.2938035949868074,0,1.316,54066,6,27,1.0,470.07716132457534,False,0.11933209475309793,0,0.2,77333,128,121,1.0,6594.515576945527,False,0.05232583480341897,0,0.2,76914,152,182,1.0,9303.468364240773,False,0.06453497320735031,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90767,141,22,1.0,6233.114843540155,False,-0.043614756565271966,0.6666666666666666,429229,0.0,0.0,15,0,0,11,4,4.0,13,24,26,114.0,93.0,7,21,26,755,1.1375899752601981,80.62855204381049
44,26,0,0,0,9.999999999999998,20,10.0,15.028249683436078,4,5.0,36.96053725785673,18,27.666666666666668,37.00000000000001,8,37.0,4,5.379000000000001,31802.0,466,0,0.0,4659.999999999999,False,-0.29642150395778366,0,1.316,53976,5,37,1.0,606.0452382871349,False,0.1188782696888103,0,0.2,77685,118,123,1.0,6319.479545361834,False,0.05512509328618674,0,0.2,77040,146,182,1.0,8920.942234711592,False,0.06368320848534739,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90565,149,24,1.0,6395.120051420652,False,-0.04484734858951438,0.6666666666666666,429233,0.0,0.0,14,0,0,13,1,1.0,13,26,29,102.0,111.0,9,17,29,994,1.3455286398530006,81.97408068366349
45,29,0,0,0,10.0,20,10.0,14.648394646033614,8,3.75,36.549449056407816,34,35.11764705882353,37.00000000000001,9,37.0,8,5.455000000000003,31581.0,471,0,0.0,4710.0,False,-0.3004617414248021,0,1.3160000000000003,53826,10,47,1.0,788.4745483635799,False,0.11766650053969717,0,0.2,77842,110,122,1.0,6070.356195945451,False,0.05554845405271034,0,0.2,78047,142,169,1.0,8256.928930269694,False,0.07249271694620078,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,89704,173,25,1.0,7248.054686758553,False,-0.049273902680392445,0.6666666666666666,429165,0.0,0.0,15,0,0,18,3,3.0,14,32,32,213.0,114.0,16,13,32,1727,1.3523447858169675,83.32642546948045
46,32,0,0,0,10.0,20,10.0,14.377604776469239,5,2.8,36.549449056407816,0,,37.00000000000001,7,37.0,5,5.497000000000002,31346.0,484,0,0.0,4840.0,False,-0.3039660290237467,0,1.3160000000000003,53756,7,57,1.0,889.5234722587467,False,0.11726504238393334,0,0.2,77828,105,132,1.0,6334.175776975102,False,0.05708732447354585,0,0.2,78047,132,179,1.0,8440.195211590939,False,0.07368864418104004,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,89963,163,28,1.0,6993.560196194474,False,-0.0479317465685607,0.6666666666666666,429105,0.0,0.0,12,0,0,15,2,2.0,20,35,37,234.0,132.0,18,14,37,459,3.081863355822861,86.40828882530332
47,37,0,0,0,10.0,20,10.0,13.67420476922626,66,11.575757575757576,35.36197530393718,8,15.0,37.00000000000001,11,37.0,40,5.892000000000002,30305.0,497,0,0.0,4970.0,False,-0.3240847625329815,0,1.316,54180,4,41,1.0,600.6423955382767,False,0.12302772917565012,0,0.2,77647,132,138,1.0,6684.947621481197,False,0.057014053728620104,0,0.2,77584,151,185,1.0,8606.770351381543,False,0.06873292146657924,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90250,161,27,1.0,6692.278023933885,False,-0.046542667835104794,0.6666666666666666,428131,0.0,0.0,15,0,0,24,5,5.0,14,38,32,278.0,151.0,21,16,32,1221,1.7123861322179437,88.12067495752126
48,32,0,0,0,10.0,20,10.0,14.987378631046578,56,20.535714285714285,34.61150039539281,5,15.0,37.00000000000001,11,37.0,2,5.872000000000001,30163.0,508,0,0.0,5080.0,False,-0.32587813324538256,13,1.4460000000000002,54887,3,10,1.0,179.8737863104658,False,0.1332646951920191,0,0.2,77476,132,143,1.0,6927.778535839319,False,0.05636691335168763,0,0.2,76680,187,195,1.0,9551.882381107309,False,0.06310203717719234,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90582,156,26,1.0,6361.394061681278,False,-0.044845952927819024,0.6666666666666666,427953,0.0,0.0,16,0,0,13,3,3.0,16,29,34,191.0,121.0,13,19,34,1541,1.5278879217803478,89.64856287930161
49,34,0,0,0,10.0,20,10.0,14.140438769331135,43,8.953488372093023,33.439642138887635,7,13.0,37.00000000000001,8,37.0,33,6.200000000000001,29158.0,518,0,0.0,5180.0,False,-0.3455639841688654,0,1.4330000000000003,55077,3,10,1.0,171.40438769331135,False,0.13709396013041428,0,0.2,77266,133,146,1.0,6762.866108598636,False,0.05254999353048527,0,0.2,76596,209,205,1.0,9810.478341262173,False,0.06369323254239814,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90787,153,28,1.0,6152.265247249808,False,-0.04382282255768451,0.6666666666666666,427049,0.0,0.0,13,0,0,15,3,3.0,21,36,41,218.0,85.0,18,16,41,877,1.4747073519974947,91.1232702312991
50,41,0,0,0,10.0,20,10.0,14.095871931048404,3,10.0,33.92548005115474,6,43.333333333333336,37.00000000000001,10,37.0,0,6.167000000000001,29038.0,530,0,0.0,5300.0,False,-0.3468007915567282,0,1.4330000000000003,55027,1,17,1.0,249.62982282782286,False,0.1368695356079714,0,0.2,77280,126,155,1.0,7034.529271241085,False,0.054505483295970256,0,0.2,76812,199,210,1.0,9929.429325021129,False,0.06728853268047359,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90897,149,28,1.0,6090.896527622057,False,-0.04301483966983105,0.6666666666666666,427219,0.0,0.0,14,0,0,10,0,0.0,20,30,39,170.0,103.0,14,27,39,860,1.529339156113565,92.65260938741267
51,39,0,0,0,10.000000000000002,20,10.0,14.269285792821064,13,17.615384615384617,34.27907564616241,4,44.0,37.00000000000001,12,37.0,5,6.217000000000001,28818.0,541,0,0.0,5410.000000000001,False,-0.3502020118733509,0,1.4330000000000003,55161,0,19,1.0,271.1164300636002,False,0.13985319539560934,0,0.2,77339,125,161,1.0,7302.591903134781,False,0.05702478369595002,0,0.2,76700,193,220,1.0,10295.368800170196,False,0.06821477662892807,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,91165,143,26,1.0,5863.907817401225,False,-0.04144090145468739,0.6666666666666666,427348,0.0,0.0,15,0,0,11,1,1.0,18,29,33,165.0,141.0,13,26,33,1044,1.568122954107821,94.22073234152049
52,33,0,0,0,10.000000000000002,20,10.0,13.76972237064854,19,7.526315789473684,34.60640719981393,4,43.0,37.00000000000001,6,37.0,15,6.362000000000002,28314.0,552,0,0.0,5520.000000000001,False,-0.35945745382585753,0,1.4330000000000003,55187,0,24,0.9,330.47333689556496,False,0.14100092077110368,0,0.2,77484,130,167,1.0,7569.333910553237,False,0.06065787388935964,0,0.2,76584,187,230,1.0,10534.41173926848,False,0.06826073621636683,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,91215,137,30,1.0,5851.077786374508,False,-0.040996904261322686,0.65,426949,0.0,0.0,14,0,0,10,4,4.0,18,28,31,211.0,91.0,12,21,31,710,1.396368601359427,95.61710094287992
53,31,0,0,0,10.000000000000002,20,10.0,12.357025437198228,45,5.111111111111111,35.17732817985242,7,43.0,37.00000000000001,12,37.0,45,6.797000000000003,26631.0,562,0,0.0,5620.000000000001,False,-0.39311922823219,0,1.4330000000000003,55087,0,34,1.0,420.13886486473973,False,0.13986373335323982,0,0.2,77399,140,176,1.0,7921.1933208617775,False,0.06184462040995148,0,0.2,76740,202,234,1.0,10727.613932399508,False,0.07155749685072967,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,91358,134,28,1.0,5749.761976100224,False,-0.0400562217893332,0.6666666666666666,425380,0.0,0.0,14,0,0,11,9,9.0,19,30,22,183.0,84.0,13,18,22,945,1.2739524403586984,96.89105338323861
54,22,0,0,0,10.000000000000002,20,10.0,12.68830639809837,20,16.8,36.4461750709702,19,42.63157894736842,37.00000000000001,0,,9,6.842000000000002,26312.0,574,0,0.0,5740.000000000001,False,-0.39845811345646437,0,1.4330000000000005,55315,0,31,0.8,393.33749834104947,False,0.14428736702610742,0,0.2,77355,141,180,1.0,8349.362714906507,False,0.06406443869765804,0,0.2,77258,201,231,1.0,10969.416027411888,False,0.07989595559580191,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90548,143,38,1.0,6617.803035148739,False,-0.043886298399894365,0.6333333333333333,424953,0.0,0.0,12,0,0,7,2,2.0,19,26,30,84.0,70.0,8,14,30,1318,1.3315954972058535,98.22264888044447
55,30,0,0,0,10.000000000000002,20,10.0,12.326344537402676,41,10.195121951219512,36.4461750709702,0,,37.00000000000001,0,,31,7.143000000000001,25275.0,587,0,0.0,5870.000000000001,False,-0.4184943931398417,0,1.4330000000000003,55535,0,28,0.7,345.1376470472749,False,0.14832554468015413,0,0.2,76956,165,190,1.0,8958.620112155779,False,0.06283277503658115,0,0.2,77239,198,241,1.0,11224.144410509549,False,0.08131024399648633,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90548,133,48,1.0,6623.341284439037,False,-0.04385808952050616,0.6166666666666667,423718,0.0,0.0,10,0,0,9,5,5.0,21,30,33,166.0,88.0,13,17,33,490,1.6543695647269487,99.87701844517142
56,33,0,0,0,10.000000000000002,20,10.0,13.347611542289716,30,22.0,36.4461750709702,0,,37.00000000000001,0,,0,7.112000000000001,25155.0,599,0,0.0,5990.000000000001,False,-0.41973120052770446,2,1.4530000000000003,56069,0,8,0.8,106.78089233831773,False,0.156876452139041,0,0.2,76956,155,200,1.0,9358.114803248945,False,0.06543972803310423,0,0.2,76579,218,251,1.0,12057.769259032677,False,0.07813634159716447,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,90548,123,58,1.0,6628.879533729334,False,-0.043829880641117806,0.6333333333333333,423472,0.0,0.0,10,0,0,7,1,0.2222222222222222,24,31,27,211.0,54.0,15,18,27,599,1.520173936150968,101.39719238132238
57,27,0,0,0,10.000000000000002,20,10.0,13.474711492770416,20,15.1,37.936972874691904,28,43.285714285714285,37.00000000000001,0,,10,7.212000000000002,24785.0,612,0,0.0,6120.000000000001,False,-0.4260183047493404,2,1.4710000000000003,56233,0,7,0.7,94.32298044939292,False,0.1601286586870196,0,0.2,77347,159,195,1.0,9540.188837915417,False,0.07173091474866829,0,0.2,77098,214,248,1.0,12291.95753237646,False,0.08643816664084558,0,0.2,98165,0,0,0.0,0.0,False,0.0,0,0.8840000000000001,89336,141,68,1.0,7865.1131753315585,False,-0.049879727115919335,0.6166666666666667,422964,0.0,0.0,13,0,0,7,4,3.2,16,23,26,92.0,63.0,6,21,26,1412,1.204208740964532,102.60140112228692
