index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ind@1,spot_market_loss_03Ind@1,balance_03Ind@1,inventory_03Ind@1_input,inventory_03Ind@1_output,productivity_03Ind@1,assets_03Ind@1,bankrupt_03Ind@1,score_03Ind@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
33,21,0,0,0,10.000000000000002,20,10.0,2.8731556136547605,10,4.2,27.540816984939706,0,,41.000000000000014,11,41.0,5,2.4730000000000008,37393,363,0,0.0,3630.0000000000005,False,-0.1675937327502017,5,3.0040000000000004,36356,317,0,0.0,3170.0000000000005,False,-0.19449280285338202,0,0.2,73394,2,161,1.0,4439.817845802602,False,0.09599670859824186,0,0.263,71704,0,49,0.9,1349.5000322620456,False,0.04910423122046378,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,2.911000000000001,82168,358,0,0.0,9859.612480608415,False,-0.08752245903381581,0.31666666666666665,396467,0.0,0.0,7,0,0,10,7,7.0,18,28,17,153.0,58.0,12,9,17,200,1.3512154668569565,52.70540601667017
34,17,0,0,0,10.000000000000002,20,10.0,2.8318746885333854,3,1.0,28.478844155548465,15,35.333333333333336,41.000000000000014,9,41.0,3,2.4980000000000007,37237,372,0,0.0,3720.0000000000005,False,-0.16995032058086706,0,2.999000000000001,36246,328,0,0.0,3280.0000000000005,False,-0.19566048150821622,0,0.2,73701,0,156,0.5,4442.69968826556,False,0.10046745001714402,0,0.263,71924,0,44,0.0,1253.0691428441326,False,0.05159418723343712,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,2.9900000000000007,81506,373,0,0.0,10622.608870019578,False,-0.09046112773949429,0.08333333333333333,396066,0.0,0.0,11,0,0,9,5,5.0,17,26,19,152.0,63.0,11,6,19,730,1.1050157751888037,53.81042179185897
35,19,0,0,0,10.0,20,10.0,2.8068303207357412,10,2.5,29.226658054378234,5,46.0,41.000000000000014,9,41.0,0,2.4950000000000006,37137,382,0,0.0,3820.0,False,-0.1710118466307163,10,3.099000000000001,35916,338,0,0.0,3380.0,False,-0.2016050273873721,0,0.2,73921,0,156,0.5,4559.358656483005,False,0.10450173686772915,0,0.263,71909,0,49,0.5,1432.1062446645335,False,0.052674307117337935,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,3.071,81150,378,0,0.0,11047.676744554972,False,-0.0919641456200238,0.16666666666666666,395485,0.0,0.0,9,0,0,10,6,6.0,16,26,19,161.0,69.0,12,7,19,430,1.1763617312535644,54.986783523112535
36,19,0,0,0,10.0,20,10.0,2.846792652283121,5,3.8,29.067250591428795,12,27.666666666666668,41.00000000000001,8,41.0,3,2.525000000000001,36971,392,0,0.0,3920.0,False,-0.17347458706636662,2,3.109000000000001,35786,348,0,0.0,3480.0,False,-0.2033034690671309,0,0.2,74138,0,154,0.3,4476.356591080034,False,0.1070455319612705,0,0.263,72005,0,44,0.2,1278.959026022867,False,0.05295588573888531,0,0.2,95452,0,0,0.0,0.0,False,0.0,8,3.142000000000001,80720,390,0,0.0,11336.22773065723,False,-0.09495752980211396,0.08333333333333333,395072,0.0,0.0,10,0,0,13,5,5.0,15,28,18,206.0,56.0,14,5,18,532,1.827297242358327,56.81408076547086
37,18,0,0,0,10.0,20,10.0,2.7605294295854055,14,2.0714285714285716,30.357996752846883,10,44.0,41.00000000000001,7,41.0,9,2.612000000000001,36637,403,0,0.0,4030.0,False,-0.1793979024245255,5,3.1570000000000014,35601,357,0,0.0,3570.0,False,-0.20627574200670884,0,0.2,74336,0,156,0.7,4735.847493444114,False,0.11179608567381327,0,0.263,72218,0,46,0.7,1396.4678506309567,False,0.05689486926288181,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,3.2040000000000006,80194,400,0,0.0,12143.198701138754,False,-0.09624104942201969,0.2333333333333333,394438,0.0,0.0,10,0,0,11,7,7.0,17,28,20,153.0,54.0,12,6,20,640,0.9730439633131027,57.787124728783965
38,20,0,0,0,10.0,20,10.0,2.9346430414426106,11,4.7272727272727275,30.357996752846883,0,,41.0,11,41.0,0,2.6030000000000006,36547,412,0,0.0,4120.0,False,-0.18035327586938985,11,3.2620000000000013,35250,368,0,0.0,3680.0,False,-0.2125599762218165,0,0.2,74324,0,159,0.3,4826.921483702655,False,0.11228219248672049,0,0.263,72178,0,54,0.8,1639.3318246537317,False,0.05807519694346888,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,3.307000000000001,80030,400,0,0.0,12143.198701138754,False,-0.09795919047720973,0.18333333333333335,393781,0.0,0.0,8,0,0,12,6,6.0,12,24,19,134.0,64.0,12,8,19,200,1.142328418791294,58.92945314757526
39,19,0,0,0,10.0,20,10.0,2.8693502672561664,13,2.3076923076923075,32.243714979925976,15,45.333333333333336,41.0,15,41.0,7,2.673000000000001,36315,419,0,0.0,4190.0,False,-0.18453568850579594,6,3.311000000000001,34994,381,0,0.0,3810.0,False,-0.21661500573224066,0,0.2,74539,0,164,1.0,5287.96925670786,False,0.11873990271707813,0,0.263,72613,0,47,0.3,1515.4546040565208,False,0.06348258906275107,0,0.2,95452,0,0,0.0,0.0,False,0.0,15,3.4460000000000006,79050,415,0,0.0,13381.141716669279,False,-0.1017414945906357,0.21666666666666667,392963,0.0,0.0,10,0,0,10,10,10.0,17,27,18,177.0,32.0,13,6,18,880,1.143313673324883,60.07276682090014
40,18,0,0,0,9.999999999999998,20,10.0,2.7628216551228997,17,2.0588235294117645,32.767568908860476,5,44.0,41.00000000000001,12,41.0,11,2.7760000000000007,35940,430,0,0.0,4299.999999999999,False,-0.19132945522483122,6,3.3650000000000007,34766,390,0,0.0,3899.999999999999,False,-0.22050019107468896,0,0.2,74514,4,174,1.0,5712.608276762215,False,0.12145503237206458,0,0.263,72823,0,45,0.3,1474.5406008987213,False,0.06622994739095486,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,3.551000000000001,78630,420,0,0.0,13762.3789417214,False,-0.10414460178036396,0.21666666666666667,392125,0.0,0.0,8,0,0,10,11,11.0,16,26,20,190.0,63.0,12,6,20,420,1.0781890228390694,61.15095584373921
41,20,0,0,0,9.999999999999998,20,10.0,2.7417701281905775,6,2.3333333333333335,33.29745747861445,5,44.0,41.000000000000014,10,41.0,4,2.8050000000000006,35770,439,0,0.0,4389.999999999999,False,-0.19398327034945437,2,3.3790000000000013,34612,401,0,0.0,4009.999999999999,False,-0.22260201265339052,0,0.2,74720,0,179,1.0,5960.244888671986,False,0.12623563137707813,0,0.263,72823,0,45,0.0,1498.3855865376502,False,0.06640275968269524,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,3.6390000000000007,78260,425,0,0.0,14151.41942841114,False,-0.10598301016002208,0.16666666666666666,391637,0.0,0.0,7,0,0,14,6,6.0,15,29,18,175.0,33.0,14,6,18,420,1.3350097313523293,62.48596557509154
42,18,0,0,0,9.999999999999998,20,10.0,2.692211843557174,18,2.388888888888889,32.824930466032846,11,28.727272727272727,41.000000000000014,9,41.0,7,2.8710000000000004,35531,448,0,0.0,4479.999999999999,False,-0.19810199142286952,11,3.4870000000000014,34232,412,0,0.0,4119.999999999999,False,-0.22950193197741073,0,0.2,74919,1,184,1.0,6042.4794175936,False,0.12971604569866793,0,0.263,72897,0,46,0.7,1509.9468014375109,False,0.067559151204052,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,3.719000000000001,77812,436,0,0.0,14311.669683190321,False,-0.10983704017102668,0.2833333333333333,390843,0.0,0.0,10,0,0,10,9,9.0,18,28,24,176.0,58.0,12,6,24,516,1.2811912959441543,63.767156871035695
43,24,0,0,0,9.999999999999998,20,10.0,2.7787507516874235,18,3.3333333333333335,33.47877502223602,5,46.0,41.00000000000001,13,41.0,2,2.8840000000000003,35401,457,0,0.0,4569.999999999999,False,-0.19990658570761327,16,3.636000000000001,33720,423,0,0.0,4229.999999999999,False,-0.239204280073033,0,0.2,74863,7,194,1.0,6514.333609575599,False,0.13232402494220702,0,0.263,73123,0,43,0.2,1439.587325956149,False,0.07032502301717723,0,0.2,95452,0,0,0.0,0.0,False,0.0,13,3.8400000000000003,77350,441,0,0.0,14764.139784806086,False,-0.11230702455262284,0.19999999999999998,389909,0.0,0.0,8,0,0,12,10,10.0,18,30,18,207.0,82.0,16,8,18,430,1.498544012196362,65.26570088323206
44,18,0,0,0,9.999999999999998,20,10.0,2.9277226676994146,26,3.6153846153846154,34.52383604145978,10,44.0,41.00000000000001,9,41.0,16,3.0420000000000003,34920,466,0,0.0,4659.999999999999,False,-0.20916309286229884,10,3.7200000000000015,33380,434,0,0.0,4339.999999999999,False,-0.2452549785571738,0,0.2,75283,1,194,1.0,6700.551914710897,False,0.13976135955929686,0,0.263,73049,12,53,1.0,1864.8959822097613,False,0.07233476817418046,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,3.9170000000000007,76786,451,0,0.0,15570.250054698361,False,-0.11399315857866597,0.3333333333333333,388870,0.0,0.0,9,0,0,9,9,9.0,18,27,19,173.0,45.0,13,5,19,640,1.1186542250216007,66.38435510825366
45,19,0,0,0,10.0,20,10.0,2.982457199159355,11,3.6363636363636362,34.52383604145978,0,,41.0,13,41.0,4,3.0660000000000003,34742,475,0,0.0,4750.0,False,-0.21198675215489787,7,3.7800000000000016,33135,445,0,0.0,4450.0,False,-0.249288777546601,0,0.2,75283,0,195,0.1,6732.148028084657,False,0.13999034677048208,0,0.263,73009,13,63,1.0,2213.773614201038,False,0.07428341098259936,0,0.2,95452,0,0,0.0,0.0,False,0.0,13,4.038,76564,451,0,0.0,15570.250054698361,False,-0.11631893488508177,0.18333333333333335,388185,0.0,0.0,7,0,0,9,8,8.0,16,25,20,123.0,43.0,10,9,20,200,1.16323081869632,67.54758592694998
46,20,0,0,0,10.0,20,10.0,2.985223947299587,24,3.0,33.74065446835589,4,16.0,41.00000000000001,8,41.0,18,3.2420000000000004,34147,487,0,0.0,4870.0,False,-0.223345080888285,6,3.8330000000000015,32926,453,0,0.0,4530.0,False,-0.2528767355950915,0,0.2,75283,6,201,1.0,6799.782891823332,False,0.1404805184141651,0,0.263,73001,11,73,1.0,2495.9052396102757,False,0.0762121525967899,0,0.2,95452,0,0,0.0,0.0,False,0.0,8,4.105,76404,455,0,0.0,15351.997783101931,False,-0.11913842673227423,0.3333333333333333,387213,0.0,0.0,8,0,0,9,9,9.0,16,25,21,125.0,77.0,9,11,21,264,1.0158254420384765,68.56341136898845
47,21,0,0,0,10.0,20,10.0,2.950522364312789,5,2.0,33.347511016443335,10,30.0,41.0,11,41.0,5,3.2740000000000005,33962,495,0,0.0,4950.0,False,-0.22642350643284787,0,3.827000000000001,32806,465,0,0.0,4650.0,False,-0.2541505668549106,0,0.2,75503,0,202,0.6,6736.197225321554,False,0.1432085143375335,0,0.263,73071,6,78,1.0,2618.808993468457,False,0.07811750078610594,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,4.207000000000001,75932,465,0,0.0,15506.59262264615,False,-0.12327351641324352,0.26666666666666666,386726,0.0,0.0,10,0,0,7,5,5.0,17,24,23,131.0,71.0,9,12,23,500,1.1164853498339653,69.67989671882242
48,23,0,0,0,10.0,20,10.0,2.92871488474936,3,2.0,32.390487064054184,5,16.0,41.0,6,41.0,0,3.2690000000000006,33902,501,0,0.0,5010.0,False,-0.22706042206275742,3,3.8570000000000015,32601,479,0,0.0,4790.0,False,-0.25701668718950366,0,0.2,75501,0,203,0.1,6575.268874003,False,0.14201322544971806,0,0.263,73147,0,81,0.8,2623.6294521883888,False,0.07925402916458946,0,0.2,95452,0,0,0.0,0.0,False,0.0,6,4.256000000000001,75788,470,0,0.0,15223.528920105467,False,-0.1262648822439265,0.15,386391,0.0,0.0,8,0,0,12,4,4.0,17,29,23,166.0,71.0,13,10,23,280,1.355523282662034,71.03542000148445
49,23,0,0,0,10.0,20,10.0,2.9173394575782448,8,2.75,34.400884157785065,15,45.333333333333336,41.0,9,41.0,1,3.2790000000000004,33780,511,0,0.0,5110.0,False,-0.22858901957454036,7,3.924000000000001,32351,489,0,0.0,4890.0,False,-0.2612627913889007,0,0.2,75730,0,199,0.1,6845.775947399228,False,0.14729295087329677,0,0.263,73576,0,78,0.7,2683.268964307235,False,0.08590445829388788,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,4.340000000000001,74978,485,0,0.0,16684.428816525757,False,-0.12709828596296693,0.13333333333333333,385867,0.0,0.0,9,0,0,12,7,7.0,16,28,20,188.0,53.0,13,10,20,880,1.291270419023931,72.32669042050838
50,20,0,0,0,10.0,20,10.0,2.800552656349169,19,2.1052631578947367,35.391378296855805,10,44.0,41.00000000000001,7,41.0,11,3.388000000000001,33429,519,0,0.0,5190.0,False,-0.23519171160460278,8,3.9970000000000008,32051,501,0,0.0,5010.0,False,-0.26635811642817714,0,0.2,75926,1,204,1.0,7222.641725214934,False,0.1528651688279263,0,0.263,73780,0,81,0.8,2866.70164204532,False,0.09019076141848441,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,4.401000000000002,74450,495,0,0.0,17518.732256943622,False,-0.12825958462398052,0.3,385088,0.0,0.0,10,0,0,10,8,8.0,16,26,22,159.0,92.0,11,9,22,640,1.2374351555481553,73.56412557605654
51,22,0,0,0,10.000000000000002,20,10.0,2.750083653738074,12,2.25,36.05216782007017,7,44.285714285714285,41.00000000000001,10,41.0,11,3.487,33097,526,0,0.0,5260.000000000001,False,-0.24149717634070741,1,3.9990000000000014,31899,514,0,0.0,5140.000000000001,False,-0.2682051717549149,0,0.2,75989,3,212,1.0,7651.30982881609,False,0.15688502724135103,0,0.263,74000,0,76,0.0,2739.9647543253327,False,0.09246108009976184,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,4.494000000000001,73986,502,0,0.0,18098.188245675225,False,-0.13008534003648306,0.16666666666666666,384423,0.0,0.0,10,0,0,11,8,8.0,20,31,21,213.0,50.0,16,6,21,510,1.3029053350910544,74.8670309111476
52,21,0,0,0,10.000000000000002,20,10.0,2.557367467044068,21,1.4761904761904763,36.4947021859349,5,44.0,41.00000000000001,11,41.0,7,3.5460000000000007,32793,540,0,0.0,5400.000000000001,False,-0.24646511825400194,14,4.138000000000002,31480,520,0,0.0,5200.000000000001,False,-0.27646384442274213,0,0.2,76189,3,217,1.0,7927.022476749005,False,0.1617821344577481,0,0.263,73989,1,86,1.0,3141.1017554574455,False,0.09520880807248362,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,4.594000000000001,73600,507,0,0.0,18502.814008268993,False,-0.13200973259717452,0.3333333333333333,383503,0.0,0.0,8,0,0,10,9,9.0,17,27,22,166.0,94.0,11,10,22,420,1.0254727192223072,75.8925036303699
53,22,0,0,0,10.000000000000002,20,10.0,2.7263019896531424,15,4.133333333333334,36.4947021859349,0,,41.00000000000001,12,41.0,9,3.629,32521,547,0,0.0,5470.000000000001,False,-0.25149675173028746,6,4.184000000000002,31239,533,0,0.0,5330.000000000001,False,-0.28020041611821156,0,0.2,76153,2,227,1.0,8289.750000186526,False,0.16388913046764453,0,0.263,73963,0,93,0.7,3394.0073032919454,False,0.09666483529222603,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,4.703000000000001,73394,507,0,0.0,18502.814008268993,False,-0.1341678853860108,0.2833333333333333,382722,0.0,0.0,6,0,0,11,11,11.0,17,28,19,169.0,65.0,13,9,19,200,1.276411204598844,77.16891483496875
54,19,0,0,0,10.000000000000002,20,10.0,2.661456527469008,32,2.40625,35.528189047004794,4,16.0,41.00000000000001,13,41.0,15,3.7700000000000005,32016,561,0,0.0,5610.000000000001,False,-0.2607320283639761,17,4.348000000000002,30715,539,0,0.0,5390.000000000001,False,-0.2906882934907223,0,0.2,76116,9,237,1.0,8444.133912887357,False,0.16447169857580965,0,0.263,73987,5,99,1.0,3530.5979982908198,False,0.09800262351821845,0,0.2,95452,0,0,0.0,0.0,False,0.0,13,4.8210000000000015,73094,511,0,0.0,18154.90460301945,False,-0.1391332575377182,0.3333333333333333,381380,0.0,0.0,8,0,0,9,12,12.0,17,26,20,157.0,64.0,10,9,20,264,1.0931390691548586,78.2620539041236
55,20,0,0,0,10.000000000000002,20,10.0,2.626213056291959,8,2.0,34.78612194006612,11,29.636363636363637,41.00000000000001,7,41.0,5,3.805000000000001,31791,573,0,0.0,5730.000000000001,False,-0.2642350643284786,3,4.3610000000000015,30570,547,0,0.0,5470.000000000001,False,-0.2929174981954057,0,0.2,76196,7,241,1.0,8401.838878949979,False,0.16532474437933925,0,0.263,74217,0,99,0.5,3443.8260720665457,False,0.10070752759103764,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,4.878000000000001,72680,522,0,0.0,18158.355652714512,False,-0.14345243864604987,0.25,380906,0.0,0.0,9,0,0,12,6,6.0,15,27,17,165.0,66.0,11,9,17,526,1.124059977941215,79.38611388206482
56,17,0,0,0,10.000000000000002,20,10.0,2.524667148738573,9,1.0,34.96013154309676,17,35.76470588235294,41.00000000000001,7,41.0,9,3.890000000000001,31503,580,0,0.0,5800.000000000001,False,-0.2696063861407159,0,4.358000000000001,30440,560,0,0.0,5600.000000000001,False,-0.2942974820602098,0,0.2,76495,6,244,1.0,8545.42009940804,False,0.17069922235804702,0,0.263,74517,0,89,0.0,3111.4517073356114,False,0.10264709677592458,0,0.2,95452,0,0,0.0,0.0,False,0.0,7,4.941000000000002,71988,539,0,0.0,18843.51090172915,False,-0.14711315162736696,0.16666666666666666,380395,0.0,0.0,11,0,0,12,5,5.0,16,28,16,167.0,24.0,14,3,16,808,1.4299035063013434,80.81601738836616
57,16,0,0,0,10.000000000000002,20,10.0,2.551530760971629,10,2.9,35.45659220433315,5,44.0,41.0,10,41.0,3,3.911000000000001,31333,591,0,0.0,5910.000000000001,False,-0.2720478960553692,7,4.428000000000002,30199,569,0,0.0,5690.000000000001,False,-0.2984586641756189,0,0.2,76466,6,254,1.0,9021.28360446645,False,0.17372761377909035,0,0.263,74737,0,84,0.0,2978.3537451639845,False,0.10487131470165653,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,5.034000000000002,71614,544,0,0.0,19288.38615915723,False,-0.1487009902403447,0.16666666666666666,379801,0.0,0.0,7,0,0,10,7,7.0,16,26,16,156.0,74.0,10,6,16,420,0.9127053022384644,81.72872269060463
58,16,0,0,0,10.000000000000002,20,10.0,2.5559019968208854,17,2.588235294117647,35.9479380928049,5,44.0,41.0,9,41.0,12,4.0280000000000005,30940,601,0,0.0,6010.000000000001,False,-0.2793299647573351,5,4.471000000000001,29999,579,0,0.0,5790.000000000001,False,-0.30164324232516665,0,0.2,76671,1,259,1.0,9313.071868033288,False,0.17881369938132,0,0.263,74708,2,94,1.0,3384.217984717302,False,0.10739239889780776,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,5.114000000000002,71266,549,0,0.0,19735.41801294989,False,-0.1500051438788611,0.3333333333333333,379036,0.0,0.0,8,0,0,7,9,9.0,17,24,21,124.0,60.0,9,7,21,420,1.6612389851361513,83.38996167574078
59,21,0,0,0,10.000000000000002,20,10.0,2.6341238111221705,22,3.090909090909091,36.43157474513196,5,44.0,40.99999999999999,10,41.0,14,4.156000000000001,30528,610,0,0.0,6100.000000000001,False,-0.28712156596322874,8,4.546000000000001,29696,590,0,0.0,5900.000000000001,False,-0.306908411532419,0,0.2,76849,3,264,1.0,9625.838104148204,False,0.18366046371373215,0,0.263,74682,2,104,1.0,3794.152021115968,False,0.10998646215532436,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,5.205000000000001,70900,554,0,0.0,20183.092408803106,False,-0.1514945081883925,0.3333333333333333,378107,0.0,0.0,8,0,0,9,9,9.0,18,27,25,210.0,70.0,14,7,25,420,1.2634282344952226,84.653389910236
60,25,0,0,0,10.000000000000002,20,10.0,2.590518755039248,10,2.0,36.43157474513196,0,,40.99999999999999,10,41.0,8,4.222,30293,615,0,0.0,6150.000000000001,False,-0.29157997537259567,2,4.558000000000002,29504,605,0,0.0,6050.000000000001,False,-0.3093923824890663,0,0.2,76833,1,274,1.0,9984.841998921196,False,0.18603036627184114,0,0.263,74678,0,108,0.4,3934.610072474252,False,0.11094642832017407,0,0.2,95452,0,0,0.0,0.0,False,0.0,10,5.295000000000002,70758,554,0,0.0,20183.092408803106,False,-0.15298216690691072,0.2333333333333333,377518,0.0,0.0,8,0,0,13,7,7.0,20,33,23,251.0,84.0,17,8,23,200,1.2417765576392412,85.89516646787524
61,23,0,0,0,10.000000000000002,20,10.0,2.645223476571573,23,2.9565217391304346,37.440569002543604,10,45.0,40.99999999999999,9,41.0,14,4.354000000000001,29867,624,0,0.0,6240.000000000001,False,-0.29966880387244704,9,4.646000000000002,29185,616,0,0.0,6160.000000000001,False,-0.31499724003227036,0,0.2,77015,4,279,1.0,10456.499645615952,False,0.1920866464148654,0,0.263,74878,0,113,1.0,4230.784297287427,False,0.11599182717519267,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,5.375000000000001,70188,564,0,0.0,21116.480917434594,False,-0.15406444643677145,0.3333333333333333,376585,0.0,0.0,10,0,0,9,9,9.0,17,26,18,153.0,59.0,13,10,18,650,1.1315295146778226,87.02669598255306
62,18,0,0,0,10.000000000000002,20,10.0,2.66034883459099,15,2.8,37.440569002543604,0,,40.99999999999999,12,41.0,8,4.420000000000001,29603,634,0,0.0,6340.000000000001,False,-0.3042121353658019,7,4.707000000000002,28917,626,0,0.0,6260.000000000001,False,-0.3196254936096132,0,0.2,76973,9,289,1.0,10844.26758124642,False,0.19428815049242956,0,0.263,74878,0,113,0.0,4230.784297287427,False,0.11599182717519267,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,5.486000000000001,69984,564,0,0.0,21116.480917434594,False,-0.15620164628591027,0.16666666666666666,375807,0.0,0.0,8,0,0,10,10,10.0,14,24,21,184.0,89.0,11,7,21,200,1.0035739270970225,88.03026990965009
63,21,0,0,0,10.0,20,10.0,2.7096267397745226,20,3.05,36.64327755075085,17,33.05882352941177,40.999999999999986,11,41.0,19,4.602000000000001,28991,645,0,0.0,6450.0,False,-0.3160375355611227,1,4.710000000000001,28805,635,0,0.0,6350.0,False,-0.32104793851641117,0,0.2,77173,9,294,1.0,10797.510240578722,False,0.19684821382918594,0,0.263,75179,0,111,1.0,4067.4038081333447,False,0.11917064405598815,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,5.584000000000001,69256,581,0,0.0,21289.744256986247,False,-0.16292092225942753,0.3333333333333333,374856,0.0,0.0,10,0,0,9,9,9.0,18,27,21,180.0,70.0,13,8,21,762,1.163580622524023,89.19385053217411
64,21,0,0,0,10.0,20,10.0,2.7452862769945137,16,3.0625,36.64327755075085,0,,40.99999999999999,12,41.0,12,4.703,28597,655,0,0.0,6550.0,False,-0.3233408347840856,4,4.7490000000000006,28633,645,0,0.0,6450.0,False,-0.3236380620780434,0,0.2,77159,6,304,1.0,11156.028093090226,False,0.19924358317092244,0,0.263,75144,0,120,0.9,4397.193306090102,False,0.12105342222963943,0,0.2,95452,0,0,0.0,0.0,False,0.0,12,5.693000000000002,69062,581,0,0.0,21289.744256986247,False,-0.16495335741007916,0.31666666666666665,374047,0.0,0.0,8,0,0,12,9,9.0,18,30,18,189.0,48.0,15,6,18,200,1.392857308499515,90.58670784067363
65,18,0,0,0,10.0,20,10.0,2.752125018744639,12,2.8333333333333335,36.64327755075085,0,,40.99999999999999,11,41.0,7,4.761000000000001,28335,666,0,0.0,6660.0,False,-0.32773555263046156,5,4.795000000000001,28443,654,0,0.0,6540.0,False,-0.32671648762260624,0,0.2,77140,3,314,1.0,11514.245525992,False,0.2015643020538332,0,0.263,75129,0,125,0.5,4580.409693843857,False,0.12216383074490773,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,5.791000000000001,68894,581,0,0.0,21289.744256986247,False,-0.16671340434466408,0.25,373393,0.0,0.0,7,0,0,8,6,6.0,16,24,18,147.0,87.0,9,9,18,200,1.1917153717949986,91.77842321246862
66,18,0,0,0,10.0,20,10.0,2.802302059908392,10,3.5,37.42519580798401,10,44.0,41.0,9,41.0,10,4.854000000000001,28005,677,0,0.0,6770.0,False,-0.3335739459046325,0,4.790000000000001,28353,663,0,0.0,6630.0,False,-0.3276718610674706,0,0.2,77360,0,312,0.3,11676.661092091012,False,0.20593020170812862,0,0.263,75314,0,130,1.0,4865.275455037921,False,0.12690985385802436,0,0.2,95452,0,0,0.0,0.0,False,0.0,9,5.870000000000001,68326,591,0,0.0,22118.29072251855,False,-0.16832391818653067,0.21666666666666667,372810,0.0,0.0,10,0,0,13,6,6.0,16,29,17,159.0,27.0,14,4,17,640,1.557787868194282,93.3362110806629
67,17,0,0,0,10.000000000000002,20,10.0,2.887729936766265,13,3.769230769230769,37.42519580798401,0,,41.0,6,41.0,3,4.8740000000000006,27829,688,0,0.0,6880.000000000001,False,-0.3361428389452677,10,4.8900000000000015,28050,672,0,0.0,6720.000000000001,False,-0.3331493354846928,0,0.2,77331,0,321,0.9,12013.487854362867,False,0.20795094906845005,0,0.263,75294,0,134,0.4,5014.976238269857,False,0.1277048907703168,0,0.2,95452,0,0,0.0,0.0,False,0.0,6,5.921000000000001,68278,591,0,0.0,22118.29072251855,False,-0.16882678873926923,0.21666666666666667,372234,0.0,0.0,6,0,0,12,5,5.0,17,29,17,192.0,42.0,13,4,17,200,1.1538565084338188,94.49006758909672
68,17,0,0,0,10.0,20,10.0,2.923644969935258,23,3.130434782608696,36.64092984819464,10,30.0,40.99999999999999,11,41.0,8,4.9510000000000005,27591,694,0,0.0,6940.0,False,-0.34055878731264067,15,5.030000000000001,27538,686,0,0.0,6860.0,False,-0.34253322576536027,0,0.2,77311,0,326,0.5,11944.943130511452,False,0.20716429049087157,0,0.263,75542,8,134,1.0,4933.273759417563,False,0.13070743835730425,0,0.2,95452,0,0,0.0,0.0,False,0.0,11,6.025000000000001,67814,601,0,0.0,22021.198838764976,False,-0.17419646084542506,0.25,371248,0.0,0.0,9,0,0,10,9,9.0,16,26,17,163.0,48.0,11,6,17,500,1.247630424797535,95.73769801389426
