index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
32,21,0,0,0,10.000000000000002,7,10.0,34.791590155862245,0,,26.180552779232723,9,16.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,1.7480000000000004,78819,12,20,1.0,815.8318031172449,False,0.10431562523951632,0,2.2700000000000005,92091,11,11,1.0,670.6935722860446,False,-0.08144078486456083,0,1.5680000000000003,99029,21,30,1.0,1516.0399766500889,False,-0.008288329589995666,13,3.0120000000000005,104581,426,0,0.0,11152.91548395314,False,-0.0901191252686377,0,0.4970000000000001,119542,88,23,1.0,3177.8886445724797,False,0.0005199088304609513,0.6666666666666666,566140,0.0,0.0,8,0,0,13,6,6.0,20,33,15,252.0,51.0,14,7,15,480,1.8009930131956935,94.8696510726586
33,15,0,0,0,10.0,11,10.0,34.791590155862245,0,,27.037257974766273,36,32.72222222222222,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,1.7480000000000004,78709,13,30,1.0,1173.7477046758675,False,0.10527680543520523,6,2.3300000000000005,92138,1,10,1.0,305.16416990352496,False,-0.08279005292183776,0,1.5680000000000003,99938,11,21,1.0,950.4899091845765,False,-0.0020647284901532843,10,3.0990000000000006,104176,436,0,0.0,11788.244476998096,False,-0.09084050088793856,0,0.4970000000000001,119004,104,23,1.0,3685.8748293756926,False,-0.0018259373683562963,0.6666666666666666,566043,0.0,0.0,12,0,0,15,6,5.6,16,31,11,183.0,12.0,11,4,11,1518,1.6155038019642234,96.48515487462282
34,11,0,0,0,10.0,14,10.0,34.95917643704084,16,37.0,27.057125396677517,54,27.14814814814815,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,1.7480000000000004,79161,17,24,1.0,1009.0202344889801,False,0.11042903303798955,17,2.494000000000001,91212,7,10,1.0,515.285489026061,False,-0.090948780627175,6,1.6280000000000003,100777,1,10,1.0,305.530430403816,False,0.0030685961698046584,11,3.199000000000001,103750,453,0,0.0,12256.877804694916,False,-0.09242377091925641,0,0.4970000000000001,118135,131,24,1.0,4456.4834269647545,False,-0.0058211772435129245,0.6666666666666666,565113,0.0,0.0,13,0,0,14,8,7.245454545454545,18,32,13,138.0,3.0,10,1,13,1899,1.438743426464498,97.92389830108732
35,13,0,0,0,10.000000000000002,8,10.0,34.96341765436685,22,35.0,26.54441882319391,13,15.846153846153847,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,1.7480000000000004,79851,15,12,1.0,569.5610118524022,False,0.11698396367487006,0,2.4770000000000003,90998,7,12,1.0,563.2769494588949,False,-0.09283709688107403,0,1.622,100427,3,15,1.0,503.05653531100927,False,0.0005717322194721487,9,3.278000000000001,103421,466,0,0.0,12369.699171608363,False,-0.09467530986053965,0,0.4970000000000001,118553,121,23,1.0,4085.874677606463,False,-0.0038991530478472806,0.6666666666666666,565328,0.0,0.0,14,0,0,7,4,4.0,19,26,15,98.0,36.0,6,7,15,1474,1.254136416129768,99.17803471721709
36,15,0,0,0,10.000000000000004,12,10.0,35.088553314245196,13,36.92307692307692,26.671450718049712,35,27.6,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,1,1.7580000000000005,80182,17,10,1.0,520.885533142452,False,0.1212584191708073,2,2.4970000000000008,91554,0,7,0.7,186.700155026348,False,-0.08918267481427168,6,1.6820000000000002,100061,6,10,1.0,477.2458270659683,False,-0.0031939365188879292,10,3.3690000000000007,102935,487,0,0.0,12988.996499690209,False,-0.09613194031581343,0,0.4970000000000001,118303,125,23,1.0,4207.931339756215,False,-0.00546002519346067,0.6166666666666667,565113,0.0,0.0,15,0,0,12,8,6.742857142857143,18,30,23,114.0,36.0,8,7,23,1120,1.5091388253495097,100.6871735425666
37,23,0,0,0,10.000000000000004,11,10.0,35.081441499964725,16,35.0,26.38462538063729,8,17.0,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,6,1.8170000000000004,80458,18,10,1.0,530.8144149996474,False,0.1251746819550315,1,2.505000000000001,91093,6,10,1.0,474.33490280616127,False,-0.09233492559800564,0,1.6760000000000004,100061,0,16,0.6,422.1540060901966,False,-0.003467695579997268,7,3.429000000000001,102714,495,0,0.0,13060.389563415458,False,-0.0976625137797954,0,0.4970000000000001,118797,115,20,1.0,3794.2319187732883,False,-0.003088215222960263,0.6,565201,0.0,0.0,13,0,0,14,6,4.5,19,33,22,186.0,63.0,12,11,22,604,1.6236362708732486,102.31080981343985
38,22,0,0,0,10.000000000000004,13,10.0,34.36645663138918,6,13.0,25.233121763767397,41,18.414634146341463,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,1.8110000000000002,80406,21,14,1.0,691.1303928394485,False,0.1255671660847711,13,2.634000000000001,90929,2,10,1.0,321.0641309004523,False,-0.09472642822621294,2,1.6960000000000002,100275,0,0,0.0,0.0,False,-0.0034386460082885283,10,3.5220000000000007,102005,532,0,0.0,13424.020778324255,False,-0.10201696245777475,0,0.4970000000000001,118989,109,20,1.0,3510.410272250647,False,-0.0026744875927138035,0.5,564682,0.0,0.0,13,0,0,23,9,7.376623376623376,10,33,22,171.0,60.0,12,10,22,764,1.6527115097269416,103.96352132316679
39,22,0,0,0,10.000000000000005,11,10.0,34.36645663138918,0,,25.254226450453615,26,25.46153846153846,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,1.8110000000000002,80296,22,24,1.0,1044.7949591533402,False,0.12649871736025353,7,2.6910000000000007,91197,0,2,0.2,50.50845290090723,False,-0.0934073977951873,9,1.7840000000000003,100077,0,0,0.0,0.0,False,-0.00540642609395653,8,3.5920000000000005,101768,541,0,0.0,13662.536509695406,False,-0.10298949140278436,0,0.4970000000000001,118918,116,18,1.0,3613.49026825262,False,-0.0028352237244663524,0.3666666666666667,564334,0.0,0.0,13,0,0,12,6,5.411764705882353,19,31,23,204.0,57.0,13,9,23,566,1.7072522295638919,105.67077355273068
40,23,0,0,0,10.000000000000004,10,10.0,34.812436500046125,34,37.0,24.833695371162662,9,13.0,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,10,1.9110000000000003,81164,22,10,1.0,568.1243650004614,False,0.13527538829572544,7,2.7540000000000004,90426,7,10,1.0,492.02400921194953,False,-0.098875860858012,0,1.7750000000000004,99448,7,10,1.0,492.02400921194953,False,-0.009212669277725578,6,3.6440000000000006,101585,550,0,0.0,13658.532454139464,False,-0.1045175750233775,0,0.4970000000000001,119450,106,14,1.0,3164.3717093432424,False,-0.00029581842706888,0.6666666666666666,564151,0.0,0.0,14,0,0,14,6,5.366013071895425,18,32,29,183.0,96.0,11,12,29,1261,1.8619111040607095,107.53268465679139
41,29,0,0,0,10.000000000000004,10,10.0,32.48423016386135,51,24.235294117647058,25.036775076735886,29,26.689655172413794,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,41,2.311000000000001,81111,22,10,1.0,544.8423016386135,False,0.1343743800903128,0,2.7470000000000008,90513,0,10,0.8,250.36775076735887,False,-0.09921205438841119,11,1.8850000000000002,98452,47,10,1.0,1777.1265684688424,False,-0.012725342778998219,10,3.7380000000000004,101392,553,0,0.0,13845.336617434945,False,-0.10534023599367731,0,0.4970000000000001,119104,122,14,1.0,3586.486559361778,False,-0.0014104199319317557,0.6333333333333333,562650,0.0,0.0,15,0,0,16,8,7.195,24,40,22,291.0,81.0,17,12,22,794,1.9675821419805288,109.50026679877192
42,22,0,0,0,10.000000000000004,9,10.0,32.48423016386135,0,,24.519945465293144,14,15.714285714285714,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.2700000000000005,81021,21,20,1.0,859.6846032772271,False,0.13531413938138365,4,2.7870000000000004,90585,0,0,0.0,0.0,False,-0.09974061080688922,0,1.8740000000000003,98452,37,20,1.0,1692.3154253687328,False,-0.013146781360905156,11,3.8380000000000005,101091,562,0,0.0,13780.209351494746,False,-0.10809541186979742,0,0.4970000000000001,119361,117,15,1.0,3438.8336194392978,False,0.00010256062476998479,0.5,562588,0.0,0.0,11,0,0,11,6,5.8,18,29,26,183.0,73.0,11,11,26,567,1.7154747666791081,111.21574156545103
43,26,0,0,0,10.000000000000004,13,10.0,32.48423016386135,0,,26.153997377705643,17,48.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.2700000000000005,80891,24,30,1.0,1214.5269049158405,False,0.13597512583050497,0,2.783000000000001,90585,0,0,0.0,0.0,False,-0.09974061080688922,0,1.8740000000000003,99268,27,13,1.0,1217.0761803344299,False,-0.007398673336905637,11,3.9370000000000007,100104,579,0,0.0,15143.164481691567,False,-0.1106189724712906,0,0.4970000000000001,119703,107,16,1.0,3406.477719414504,False,0.002793792411762454,0.5,562629,0.0,0.0,12,0,0,8,5,5.0,22,30,23,198.0,73.0,11,15,23,1288,1.8187314430251718,113.0344730084762
44,23,0,0,0,10.000000000000004,11,10.0,32.6425075183847,14,35.0,26.63069252662042,13,34.69230769230769,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.2700000000000005,81271,25,26,1.0,1098.7051954780022,False,0.14046461115006334,5,2.833,90475,0,0,0.0,0.0,False,-0.10083382196559366,0,1.8740000000000003,99154,31,15,1.0,1411.378120969232,False,-0.007566123766563519,11,4.0360000000000005,99750,583,0,0.0,15525.693743019707,False,-0.111963137480508,0,0.4970000000000001,119782,106,17,1.0,3468.853407821765,False,0.00370392427322564,0.5,562510,0.0,0.0,13,0,0,10,6,6.0,19,29,17,180.0,67.0,10,13,17,1318,1.525463947094977,114.55993695557117
45,17,0,0,0,10.000000000000004,4,10.0,32.75462324953359,10,35.0,27.37968740051344,8,47.0,38.0,13,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.2700000000000005,81581,19,26,1.0,1041.6202044878733,False,0.14438774657100953,0,2.8280000000000003,90125,0,10,1.0,273.7968740051344,False,-0.10295168566201318,0,1.8740000000000003,99530,21,17,1.0,1153.3017740489338,False,-0.0051117471797689105,13,4.155000000000001,99337,587,0,0.0,16071.876504101388,False,-0.11311875762339602,0,0.4970000000000001,119594,100,27,1.0,3763.968740051344,False,0.003369877837460561,0.6666666666666666,562245,0.0,0.0,5,0,0,11,7,7.0,17,28,17,132.0,39.0,9,8,17,766,1.4722580900415778,116.03219504561275
46,17,0,0,0,10.000000000000004,10,10.0,32.86731704984611,10,35.0,26.325074069890547,20,16.0,38.00000000000001,12,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.2700000000000005,81831,19,26,1.0,1044.5502432959988,False,0.1478928274765203,10,2.9280000000000004,89725,0,10,1.0,263.2507406989055,False,-0.10697940419644549,0,1.8740000000000003,99530,11,27,1.0,1072.317487435352,False,-0.005514169569794789,12,4.2620000000000005,98992,597,0,0.0,15716.069219724657,False,-0.11743784806999102,0,0.4970000000000001,119424,100,37,1.0,4038.507406989055,False,0.003099528393089232,0.6666666666666666,561580,0.0,0.0,8,0,0,14,7,7.0,17,31,17,165.0,35.0,10,7,17,620,1.5900722909718752,117.62226733658463
47,17,0,0,0,10.000000000000004,9,10.0,33.45961477900751,30,37.0,25.717818314002226,25,21.0,38.0,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,4,2.3100000000000005,82735,18,10,1.0,514.5961477900751,False,0.15679993969997133,4,2.9580000000000006,89360,5,10,1.0,424.4762570350598,False,-0.10980572516157128,0,1.8740000000000003,99162,16,26,1.0,1204.017112628178,False,-0.008517023719560637,9,4.340000000000001,98496,612,0,0.0,15739.304808169363,False,-0.12143875834997947,0,0.4970000000000001,119274,100,47,1.0,4357.7818314002225,False,0.003179130040143705,0.6666666666666666,561105,0.0,0.0,9,0,0,12,7,6.066666666666666,18,30,20,162.0,54.0,9,8,20,1095,1.3509352440014482,118.97320258058608
48,20,0,0,0,10.000000000000004,15,10.0,33.62103942721819,9,37.0,25.208445959093577,12,16.833333333333332,38.00000000000001,8,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.306000000000001,82918,23,11,1.0,599.8314336994002,False,0.15994474327599492,0,2.954000000000001,89059,4,18,1.0,588.2361849725571,False,-0.11198340214779931,0,1.8740000000000003,99332,6,26,1.0,857.1458314997421,False,-0.008551168088670638,8,4.411000000000001,98220,622,0,0.0,15679.653386556205,False,-0.12396482395613954,0,0.4970000000000001,119242,92,57,1.0,4485.17702823661,False,0.0034409465268965362,0.6666666666666666,560849,0.0,0.0,12,0,0,10,5,5.0,17,27,17,129.0,66.0,8,12,17,685,1.4132640594616532,120.38646664004773
49,17,0,0,0,10.000000000000002,8,10.0,33.68753089341413,9,35.0,26.213717109401827,17,37.35294117647059,38.0,7,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.306000000000001,83153,21,12,1.0,614.2503707209695,False,0.1633208143701893,0,2.954000000000001,89510,0,9,0.4,235.92345398461646,False,-0.10925192825560963,0,1.8740000000000003,99201,5,32,1.0,1007.2766019679291,False,-0.009107062134306329,7,4.473000000000001,97765,630,0,0.0,16514.641778923153,False,-0.12427461517939024,0,0.4970000000000001,118979,91,67,1.0,4931.448256955566,False,0.0031116738401376475,0.5666666666666667,560686,0.0,0.0,9,0,0,11,4,4.0,18,29,11,150.0,36.0,10,7,11,1030,1.3632609555497766,121.7497275955975
50,11,0,0,0,10.000000000000002,14,10.0,34.217565237087335,32,37.0,25.962206832299497,40,24.8,38.00000000000001,12,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,20,2.5060000000000007,83537,25,10,1.0,592.1756523708734,False,0.16851940713638178,19,3.1440000000000006,88893,6,10,1.0,464.92745974551895,False,-0.11424589568904343,0,1.8740000000000003,98813,11,30,1.0,1155.2594225769456,False,-0.012227768445071322,12,4.586000000000001,97370,642,0,0.0,16667.736786336278,False,-0.12690497577255638,0,0.4970000000000001,118191,109,77,1.0,5755.880544720645,False,7.766481318986615e-06,0.6666666666666666,558882,0.0,0.0,7,0,0,10,9,7.858695652173913,19,29,18,116.0,27.0,7,4,18,344,1.229115905240178,122.97884350083768
51,18,0,0,0,10.0,11,10.0,33.75628037132236,4,13.0,26.227270687277255,28,28.142857142857142,38.000000000000014,12,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.4860000000000007,83479,26,16,1.0,800.1004859411578,False,0.1691600608138854,0,3.125000000000001,88916,0,15,1.0,393.4090603091588,False,-0.11437270023002581,0,1.8740000000000003,99526,1,17,1.0,479.6198820550357,False,-0.008499121048016645,12,4.694000000000002,97166,642,0,0.0,16837.907781231996,False,-0.12788718826927015,0,0.4970000000000001,117403,127,87,1.0,6636.863377284213,False,-0.0028625921908175555,0.6666666666666666,558568,0.0,0.0,9,0,0,8,7,7.0,22,30,22,170.0,54.0,10,8,22,950,1.4949632128700614,124.47380671370775
52,22,0,0,0,10.0,12,10.0,33.95833780131777,11,37.0,28.142893105313696,20,48.0,38.000000000000014,12,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.4860000000000007,83766,28,15,1.0,789.3750670197664,False,0.17308570220801875,0,3.125000000000001,88509,1,25,1.0,737.5306654341601,False,-0.11670759252325971,3,1.9040000000000004,100375,0,1,0.1,28.142893105313696,False,-0.0023049716604619875,12,4.802000000000001,96010,662,0,0.0,18630.59523571767,False,-0.13003190258483804,0,0.4970000000000001,117403,117,97,1.0,6978.718493321704,False,-0.0014507611700791837,0.5166666666666667,558141,0.0,0.0,8,0,0,18,6,5.15,15,33,24,204.0,57.0,13,9,24,527,1.6212683003395796,126.09507501404732
53,24,0,0,0,10.000000000000002,10,10.0,34.07036160488371,17,35.11764705882353,27.774247123119697,7,17.0,38.000000000000014,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,2,2.5060000000000007,84205,28,10,1.0,620.7036160488371,False,0.1780292405952417,0,3.125000000000001,88592,0,20,0.2,555.484942462394,False,-0.11678732599326988,0,1.9010000000000005,99814,6,11,1.0,509.9388879836189,False,-0.0054862360343088485,9,4.880000000000002,95766,669,0,0.0,18580.971325367078,False,-0.1322522411976448,0,0.4970000000000001,117403,107,107,1.0,7037.8444421738095,False,-0.0012065762952480857,0.5333333333333333,557858,0.0,0.0,9,0,0,22,6,5.133333333333333,12,34,29,222.0,75.0,14,10,29,291,1.8006179062649608,127.89569292031229
54,29,0,0,0,10.000000000000002,4,10.0,32.42154279487388,31,24.0,27.433265169599018,16,23.375,38.000000000000014,13,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,21,2.714000000000001,84300,22,10,1.0,544.2154279487388,False,0.17882034085519663,0,3.125000000000001,88966,0,4,0.0,109.73306067839607,False,-0.11528541228630997,0,1.9010000000000005,99070,27,21,1.0,1451.480224023174,False,-0.008201666530728348,13,5.001000000000001,95254,680,0,0.0,18654.62031532733,False,-0.13617710577804482,0,0.4970000000000001,117318,102,117,1.0,7244.193047299102,False,-0.00105645981060599,0.5,556986,0.0,0.0,4,0,0,17,7,6.67741935483871,16,33,27,234.0,108.0,13,16,27,414,1.847376755438745,129.74306967575103
55,27,0,0,0,10.000000000000002,9,10.0,32.42154279487388,0,,29.051830034718417,25,41.08,38.000000000000014,13,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.693000000000001,84210,21,20,1.0,858.4308558974776,False,0.17975573126226593,17,3.295000000000001,89085,0,0,0.0,0.0,False,-0.11464803569831347,0,1.9010000000000005,99254,17,27,1.0,1335.5656384502531,False,-0.006949018403463167,13,5.118000000000001,94841,684,0,0.0,19871.4517437474,False,-0.1345630069723321,0,0.4970000000000001,116475,113,127,1.0,8108.856793923183,False,-0.004448504997508891,0.5,555943,0.0,0.0,6,0,0,15,9,8.75,17,32,29,206.0,105.0,12,15,29,274,1.825701866298914,131.56877154204994
56,29,0,0,0,10.000000000000002,13,10.0,32.42154279487388,0,,29.827617071312943,30,34.733333333333334,38.00000000000001,11,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.693000000000001,84080,24,30,1.0,1212.6462838462164,False,0.18041234882738527,16,3.438000000000001,89213,0,0,0.0,0.0,False,-0.11337593544091194,0,1.9010000000000005,99576,7,23,1.0,912.9859922043148,False,-0.005848749305789494,11,5.215000000000002,93843,707,0,0.0,21088.12526941825,False,-0.1377815555331786,0,0.4970000000000001,116258,110,137,1.0,8487.037877844425,False,-0.0046790321230861425,0.5,555048,0.0,0.0,9,0,0,18,7,7.0,15,33,29,186.0,111.0,12,17,29,452,2.0382800782099366,133.60705162025988
57,29,0,0,0,10.000000000000002,9,10.0,32.82125043656654,23,35.78260869565217,30.804136296961495,26,38.23076923076923,38.00000000000001,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.693000000000001,84813,23,17,1.0,787.9612574216311,False,0.1876696071910963,8,3.502000000000001,88936,0,9,0.9,277.23722667265343,False,-0.11475120885961854,0,1.9010000000000005,99704,11,15,1.0,823.0957992566543,False,-0.005023326148335635,9,5.294000000000001,93354,715,0,0.0,22024.957452327468,False,-0.13795157493174298,0,0.4970000000000001,115636,118,147,1.0,9220.888083041456,False,-0.006785905098616187,0.65,554521,0.0,0.0,10,0,0,14,6,6.0,17,31,30,234.0,153.0,13,16,30,1531,1.9008208746090531,135.50787249486893
58,30,0,0,0,10.000000000000002,8,10.0,33.23672554478623,24,36.25,30.726037915856338,1,15.0,38.00000000000001,10,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,7,2.763000000000001,85400,21,10,1.0,542.3672554478624,False,0.19413996665492012,0,3.4940000000000007,88636,0,17,0.9,522.3426445695577,False,-0.11651473030197697,0,1.9010000000000005,99149,16,25,1.0,1299.9385566129881,False,-0.008169574161392785,10,5.3850000000000025,93205,715,0,0.0,21969.117109837283,False,-0.13941290386461627,0,0.4970000000000001,115621,109,157,1.0,9315.138132828342,False,-0.006520558145718332,0.65,554089,0.0,0.0,7,0,0,17,7,6.777777777777778,18,35,25,270.0,135.0,15,15,25,650,3.9365607080981135,139.44443320296705
59,25,0,0,0,10.0,10,10.0,33.23672554478623,0,,31.39621652954186,15,39.53333333333333,38.00000000000001,10,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.756000000000001,85300,21,20,1.0,874.7345108957246,False,0.19506247655447737,0,3.4940000000000007,88853,0,10,0.0,313.9621652954186,False,-0.11539359494889034,0,1.9010000000000005,99525,6,27,1.0,1047.1181995663476,False,-0.005689079816507737,10,5.475000000000001,92867,719,0,0.0,22573.879684740597,False,-0.1397071080519188,0,0.4970000000000001,115216,110,167,1.0,9799.583818249605,False,-0.00786506831594803,0.5,553839,0.0,0.0,8,0,0,23,6,6.0,16,39,19,316.0,48.0,19,6,19,693,2.019938688725233,141.46437189169228
60,19,0,0,0,10.0,10,10.0,33.51076538234436,14,37.0,31.043558004870707,13,26.23076923076923,38.00000000000001,6,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.756000000000001,85718,21,16,1.0,746.1722461175098,False,0.1999928372532339,0,3.4940000000000007,88488,4,11,1.0,475.52219958295524,False,-0.11821825364693778,0,1.9010000000000005,99713,0,29,0.6,900.2631821412505,False,-0.004550425944180459,6,5.525000000000001,92646,728,0,0.0,22599.710227545875,False,-0.1414258506477935,0,0.4970000000000001,115028,104,177,1.0,9954.530032506555,False,-0.00877800065869362,0.6,553671,0.0,0.0,7,0,0,16,4,4.0,16,32,16,176.0,18.0,12,7,16,959,1.5984310517087579,143.06280294340104
61,16,0,0,0,10.0,6,10.0,32.93471908664358,5,13.0,31.44536107417444,34,33.470588235294116,38.00000000000001,11,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.756000000000001,85723,17,21,1.0,861.6291008195152,False,0.20086718635141773,4,3.5340000000000007,88501,0,9,0.9,283.00824966756994,False,-0.11904568504751711,0,1.9010000000000005,100625,0,10,0.0,314.4536107417444,False,0.0016023176610336662,11,5.629000000000002,91436,755,0,0.0,23741.2476110017,False,-0.1467057867851054,0,0.4970000000000001,114922,101,187,1.0,10281.98146849162,False,-0.008301196565188136,0.48333333333333334,553285,0.0,0.0,8,0,0,12,8,7.5,12,24,26,126.0,27.0,7,9,26,1143,1.4622804168611765,144.52508336026222
62,26,0,0,0,10.0,11,10.0,32.93471908664358,0,,32.35300450776142,12,46.333333333333336,38.0,8,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.756000000000001,85613,18,31,1.0,1200.976291685951,False,0.20169895524083148,0,3.5300000000000007,88869,0,1,0.0,32.35300450776142,False,-0.11663393822110817,0,1.9010000000000005,100813,0,6,0.0,194.1180270465685,False,0.0028727503555249683,8,5.698000000000002,91164,759,0,0.0,24555.930421390916,False,-0.14558789101417832,0,0.4970000000000001,114550,99,197,1.0,10688.947446268381,False,-0.009693116900137229,0.3333333333333333,553087,0.0,0.0,10,0,0,17,2,2.0,14,31,22,198.0,90.0,11,15,22,666,1.7611422156915069,146.28622557595372
63,22,0,0,0,10.0,9,10.0,33.502290026331146,26,37.0,31.770647759112347,8,18.875,38.0,10,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,2.756000000000001,86485,17,15,1.0,672.5343503949672,False,0.21017056960536198,6,3.5900000000000007,88752,0,0,0.0,0.0,False,-0.11795748402420966,0,1.9010000000000005,99897,16,15,1.0,1012.5963568079835,False,-0.0021635823694458657,10,5.790000000000001,90973,760,0,0.0,24145.692296925383,False,-0.14885976353402477,0,0.4970000000000001,114445,96,207,1.0,10915.982184874785,False,-0.009622764954922869,0.5,552630,0.0,0.0,7,0,0,17,6,5.857142857142858,12,29,30,162.0,69.0,9,13,30,1098,1.5451435390859842,147.8313691150397
64,30,0,0,0,10.0,11,10.0,33.6935094658498,23,35.08695652173913,32.64650241326682,14,43.07142857142857,38.0,13,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,8,2.8360000000000007,86950,18,10,1.0,516.935094658498,False,0.2155676170125203,1,3.5940000000000007,88345,1,10,1.0,360.15853359851803,False,-0.12021268654854092,0,1.9010000000000005,100063,18,12,1.0,998.2411993444982,False,-0.0005851601586921026,13,5.910000000000001,90701,761,0,0.0,24843.98833649605,False,-0.14822253470571886,0,0.4970000000000001,113889,99,217,1.0,11478.003738913416,False,-0.011894126693620844,0.6666666666666666,552026,0.0,0.0,10,0,0,25,9,8.8,12,37,32,306.0,159.0,17,13,32,1154,1.9750912869349122,149.80646040197462
65,32,0,0,0,10.0,12,10.0,34.08910161702866,24,36.916666666666664,33.680807437393455,13,46.61538461538461,38.00000000000001,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,14,2.9680000000000013,87277,20,10,1.0,540.8910161702865,False,0.22029250948643278,3,3.6230000000000016,88433,2,10,1.0,404.9862776079919,False,-0.11911536221261965,0,1.9010000000000005,99584,21,22,1.0,1456.848897580258,False,-0.0030667112353273116,9,5.987000000000002,90162,770,0,0.0,25934.22172679296,False,-0.14817201189912713,0,0.4970000000000001,113701,93,227,1.0,11758.315091677592,False,-0.0122893122390822,0.6666666666666666,551235,0.0,0.0,10,0,0,21,7,5.872727272727273,15,36,29,222.0,99.0,14,18,29,568,2.168589941225946,151.97505034320056
