index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Buy@2,spot_market_loss_04Buy@2,balance_04Buy@2,inventory_04Buy@2_input,inventory_04Buy@2_output,productivity_04Buy@2,assets_04Buy@2,bankrupt_04Buy@2,score_04Buy@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
101,13,0,0,0,10.000000000000002,7,10.0,34.72501717955068,12,37.0,33.63450480559208,5,17.0,37.99999999999999,11,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,2,4.567000000000001,95343,22,10,1.0,567.2501717955068,False,0.33290530206288776,0,5.7170000000000005,82653,34,15,1.0,1685.1681561886044,False,-0.17019723439347356,0,2.9540000000000006,100581,15,20,1.0,1193.565353805102,False,0.005533463957847328,11,9.292000000000002,73843,1060,0,0.0,35652.575093927604,False,-0.24282810034886337,0,0.4970000000000001,105336,303,339,1.0,23073.2549560944,False,-0.034653025753731775,0.6666666666666666,529834,0.0,0.0,4,0,0,10,7,6.166666666666667,16,26,14,129.0,45.0,8,5,14,155,1.4124827664345503,213.75344211608171
102,14,0,0,0,10.000000000000002,11,10.0,34.72501717955068,0,,35.0617403170268,24,48.0,37.99999999999999,12,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.565000000000001,95233,23,20,1.0,924.5003435910137,False,0.3338618425741257,9,5.807,83472,24,10,1.0,1184.0178154794844,False,-0.16454806742390016,0,2.9540000000000006,100581,5,30,1.0,1225.4772954085577,False,0.005692038915378247,12,9.401000000000002,72494,1084,0,0.0,38006.92650365706,False,-0.24424733825760286,0,0.4970000000000001,105336,293,349,1.0,23535.089912888852,False,-0.032745688733237285,0.6666666666666666,529194,0.0,0.0,5,0,0,9,8,7.375,20,29,12,144.0,48.0,8,6,12,110,1.2535422882065177,215.00698440428823
103,12,0,0,0,10.000000000000002,7,10.0,34.74659951696,16,35.0,34.317682809955706,15,23.533333333333335,37.99999999999999,8,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.565000000000001,95723,20,14,1.0,686.4523932374401,False,0.339032744610885,0,5.798000000000002,83472,14,20,1.0,1172.806049436554,False,-0.1646037802772952,0,2.9540000000000006,100374,11,25,1.0,1240.1546649354527,False,0.003707748208303718,8,9.469000000000001,72396,1084,0,0.0,37200.36816599198,False,-0.2483878144266364,0,0.4970000000000001,104983,298,359,1.0,23868.6694773668,False,-0.03428375178673645,0.6666666666666666,529026,0.0,0.0,7,0,0,11,3,3.0,18,29,17,152.0,24.0,9,3,17,983,1.2993449065834284,216.30632931087166
104,17,0,0,0,10.0,14,10.0,35.0599104790513,42,36.42857142857143,36.4050352361865,38,47.89473684210526,38.0,7,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,28,4.845000000000001,96058,24,10,1.0,590.5991047905129,False,0.3430341573727786,0,5.798000000000001,82497,31,30,1.0,2179.008281936185,False,-0.1692936450545305,13,3.084000000000001,101158,16,10,1.0,925.0089200266857,False,0.009933358444194955,7,9.531000000000002,71313,1105,0,0.0,40227.56393598608,False,-0.24483115300498035,0,0.4970000000000001,104167,305,369,1.0,25125.535747036884,False,-0.0358330205048531,0.6666666666666666,527271,0.0,0.0,9,0,0,9,8,6.8313725490196076,21,30,19,134.0,87.0,8,9,19,1144,1.592306881211698,217.89863619208336
105,19,0,0,0,10.0,11,10.0,35.16021283762047,29,35.86206896551724,36.67932754897783,25,39.12,38.0,8,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,19,5.007000000000001,96341,25,10,1.0,601.6021283762047,False,0.3470554766902429,0,5.798000000000001,81976,38,35,1.0,2619.864552043802,False,-0.1722808133886375,10,3.171000000000001,101214,18,10,1.0,999.6771065669468,False,0.01086093910101748,8,9.604000000000003,70312,1125,0,0.0,41264.24349260006,False,-0.2488178400047905,0,0.4970000000000001,104092,300,379,1.0,25405.79826469335,False,-0.03529504797017646,0.6666666666666666,526013,0.0,0.0,8,0,0,19,8,7.286764705882353,15,34,20,234.0,93.0,13,6,20,501,1.7896664086729288,219.6883026007563
106,20,0,0,0,10.0,8,10.0,35.16021283762047,0,,38.841312920145754,85,44.50588235294118,38.0,10,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.988000000000001,96261,23,20,1.0,933.2042567524094,False,0.3482514270155445,0,5.798000000000001,83071,28,16,1.0,1605.9469661757053,False,-0.1664366933037054,46,3.621000000000001,101416,8,10,1.0,669.6948319024214,False,0.011228743661374977,7,9.666000000000002,67794,1182,0,0.0,45910.43187161228,False,-0.25042772709711786,0,0.4970000000000001,102862,318,386,1.0,27019.53750860635,False,-0.03879002912162439,0.6666666666666666,523482,0.0,0.0,8,0,0,20,5,4.642857142857142,13,33,23,186.0,84.0,12,8,23,1289,1.9103585286065936,221.59866112936288
107,23,0,0,0,10.0,9,10.0,35.16021283762047,0,,37.962414242882254,16,22.75,38.0,9,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.988,96171,22,30,1.0,1274.806385128614,False,0.34937768413035847,0,5.798000000000002,83435,18,10,1.0,1012.507973505991,False,-0.1657680406003419,0,3.5750000000000006,101416,0,18,0.8,683.3234563718805,False,0.011296466226592224,8,9.739000000000003,67587,1189,0,0.0,45137.310534787,False,-0.25533043192756544,0,0.4970000000000001,102641,317,395,1.0,27044.085314993674,False,-0.04051406930405355,0.6333333333333333,523328,0.0,0.0,9,0,0,22,4,4.0,12,34,21,276.0,66.0,16,7,21,492,1.8142260918393731,223.41288722120225
108,21,0,0,0,10.0,11,10.0,35.275274333351305,29,36.10344827586207,37.962414242882254,0,,38.0,7,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.988,97108,23,11,1.0,618.0280176668643,False,0.3578608924749931,0,5.798000000000001,83435,8,20,1.0,1041.4504795244557,False,-0.16562422118879536,0,3.5750000000000006,100369,19,28,1.0,1733.1778111343779,False,0.006107958632563648,7,9.801000000000002,67502,1189,0,0.0,45137.310534787,False,-0.25603251670636745,0,0.4970000000000001,102641,307,405,1.0,27044.46117256485,False,-0.040512517045937585,0.6666666666666666,523133,0.0,0.0,6,0,0,15,4,4.0,16,31,24,165.0,63.0,10,11,24,1157,1.5109738232567906,224.92386104445904
109,24,0,0,0,10.0,12,10.0,34.18606254274534,11,13.0,38.0974838387374,4,47.0,38.0,7,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,4.988,97131,25,10,1.0,591.8606254274534,False,0.35799911228571046,0,5.798000000000002,83545,4,26,1.0,1127.278829978154,False,-0.16410451680077634,0,3.5750000000000006,100304,14,38,1.0,1926.309261470456,False,0.0064216677506208995,7,9.864000000000003,67233,1193,0,0.0,45450.29821961372,False,-0.2569617974212272,0,0.4970000000000001,102641,297,415,1.0,27084.95270010501,False,-0.040345290662664776,0.6666666666666666,522932,0.0,0.0,9,0,0,21,3,3.0,12,33,21,189.0,78.0,13,11,21,451,1.753200875595212,226.67706192005426
110,21,0,0,0,10.0,9,10.0,34.245674432394345,16,35.0,36.800523228876926,18,19.444444444444443,37.99999999999999,11,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,6,5.048000000000001,97427,24,10,1.0,582.4567443239434,False,0.36205941168005207,0,5.798000000000001,83215,10,26,1.0,1299.2703482747436,False,-0.16652950006323367,0,3.5750000000000006,100424,4,40,1.0,1609.0036268846545,False,0.006037525103530375,11,9.967000000000002,66938,1201,0,0.0,44197.42839788119,False,-0.26457268478094464,0,0.4970000000000001,102411,297,425,1.0,27079.755398976442,False,-0.04226651386420672,0.6666666666666666,522493,0.0,0.0,8,0,0,17,8,7.375,13,30,16,165.0,63.0,10,11,16,440,2.108797315508127,228.78585923556238
111,16,0,0,0,10.0,12,10.0,34.599705865721205,29,37.0,37.63665394224243,27,44.851851851851855,38.0,10,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,19,5.232000000000001,97781,26,10,1.0,605.997058657212,False,0.36715775099073916,1,5.808000000000002,83908,13,10,1.0,826.1627156768,False,-0.16199320859623342,0,3.5750000000000006,99832,10,50,1.0,2227.8297557693336,False,0.003229096092114688,10,10.056000000000001,66794,1201,0,0.0,45201.62138463316,False,-0.26161487187104293,0,0.4970000000000001,101200,314,435,1.0,28347.909337864126,False,-0.04703179478531015,0.6666666666666666,521593,0.0,0.0,6,0,0,17,7,5.430769230769231,14,31,19,150.0,33.0,10,6,19,1176,2.017456497065723,230.8033157326281
112,19,0,0,0,10.0,9,10.0,34.599705865721205,0,,36.58225216503958,27,27.444444444444443,38.0,14,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.213000000000002,97691,25,20,1.0,941.9941173144241,False,0.3682449445751811,0,5.807000000000002,84171,3,11,1.0,506.203891412599,False,-0.1609693608122927,0,3.5750000000000006,100310,0,42,1.0,1536.4545909316623,False,0.004544054376977228,14,10.186,66353,1205,0,0.0,44081.61385887269,False,-0.26988298369976926,0,0.4970000000000001,100647,327,445,1.0,28872.39645796794,False,-0.04943339091267746,0.6666666666666666,521250,0.0,0.0,9,0,0,19,7,7.0,15,34,25,144.0,52.0,12,7,25,831,2.1795356776565313,232.98285141028464
113,25,0,0,0,10.0,10,10.0,34.599705865721205,0,,38.193441752820775,39,47.8974358974359,38.00000000000001,5,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.213000000000001,97591,25,30,1.0,1287.991175971636,False,0.36926244494913535,0,5.807000000000002,84359,0,10,0.3,381.93441752820775,False,-0.15971847617531024,0,3.5750000000000006,101990,0,7,0.0,267.3540922697454,False,0.01493403013421531,5,10.222000000000001,65106,1230,0,0.0,46977.93335596955,False,-0.2682214401990222,0,0.4970000000000001,99975,331,455,1.0,29932.02922018368,False,-0.05060780214349097,0.3833333333333333,521099,0.0,0.0,9,0,0,19,3,3.0,17,36,23,252.0,108.0,14,11,23,1968,2.2057407535612583,235.1885921638459
114,23,0,0,0,10.0,12,10.0,34.775025689747324,16,37.0,37.46438320579199,8,15.0,38.0,10,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.213000000000002,98063,27,24,1.0,1104.6006165539357,False,0.3745633763332586,0,5.807000000000002,83887,6,12,1.0,658.2227526079878,False,-0.163036430006619,0,3.5750000000000006,101990,0,7,0.0,262.2506824405439,False,0.014908670567975658,10,10.317000000000002,64842,1238,0,0.0,46380.90640877048,False,-0.2728677007600255,0,0.4970000000000001,99975,321,465,1.0,29696.06700905923,False,-0.051582304948214155,0.5,520835,0.0,0.0,8,0,0,12,5,5.0,16,28,20,198.0,80.0,11,12,20,832,1.8781909719109535,237.06678313575685
115,20,0,0,0,10.0,12,10.0,34.79191330641289,16,35.0,36.60815090637242,15,23.533333333333335,38.0,11,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.213000000000001,98503,29,18,1.0,916.254439515432,False,0.379383733880068,0,5.807000000000002,83492,12,11,1.0,820.1926196470513,False,-0.16615720068550777,0,3.5750000000000006,102178,0,3,0.0,109.82445271911726,False,0.0160196402973491,11,10.417,64664,1238,0,0.0,45320.89082208906,False,-0.27871571834799846,0,0.4970000000000001,99622,326,475,1.0,29984.25719547741,False,-0.053307822069095866,0.5,520537,0.0,0.0,9,0,0,20,7,7.0,15,35,28,189.0,66.0,13,7,28,1033,2.044669854454696,239.11145299021155
116,28,0,0,0,10.000000000000002,10,10.0,34.80793270964493,16,35.0,35.238561252781054,37,27.10810810810811,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.213000000000002,98963,29,12,1.0,707.6951925157392,False,0.38434199289488685,18,5.987000000000001,83314,2,10,1.0,422.0014779471004,False,-0.1699048832850642,5,3.625000000000001,101801,6,10,1.0,561.2332087856801,False,0.014516021550102252,7,10.476000000000003,64286,1249,0,0.0,44012.96300472353,False,-0.2872395554369299,0,0.4970000000000001,99406,342,472,1.0,29987.58794845112,False,-0.05507818767778806,0.6666666666666666,519848,0.0,0.0,14,0,0,23,9,7.333333333333333,12,35,25,237.0,72.0,14,14,25,1154,2.0697044180706143,241.18115740828216
117,25,0,0,0,10.000000000000002,11,10.0,34.42768388570057,19,30.68421052631579,34.59795335105734,15,24.733333333333334,38.00000000000001,14,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,7,5.283,99223,30,10,1.0,644.2768388570057,False,0.387524056973203,0,5.969000000000001,82980,6,16,1.0,760.1333569311209,False,-0.1715440446977712,1,3.630000000000001,101886,1,10,1.0,380.407217396274,False,0.014462225665598025,14,10.609,63656,1264,0,0.0,43731.81303573648,False,-0.29360436681973573,0,0.4970000000000001,99406,332,482,1.0,29802.52051255104,False,-0.05584249961777249,0.6666666666666666,519229,0.0,0.0,7,0,0,19,10,8.233766233766234,15,34,26,201.0,98.0,12,13,26,294,2.3214641846716404,243.5026215929538
118,26,0,0,0,10.0,11,10.0,33.86511821844423,5,13.0,33.75096643797151,10,15.0,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.276000000000002,99178,31,15,1.0,817.9767732766634,False,0.3881073886879324,0,5.969000000000001,83130,0,12,0.6,405.01159725565816,False,-0.17181795252851964,0,3.6290000000000004,101821,0,16,0.6,540.0154630075442,False,0.014609353231470348,10,10.695000000000002,63510,1264,0,0.0,42661.22157759599,False,-0.29923174754024195,0,0.4970000000000001,99636,332,482,1.0,29521.320857406543,False,-0.05510407020266901,0.5333333333333333,519353,0.0,0.0,13,0,0,20,5,5.0,14,34,33,208.0,69.0,13,13,33,705,2.1136435195803642,245.61626511253417
119,33,0,0,0,10.0,6,10.0,32.78837232935562,21,24.0,33.34170923000059,27,30.185185185185187,38.00000000000001,11,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,6,5.336,99448,27,10,1.0,597.8837232935562,False,0.39033692292832434,2,5.9890000000000025,83410,0,0,0.0,0.0,False,-0.1710477932042019,0,3.6290000000000004,101778,11,13,1.0,794.1143156129194,False,0.015444660237986657,11,10.795000000000002,62963,1272,0,0.0,42410.65414056075,False,-0.30478469066739045,0,0.4970000000000001,99193,341,492,1.0,30065.522847430206,False,-0.05651566538048783,0.5,518870,0.0,0.0,8,0,0,28,9,7.485714285714286,11,39,32,306.0,78.0,17,16,32,705,2.446294925175607,248.06256003770977
120,32,0,0,0,9.999999999999998,11,10.0,32.78837232935562,0,,34.334741150059806,62,37.725806451612904,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.330000000000001,99338,28,20,1.0,935.7674465871123,False,0.3911584924423785,58,6.567000000000002,82198,0,0,0.0,0.0,False,-0.1830929925164727,0,3.6290000000000004,101962,1,19,1.0,685.148454180492,False,0.01673183755965694,13,10.914000000000001,61550,1297,0,0.0,44532.15927162757,False,-0.3076941913981086,0,0.4970000000000001,98312,368,495,1.0,31445.184743222013,False,-0.05809468751766766,0.5,515438,0.0,0.0,12,0,0,19,8,8.0,18,37,29,309.0,161.0,18,14,29,560,2.347777339629829,250.4103373773396
121,29,0,0,0,9.999999999999998,8,10.0,32.975440402372165,16,35.0,34.52112494635399,4,46.0,38.00000000000001,15,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.330000000000001,99818,26,14,1.0,721.6561656332103,False,0.39635683039204667,0,6.509000000000002,81638,6,10,1.0,543.0638918777729,False,-0.18595986974946696,0,3.6290000000000013,102146,0,16,0.1,552.3379991416639,False,0.017900527718575938,15,11.051,61068,1301,0,0.0,44911.98355520654,False,-0.3101067848019025,0,0.4970000000000001,98312,358,505,1.0,31548.562730794732,False,-0.057667745685091254,0.5166666666666667,515060,0.0,0.0,6,0,0,17,9,9.0,23,40,33,276.0,81.0,17,12,33,824,2.112226295284927,252.52256367262453
122,33,0,0,0,9.999999999999998,11,10.0,33.129983480643354,13,35.15384615384615,33.77654095641408,10,17.0,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.330000000000001,100165,27,11,1.0,634.4298182870768,False,0.40058563078131026,0,6.509000000000002,81736,0,8,0.8,270.21232765131265,False,-0.1863417560566318,0,3.6290000000000004,101761,1,26,1.0,911.3200483474094,False,0.015858121308411795,9,11.126000000000001,60943,1301,0,0.0,43943.27978429472,False,-0.31513992225734827,0,0.4970000000000001,98560,358,504,1.0,31244.001662396244,False,-0.056877120038341084,0.6333333333333333,515243,0.0,0.0,15,0,0,22,5,5.0,17,39,27,282.0,116.0,19,14,27,1155,2.2879133466631174,254.81047701928765
123,27,0,0,0,9.999999999999998,12,10.0,33.758868866569244,32,37.0,33.53734462099646,31,31.90322580645161,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,21,5.540000000000001,100524,29,10,1.0,627.5886886656924,False,0.4055419252656404,2,6.529000000000003,81220,6,10,1.0,537.92665940938,False,-0.1901395997882679,0,3.6290000000000004,102008,7,15,1.0,739.3722513809316,False,0.0174584443176918,10,11.217000000000002,59881,1327,0,0.0,44504.0563120623,False,-0.321595895232174,0,0.4970000000000001,98865,353,504,1.0,30990.682651211755,False,-0.05540405949048576,0.6666666666666666,514576,0.0,0.0,14,0,0,24,8,6.5125,13,37,16,195.0,50.0,15,12,16,1339,1.9911008039489388,256.8015778232366
124,16,0,0,0,10.0,9,10.0,33.758868866569244,0,,32.357847297704794,16,16.25,38.000000000000014,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.519000000000001,100434,28,20,1.0,955.1773773313848,False,0.4065705182201148,6,6.587000000000001,81258,0,6,0.6,194.14708378622876,False,-0.19147023442528782,0,3.6290000000000004,102008,0,22,0.7,711.8726405495055,False,0.01732179485668745,11,11.317000000000002,59618,1333,0,0.0,43133.01044784049,False,-0.32943052479664114,0,0.4970000000000001,99037,353,505,1.0,30612.3200960898,False,-0.05554597376643789,0.5499999999999999,514433,0.0,0.0,11,0,0,14,7,6.6,14,28,15,162.0,35.0,9,7,15,522,1.674832845106721,258.4764106683433
125,15,0,0,0,10.0,13,10.0,33.189285689105894,5,13.0,31.811023350657642,19,25.736842105263158,38.00000000000001,14,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.519000000000001,100369,31,25,1.0,1139.7321422276473,False,0.4069507278914155,0,6.581000000000001,81258,0,6,0.0,190.86614010394584,False,-0.19148653789912665,0,3.6290000000000013,102432,0,8,0.5,254.48818680526114,False,0.019262818829097538,14,11.446000000000003,59302,1338,0,0.0,42563.14924317993,False,-0.33439410396149294,0,0.4970000000000001,98623,357,515,1.0,30926.53533618478,False,-0.057667858822377585,0.4166666666666667,514062,0.0,0.0,12,0,0,18,5,5.0,11,29,9,132.0,33.0,9,6,9,684,1.5643093846738338,260.04072005301714
126,9,0,0,0,10.0,8,10.0,33.3466030736345,15,35.06666666666667,31.84295773173265,23,32.130434782608695,38.00000000000001,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.519000000000001,100815,29,20,1.0,956.93206147269,False,0.41189336981637725,9,6.671000000000002,80806,4,10,1.0,451.8159896118645,False,-0.1946819451724199,0,3.6290000000000004,102764,0,1,0.1,31.84295773173265,False,0.021455973195117044,12,11.552000000000001,58919,1342,0,0.0,42733.24927598522,False,-0.3368551174712342,0,0.4970000000000001,98372,366,517,1.0,31300.522529814152,False,-0.05819654025087488,0.5166666666666667,513754,0.0,0.0,12,0,0,13,8,7.818181818181818,13,26,17,90.0,72.0,5,4,17,1462,1.2167191868647933,261.25743923988193
127,17,0,0,0,10.0,10,10.0,33.539898628950965,9,37.0,31.094151708228623,11,17.0,38.0,8,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.519000000000001,101048,29,21,1.0,994.3378712079702,False,0.415401766522225,1,6.6720000000000015,80623,3,10,1.0,411.5612129691391,False,-0.19670068269561458,0,3.6290000000000004,102764,0,1,0.0,31.094151708228623,False,0.021452252271932495,8,11.620000000000001,58813,1342,0,0.0,41728.351592442814,False,-0.34188079594755505,0,0.4970000000000001,98185,367,527,1.0,31437.553676919903,False,-0.05917520039597625,0.5,513511,0.0,0.0,5,0,0,11,6,5.090909090909091,16,27,22,129.0,87.0,8,9,22,433,1.5802571401000023,262.83769637998194
128,22,0,0,0,10.0,9,10.0,33.62096800698796,9,35.0,33.35644066841533,31,47.67741935483871,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.519000000000002,101273,28,22,1.0,1019.6612961537351,False,0.4187144480726603,0,6.671000000000002,80543,2,15,1.0,567.5885460402059,False,-0.1967204234402351,25,3.8790000000000013,102956,0,0,0.0,0.0,False,0.02320589141431709,11,11.722000000000001,57419,1368,0,0.0,45631.61083439217,False,-0.3372748751346674,0,0.4970000000000001,98292,362,528,1.0,32139.03152196635,False,-0.05539435886457875,0.5,512561,0.0,0.0,11,0,0,18,6,5.8,13,31,26,219.0,58.0,13,9,26,982,1.9341086307540536,264.771805010736
129,26,0,0,0,10.0,11,10.0,34.43101216308233,46,37.0,31.907557089819402,29,21.689655172413794,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,24,5.759000000000002,102001,29,10,1.0,634.3101216308232,False,0.42617614346787014,3,6.701000000000001,80128,8,10,1.0,594.5236682028526,False,-0.20071096655666879,11,3.9640000000000013,101780,20,10,1.0,1007.6958141598407,False,0.016525853520437304,15,11.861,57134,1368,0,0.0,43649.538098872945,False,-0.3478147070288064,0,0.4970000000000001,97853,381,533,1.0,32410.779251221193,False,-0.05789812646107481,0.6666666666666666,510974,0.0,0.0,9,0,0,21,11,9.958333333333334,14,35,25,237.0,96.0,14,12,25,1045,2.0818650647997856,266.8536700755358
130,25,0,0,0,10.0,5,10.0,33.82798981244361,5,13.0,32.04329808857432,34,32.88235294117647,38.0,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.735000000000001,102016,24,15,1.0,747.4198471866541,False,0.42717352109046636,20,6.8980000000000015,80318,0,8,0.8,256.34638470859454,False,-0.20050314355498058,0,3.953000000000001,101903,15,16,1.0,1020.1126166038432,False,0.01780996321147596,11,11.956000000000003,56775,1372,0,0.0,43963.40497752396,False,-0.3494837406353291,0,0.4970000000000001,97265,401,534,1.0,33141.3625335183,False,-0.05973765762415218,0.6333333333333333,510355,0.0,0.0,10,0,0,19,7,6.666666666666666,14,33,26,222.0,78.0,14,11,26,645,1.9360385155305266,268.7897085910663
131,26,0,0,0,10.0,9,10.0,34.0775666057575,14,36.92857142857143,31.348925774301655,59,28.76271186440678,37.99999999999999,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.735000000000001,102443,23,11,1.0,604.8532326633324,False,0.43213172875864775,37,7.248000000000002,80372,0,1,0.1,31.348925774301655,False,-0.20108452049883074,0,3.953000000000001,101660,18,12,1.0,989.5833081952549,False,0.01524325592170252,10,12.045000000000002,56446,1376,0,0.0,43136.121865439076,False,-0.3556178269012494,0,0.4970000000000001,96136,446,534,1.0,34273.620895338536,False,-0.06438686979491469,0.5166666666666667,509135,0.0,0.0,13,0,0,22,6,5.902439024390244,11,33,28,204.0,83.0,13,13,28,1413,2.175633725710213,270.9653423167765
132,28,0,0,0,10.0,10,10.0,33.03825112423657,18,24.0,31.348925774301655,0,,37.99999999999999,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,7,5.8050000000000015,102572,23,10,1.0,560.3825112423657,False,0.4336198828543717,0,7.211000000000002,80372,0,1,0.0,31.348925774301655,False,-0.20108452049883074,0,3.953000000000001,101228,26,22,1.0,1548.6708962647872,False,0.013728102961930326,12,12.155000000000001,56244,1376,0,0.0,43136.121865439076,False,-0.35728631072852,0,0.4970000000000001,96440,436,536,1.0,34036.13163759552,False,-0.06285669360361311,0.5,508934,0.0,0.0,8,0,0,20,8,7.388888888888889,18,38,18,268.0,64.0,18,10,18,404,2.088587914593518,273.05393023137003
133,18,0,0,0,10.0,13,10.0,33.03825112423657,0,,31.013765516823987,6,17.0,37.99999999999999,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.798000000000001,102442,26,20,1.0,920.7650224847314,False,0.4343194808028988,5,7.261000000000002,80289,0,0,0.0,0.0,False,-0.20206517526162532,0,3.953000000000001,101228,16,32,1.0,1521.0525145261527,False,0.013590863311466538,11,12.253000000000002,55967,1382,0,0.0,42861.02394425075,False,-0.36071041090853595,0,0.4970000000000001,96782,426,537,1.0,33617.864110167015,False,-0.06175924228463747,0.5,508786,0.0,0.0,12,0,0,8,8,7.833333333333334,11,19,16,183.0,21.0,11,7,16,472,1.6386180222034454,274.6925482535735
134,16,0,0,0,10.0,11,10.0,30.886088906516743,17,11.0,31.013765516823987,0,,37.99999999999999,20,38.0,0,0.2,72078,0,0,0.0,0.0,False,0.004669445102658099,0,5.798000000000001,102519,27,13,1.0,671.5191557847177,False,0.43365568177930053,0,7.256,80289,0,0,0.0,0.0,False,-0.20206517526162532,0,3.953000000000001,101041,23,42,1.0,2012.9581965564926,False,0.014176753344513007,5,12.292000000000002,55920,1382,0,0.0,42861.02394425075,False,-0.3610986224921088,0,0.4970000000000001,97352,416,532,1.0,33117.726454998774,False,-0.05911666809149084,0.5,509199,0.0,0.0,13,0,0,13,2,2.0,9,22,16,153.0,75.0,11,5,16,867,1.7461804570630193,276.4387287106365
