index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
121,4,0,0,0,10.0,20,10.0,28.910743658855058,0,,39.51807322515693,3,53.0,44.999999999999986,11,45.0,0,2.1620000000000004,76124,35,65,1.0,2229.198337825579,False,0.4337429308158744,0,10.739000000000003,928,1193,0,0.0,11930.0,False,-0.8720485595485595,0,1.9280000000000004,85593,80,28,1.0,3419.3655430127988,False,0.011185039687577739,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40012.4692238554,True,-1.5132830761275913,0,0.2,112615,0,6,0.0,269.9999999999999,False,0.00039039625219597894,11,11.074000000000002,26717,2749,0,0.0,108635.1832959564,False,-0.2810090709635849,0.3333333333333333,301977,0.0,0.125,11,0,0,2,6,6.0,2,4,5,72.0,0.0,4,0,5,359,0.6527256589615718,228.45657737419242
122,5,0,0,0,10.0,20,10.0,28.910743658855058,0,,39.51807322515693,0,,44.999999999999986,13,45.0,0,2.1620000000000004,76004,37,75,1.0,2538.3057744141292,False,0.43438433485311595,0,10.739000000000003,848,1201,0,0.0,12010.0,False,-0.8727910602910602,0,1.9280000000000004,85593,70,38,1.0,3525.4388386758174,False,0.011799337703857106,0,13.943000000000001,-64321.55555555556,1384,0,0.0,40012.4692238554,True,-1.5132830761275913,0,0.2,112615,0,6,0.0,269.9999999999999,False,0.00039039625219597894,13,11.193000000000001,26454,2749,0,0.0,108635.1832959564,False,-0.2833425758346654,0.3333333333333333,301514,0.0,0.125,8,0,0,4,6,6.0,0,4,6,54.0,3.0,4,1,6,200,0.6665798089816235,229.12315718317404
123,6,0,0,0,10.000000000000002,20,10.0,28.05862880847197,4,1.0,38.380322441361976,7,17.0,44.99999999999999,9,45.0,0,2.162000000000001,75884,39,85,1.0,2774.9834487201174,False,0.4343534994869332,4,10.779000000000002,660,1209,0,0.0,12090.000000000002,False,-0.8755383130383131,0,1.9280000000000004,85708,64,41,1.0,3369.345463838047,False,0.012227350173379026,0,13.943000000000001,-64321.55555555556,1384,0,0.0,38833.14227092521,True,-1.5201128649373148,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,9,11.270000000000001,26200,2756,0,0.0,105776.1686483936,False,-0.2982797337835005,0.3333333333333333,301067,0.0,0.125,10,0,0,3,4,4.0,2,5,7,84.0,3.0,5,1,7,319,1.7117756459629163,230.83493282913696
124,7,0,0,0,10.000000000000002,20,10.0,27.203664649453927,4,2.0,38.380322441361976,0,,44.999999999999986,10,45.0,0,2.1620000000000004,75784,39,95,1.0,2974.348141698123,False,0.4343476030377386,4,10.815000000000003,456,1219,0,0.0,12190.000000000002,False,-0.8783969408969409,0,1.9280000000000004,85700,58,51,1.0,3535.2089941777886,False,0.013095248816716943,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37649.87187484423,True,-1.526965491250952,0,0.2,112615,0,6,0.0,269.9999999999999,False,0.00039039625219597894,10,11.361000000000002,26041,2756,0,0.0,105776.1686483936,False,-0.2996904838766632,0.3333333333333333,300596,0.0,0.125,9,0,0,3,5,5.0,2,5,6,68.0,6.0,5,2,6,200,0.6371611020294949,231.47209393116646
125,6,0,0,0,10.000000000000002,20,10.0,27.67121042872704,7,35.0,38.700313631149534,3,52.0,44.99999999999999,12,45.0,0,2.1620000000000004,75899,42,98,1.0,3131.7786220152498,False,0.43794344577902494,0,10.811000000000003,386,1226,0,0.0,12260.000000000002,False,-0.879046629046629,0,1.9280000000000004,85611,55,58,1.0,3766.53476418666,False,0.013404072206508529,0,13.943000000000003,-64321.55555555556,1384,0,0.0,38296.955233358225,True,-1.5232180633896992,0,0.2,112615,0,6,0.0,269.99999999999994,False,0.00039039625219597894,12,11.471,25655,2759,0,0.0,106774.16530834156,False,-0.2986878901374303,0.3333333333333333,300166,0.0,0.125,10,0,0,2,6,6.0,3,5,3,85.0,3.0,5,1,3,601,0.4975906389881857,231.96968457015464
126,3,0,0,0,10.0,20,10.0,28.30820496890163,10,35.0,38.700313631149534,0,,45.0,10,45.0,0,2.1620000000000004,76189,38,98,1.0,3154.20408695236,False,0.4435347127167392,0,10.811000000000003,246,1240,0,0.0,12400.0,False,-0.8803460053460054,0,1.9280000000000004,85261,55,68,1.0,4188.572600207758,False,0.011794321091813227,0,13.943000000000001,-64321.55555555556,1384,0,0.0,39178.555676959855,True,-1.5181124861539737,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,10,11.559000000000003,25502,2759,0,0.0,106774.16530834156,False,-0.30004540437802085,0.3333333333333333,299813,0.0,0.125,10,0,0,1,3,3.0,1,2,0,36.0,3.0,2,1,0,550,0.26402034604689106,232.23370491620153
127,0,0,0,0,10.0,20,10.0,28.30820496890163,0,,40.443668786757364,15,53.8,45.0,10,45.0,0,2.162000000000001,76089,38,108,1.0,3437.2861366413763,False,0.4443058187615215,0,10.811000000000003,146,1250,0,0.0,12500.0,False,-0.8812741312741312,0,1.9280000000000004,86068,45,63,1.0,3821.820357166287,False,0.019017456925572402,0,13.943000000000001,-64321.55555555556,1384,0,0.0,39178.555676959855,True,-1.5181124861539737,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,10,11.649000000000003,24526,2774,0,0.0,112190.73721446493,False,-0.2846754511096795,0.3333333333333333,299444,0.0,0.125,10,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,1007,0.13868591096252203,232.37239082716405
128,0,0,0,0,10.0,20,10.0,27.539301721764478,3,1.0,39.23892738016419,12,27.5,45.0,4,45.0,0,2.1620000000000004,75999,37,118,1.0,3619.6376031682084,False,0.4443276433320482,3,10.841000000000001,-45,1261,0,0.0,12610.0,False,-0.8837986337986338,0,1.9280000000000004,86395,38,61,1.0,3440.0680356170656,False,0.02059411396977578,0,13.943000000000003,-64321.55555555556,1384,0,0.0,38114.393582922035,True,-1.5242753253424897,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,4,11.679000000000002,24154,2786,0,0.0,109319.65168113745,False,-0.30071313115034937,0.3333333333333333,299118,0.0,0.125,12,0,0,0,3,3.0,0,0,0,0.0,0.0,0,0,0,530,0.13598705898039043,232.50837788614444
129,0,0,0,0,10.0,0,,27.286038887364032,1,3.0,39.58574449364117,3,53.0,45.0,11,45.0,0,2.162000000000001,75999,27,128,1.0,3762.612977582596,False,0.4456546348528232,1,10.848000000000003,-73,1261,0,0.0,12610.0,False,-0.8843183843183843,0,1.9280000000000002,86551,29,68,1.0,3483.1257533011567,False,0.022650345467766814,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37763.87782011182,True,-1.526305253199667,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,11,11.785000000000002,23788,2789,0,0.0,110404.64139276523,False,-0.29914715546304005,0.3333333333333333,298880,0.0,0.125,1,0,0,0,7,7.0,0,0,0,0.0,0.0,0,0,0,159,0.13235451199579984,232.64073239814024
130,0,0,0,0,10.0,0,,27.286038887364032,0,,39.58574449364117,0,,45.0,12,45.0,0,2.162000000000001,75999,17,138,1.0,3935.4733664562364,False,0.44725899694141874,0,10.847000000000001,-78,1261,0,0.0,12610.0,False,-0.884411196911197,0,1.9280000000000004,86551,19,78,1.0,3606.1228093639284,False,0.023362653377833005,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37763.87782011182,True,-1.526305253199667,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,12,11.894000000000002,23557,2789,0,0.0,110404.64139276523,False,-0.30119673578706896,0.3333333333333333,298644,0.0,0.125,0,0,0,0,6,6.0,0,0,0,0.0,0.0,0,0,0,0,0.13036775001091883,232.77110014815116
131,0,0,0,0,10.0,0,,27.286038887364032,0,,40.06857086638865,4,53.0,45.0,10,45.0,0,2.162000000000001,75999,7,148,1.0,4108.333755329877,False,0.44886335903001456,0,10.847000000000001,-84,1261,0,0.0,12610.0,False,-0.884522572022572,0,1.9280000000000002,86763,9,84,1.0,3611.334302762923,False,0.02584832865841372,0,13.943000000000001,-64321.55555555556,1384,0,0.0,37763.87782011182,True,-1.526305253199667,0,0.2,112615,0,6,0.0,270.0,False,0.00039039625219597894,10,11.982,23172,2793,0,0.0,111911.5184298235,False,-0.297927712678014,0.3333333333333333,298465,0.0,0.125,4,0,0,0,5,5.0,0,0,0,0.0,0.0,0,0,0,212,0.12975303700659424,232.90085318515776
